idiom,meaning,instance,label,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe
die in harness,to expire while working,the poor horse died in harness while pulling the heavy load,literal,literal,literal,literal,"['36W0OB37HCUO2RPCCHSPXO5505XZHX', '34J10VATJVEFKUZ5V3RX67UGVFRIQF']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[52.524, 47.956]"
do the trick,successfully achieve a result,"performing a magic act, the magician said 'that should do the trick' as he pulled a rabbit from his hat",literal,literal,literal,literal,"['3GLB5JMZFDB7ZUP50TLALWA1XNADGD', '3WOKGM4L7HW1SN59C0ANBYZKUKSO0I']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[147.315, 42.689]"
dodge a bullet,to narrowly avoid a very serious problem or a disaster,"when the company went bankrupt, I realized I dodged a bullet there by not investing",figurative,figurative,figurative,figurative,"['3DPNQGW4L1VS25H6V5BV6136QWF46Q', '3HVVDCPGTU8E2A62GP7VX0ZR55OYTF']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[104.797, 31.551]"
does exactly what it says on the tin,someone or something is exactly as they seem,the new software does exactly what it says on the tin and is very user-friendly,figurative,tie,literal,figurative,"['3PW9OPU9P60NS51MLLGQIQFRY7312T', '3E7TUJ2EGS2SKK2XMNF0TFOETAFD9M']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[81.149, 157.287]"
down to earth,"decent, simple, realistic","despite her fame, she remained a down-to-earth person who was easy to talk to",figurative,figurative,figurative,figurative,"['3S0TNUHWK9YS6FJNHV9MTJT394X8DS', '3L70J4KAZW26P3C2ETT0PAZYZSXDA1']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[52.825, 52.609]"
dragging its feet,"delaying in decision, not showing enthusiasm",the robot was malfunctioning and dragging its feet on the decision of which direction to move,literal,tie,figurative,literal,"['3A1COHJ8NZB9IVOP3RSCK4811WQ8H1', '358UUM7WRFJI7BX9PRC0K8ECDLIR7U']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[55.154, 144.789]"
draw a blank,to get no response from someone,the artist was drawing a blank canvas to prepare for her next masterpiece,literal,literal,literal,literal,"['3LYA37P8I63JMJN4COFJOYEU1JFBK7', '39N5ACM9HU319H5NRW6VT9537TIP9C']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[46.569, 75.92]"
drive up the wall,to make someone angry or irritated,his constant humming is driving me up the wall,figurative,figurative,figurative,figurative,"['3GS6S824S6DCIS6I4S3V348J5F2WND', '3DEL4X4ELM1LJRFMLZ8SM3KXI1CYXY']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[122.602, 30.971]"
drive up the wall,to make someone angry or irritated,the remote-controlled car was driving me up the wall as it climbed vertically,literal,literal,literal,literal,"['34Z02EIMI8TH5FAH8HWM5857TS9T09', '3GDTJDAPVARVA9P0UO8PC9GXIIPM8O']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[55.474, 35.955]"
eat him alive,to criticize someone severely because you are angry with them,his lack of preparation will eat him alive in the competition against more experienced opponents,figurative,figurative,figurative,figurative,"['3GNA64GUZUK3864QOJ83HYQBQTLQ5D', '3YJ6NA41JRWQFTIWD8X8I3J63YUJP1']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[47.881, 48.822]"
eat him alive,to criticize someone severely because you are angry with them,the carnivorous insects would eat him alive in the competition if he didn't wear protective gear,literal,literal,literal,literal,"['3NQL1CS157OTF2ARLK7AYINC2Q4YVV', '3IOEN3P9SNZBA6KN8NST83W3EC516A']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[101.669, 26.319]"
every nook and cranny,to look for something everywhere,"to find the perfect gift, they searched every nook and cranny of the shopping mall",figurative,figurative,figurative,figurative,"['3D4CH1LGEQ9VW4COODG8Z0RB62VG9Z', '333U7HK6IPVHQWF68Z6DI92HPFRJDN']","['A290OV59Q76QC8', 'APGX2WZ59OWDN']","[92.342, 55.866]"
face the music,receive punishment,"after making a mistake at work, they faced the music together and accepted the consequences",figurative,figurative,figurative,figurative,"['3J4Q2Z4UTEJXLPJAKKVC7Y3OAQPQWU', '33CKWXB73Z0G3KJQ2HGCD75M61P11C']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[29.084, 39.803]"
face the music,receive punishment,"as the orchestra began to play, they faced the music together and enjoyed the performance",literal,literal,literal,literal,"['3BC8WZX3VJCSPUHOY5A6PP5CEXCRRT', '36V4Q8R5Z0G1GDPWGIPPY01XCOBQM3']","['A38DXFI1TZA295', 'APGX2WZ59OWDN']","[64.305, 123.839]"
fall at first hurdle,to fail to overcome the first difficulty encountered,the new employee fell at the first hurdle when he failed to complete the initial task,figurative,figurative,figurative,figurative,"['3HPZF4IVN29XGT4RU3C58QZNHJOYCW', '3HHRAGRYXOLJOHTMCWTG490DXOMO9U']","['A2TBXASXZIRNNW', 'A38DXFI1TZA295']","[25.279, 35.488]"
fall on his sword,to accept the consequences of an unsuccessful or wrong action,"during the reenactment, he accidentally tripped and started to fall on his sword",literal,literal,literal,literal,"['35GMH2SV3UX0JDK3K792WN1OOL2EOU', '3IUZPWIU14NBAMLF7FBFBCRFBKXWK8']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[97.737, 44.829]"
fall on his sword,to accept the consequences of an unsuccessful or wrong action,he decided to fall on his sword and take responsibility for the team's failure,figurative,figurative,figurative,figurative,"['3FQ5JJ51214LNSC1FEKSFTEOI8TNK8', '3L4PIM1GQ9W1MVTAC020XLY9HKRRYV']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[61.926, 75.256]"
fall on our feet,to succeed in doing something where there was a risk of failure,"despite the challenges, we managed to fall on our feet and succeed",figurative,figurative,figurative,figurative,"['3NQL1CS157OTF2ARLK7AYINC2Q4YVV', '3IOEN3P9SNZBA6KN8NST83W3EC516A']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[101.669, 26.319]"
fall out,to disagree with someone about something,"while climbing the tree, they had a fall out and landed on the ground",literal,literal,literal,literal,"['3X0H8UUITH49Y5YNCOKH2YIPSEASWL', '3QILPRALQLB1SRA06PNPPO5XN8Z8NA']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[87.361, 37.845]"
far cry from,something that is very different from something else,the echo of her voice was a far cry from the original sound,literal,tie,literal,figurative,"['3SNLUL3WOK392OESXF8F8OJXF4RULA', '3FDJT1UU7KOHX36VBEO6LCE2RNTK5F']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[74.656, 47.882]"
feather one's (own) nest,"If you say that you are feathering your own nest, you mean that you are working so hard to gather resources (money) to live a comfortable life in the future.",she was accused of feathering her own nest by taking bribes,figurative,figurative,figurative,figurative,"['3JBT3HLQFOIGF8N0VU0U6X7WMW7PZS', '3X3OR7WPZFGB4R7FUC7ACW18IDZL8L']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[115.322, 54.151]"
fiddle while Rome burns,to perform an inconsequential task or act irresponsibly in the midst of a disastrous event.,he fiddled while Rome burned by playing video games during the company crisis,figurative,figurative,figurative,figurative,"['3KB8R4ZV1UNEKXRLMXU4Q6M1U2YGB9', '3R2PKQ87NCOOZF1D3AKGPYABLEUIMS']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[31.604, 75.791]"
fight a losing battle,trying to do something even when there is little chance of succeeding,the outnumbered soldiers knew they were fighting a losing battle against the invading forces,literal,literal,literal,literal,"['3OVR4I9US5ZLCN0QAEPTC6KXQXQQ48', '345LHZDEDD8SMKO3R94FC2PGFI13U6']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[58.378, 104.75]"
fill the bill,be exactly suitable for a particular situation,the new employee filled the bill perfectly for the position we needed,figurative,figurative,figurative,figurative,"['3QAVNHZ3E2KPNF0URARO8N7381ZLAP', '3C6FJU71T69T2NLRGUX52WLTOJVYU6']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[96.746, 106.758]"
find feet,become familiar with a new situation,"after being blindfolded, she found her feet in the new environment by touching the ground",literal,tie,literal,figurative,"['3K4J6M3CXU991NMTGJU8VV2VCKDGAE', '32KTQ2V7RTVVOE8AZGE3C5B82O7M9D']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[81.468, 48.236]"
first light,the time when the light begins to appear in the morning,he started his daily workout at first light to seize the day,figurative,figurative,figurative,figurative,"['3S96KQ6I92KB4ZBBKTKHKFPQNHIDTM', '3MB8LZR5BV9VZS9G314D21AZDDTLK4']","['A2TBXASXZIRNNW', 'AX8NXTT8QMGHC']","[31.243, 51.454]"
fish out of water,to feel uncomfortable in unfamiliar surroundings,the poor creature flopped around like a fish out of water when it was accidentally dropped on the floor,literal,tie,literal,ambiguous,"['36W0OB37HCUO2RPCCHSPXO5505XZHX', '34J10VATJVEFKUZ5V3RX67UGVFRIQF']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[52.524, 47.956]"
flog a dead horse,waste energy on something that has no chance of succeeding,arguing about the same issue over and over again was like flogging a dead horse,figurative,figurative,figurative,figurative,"['3JCG6DTRVJ6S1SNO8BW6F9L2MP8QQQ', '3ERMJ6L4DE8RAVKHKJGJY9K27YJM71']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[171.447, 112.306]"
flog a dead horse,waste energy on something that has no chance of succeeding,the man in the strange painting was flogging a dead horse in the field,literal,literal,literal,literal,"['3KYQYYSHYBNVR763OCYIQ5J3O91DO0', '386PBUZZXVD0O83YLG411MAMYOTJL3']","['APGX2WZ59OWDN', 'APRZ7BR8C0ZMQ']","[80.226, 76.096]"
foam at the mouth,be extremely angry,he was foaming at the mouth when he found out about the betrayal,figurative,figurative,figurative,figurative,"['340UGXU9DEHCYTQMBJALVXHZ62TUVT', '317HQ483IN8UHXMDFBZG2DZBQ44INS']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[117.364, 55.228]"
foot in the door,succeed with a first step.,"when the door was closing, he quickly got a foot in the door to prevent it from shutting",literal,literal,literal,literal,"['3R6BYFZZPNSFJ0YRG9G4XIDHCQMFXI', '3S3AMIZX3ALUII90Y7PRV5PMZVIDC3']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[113.826, 54.856]"
from A to Z,comprehensive,the alphabet book helped the child learned it from A to Z,literal,literal,literal,literal,"['35GMH2SV3UX0JDK3K792WN1OOL2EOU', '3IUZPWIU14NBAMLF7FBFBCRFBKXWK8']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[97.737, 44.829]"
full of beans,to be optimistic or enthusiastic,"after a good night's sleep, he seemed full of beans and ready to tackle the day",figurative,figurative,figurative,figurative,"['3GM6G9ZBK3DE8THOXMJK35CKWVATMK', '3M1CVSFP6GL0ECG7JFZKP96XI7MQAJ']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[26.856, 38.985]"
full of beans,to be optimistic or enthusiastic,the bag seemed full of beans as it bulged and weighed heavily in her hand,literal,literal,literal,literal,"['3RYC5T2D7J97DH19LD6HKU5XDFOPRZ', '36DSNE9QZLE8UT6VY8KTT3EGTTYJOK']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[77.538, 158.473]"
get hitched,to get married,"after dating for five years, they decided to get hitched and start a family",figurative,figurative,figurative,figurative,"['304SM51WAJKHA20CHXOLFK54IDSBSO', '3NPI0JQDA4LKTWE1P2BCK96F10LTPG']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[172.073, 33.21]"
get one's feet wet,to begin taking part in a new activity,they got their feet wet when they accidentally stepped into a puddle,literal,literal,literal,literal,"['3TEM0PF1QLDAOQEKMRW704NLQ6LD0A', '3Q5C1WP232HFR2K934IOGXI3IHU15U']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[98.12, 35.374]"
get the sack,be dismissed from the job,she got the sack from the company after failing to meet her sales targets,figurative,figurative,figurative,figurative,"['3K4J6M3CXU991NMTGJU8VV2VCKDGAE', '32KTQ2V7RTVVOE8AZGE3C5B82O7M9D']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[81.468, 48.236]"
get the sack,be dismissed from the job,she got the sack from the company to carry her groceries home,literal,literal,literal,literal,"['3R6BYFZZPNSFJ0YRG9G4XIDHCQMFXI', '3S3AMIZX3ALUII90Y7PRV5PMZVIDC3']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[113.826, 54.856]"
get the wrong end of the stick,to understand something in the wrong way,"while trying to pick up the stick, he accidentally got the wrong end of the stick covered in mud",literal,literal,literal,literal,"['3QBD8R3Z2HZIRBNAV1XPN1PXBW8O4Y', '3GS6S824S6DCIS6I4S3V348J5F2NW4']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[36.569, 63.393]"
gets it out of his system,get rid of a strong emotion or desire by expressing it openly or trying to fulfill it,"after taking the medicine, he finally gets it out of his system through detoxification",literal,literal,literal,literal,"['3QBD8R3Z2HZIRBNAV1XPN1PXBW8O4Y', '3GS6S824S6DCIS6I4S3V348J5F2NW4']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[36.569, 63.393]"
getting my fingers burnt,"to suffer unpleasant results of an action, especially loss of money, so you do not want to do the same thing again","after investing in that risky business, I ended up getting my fingers burnt",figurative,figurative,figurative,figurative,"['3L0KT67Y8UWDNATNRP25NV353MAYSQ', '38YMOXR4MAF4B70Q5BHE1TMXAPE6WE']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[30.89, 79.284]"
give the slip,to get away,she gave him the slip by sneaking out the back door,figurative,figurative,figurative,figurative,"['3QEMNNSB2DFO61E47QHGFJX8YKRD7A', '3IAEQB9FMU03WGF5FYPS7ZWPRB0DWC']","['A290OV59Q76QC8', 'APGX2WZ59OWDN']","[45.757, 99.104]"
glass ceiling,"an unseen (glass) barrier for women and people who belong to minority groups in climbing up the corporate, political or the ladder of success regardless of whether they are qualified for the job","despite her qualifications, she hit the glass ceiling in her career progression",figurative,figurative,figurative,figurative,"['3P529IW9KE1KJ6H22QDGMOIU5HCLF2', '374TNBHA8RB1AUEAZLD0SVO4LYPYQ1']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[38.987, 145.493]"
gloves are off,people are beginning to behave in a more hostile or tenacious way; usually used to describe a dispute or fight,"after finishing the gardening work, the gloves are off now and they can relax",literal,literal,literal,literal,"['3P59JYT7610O1PDVN400OWYMQQTT2T', '3LUY3GC63FGXVYHUCZ8BFDEXC3UP70']","['APGX2WZ59OWDN', 'APRZ7BR8C0ZMQ']","[83.361, 58.14]"
gloves are off,people are beginning to behave in a more hostile or tenacious way; usually used to describe a dispute or fight,"after the heated argument, the gloves are off now and they won't hold back",figurative,figurative,figurative,figurative,"['3G0WWMR1UB07YVAWSJ4PBFQXHELNQ0', '3PQMUDRV77M23WBMIVMOX53U45AIIC']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[40.257, 25.233]"
go down in flames,to fail spectacularly,his political career went down in flames after the scandal,figurative,figurative,figurative,figurative,"['36AHBNMV17S7LLA5UZ7GSWH52J0DYB', '33NF62TLXZIP42LG0GS0MMX79OOJK0']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[48.95, 48.352]"
go round in circles,work at something but keep failing to make progress with it.,the children were going round in circles while playing a spinning game,literal,literal,literal,literal,"['34Z02EIMI8TH5FAH8HWM5857TS9T09', '3GDTJDAPVARVA9P0UO8PC9GXIIPM8O']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[55.474, 35.955]"
go steady,have a romantic relationship with someone,"after dating for a few months, they decided to go steady and become exclusive",figurative,figurative,figurative,figurative,"['3EICBYG64KC7L49S83B2Y3KZ4FFJCN', '3E337GFOLPOGL6GIPNZDH1MVBRCGNY']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[30.161, 31.016]"
go the extra mile,to make an extra effort,"to make sure the project was perfect, he went the extra mile and double - checked everything",figurative,figurative,figurative,figurative,"['3HL8HNGX4LHPI4GTDTAQHFRZ5NW9FU', '39PAAFCOD2GXYGBXBEKBQ1VXNOMVT3']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[62.328, 68.86]"
go through a rough patch,to experience a lot of problems in a period of life,"while hiking, we were going through a rough patch filled with rocks and thorns",literal,literal,literal,literal,"['3DY4FPOOAH4KI1Y57PFGQMUFZ3PRVM', '3XC1O3LBO82U2BZ3XAI53SXVWQKTLI']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.92, 38.074]"
go through channels,to follow the correct steps in order to get something done,he went through channels to get the necessary approval for his project,figurative,figurative,figurative,figurative,"['37FMASSAYS7SGOXGCLU7BIZH9FQBIW', '35BLDD71IMDTKSKWH69TCPWE8K8VZJ']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[47.212, 156.678]"
go through channels,to follow the correct steps in order to get something done,the water went through channels to get to the other side of the dam,literal,literal,literal,literal,"['35DR22AR5T0K3OIYWEF2W9OK90I3XY', '3HHRAGRYXOLJOHTMCWTG490DXON9OG']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[150.503, 31.684]"
goose egg,zero,"at the market, she scored a goose egg for her unique recipe",literal,tie,figurative,literal,"['3JWH6J9I98TKUP87917ZGQVYVEKBNC', '3NG53N1RLBZ1VCMDM40HTDASNN08P6']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[49.059, 37.718]"
got in his hair,to annoy someone so much that they cannot get on with what they are doing,the constant questions from his coworkers got in his hair and made it difficult to concentrate,figurative,figurative,figurative,figurative,"['3KYQYYSHYBNVR763OCYIQ5J3O91DO0', '386PBUZZXVD0O83YLG411MAMYOTJL3']","['APGX2WZ59OWDN', 'APRZ7BR8C0ZMQ']","[80.226, 76.096]"
got it made,"to be certain to be successful and have a good life, often without much effort:","with their successful business, they've got it made in life",figurative,figurative,figurative,figurative,"['3JMSRU9HQYAV9XT0LJVGRFVWKEZVED', '3HOSI13XHF44NAFEY3K2FB74KVUDD3']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[146.977, 37.327]"
got the slap on the wrist,got small punishment when a more severe punishment is deserved,"during the play, the actor got the slap on the wrist as part of the scene",literal,tie,literal,ambiguous,"['3GLB5JMZFDB7ZUP50TLALWA1XNADGD', '3WOKGM4L7HW1SN59C0ANBYZKUKSO0I']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[147.315, 42.689]"
hammer and tongs,"to argue fiercely, with a lot of energy and noise",the blacksmith went at it hammer and tongs while forging the sword,literal,literal,literal,literal,"['3PM8NZGV8EWCAPO0UPRY9HHVJSVQXN', '35USIKEBN7WEODRCDAQR5A96HDA6NN']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[29.643, 45.743]"
hand in hand,close ties or connections,the couple walked hand in hand along the beach,literal,literal,literal,literal,"['3QEMNNSB2DFO61E47QHGFJX8YKRD7A', '3IAEQB9FMU03WGF5FYPS7ZWPRB0DWC']","['A290OV59Q76QC8', 'APGX2WZ59OWDN']","[45.757, 99.104]"
hands are tied,to not be able to do anything about a situation,"I'd love to help you, but my hands are tied due to company policy",figurative,figurative,figurative,figurative,"['308XBLVESYK59N0Z28OGPA08WB9BR0', '3DUZQ9U6S24WJGYIMEFLGWZBL58SVB']","['A1LI3JQS2VBOXC', 'A290OV59Q76QC8']","[45.27, 55.47]"
hard cheese,"bad luck, tough luck",she experienced hard cheese when she lost her job and had to start over,figurative,figurative,figurative,figurative,"['37FMASSAYS7SGOXGCLU7BIZH9FQBIW', '35BLDD71IMDTKSKWH69TCPWE8K8VZJ']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[47.212, 156.678]"
have kittens,"to be very worried, upset, or angry about something",she had kittens over the situation when she found out her son had crashed the car,figurative,figurative,figurative,figurative,"['382M9COHEXVVWI40GTLBVTTD67REU8', '3EFE17QCRSLR1F3YHPYH1V82DQXSHL']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[149.752, 49.224]"
have kittens,"to be very worried, upset, or angry about something",the cat had kittens over the situation when she found a safe spot to give birth,literal,literal,literal,literal,"['3PM8NZGV8EWCAPO0UPRY9HHVJSVQXN', '35USIKEBN7WEODRCDAQR5A96HDA6NN']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[29.643, 45.743]"
head above water,to succeed to survive in bad financial situations,"during the swimming lesson, she was keeping her head above water to breathe",literal,literal,literal,literal,"['382M9COHEXVVWI40GTLBVTTD67REU8', '3EFE17QCRSLR1F3YHPYH1V82DQXSHL']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[149.752, 49.224]"
hide light under a bushel,to show modesty towards something or someone,"she was so talented, but she was always hiding light under a bushel by not showcasing her skills",figurative,figurative,figurative,figurative,"['31HQ4X3T38QTNBMO8ADFTN19U76LSL', '3L6L49WXWGDWJ1HSQM1QEVP6U1445A']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[41.727, 47.025]"
high up,to have an important standing in society,he was so high up in the company that he had direct access to the CEO,figurative,figurative,figurative,figurative,"['3K4J6M3CXU991NMTGJU8VV2VCKDGAE', '32KTQ2V7RTVVOE8AZGE3C5B82O7M9D']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[81.468, 48.236]"
hit the books,to study very hard,"in a fit of rage, he decided it was time to hit the books and threw them against the wall",literal,literal,literal,literal,"['3EICBYG64KC7L49S83B2Y3KZ4FFJCN', '3E337GFOLPOGL6GIPNZDH1MVBRCGNY']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[30.161, 31.016]"
hit the books,to study very hard,"with exams approaching, it's time to hit the books and study hard",figurative,figurative,figurative,figurative,"['36PW28KO4FCBH9Q2AO4KVSHJZ4YEAV', '3D3VGR7TAGV06SWMNF9A7R2W8JX3R2']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[145.843, 32.004]"
hit the bull's-eye,to be exactly right about something or achieve the best result possible,her speech hit the bull's-eye and resonated with the audience,figurative,figurative,figurative,figurative,"['3SLE99ER03TEBEMQCPITBD275SSZBH', '37UEWGM5H9O4WPI70BVRJYNZAZIR1X']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[85.842, 46.261]"
hit the hay,to go to sleep or head to bed.,"after a long day at work, it was time to hit the hay",figurative,figurative,figurative,figurative,"['3G0WWMR1UB07YVAWSJ4PBFQXHELNQ0', '3PQMUDRV77M23WBMIVMOX53U45AIIC']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[40.257, 25.233]"
hit the hay,to go to sleep or head to bed.,"during the farm chores, it was time to hit the hay with a pitchfork",literal,literal,literal,literal,"['34Q075JO1DTGWVY86YCCZ2MC19J109', '37TRT2X2467OBZHMU3F7NJEHMUFJBG']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[88.712, 44.096]"
hit the sack,to go to bed,"after a long day at work, she decided to hit the sack and get some sleep",figurative,figurative,figurative,figurative,"['3LO69W1SUJTQX6DXDAJY49I66WCLG1', '3OVHNO1VEMH7QBKAQL9Z63Q78D4DZ2']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[117.981, 58.027]"
hold tongue,to keep quiet when one would rather speak,they held their tongue during the meeting to avoid causing conflict,figurative,figurative,figurative,figurative,"['36PW28KO4FCBH9Q2AO4KVSHJZ4YEAV', '3D3VGR7TAGV06SWMNF9A7R2W8JX3R2']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[145.843, 32.004]"
hornets' nest,a violent situation or one with a lot of dispute,"by questioning the company's policies, he stirred up a hornets' nest among the employees",figurative,figurative,figurative,figurative,"['3OE22WJIGY4KTLU5PKGBPAIRPAEQUV', '3VJ40NV2QY328W20A2YXV91PRVPTOZ']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[155.034, 61.639]"
household name,to be very popular,"after her successful book series, she became a household name in the literary world",figurative,figurative,figurative,figurative,"['3Z3ZLGNNSYA0URHMA0KA21SRCXUQ3N', '3SKEMFQBZJL0KLPX9CV9XWOTTDU8K5']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[45.827, 139.141]"
household name,to be very popular,"when the family decided to name their new puppy after her, she became a household name",literal,literal,literal,literal,"['308XBLVESYK59N0Z28OGPA08WB9BR0', '3DUZQ9U6S24WJGYIMEFLGWZBL58SVB']","['A1LI3JQS2VBOXC', 'A290OV59Q76QC8']","[45.27, 55.47]"
hung out to dry,"to abandon someone who is in difficulty, without giving any assistance or support","when the team failed to support her, she felt hung out to dry",figurative,figurative,figurative,figurative,"['31LM9EDVO18QC86JXTKGEEEB3JTJN5', '37QW5D2ZRW2Y8425EL4BOIF3A778SM']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[151.706, 25.551]"
in a fog,in a great confusion,"after the long meeting, he was lost in a fog and couldn't concentrate",figurative,figurative,figurative,figurative,"['3BC8WZX3VJCSPUHOY5A6PP5CEXCRRT', '36V4Q8R5Z0G1GDPWGIPPY01XCOBQM3']","['A38DXFI1TZA295', 'APGX2WZ59OWDN']","[64.305, 123.839]"
in a nutshell,to be brief and straight to the point.,"as a creative challenge, she explained it in a nutshell by writing a tiny summary inside a walnut shell",literal,literal,literal,literal,"['3QBD8R3Z2HZIRBNAV1XPN1PXBW8O4Y', '3GS6S824S6DCIS6I4S3V348J5F2NW4']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[36.569, 63.393]"
in deep water,a very serious situation,"after making a costly mistake, he found himself in deep water with his boss",figurative,figurative,figurative,figurative,"['37QW5D2ZRW2Y8425EL4BOIF3A77S86', '3U0SRXB7CTL7AWPW5YTPG502D0NRN5']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[35.272, 39.669]"
in deep water,a very serious situation,"while swimming in the ocean, he found himself in deep water and struggled to stay afloat",literal,literal,literal,literal,"['3B837J3LD4C4Q9H1DUABFZA80ZVRSH', '3018Q3ZVOY60QDV7WUOKUZG2ETORAL']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[71.476, 19.786]"
in full swing,at a stage when the level of activity is at its highest,the pendulum experiment demonstrated that the party was in full swing when the ball reached its highest point,literal,literal,literal,literal,"['33LK57MYL9LDS03SNB4O12C79GESZB', '3YWRV122C8FENHU93QZB3JXRV4S8U2']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[61.004, 23.054]"
in full swing,at a stage when the level of activity is at its highest,"when we arrived, the party was in full swing with everyone dancing and laughing",figurative,figurative,figurative,figurative,"['3JZQSN0I36Q4XE31RZG09WDM90QGFR', '31QTRG6Q29TGAIDVZ8YBSQYUG23YPA']","['A2TBXASXZIRNNW', 'A38DXFI1TZA295']","[27.937, 35.751]"
in tandem,one after another,"they worked in tandem on the bicycle, pedaling together",literal,tie,literal,figurative,"['3SLE99ER03TEBEMQCPITBD275SSZBH', '37UEWGM5H9O4WPI70BVRJYNZAZIR1X']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[85.842, 46.261]"
in the black,to not be in debt,she wore a dark outfit and was finally in the black for the themed party,literal,literal,literal,literal,"['3SLE99ER03TEBEMQCPITBD275SSZBH', '37UEWGM5H9O4WPI70BVRJYNZAZIR1X']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[85.842, 46.261]"
