idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
high on the hog,someone who is used to luxury,He's been living high on the hog and enjoying the finer things in life,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 89, 'AssignmentId': '34Z02EIMI8TH5FAH8HWM5857KRKT09', 'HITId': '39WSF6KUWH1XWTM9T541735Y11WOEK', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 503, 'AssignmentId': '3VNL7UK1XVZ82JP7BZF78FSBQT8TFC', 'HITId': '39WSF6KUWH1XWTM9T541735Y11WOEK', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 232, 'AssignmentId': '3CPLWGV3M4F16WTABHT3PK08YDTN9F', 'HITId': '39WSF6KUWH1XWTM9T541735Y11WOEK', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
high on the hog,someone who is used to luxury,He's been living high on the hog because he just got a promotion,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 28.839, 'AssignmentId': '37U1UTWH9B2M7P2SZW46Y8A7F9G8RP', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 57.887, 'AssignmentId': '3EJPLAJKE2W8525VGY1L0XGFIV96ZU', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 52.018, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7I1OI4', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
high on the hog,someone who is used to luxury,He's been living high on the hog,2,"{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 51, 'AssignmentId': '3EJPLAJKE2W8525VGY1L0XGFIUH6Z0', 'HITId': '33KMQD9OGYU528F0PB9TQ7RMPPV774', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 151, 'AssignmentId': '3DH6GAKTYE5AOMF1MHWDJO08H49YZR', 'HITId': '33KMQD9OGYU528F0PB9TQ7RMPPV774', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 54, 'AssignmentId': '3N1FSUEFLLGRNEWL5SJ9C7DYYL04DD', 'HITId': '33KMQD9OGYU528F0PB9TQ7RMPPV774', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,True
high roller,"a wealthy person or company who spends their money in a risky way, often by making risky investments that can offer large rewards",She's a high roller because she likes to take big risks and make bold moves,0,"{'WorkerId': 'A277V4SHQB8JRS', 'WorkTimeInSeconds': 44.066, 'AssignmentId': '32XVDSJFPFDKOUNBE7ZO2I3UOUTM2X', 'HITId': '3EHIMLB7GMF6VBQVCPNBVKCBED0H88', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 60.112, 'AssignmentId': '3L70J4KAZW26P3C2ETT0PAZYQWPDAS', 'HITId': '3OKP4QVBQHD6E3OZPHP76B65P0QGAD', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 36.8, 'AssignmentId': '3B2X28YI3CVCN42FAKLIEF9CRSN6BO', 'HITId': '3OKP4QVBQHD6E3OZPHP76B65P0QGAD', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
high roller,"a wealthy person or company who spends their money in a risky way, often by making risky investments that can offer large rewards",She's a high roller since she always plays high stakes games at the casino,1,"{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 54.536, 'AssignmentId': '3EFVCAY5LJP591JFRRVXWHOG60BJ8E', 'HITId': '3G9UA71JWAAYM3G2QKYQTXWVGLYJ7S', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 46.303, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA0FT8VI', 'HITId': '3FI30CQHWZZ90K4LJIGHPVDMD486BW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 73.379, 'AssignmentId': '3ZAK8W07IKUW5SP68MMWA4R93A80UY', 'HITId': '3FI30CQHWZZ90K4LJIGHPVDMD486BW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,0,2,0,False,True
high roller,"a wealthy person or company who spends their money in a risky way, often by making risky investments that can offer large rewards","She's a high roller"" ",2,"{'WorkerId': 'A2H1QUGX0SOUMH', 'WorkTimeInSeconds': 63, 'AssignmentId': '3AUQQEL7UL9WI7E6DCW16QTSHGOV0N', 'HITId': '3566S7OX6SZRRM0Y0VSKPX09M3V717', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 218, 'AssignmentId': '31LVTDXBLNQHMWMBTLDA3DWDZ8LRLY', 'HITId': '3566S7OX6SZRRM0Y0VSKPX09M3V717', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 142, 'AssignmentId': '31JLPPHS2AAX9F46VNS6DWXROZB3OO', 'HITId': '3566S7OX6SZRRM0Y0VSKPX09M3V717', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,2,2,2,False,False
high up,to have an important standing in society,"He is high up in the company, leading the team",0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 29.734, 'AssignmentId': '3WZ36BJEVJWIP2DR6XTBPP1QC7RTBU', 'HITId': '38Z7YZ2SCIICXA1B41MWHNYQ8W0QIK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 27.926, 'AssignmentId': '39KFRKBFI3BYPI1UK8LW3QT4Y8SYOS', 'HITId': '38Z7YZ2SCIICXA1B41MWHNYQ8W0QIK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 40.849, 'AssignmentId': '34V1S5K3G8HTZBNIC07MN9EM4ZD96P', 'HITId': '38Z7YZ2SCIICXA1B41MWHNYQ8W0QIK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,1,0,0,False,False
high up,to have an important standing in society,"He is high up on the ladder, reaching the top",1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 133, 'AssignmentId': '3K772S5NPORQRWYGGUECCE4N3Y0EH7', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 571, 'AssignmentId': '30OG32W0SARI1SKRJS9PHY1JPA7NEN', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 483, 'AssignmentId': '3MD9PLUKKYUGCNBNFFN22821DGGZN5', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",1,1,2,1,False,False
high up,to have an important standing in society,He is high up,2,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 362, 'AssignmentId': '3GNA64GUZUK3864QOJ83HYQBHSWQ5D', 'HITId': '379OL9DBT7USVBZURHXDHG2POEF9Y6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 566, 'AssignmentId': '3WZ36BJEVJWIP2DR6XTBPP1QBVIBTE', 'HITId': '379OL9DBT7USVBZURHXDHG2POEF9Y6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 130, 'AssignmentId': '37XITHEISCPOJSS5G8KB0U6Q5VKCR8', 'HITId': '379OL9DBT7USVBZURHXDHG2POEF9Y6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",2,2,0,2,False,False
hit the books,to study very hard,He hit the books hard this week before his test,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 22.12, 'AssignmentId': '33JKGHPFYSAGDGC40QX8U66SZO9NMC', 'HITId': '386T3MLZM2BVKBKZEHGQPSDUSWY80X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 27.237, 'AssignmentId': '3S4AW7T80RYALQKDI9HXVKL382OL4D', 'HITId': '386T3MLZM2BVKBKZEHGQPSDUSWY80X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 27.213, 'AssignmentId': '339ANSOTRLIT9R1AIY70ALI7OKLIKN', 'HITId': '386T3MLZM2BVKBKZEHGQPSDUSWY80X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
hit the books,to study very hard,He hit the books with his fist because he was frustrated,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 133, 'AssignmentId': '3M1CVSFP6GL0ECG7JFZKP96X96XQAJ', 'HITId': '37AQKJ12UC4FY49EFHFV0ZBM3J0TT1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 268, 'AssignmentId': '3XC1O3LBO82U2BZ3XAI53SXVNPWTLJ', 'HITId': '37AQKJ12UC4FY49EFHFV0ZBM3J0TT1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 32, 'AssignmentId': '3QRYMNZ7FEXKQB2O9NYKGK1KSKWNTF', 'HITId': '37AQKJ12UC4FY49EFHFV0ZBM3J0TT1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
hit the books,to study very hard,He hit the books,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 44, 'AssignmentId': '3DUZQ9U6S24WJGYIMEFLGWZBC4LSVD', 'HITId': '3X878VYTJTYIH1U67U75EZ43ND17FV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 60, 'AssignmentId': '3SKRO2GZ7H7I9L5CARMUIM1L66ZK1X', 'HITId': '3X878VYTJTYIH1U67U75EZ43ND17FV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 38, 'AssignmentId': '3H8DHMCCWPRC1GLOQK6PJO2UV34DKI', 'HITId': '3X878VYTJTYIH1U67U75EZ43ND17FV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
hit the bull's-eye,to be exactly right about something or achieve the best result possible,He hit the bull's-eye when he wrote the perfect article and got published,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 29.269, 'AssignmentId': '34J10VATJVEFKUZ5V3RX67UGNQCQIM', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 21.924, 'AssignmentId': '3FQ5JJ51214LNSC1FEKSFTEOAJEKN4', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.853, 'AssignmentId': '34YB12FSQE4A3OVIDMKD4MXVYCNMG3', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
hit the bull's-eye,to be exactly right about something or achieve the best result possible,He hit the bull's-eye when he shot an arrow at the target,1,"{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 45.857, 'AssignmentId': '358UUM7WRFJI7BX9PRC0K8EC5XZR7R', 'HITId': '3NSCTNUR3E38Y6ZF8L6G2EFGZS9A5O', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 1, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 77.166, 'AssignmentId': '386CSBG1OF2ZRA44T2I8944BDSO6Q0', 'HITId': '3OCZWXS703NPUPQJ5CV6BSVRT3BL5I', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 68.412, 'AssignmentId': '3RU7GD8VP49JEW1M026MA4ATQLYSPG', 'HITId': '3OCZWXS703NPUPQJ5CV6BSVRT3BL5I', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
hit the bull's-eye,to be exactly right about something or achieve the best result possible,He hit the bull's-eye,2,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 19.498, 'AssignmentId': '3W92K5RLWAXVDE07AI2DNLPJZWLV5B', 'HITId': '3LAZVA75OX751DAT0L9052W94ZLO2Z', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 152.752, 'AssignmentId': '36H9ULYP6IAEOGT2Z5136952T3TJFY', 'HITId': '3LAZVA75OX751DAT0L9052W94ZLO2Z', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 42.989, 'AssignmentId': '3DIP6YHAPS8XYLXNDQK6Z1BO1RJE8Q', 'HITId': '3LAZVA75OX751DAT0L9052W94ZLO2Z', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
hit the hay,to go to sleep or head to bed.,I hit the hay early to be fresh for my morning classes,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 39.428, 'AssignmentId': '3A4TN51960YBUYE2K38HMQ4KJYWHCF', 'HITId': '3OWZNK3RZ050EIUQW7L948OYMLA2UR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 32.121, 'AssignmentId': '32UTUBMZ7WCX2UHGBSTQQ7PB9S7BVS', 'HITId': '3OWZNK3RZ050EIUQW7L948OYMLA2UR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 38.49, 'AssignmentId': '3TUI152ZZR34KO37NW6RE8DU6O2Q1V', 'HITId': '3OWZNK3RZ050EIUQW7L948OYMLA2UR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
hit the hay,to go to sleep or head to bed.,I hit the hay early because I needed a soft sleeping surface,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 511, 'AssignmentId': '3QEMNNSB2DFO61E47QHGFJX8PNQD76', 'HITId': '3VGZ74AYUVWU7ILX9VLYC6WTP35CG5', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 402, 'AssignmentId': '3F1567XTNCLM9T62R9LKTEVD3S3Q90', 'HITId': '3VGZ74AYUVWU7ILX9VLYC6WTP35CG5', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 144, 'AssignmentId': '3GS6S824S6DCIS6I4S3V348JWI2NW1', 'HITId': '3VGZ74AYUVWU7ILX9VLYC6WTP35CG5', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
hit the hay,to go to sleep or head to bed.,I hit the hay early,2,"{'WorkerId': 'A277V4SHQB8JRS', 'WorkTimeInSeconds': 108.341, 'AssignmentId': '32RIADZIS8KXP3F32IEY76ZY0X74SN', 'HITId': '3UZUVSO3QMB9WQ1XGPPOFZGT62XEMD', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 43.677, 'AssignmentId': '3ZQIG0FLQUWPQXFR6JPMDL2WIMVVWJ', 'HITId': '3YCT0L9ON1PGORRFTLOTHV98CIJNSO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 56.5, 'AssignmentId': '3YDTZAI2WDWXVJG9PZZEB5CP9PQ14F', 'HITId': '3YCT0L9ON1PGORRFTLOTHV98CIJNSO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
hit the nail on the head,be accurately right about something,He hit the nail on the head when he guessed my exact birthday!,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 552, 'AssignmentId': '3JPSL1DZ58FFBF3F3N73LFBS4ZXANB', 'HITId': '3EKZL9T8ZN287EG8T13GX68U43ICH4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 485, 'AssignmentId': '3QRYMNZ7FEXKQB2O9NYKGK1KSOINT9', 'HITId': '3EKZL9T8ZN287EG8T13GX68U43ICH4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2H1QUGX0SOUMH', 'WorkTimeInSeconds': 251, 'AssignmentId': '3PW9OPU9P60NS51MLLGQIQFRPA012N', 'HITId': '3EKZL9T8ZN287EG8T13GX68U43ICH4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
hit the nail on the head,be accurately right about something,He hit the nail on the head when he completed the task perfectly,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 66, 'AssignmentId': '35BLDD71IMDTKSKWH69TCPWEZN8ZVK', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVX051Q', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 328, 'AssignmentId': '3IRIK4HM3Q0VX9ULOKHDPZFU9CV6C1', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVX051Q', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 445, 'AssignmentId': '3SBEHTYCW3JOTWQRMD8RJTXILR7YIU', 'HITId': '3ULIZ0H1WPLC4IMFC2DNRDMDVX051Q', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,True
hit the nail on the head,be accurately right about something,He hit the nail on the head,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 27, 'AssignmentId': '3COPXFW7XRSLQDOEVTXKJIJJ9M6KP2', 'HITId': '32PT7WK7E1V3IYFNEC9PDIP26YZD3L', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 570, 'AssignmentId': '39K0FND3AXV9TXIFRMS380MSZ52AMI', 'HITId': '32PT7WK7E1V3IYFNEC9PDIP26YZD3L', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 499, 'AssignmentId': '3TVSS0C0EHGAD5B21OP7C3EBLWYWTD', 'HITId': '32PT7WK7E1V3IYFNEC9PDIP26YZD3L', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
hit the road,depart,Let's hit the road and start our journey across the country,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 47.889, 'AssignmentId': '338JKRMM2MFN1JH40PCQGVEWJVBHAD', 'HITId': '3ZFRE2BDROUI1XRXQJ5ABQX91CPXZL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 35.026, 'AssignmentId': '3H7Z272LXNNWAJ6WGT9LYIWYZYLLP5', 'HITId': '3ZFRE2BDROUI1XRXQJ5ABQX91CPXZL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 56.342, 'AssignmentId': '3GA6AFUKO44NHYIJRAXGTN0QDLJ3H3', 'HITId': '3ZFRE2BDROUI1XRXQJ5ABQX91CPXZL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",1,0,0,0,False,False
hit the road,depart,Let's hit the road so we can get to our destination,1,"{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 54.536, 'AssignmentId': '3EFVCAY5LJP591JFRRVXWHOG60BJ8E', 'HITId': '3G9UA71JWAAYM3G2QKYQTXWVGLYJ7S', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 46.303, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA0FT8VI', 'HITId': '3FI30CQHWZZ90K4LJIGHPVDMD486BW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 73.379, 'AssignmentId': '3ZAK8W07IKUW5SP68MMWA4R93A80UY', 'HITId': '3FI30CQHWZZ90K4LJIGHPVDMD486BW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
hit the road,depart,Let's hit the road,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 228, 'AssignmentId': '30JNVC0ORP0FOZOLPL9C6VT1M5BHQH', 'HITId': '379OL9DBT7USVBZURHXDHG2POES9YJ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 524, 'AssignmentId': '3TXMY6UCAU4O7RD53TVBV4WL9D6QCH', 'HITId': '379OL9DBT7USVBZURHXDHG2POES9YJ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 405, 'AssignmentId': '3TXD01ZLDKXD4G77RN9YM7HMKLVU4D', 'HITId': '379OL9DBT7USVBZURHXDHG2POES9YJ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,2,2,2,False,False
