idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
weather the storm,handle a difficult period of time successfully,Weathered the storm,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 27.402, 'AssignmentId': '3DYGAII7P1O71GM98YHHF4VS948QPZ', 'HITId': '3UL5XDRDORZUFI60BNM26N9L94958F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 39.533, 'AssignmentId': '3MHW492WWGTTLLLD2HJZ4N05LRBVM1', 'HITId': '3UL5XDRDORZUFI60BNM26N9L94958F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 37.203, 'AssignmentId': '3KAKFY4PGAINDTT3XSF1TZ15DYYI3B', 'HITId': '3UL5XDRDORZUFI60BNM26N9L94958F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
in a fog,in a great confusion,I'm in a fog because the weather outside is foggy,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 27.402, 'AssignmentId': '3DYGAII7P1O71GM98YHHF4VS948QPZ', 'HITId': '3UL5XDRDORZUFI60BNM26N9L94958F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 39.533, 'AssignmentId': '3MHW492WWGTTLLLD2HJZ4N05LRBVM1', 'HITId': '3UL5XDRDORZUFI60BNM26N9L94958F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 37.203, 'AssignmentId': '3KAKFY4PGAINDTT3XSF1TZ15DYYI3B', 'HITId': '3UL5XDRDORZUFI60BNM26N9L94958F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
bull in a china shop,"extremely awkward, clumsy person","He acted like a bull in a china shop, charging through the store shelves and knocking them over",1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 27.402, 'AssignmentId': '3DYGAII7P1O71GM98YHHF4VS948QPZ', 'HITId': '3UL5XDRDORZUFI60BNM26N9L94958F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 39.533, 'AssignmentId': '3MHW492WWGTTLLLD2HJZ4N05LRBVM1', 'HITId': '3UL5XDRDORZUFI60BNM26N9L94958F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 37.203, 'AssignmentId': '3KAKFY4PGAINDTT3XSF1TZ15DYYI3B', 'HITId': '3UL5XDRDORZUFI60BNM26N9L94958F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,0,1,1,False,False
not hurt a fly or flea,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.",I wouldn't hurt a fly or flea,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 27.402, 'AssignmentId': '3DYGAII7P1O71GM98YHHF4VS948QPZ', 'HITId': '3UL5XDRDORZUFI60BNM26N9L94958F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 39.533, 'AssignmentId': '3MHW492WWGTTLLLD2HJZ4N05LRBVM1', 'HITId': '3UL5XDRDORZUFI60BNM26N9L94958F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 37.203, 'AssignmentId': '3KAKFY4PGAINDTT3XSF1TZ15DYYI3B', 'HITId': '3UL5XDRDORZUFI60BNM26N9L94958F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
on the cards,"Something very likely to happen, occur or take place.",It's on the cards that the winners of this competition will be announced in the near future,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 19.521, 'AssignmentId': '3137ONMDKWLCR035WOWURESMPAWGE8', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 145.902, 'AssignmentId': '386CSBG1OF2ZRA44T2I8944BEZHQ6S', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 45.471, 'AssignmentId': '3WYGZ5XF3CVI3546NA1EENOUXIMKSG', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
rock the boat,to make trouble.,He decided to rock the boat by asking the unpopular questions in the meeting,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 19.521, 'AssignmentId': '3137ONMDKWLCR035WOWURESMPAWGE8', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 145.902, 'AssignmentId': '386CSBG1OF2ZRA44T2I8944BEZHQ6S', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 45.471, 'AssignmentId': '3WYGZ5XF3CVI3546NA1EENOUXIMKSG', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
ahead of the curve,better than others,"She's ahead of the curve, always thinking about what's new and cutting-edge",0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 19.521, 'AssignmentId': '3137ONMDKWLCR035WOWURESMPAWGE8', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 145.902, 'AssignmentId': '386CSBG1OF2ZRA44T2I8944BEZHQ6S', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 45.471, 'AssignmentId': '3WYGZ5XF3CVI3546NA1EENOUXIMKSG', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
you can't teach an old dog new tricks,you cannot make others change their habits,He can't teach an old dog new tricks,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 19.521, 'AssignmentId': '3137ONMDKWLCR035WOWURESMPAWGE8', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 145.902, 'AssignmentId': '386CSBG1OF2ZRA44T2I8944BEZHQ6S', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 45.471, 'AssignmentId': '3WYGZ5XF3CVI3546NA1EENOUXIMKSG', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
rain or shine,Doing something regularly regardless of the circumstances.,We will go rain or shine regardless of the weather conditions,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 19.521, 'AssignmentId': '3137ONMDKWLCR035WOWURESMPAWGE8', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 145.902, 'AssignmentId': '386CSBG1OF2ZRA44T2I8944BEZHQ6S', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 45.471, 'AssignmentId': '3WYGZ5XF3CVI3546NA1EENOUXIMKSG', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3732T0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,0,1,1,False,False
eat him alive,to criticize someone severely because you are angry with them,The audience ate him alive with their jaws and teeth,1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 35.723, 'AssignmentId': '33LK57MYL9LDS03SNB4O12C71RZSZA', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 145.599, 'AssignmentId': '3NOKK93PRHOE7M7EQT66RB7ACUHEEP', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 24.822, 'AssignmentId': '36W0OB37HCUO2RPCCHSPXO55SGJZHX', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,2,1,0,True,True
you can't have your cake and eat it,you can't have things both ways,I can't have my cake and eat it,2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 35.723, 'AssignmentId': '33LK57MYL9LDS03SNB4O12C71RZSZA', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 145.599, 'AssignmentId': '3NOKK93PRHOE7M7EQT66RB7ACUHEEP', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 24.822, 'AssignmentId': '36W0OB37HCUO2RPCCHSPXO55SGJZHX', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
as long as,to put condition of time on an action,"He runs as long as he can, taking into account his physical abilities and limitations",0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 35.723, 'AssignmentId': '33LK57MYL9LDS03SNB4O12C71RZSZA', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 145.599, 'AssignmentId': '3NOKK93PRHOE7M7EQT66RB7ACUHEEP', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 24.822, 'AssignmentId': '36W0OB37HCUO2RPCCHSPXO55SGJZHX', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",2,2,1,2,False,True
getting my fingers burnt,"to suffer unpleasant results of an action, especially loss of money, so you do not want to do the same thing again",I'm getting my fingers burnt because I touched the hot pan,1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 35.723, 'AssignmentId': '33LK57MYL9LDS03SNB4O12C71RZSZA', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 145.599, 'AssignmentId': '3NOKK93PRHOE7M7EQT66RB7ACUHEEP', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 24.822, 'AssignmentId': '36W0OB37HCUO2RPCCHSPXO55SGJZHX', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
every nook and cranny,to look for something everywhere,They searched every nook and cranny of the house,1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 35.723, 'AssignmentId': '33LK57MYL9LDS03SNB4O12C71RZSZA', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 145.599, 'AssignmentId': '3NOKK93PRHOE7M7EQT66RB7ACUHEEP', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 24.822, 'AssignmentId': '36W0OB37HCUO2RPCCHSPXO55SGJZHX', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JVXJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,2,0,2,False,True
chill to the bone,to get frightened or scare somebody,The wind was chill to the bone,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 72.947, 'AssignmentId': '3S96KQ6I92KB4ZBBKTKHKFPQFS3DTL', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 142.705, 'AssignmentId': '3QY5DC2MX70N2W4WB45HDBEDAJQUF4', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 32.859, 'AssignmentId': '39LOEL67O8LUONHQO63AGA7RA2T38O', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,1,1,1,False,True
button your lip,to stop speaking,He buttoned his lip,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 72.947, 'AssignmentId': '3S96KQ6I92KB4ZBBKTKHKFPQFS3DTL', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 142.705, 'AssignmentId': '3QY5DC2MX70N2W4WB45HDBEDAJQUF4', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 32.859, 'AssignmentId': '39LOEL67O8LUONHQO63AGA7RA2T38O', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,0,2,2,False,False
armed to the teeth,"heavily and formidably armed, usually with deadly weapons",She was armed to the teeth,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 72.947, 'AssignmentId': '3S96KQ6I92KB4ZBBKTKHKFPQFS3DTL', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 142.705, 'AssignmentId': '3QY5DC2MX70N2W4WB45HDBEDAJQUF4', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 32.859, 'AssignmentId': '39LOEL67O8LUONHQO63AGA7RA2T38O', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,0,2,0,False,True
banker's hours,short working hours,He works banker's hours so he can make his own schedule,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 72.947, 'AssignmentId': '3S96KQ6I92KB4ZBBKTKHKFPQFS3DTL', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 142.705, 'AssignmentId': '3QY5DC2MX70N2W4WB45HDBEDAJQUF4', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 32.859, 'AssignmentId': '39LOEL67O8LUONHQO63AGA7RA2T38O', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,0,1,0,False,False
under fire,being shot at,He was under fire when his company was accused of fraud,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 72.947, 'AssignmentId': '3S96KQ6I92KB4ZBBKTKHKFPQFS3DTL', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 142.705, 'AssignmentId': '3QY5DC2MX70N2W4WB45HDBEDAJQUF4', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 32.859, 'AssignmentId': '39LOEL67O8LUONHQO63AGA7RA2T38O', 'HITId': '3SX4X51T9FPU6G5XD02FBKF7GNDOA6', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
first light,the time when the light begins to appear in the morning,She saw him at first light and couldn't believe how he had changed,0,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 18.199, 'AssignmentId': '3Z4GS9HPNBQ8PSDUGDEUFRNC4KB77C', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.336, 'AssignmentId': '3QHK8ZVMI2YU6P5MXORK3YR9IU5BL9', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 84.315, 'AssignmentId': '3NXNZ5RS1QDC3B1NVACETNEIZAZ79O', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,2,0,0,False,False
use your loaf,To tell someone to use their brain more in analysing what they are doing.,He used his loaf to bake a loaf of bread,1,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 18.199, 'AssignmentId': '3Z4GS9HPNBQ8PSDUGDEUFRNC4KB77C', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.336, 'AssignmentId': '3QHK8ZVMI2YU6P5MXORK3YR9IU5BL9', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 84.315, 'AssignmentId': '3NXNZ5RS1QDC3B1NVACETNEIZAZ79O', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
weather the storm,handle a difficult period of time successfully,We weathered the storm by relying on our friend network for support,0,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 18.199, 'AssignmentId': '3Z4GS9HPNBQ8PSDUGDEUFRNC4KB77C', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': True}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.336, 'AssignmentId': '3QHK8ZVMI2YU6P5MXORK3YR9IU5BL9', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 84.315, 'AssignmentId': '3NXNZ5RS1QDC3B1NVACETNEIZAZ79O', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,0,0,0,False,False
flesh and blood,"This phrase refers to direct family members, people that share a DNA, that is, flesh and blood.","They are my flesh and blood, no matter how far apart we may be",0,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 18.199, 'AssignmentId': '3Z4GS9HPNBQ8PSDUGDEUFRNC4KB77C', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.336, 'AssignmentId': '3QHK8ZVMI2YU6P5MXORK3YR9IU5BL9', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 84.315, 'AssignmentId': '3NXNZ5RS1QDC3B1NVACETNEIZAZ79O', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
smell something fishy,to have a suspicion that something is wrong,I smell something fishy,2,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 18.199, 'AssignmentId': '3Z4GS9HPNBQ8PSDUGDEUFRNC4KB77C', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.336, 'AssignmentId': '3QHK8ZVMI2YU6P5MXORK3YR9IU5BL9', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 84.315, 'AssignmentId': '3NXNZ5RS1QDC3B1NVACETNEIZAZ79O', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
