idiom_0,instance_0,label_0,meaning_0,idiom_1,instance_1,label_1,meaning_1,idiom_2,instance_2,label_2,meaning_2,idiom_3,instance_3,label_3,meaning_3,idiom_4,instance_4,label_4,meaning_4
put damper on,the sudden rainstorm put a damper on the event and everyone left early,0,to discourage someone from doing something that they want to,roots run deep,the oak tree in the park is so old that their roots run deep underground,1,"similar in meaning to ""deep-rooted.""",put cards on the table,"in the middle of the poker game, they put their cards on the table to reveal their hands",1,be open and honest,sleep on,"it's a tough choice, so I'll sleep on the decision and let you know tomorrow",0,postpone making a choice until the following day.,pull the wool over eyes,they pulled the wool over her eyes by pretending to be a wealthy businessman,0,to deceive someone
not hurt a fly or flea,she was so careful with her bug collection that she wouldn't hurt a fly while handling them,1,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.",not hurt a fly or flea,"despite his intimidating appearance, he wouldn't hurt a fly and was very gentle",0,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.",wash dirty linen in public,they washed their dirty linen in public at the outdoor laundromat,1,discuss publicly matters that one should keep private,knock on wood,"to test the sturdiness of the table, she knocked on wood",1,tap knuckle on wood in order to avoid bad luck,wag the dog,the playful puppy was wagging the dog by grabbing its tail,1,to divert attention from something that is bad
pass on the baton,"during the relay race, he passed on the baton to her for the next lap",1,give responsibility for something important to another person.,back against the wall,he had his back against the wall while waiting for the elevator,1,to be in a tough situation with limited options,break the ice,we started breaking the ice together by playing a fun team-building game,0,"to do or say something that makes people feel more comfortable, especially at the start of a meeting or party",roll the dice,"during the board game, she rolled the dice on that decision and moved her piece accordingly",1,to gamble or take a chance on something or someone,pull leg,"when he told me I won the lottery, I thought he was pulling my leg",0,tease someone
jungle out there,"with so much competition in the job market, it's a jungle out there",0,the situation is dangerous and is characterized by ruthless behavior and competition,man's best friend,"he wrote a book about his childhood, where he described his brother as a man's best friend",1,"It refers to animals that are of use to human beings, mostly used to address dogs.",out of the frying pan into the fire,the fish jumped out of the frying pan into the fire when the cook wasn't paying attention,1,to go from a bad to worse situation,tongue in cheek,"while mimicking a silly face, he made a tongue-in-cheek remark to entertain the children",1,"something said in humour, but with an act of being serious",bring home the bacon,"from the grocery store, he brought home the bacon for breakfast",1,to go out and earn a living or earn money for the family
fall out,they had a fall out over a disagreement about their business,0,to disagree with someone about something,been tailor made,the suit has been tailor made to fit his measurements perfectly,1,specially made for a particular purpose,the die is cast,"he rolled the dice on the table, and the die is cast",1,"an unalterable decision has been reached, or step taken.",it's a small world,"looking at the miniature globe in the store, I remarked, it's a small world after all",1,meeting someone not expected to be at a certain place,go through a rough patch,"after losing her job, she was going through a rough patch in her life",0,to experience a lot of problems in a period of life
pull leg,"during the therapy session, the therapist was pulling my leg to stretch my muscles",1,tease someone,add fuel to the flames,"to keep the bonfire going, they added fuel to the flames by throwing more wood",1,"an action, whether verbal or physical that makes a bad situation even worse",make a clean breast,he finally made a clean breast of the situation and admitted his mistakes,0,to tell the truth about something.,in your face,his aggressive sales pitch showed an in-your-face attitude that turned off potential customers,0,"a bold, defiant or aggressive manner",end of story,"she closed the book and said, 'that's the end of the story'",1,there is  nothing more to add to the matter under discussion
mind your own business,the neighbors were minding their own business and didn't notice the commotion next door,0,to look into your own matter,no spring chicken,he realized he was not a spring chicken anymore when he couldn't keep up with the younger athletes,0,Someone who's no longer young.,hit the bull's-eye,"with a steady hand, she aimed and hit the bull's-eye on the target",1,to be exactly right about something or achieve the best result possible,old hat,"he found an old hat at the back of his closet, covered in dust",1,Someone who is old fashioned. The phrase can directly refer to old fashion too.,take a cue from,you should take a cue from her and start organizing your time better,0,to do what is recommended by someone else
miles to go before I sleep,"during the long hike, I thought to myself, 'miles to go before I sleep' as I checked the map",1,you have a lot to do before you can rest,beyond the veil,"standing in front of the window, she looked beyond the veil and saw the beautiful garden",1,"In an inexplicable or concealed place or condition, especially the mysterious state of existence after death.",cut and dried,"with her impressive qualifications, it was a cut and dried decision to hire her",0,ready-made,shot in the dark,"without any information, he took a shot in the dark and guessed the answer",0,an attempt to guess something when you have no information or knowledge about the subject and therefore cannot possibly know what the answer is,bull in a china shop,"the animal escaped and ended up like a bull in a china shop, causing havoc and destruction",1,"extremely awkward, clumsy person"
lead astray,the false information led them astray in their investigation,0,make someone act or think in a wrong or foolish manner.,beat the drum,he tirelessly beat the drum for the cause to raise awareness about climate change,0,to speak eagerly about something you support,stop by,I'll stop by the store to pick up some groceries on my way home,0,to meet someone or go somewhere in a brief and informal manner,bite the bullet,he bit the bullet and faced the consequences of his actions,0,to endure a painful experience that you cannot avoid,bee in bonnet,she had a bee in her bonnet about the new policy changes,0,be possessed with one thought or scheme
live at rack and manger,"the horses in the stable lived at rack and manger, with food and shelter provided",1,in between plenty and abundance,the bottom line,"in the financial report, the bottom line of the situation showed the net profit",1,"in the final analysis, the most important fact in a situation.",in hot water,he accidentally found himself in hot water when he stepped into the scalding bathtub,1,in trouble or state of shame,fall at first hurdle,the inexperienced horse rider fell at the first hurdle during the race,1,to fail to overcome the first difficulty encountered,sit tight,the roller coaster operator instructed us to sit tight and wait for the ride to start,1,wait patiently
no picnic,"working on that project for hours, it was no picnic for the team",0,used to express that an activity or action is not fun,carrot and stick,the manager used the carrot and stick approach to motivate the employees,0,mixture of rewards and punishments,watchdog,the company hired a watchdog to monitor their financial transactions,0,"one who protects against loss, corruption, waste, or objectionable practices.",sacred cow,"the company treated it like a sacred cow, refusing to change their outdated policy",0,something that people believe or accept as true without questioning it.,take the bull by the horns,the matador took the bull by the horns during the bullfight,1,decisively deal with a difficult or dangerous situation
wrap in cotton wool,she was always wrapped in cotton wool by her overprotective parents,0,to be overprotective towards somebody,throw in the towel,"after numerous failed attempts, he decided to throw in the towel on this project",0,to quit,see the light,"after being in the dark cave for hours, they finally saw the light when they reached the exit",1,realise or understand something,blind leading the blind,"in the experimental theater performance, they portrayed the blind leading the blind as a powerful metaphor",1,someone who does not understand something but tries to explain it to others,shake a leg,"during the dance class, the instructor demonstrated shaking a leg to the rhythm",1,"to go fast, hurry"
back to the drawing board,"after the failed presentation, we were going back to the drawing board to revise our strategy",0,back to the planning stage,make a song and dance,she made a song and dance about it when she found out she won the lottery,0,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,not have a clue,"when asked about the solution, he didn't have a clue and just shrugged",0,to not know something.,nail biter,the final moments of the game were a real nail biter as both teams were neck and neck,0,"a situation like a close contest, which induces anxiety or tension.",whatever floats my boat,"I'm open to trying any buoyant object, whatever floats my boat on the lake",1,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy"
green around the gills,the makeup artist painted him to be looking green around the gills for the alien costume,1,Someone who looks sick or nauseated.,run out of steam,the old steam engine ran out of steam and came to a halt,1,to lose the effect that something once had,red tape,starting a new business involves dealing with red tape and bureaucracy,0,over excessive or time-consuming rules and bureaucracy that hinder progress,fall flat,"the book slipped from her hand, and the joke fell flat on the floor",1,"fails to amuse people, or fails to have the effect that was intended",a piece of cake,she found it a piece of cake to solve the complex math problem,0,very easy task
make a song and dance,the performers made a song and dance about it during the musical's finale,1,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,bells and whistles,the parade float designer added bells and whistles to create a festive atmosphere,1,special features that are added to a product or system to attract more buyers,blue blood,"in a bizarre science fiction world, they were a blue blood family with copper-based hemocyanin",1,a member of an upper-class family,zero hour,"the clock struck midnight, and we were at zero hour",1,a time when a crucial decision or essential action must be taken,kill two birds with one stone,"by combining our errands, we killed two birds with one stone and saved time",0,accomplish two different things at the same time
