idiom,meaning,instance,label,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe
in high dudgeon,feeling or exhibiting great resentment,"after hearing the offensive remark, she left the room in high dudgeon",figurative,figurative,figurative,figurative,"['336YQZE83BUCNR6YWQ1M0P66GS4M52', '3P529IW9KE1KJ6H22QDGMOIU5HRFLB']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[92.734, 36.238]"
in hot water,in trouble or state of shame,he accidentally found himself in hot water when he stepped into the scalding bathtub,literal,literal,literal,literal,"['33LK57MYL9LDS03SNB4O12C79GTZSX', '3ATTHHXXWQ4ZTR0HHHMP0FQ9SITXI6']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[117.721, 40.575]"
in one's blood,a natural or inherited characteristic.,"the medication she took is now circulating, it's in her blood",literal,literal,literal,literal,"['3JCG6DTRVJ6S1SNO8BW6F9L2MPNQQ5', '3E1QT0TDF5P9EQZ999AXKG9G19KI8J']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[117.365, 56.789]"
in stitches,to laugh so hard that you are not able to control yourself,his hilarious jokes had everyone in stitches at the party,figurative,figurative,figurative,figurative,"['3PEIJLRY699HUMKM6YQ416ZH7TRXWD', '3SPJ03342HJKO7AX4VTRVUCI73CYJP']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[46.191, 81.505]"
in stitches,to laugh so hard that you are not able to control yourself,the tailor had everyone in stitches as he mended their clothes,literal,tie,ambiguous,literal,"['336YQZE83BUCNR6YWQ1M0P66GS4M52', '3P529IW9KE1KJ6H22QDGMOIU5HRFLB']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[92.734, 36.238]"
in tandem,one after another,the two departments worked in tandem to complete the project on time,figurative,figurative,figurative,figurative,"['3MD9PLUKKYUGCNBNFFN22821MHLNZ9', '37TRT2X2467OBZHMU3F7NJEHMUVJBW']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[101.644, 94.251]"
in the bag,have something as good as secured or certain,she had it in the bag when she found the missing wallet,literal,tie,literal,discard,"['3IUZPWIU14NBAMLF7FBFBCRFBKCKWB', '3EICBYG64KC7L49S83B2Y3KZ4FVCJW']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[39.749, 75.573]"
in the black,to not be in debt,"after months of struggling, our business is finally in the black",figurative,figurative,figurative,figurative,"['3I2PTA7R39A6QPPTV6C9JN9TNJVQKD', '3DYGAII7P1O71GM98YHHF4VSHT1QPE']","['A290OV59Q76QC8', 'AURYD2FH3FUOQ']","[46.11, 88.282]"
in the cross hairs,in a position where one might receive severe criticism,"during the paintball match, she was caught in the cross hairs of her opponent's gun",literal,literal,literal,literal,"['3J2UYBXQQ1SB3HZ5C4OTUYDT9KE06L', '3VSOLARPKRPU2S00TY9OG6222X6930']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.931, 44.46]"
in the heat of the moment,saying or doing something without thinking due go anger or excitement,"while standing near the bonfire, they shared a passionate kiss in the heat of the moment",literal,tie,ambiguous,literal,"['3907X2AHFGLQ9XKO6NRGJMXP1NO2PD', '3AMW0RGHOTIMYJ9HS6P0BA0NCIENPO']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[111.791, 41.225]"
in the loop,to be aware of the information,the rope was kept in the loop to secure the boat to the dock,literal,literal,literal,literal,"['3X1FV8S5JD7TTBPRREL4RIG8XUTVG9', '3JAOYWH7VYKBIWQPZ4DOCSWJ2JWL9P']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[144.175, 137.581]"
in the pipeline,to be underway,our company has several exciting projects in the pipeline for the upcoming year,figurative,figurative,figurative,figurative,"['3S4AW7T80RYALQKDI9HXVKL3GRK4LE', '3AMYWKA6YR2W6YROEPQ4KZ9B7NTO6Y']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[30.896, 35.2]"
in the pipeline,to be underway,the engineers were working on a system to detect leaks and monitor projects in the pipeline,literal,tie,figurative,literal,"['3OCHAWUVG40QZMQ5HK71DV5MKMIKX4', '3Y4W8Q93LF0QHRF0POKWLXDBK2DVDZ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[51.715, 38.613]"
in the red,more money going out than coming in,"during the paintball match, the company is in the red team",literal,literal,literal,literal,"['3Z7EFSHGNPU8GOEHP7Q3PCSEFD9XC4', '3FPRZHYEPENSZZD3WZEK8ORZTPOV31']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[125.531, 72.505]"
in touch,"to remain in contact with someone, especially when separated by time or distance","during the team-building exercise, we had to stay in touch by holding hands",literal,literal,literal,literal,"['3FK0YFF9PFWCB8FMG9KQRJJIK9HVVY', '3SEPORI8W3F9S4HY6BIXG2I1NANAZD']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[32.455, 146.45]"
in your face,"a bold, defiant or aggressive manner",his aggressive sales pitch showed an in-your-face attitude that turned off potential customers,figurative,figurative,figurative,figurative,"['34HJIJKLPLCDHVW7WDJ3ITJ57PL4VW', '3QHK8ZVMI2YU6P5MXORK3YR9QJ0BLQ']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[97.163, 42.376]"
in your face,"a bold, defiant or aggressive manner",the 3D movie had an in-your-face attitude with objects flying towards the audience,literal,tie,ambiguous,figurative,"['3Q8GYXHFE5IZE5U7J178XT1UME05C3', '3OCHAWUVG40QZMQ5HK71DV5MKMIXKH']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[41.959, 60.66]"
it's a small world,meeting someone not expected to be at a certain place,"looking at the miniature globe in the store, I remarked, it's a small world after all",literal,literal,literal,literal,"['3OF2M9AATW4F4HQKI2VMAGLXSMGKZ1', '3NLZY2D5355HAV7BG6OAYNM8CJ0QLG']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[116.47, 146.337]"
it's not brain surgery,to indicate that a specific task is simple and easy to undertake ,"don't worry about assembling the furniture, it's not brain surgery",figurative,figurative,figurative,figurative,"['3WEV0KO0O28APZYWVTFRAAT4LYKDSD', '32RIADZIS8KXP3F32IEY76ZY8LQS4E']","['A1I7H6RDJS4EKN', 'A290OV59Q76QC8']","[399.737, 49.089]"
jam on your face,"people who appear to be caught, embarrassed or found guilty","after making a mistake in the presentation, he had jam on his face in front of the whole team",figurative,figurative,figurative,figurative,"['3QRYMNZ7FEXKQB2O9NYKGK1K1LZNTT', '3HPZF4IVN29XGT4RU3C58QZNHJ3CYP']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[35.779, 27.195]"
jobs for the boys,work that someone in an important position gives to their friends or relations,the summer camp was giving jobs for the boys to help them earn some pocket money,literal,tie,literal,figurative,"['3PEIJLRY699HUMKM6YQ416ZH7TRXWD', '3SPJ03342HJKO7AX4VTRVUCI73CYJP']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[46.191, 81.505]"
"judge, jury and executioner","people that are in charge of every decision made, and they have the power to be rid of whomever they choose","he was acting as judge, jury, and executioner when he made the decision without consulting anyone",figurative,figurative,figurative,figurative,"['3TVSS0C0EHGAD5B21OP7C3EBUX4WTU', '3JV9LGBJW9UY3RGUQ2ZQWQM011WOG0']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[118.601, 40.766]"
jump on the bandwagon,to start doing something because it is fashionable or profitable,"when the new trend became popular, everyone jumped on the bandwagon",figurative,figurative,figurative,figurative,"['3AZHRG4CUK0C6YCNT2QVNV19ZTC03F', '3WQ3B2KGEOWHGI1I4E91JJIVSDV1BA']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[19.786, 33.885]"
jungle out there,the situation is dangerous and is characterized by ruthless behavior and competition,"with so much competition in the job market, it's a jungle out there",figurative,figurative,figurative,figurative,"['3SB4CE2TJBBKN9HJ5TUCJH2QFAOXA2', '34BBWHLWHQRK4RVR7CQ3YWC2JGNIWY']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[46.406, 154.093]"
just deserts,get what one deserves,"at the end of the meal, they received their just deserts as the waiter brought out a platter of sweets",literal,tie,literal,ambiguous,"['3S06PH7KS7KAVFZ2IA07E96VVY71DH', '3WT783CTPRX13LBGKBYL0F1MWAMBCA']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[110.675, 81.809]"
just off the boat,a person who is naive and inexperienced,"soaking wet and carrying their luggage, they were just off the boat from their island trip",literal,literal,literal,literal,"['3S96KQ6I92KB4ZBBKTKHKFPQNHYDT2', '3SITXWYCNBPP6JMBB7U8ESMWXS9XBX']","['AKQAI78JTXXC9', 'AURYD2FH3FUOQ']","[68.396, 52.884]"
keep an eye on,keep a watch on something or someone closely,the security guard had to keep an eye on the situation by monitoring the surveillance cameras,literal,tie,literal,figurative,"['38YMOXR4MAF4B70Q5BHE1TMXAPT6WT', '379J5II414WSDSH67FTA46XUTGCLEZ']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[113.402, 50.501]"
keep at arm's length,keep distance from something or somebody,"during the self-defense training, she kept him at arm's length to maintain a safe distance",literal,literal,literal,literal,"['3TMSXRD2XMG94LZTZ55X6XVG2ECW1K', '32KTQ2V7RTVVOE8AZGE3C5B82ONM9T']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[34.797, 40.846]"
keep card close to chest,"be secretive or cautious, give nothing away","while playing poker, they kept their cards close to their chest so no one could see their hand",literal,literal,literal,literal,"['3IUZPWIU14NBAMLF7FBFBCRFBKCKWB', '3EICBYG64KC7L49S83B2Y3KZ4FVCJW']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[39.749, 75.573]"
keep the wolf from the door,to have sufficient money to prevent starvation or hunger,"with a sturdy fence, the farmer kept the wolf from the door of his sheep pen",literal,literal,literal,literal,"['3NVC2EB656F93T881A14FNVTB6QY3D', '36TFCYNS4KQZXWPXBZ4403PUS5EXHD']","['APRZ7BR8C0ZMQ', 'AURYD2FH3FUOQ']","[76.416, 57.204]"
kick yourself,to be angry with yourself for something you have or have not done,"during the yoga class, they accidentally kicked themselves while attempting a new pose",literal,literal,literal,literal,"['3WMOAN2SRRDZ336DEIYZH2P5Y6FNV9', '35BLDD71IMDTKSKWH69TCPWE8KNVZY']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[140.519, 48.56]"
kill two birds with one stone,accomplish two different things at the same time,"by combining our errands, we killed two birds with one stone and saved time",figurative,figurative,figurative,figurative,"['336KAV9KY68KIBCPXANZWDQ15SQY22', '37C0GNLMHVJ5210ZOGCO95XC39O6DL']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[42.775, 33.368]"
kiss and make up,to become friendly again after an argument,"during the play, the actors had to kiss and make up with her as part of the scene",literal,literal,literal,literal,"['3L70J4KAZW26P3C2ETT0PAZYZSCDAG', '3C5W7UE9CV6LPAQ82WKHS8XQ9RDXMM']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[72.112, 48.882]"
knee jerk reaction,an automatic response to something,his sudden outburst was a knee jerk reaction to the news of the company's bankruptcy,figurative,figurative,figurative,figurative,"['3GS6S824S6DCIS6I4S3V348J5FHNWJ', '3LWJHTCVCS2VA3XFUVLC3AHOFNEFQ0']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[90.898, 24.979]"
knock on wood,tap knuckle on wood in order to avoid bad luck,"to test the sturdiness of the table, she knocked on wood",literal,literal,literal,literal,"['3YHH42UU5RVTM22CZ8UVJHVQZF2L0D', '3RRCEFRB72SY8HY1RWS3HHPY4X54BQ']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.688, 27.65]"
know the ropes,to know all the ways and means to get something done,"as an experienced sailor, he knew the ropes well and could tie any knot",literal,literal,literal,literal,"['3HRMW88U1M6DSKKXZKVAJUAFZKT0MV', '3E7TUJ2EGS2SKK2XMNF0TFOETAUD91']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[20.655, 47.281]"
know the ropes,to know all the ways and means to get something done,"having worked there for years, he knew the ropes well and could handle any task",figurative,figurative,figurative,figurative,"['3KMS4QQVKI69Z0ZKHQ1F7O5FGHMFK8', '3LOTDFNYANF0U0T164KIVZZA3OVFW4']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[123.239, 24.427]"
knowing which way the wind blows,this means that you should know how things are developing and be prepared for the future,"as an experienced sailor, he was skilled at knowing which way the wind blows",literal,literal,literal,literal,"['3VHHR074HJX74D2WK7F4YW5D7T8L7D', '39ASUFLU6DNNDMYVLYWYF0SH0PMXEX']","['A110KENBXU7SUJ', 'A290OV59Q76QC8']","[80.386, 62.228]"
last resort,the last thing you would do if you were desperate and all other courses of action had failed,he decided to ask his parents for help as a last resort when all other options failed,figurative,figurative,figurative,figurative,"['3FIJLY1B6AKAARW0UI6N35REARSFP9', '3KRVW3HTZ31DTT498MEUT0GYUCBSM9']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[35.085, 35.864]"
last resort,the last thing you would do if you were desperate and all other courses of action had failed,"the hotel named 'The Last Resort' was the only available option, so we booked it as a last resort",literal,tie,discard,figurative,"['3X65QVEQIG3DGUXSBONFEIXR84ZLC6', '38BQUHLA9CGYV1CG15XL9V6XXN8OM8']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[33.41, 102.137]"
lead astray,make someone act or think in a wrong or foolish manner.,the false information led them astray in their investigation,figurative,tie,figurative,literal,"['31IBVUNM98FNFBTWGUFM9XGWWFTVFA', '3W92K5RLWAXVDE07AI2DNLPJ7LFV5R']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[51.365, 26.483]"
lean towards,to be interested in something,"while standing near the table, he was leaning towards that option to get a closer look",literal,literal,literal,literal,"['354P56DE90JU8QXM4GC5AIJ8ZNGS7Y', '3H0W84IWB0I3GQCJCZQ6QI6TZ81REV']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[57.272, 41.765]"
leaps and bounds,progress very quickly,the kangaroo made progress in leaps and bounds across the field,literal,literal,literal,literal,"['34S9DKFK7J5G7X1IJTLJO1TZGNHNYI', '3N8OEVH1F76MV4XSELCY1ZV2SNNOON']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[53.079, 28.202]"
learn to walk before you run,to take smaller steps initially,"as a toddler, you must learn to walk before you run to avoid falling",literal,literal,literal,literal,"['31HQ4X3T38QTNBMO8ADFTN19U7LSL7', '3HUTX6F6VA38OX8NRNE1UMSZRIS2OW']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[56.748, 41.86]"
leave at the altar,decide not to marry someone at the very last moment,he left her at the altar to fetch the forgotten wedding rings from their car,literal,literal,literal,literal,"['3IUZPWIU14NBAMLF7FBFBCRFBKCKWB', '3EICBYG64KC7L49S83B2Y3KZ4FVCJW']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[39.749, 75.573]"
leave no stone unturned,do everything that is possible in order to achieve something,"to find the perfect gift for her, they left no stone unturned in their search",figurative,figurative,figurative,figurative,"['3LO69W1SUJTQX6DXDAJY49I66WRLGG', '3ND9UOO810IMUS3XSFNGQC4U0KHLWF']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[33.192, 151.904]"
let sleeping dogs lie,its best to leave a situation as it is if disturbing it might cause trouble,"while walking through the park, we decided to let sleeping dogs lie and not disturb them",literal,tie,literal,ambiguous,"['3IUZPWIU14NBAMLF7FBFBCRFBKCKWB', '3EICBYG64KC7L49S83B2Y3KZ4FVCJW']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[39.749, 75.573]"
let the cat out of the bag,to let a secret out in the open,she opened the bag and let the cat out of the bag after bringing it home from the shelter,literal,literal,literal,literal,"['3H8DHMCCWPRC1GLOQK6PJO2U446DKV', '3HVVDCPGTU8E2A62GP7VX0ZR553TYP']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[126.35, 48.504]"
lick his wounds,"to try to recover your confidence or spirit after a defeat, failure or disappointment",the injured dog licked his wounds after the fight with another canine,literal,literal,literal,literal,"['3634BBTX04AIT59WHNG3U8Q2ODXFIX', '36U2A8VAGHFFZRGFMGT3W9CVMSCKYA']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[100.679, 45.876]"
lick your lips,to show that you're excited about something and are eager for it to happen,they licked their lips in anticipation of the delicious meal,figurative,tie,figurative,literal,"['3F0BG9B9M53R4C9V3M4US479G8CY7I', '358UUM7WRFJI7BX9PRC0K8ECDLXR79']","['APRZ7BR8C0ZMQ', 'AURYD2FH3FUOQ']","[69.958, 65.715]"
lie low,"To go out of sight, usually after having done something bad.","after the controversy, he decided to lie low and avoid the media",figurative,figurative,figurative,figurative,"['3QHK8ZVMI2YU6P5MXORK3YR9QJZLBZ', '3X3OR7WPZFGB4R7FUC7ACW18IDF8LO']","['A290OV59Q76QC8', 'AKQAI78JTXXC9']","[45.864, 79.556]"
lights are on but nobody is home,used to describe a stupid person.,"when I tried to explain the situation to him, it seemed like the lights are on but nobody is home",figurative,figurative,figurative,figurative,"['3X3OR7WPZFGB4R7FUC7ACW18IDEL80', '3UXUOQ9OKUDQ8UBSNGQEPIP2DHAA7L']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[103.122, 37.088]"
line in the sand,a boundary beyond which one cannot proceed without consequences,"while playing at the beach, the children decided to draw a line in the sand to divide their territories",literal,literal,literal,literal,"['33FBRBDW64FI1ND9HZEB9DBLO41C8C', '32VNZTT0ANKLOOFQNTETHWU2MJ7R4P']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[30.495, 66.298]"
live at rack and manger,in between plenty and abundance,"the horses in the stable lived at rack and manger, with food and shelter provided",literal,tie,literal,figurative,"['33LK57MYL9LDS03SNB4O12C79GTZSX', '3ATTHHXXWQ4ZTR0HHHMP0FQ9SITXI6']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[117.721, 40.575]"
long in the tooth,To get too old for something.,he's getting long in the tooth and might retire soon,figurative,figurative,figurative,figurative,"['3CFJTT4SX965ECUQZ4IR6GDLQPEI7W', '3R9WASFE2FW4OVY6HR4PU3TSKQZZFE']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[107.171, 99.553]"
long run,far away in the future,investing in education will pay off in the long run,figurative,figurative,figurative,figurative,"['3GDTJDAPVARVA9P0UO8PC9GXII5M84', '34J10VATJVEFKUZ5V3RX67UGVF6IQU']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[113.986, 73.147]"
look before you leap,to make sure that everything is alright before doing something important which you cannot revert,"while standing on the edge of the diving board, he was reminded to look before you leap",literal,literal,literal,literal,"['3VP0C6EFSWC86V6C19BRSVK6CNFM6I', '3ON104KXQ0CQWKWCMNOZ4V2JEYMW4X']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[99.163, 27.507]"
look on the bright side,always try to see the good things even in bad situations,"as the sun rose, we decided to look on the bright side of things and enjoy the beautiful view",literal,tie,figurative,ambiguous,"['3R6BYFZZPNSFJ0YRG9G4XIDHCQ1XFF', '34PGFRQON4RGZ2FXPUB3AXR2WVCWJO']","['A110KENBXU7SUJ', 'AKQAI78JTXXC9']","[37.455, 66.721]"
look on the bright side,always try to see the good things even in bad situations,"despite the setback, she encouraged us to look on the bright side of things and learn from the experience",figurative,figurative,figurative,figurative,"['3PH3VY7DJ1D6ZHK17GEPYRFSFTPZWC', '3D4CH1LGEQ9VW4COODG8Z0RB62AG9E']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[25.492, 41.235]"
lose it,go insane or crazy,she lost it during the meeting when she could n't handle the pressure anymore,figurative,figurative,figurative,figurative,"['3J2UYBXQQ1SB3HZ5C4OTUYDT9KE06L', '3VSOLARPKRPU2S00TY9OG6222X6930']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.931, 44.46]"
lose your marbles,strange behaviors.,"during the game, he accidentally lost his marbles when the bag ripped open",literal,literal,literal,literal,"['3X65QVEQIG3DGUXSBONFEIXR84ZLC6', '38BQUHLA9CGYV1CG15XL9V6XXN8OM8']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[33.41, 102.137]"
make a clean breast,to tell the truth about something.,he finally made a clean breast of the situation and admitted his mistakes,figurative,figurative,figurative,figurative,"['34HJIJKLPLCDHVW7WDJ3ITJ57PL4VW', '3QHK8ZVMI2YU6P5MXORK3YR9QJ0BLQ']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[97.163, 42.376]"
make a clean breast,to tell the truth about something.,the surgeon made a clean breast of the situation by removing the tumor,literal,tie,literal,ambiguous,"['3UWN2HHPUELJBBP9KNTU6F5YZ2LSN9', '3570Y55XZ5ZAX5KWWP8OYHK2FBVYGL']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[41.261, 126.539]"
make a song and dance,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,she made a song and dance about it when she found out she won the lottery,figurative,tie,figurative,literal,"['3RU7GD8VP49JEW1M026MA4ATZHMSP5', '3TXWC2NHNF6YM9LFJDAPOEAEUD59SS']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[63.337, 51.824]"
make a song and dance,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,the performers made a song and dance about it during the musical's finale,literal,literal,literal,literal,"['336KAV9KY68KIBCPXANZWDQ15SQY22', '37C0GNLMHVJ5210ZOGCO95XC39O6DL']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[42.775, 33.368]"
make it big,become very successful or famous,"after years of hard work, she finally made it big in the industry",figurative,figurative,figurative,figurative,"['3Q8GYXHFE5IZE5U7J178XT1UME05C3', '3OCHAWUVG40QZMQ5HK71DV5MKMIXKH']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[41.959, 60.66]"
makes his hackles rise,to make you angry,the sound of nails on a chalkboard makes his hackles rise,figurative,figurative,figurative,figurative,"['308XBLVESYK59N0Z28OGPA08WBORBV', '378XPAWRUSTNXESO67UBG7FBRXKIAN']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[116.625, 94.891]"
makes my ears burn,"to be embarrassed by what you hear, especially if the conversation is about you",hearing people gossip about me makes my ears burn,figurative,figurative,figurative,figurative,"['3KMS4QQVKI69Z0ZKHQ1F7O5FGHMFK8', '3LOTDFNYANF0U0T164KIVZZA3OVFW4']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[123.239, 24.427]"
man's best friend,"It refers to animals that are of use to human beings, mostly used to address dogs.","he wrote a book about his childhood, where he described his brother as a man's best friend",literal,literal,literal,literal,"['3SB4CE2TJBBKN9HJ5TUCJH2QFAOXA2', '34BBWHLWHQRK4RVR7CQ3YWC2JGNIWY']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[46.406, 154.093]"
man's best friend,"It refers to animals that are of use to human beings, mostly used to address dogs.",the loyal dog is often considered a man's best friend,figurative,figurative,figurative,figurative,"['37C0GNLMHVJ5210ZOGCO95XC39MD6Q', '34S9DKFK7J5G7X1IJTLJO1TZGNHYNT']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[146.225, 31.841]"
meet halfway,to reach a compromise,"to resolve the conflict, they decided to meet halfway in the park and discuss their differences",figurative,literal,literal,literal,"['34QN5IT0TF7Y7VIT5JLREC9KFF480F', '36H9ULYP6IAEOGT2Z51369521SMFJ9']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[64.508, 108.626]"
miles away,unaware of the current situation,the mountain peak seemed miles away from our current location,literal,literal,literal,literal,"['337RC3OW0LI9F33S25IK4ALGTBFLV5', '34X6J5FLP9EBF5JBDLCXI89G8UVQJE']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[108.09, 31.38]"
miles to go before I sleep,you have a lot to do before you can rest,"during the long hike, I thought to myself, 'miles to go before I sleep' as I checked the map",literal,tie,figurative,literal,"['3TXWC2NHNF6YM9LFJDAPOEAEUD4S9A', '3UJ1CZ6IZX5FLMJ3GNX8CY5C8HLS5J']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[61.533, 74.826]"
miles to go before I sleep,you have a lot to do before you can rest,"with a long list of tasks to complete, I have miles to go before I sleep",figurative,tie,literal,figurative,"['3PM8NZGV8EWCAPO0UPRY9HHVJSAQX2', '39GHHAVOMV74Q0WDFO5KF58BC2DJ4P']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[27.69, 146.586]"
mind your own beeswax,do not interfere into someone else's matter,"while working at the apiary, concentrate on minding your own beeswax production",literal,literal,literal,literal,"['3U088ZLJV099XWEB3M1XSSC6XM6W0H', '3LS2AMNW5V6PGGA8TY42Q4Q27O5QOX']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[54.828, 41.812]"
mind your own business,to look into your own matter,the neighbors were minding their own business and didn't notice the commotion next door,figurative,figurative,figurative,figurative,"['3WYGZ5XF3CVI3546NA1EENOU57GSK4', '3AZHRG4CUK0C6YCNT2QVNV19ZTC30I']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[145.245, 43.703]"
miss the boat,miss a chance,she missed the boat on that opportunity by not applying for the job in time,figurative,figurative,figurative,figurative,"['3NVC2EB656F93T881A14FNVTB6QY3D', '36TFCYNS4KQZXWPXBZ4403PUS5EXHD']","['APRZ7BR8C0ZMQ', 'AURYD2FH3FUOQ']","[76.416, 57.204]"
miss the boat,miss a chance,she missed the boat on that opportunity to take the scenic river cruise,literal,literal,literal,literal,"['3VNXK88KKSYEE12JD8FUZ1ULTHYV9I', '3A7Y0R2P244VO2KNZZ7PCG595XIXJI']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[46.391, 49.953]"
nail biter,"a situation like a close contest, which induces anxiety or tension.",the final moments of the game were a real nail biter as both teams were neck and neck,figurative,figurative,figurative,figurative,"['3RU7GD8VP49JEW1M026MA4ATZHMSP5', '3TXWC2NHNF6YM9LFJDAPOEAEUD59SS']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[63.337, 51.824]"
nail in the coffin,"an action/event that will help bring about the death, end, or failure of something or someone",his resignation letter put the final nail in the coffin for the company's future,figurative,figurative,figurative,figurative,"['3ZAZR5XV0HYXLJEWQPEOMX8PND7CZG', '3IGI0VL64N04DJXGD6CLMAVX2DINO7']","['A2H1QUGX0SOUMH', 'APRZ7BR8C0ZMQ']","[366.142, 27.077]"
never looked back,"after an event which changed your life for the better, you continue to be happy with the situation",he walked away from the haunted house and never looked back after that,literal,literal,literal,literal,"['3Q8GYXHFE5IZE5U7J178XT1UME05C3', '3OCHAWUVG40QZMQ5HK71DV5MKMIXKH']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[41.959, 60.66]"
never looked back,"after an event which changed your life for the better, you continue to be happy with the situation","she quit her job and started her own business, and she never looked back after that",figurative,figurative,figurative,figurative,"['3VFJCI1K4FF1048AIUGUQLR5COGRGC', '3V5Q80FXID7J28F18PU96JUOWRX232']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[21.296, 122.951]"
night owl,Someone who is vigilant late at night.,she was more productive being a night owl and working late hours,figurative,figurative,figurative,figurative,"['3GDTJDAPVARVA9P0UO8PC9GXII5M84', '34J10VATJVEFKUZ5V3RX67UGVF6IQU']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[113.986, 73.147]"
nip in the bud,check something thoroughly.,the gardener decided to nip the problem in the bud by pruning the young plant,literal,tie,figurative,literal,"['3HRMW88U1M6DSKKXZKVAJUAFZKT0MV', '3E7TUJ2EGS2SKK2XMNF0TFOETAUD91']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[20.655, 47.281]"
