idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
catch up,"to get to the same level, standard, or status as something or someone",I'm trying to catch up with the latest trends in fashion,0,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 301, 'AssignmentId': '3LUY3GC63FGXVYHUCZ8BFDEX36TP7W', 'HITId': '3SZYX62S6VGQF41H1IUWSNDQYJ075P', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 280, 'AssignmentId': '3C5W7UE9CV6LPAQ82WKHS8XQ0UWXM2', 'HITId': '3SZYX62S6VGQF41H1IUWSNDQYJ075P', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 296, 'AssignmentId': '308XBLVESYK59N0Z28OGPA08NE9BRX', 'HITId': '3SZYX62S6VGQF41H1IUWSNDQYJ075P', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",1,2,0,0,True,False
cross the bridge,to delay worrying about something that might not happen anyway,We have to cross the bridge over the river because the other side is where we need to go,1,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 301, 'AssignmentId': '3LUY3GC63FGXVYHUCZ8BFDEX36TP7W', 'HITId': '3SZYX62S6VGQF41H1IUWSNDQYJ075P', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 280, 'AssignmentId': '3C5W7UE9CV6LPAQ82WKHS8XQ0UWXM2', 'HITId': '3SZYX62S6VGQF41H1IUWSNDQYJ075P', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 296, 'AssignmentId': '308XBLVESYK59N0Z28OGPA08NE9BRX', 'HITId': '3SZYX62S6VGQF41H1IUWSNDQYJ075P', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
sail through,to succeed in doing it without difficulty,She sailed through,2,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 301, 'AssignmentId': '3LUY3GC63FGXVYHUCZ8BFDEX36TP7W', 'HITId': '3SZYX62S6VGQF41H1IUWSNDQYJ075P', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 280, 'AssignmentId': '3C5W7UE9CV6LPAQ82WKHS8XQ0UWXM2', 'HITId': '3SZYX62S6VGQF41H1IUWSNDQYJ075P', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 296, 'AssignmentId': '308XBLVESYK59N0Z28OGPA08NE9BRX', 'HITId': '3SZYX62S6VGQF41H1IUWSNDQYJ075P', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
never looked back,"after an event which changed your life for the better, you continue to be happy with the situation",I never looked back since I made the decision to go after my dreams,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 261, 'AssignmentId': '35USIKEBN7WEODRCDAQR5A968G8N6Z', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 265, 'AssignmentId': '3G0WWMR1UB07YVAWSJ4PBFQX8HJNQV', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 93, 'AssignmentId': '3J4Q2Z4UTEJXLPJAKKVC7Y3O1TOQWQ', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
no room to swing a cat,a very small place,The house had no room to swing a cat as the ceilings were too low,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 261, 'AssignmentId': '35USIKEBN7WEODRCDAQR5A968G8N6Z', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 265, 'AssignmentId': '3G0WWMR1UB07YVAWSJ4PBFQX8HJNQV', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 93, 'AssignmentId': '3J4Q2Z4UTEJXLPJAKKVC7Y3O1TOQWQ', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",1,1,0,1,False,False
end of story,there is  nothing more to add to the matter under discussion,That's the end of the story,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 261, 'AssignmentId': '35USIKEBN7WEODRCDAQR5A968G8N6Z', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 265, 'AssignmentId': '3G0WWMR1UB07YVAWSJ4PBFQX8HJNQV', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 93, 'AssignmentId': '3J4Q2Z4UTEJXLPJAKKVC7Y3O1TOQWQ', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
hands are tied,to not be able to do anything about a situation,My hands are tied,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 261, 'AssignmentId': '35USIKEBN7WEODRCDAQR5A968G8N6Z', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 265, 'AssignmentId': '3G0WWMR1UB07YVAWSJ4PBFQX8HJNQV', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 93, 'AssignmentId': '3J4Q2Z4UTEJXLPJAKKVC7Y3O1TOQWQ', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
take a cue from,to do what is recommended by someone else,We should take a cue from him and act accordingly,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 261, 'AssignmentId': '35USIKEBN7WEODRCDAQR5A968G8N6Z', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 265, 'AssignmentId': '3G0WWMR1UB07YVAWSJ4PBFQX8HJNQV', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 93, 'AssignmentId': '3J4Q2Z4UTEJXLPJAKKVC7Y3O1TOQWQ', 'HITId': '3JUDR1D0EL78MPN9FY14U7R9JZ12QH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",1,2,0,0,True,False
no dice,not agree for something,It was no dice when I asked him for help,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 112, 'AssignmentId': '3HSYG7LRBZEKFMRYI1SCN1XKFGOKKX', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 567, 'AssignmentId': '3VNXK88KKSYEE12JD8FUZ1ULKKJ9VE', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 355, 'AssignmentId': '33JKGHPFYSAGDGC40QX8U66SYGMNM8', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
all Greek to me,used to convey that you cannot understand what is being said or written,It's all Greek to me when they start speaking the language,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 112, 'AssignmentId': '3HSYG7LRBZEKFMRYI1SCN1XKFGOKKX', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 567, 'AssignmentId': '3VNXK88KKSYEE12JD8FUZ1ULKKJ9VE', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 355, 'AssignmentId': '33JKGHPFYSAGDGC40QX8U66SYGMNM8', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
at daggers drawn,almost ready to fight,"They were at daggers drawn, ready to argue with one another at any given moment",0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 112, 'AssignmentId': '3HSYG7LRBZEKFMRYI1SCN1XKFGOKKX', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 567, 'AssignmentId': '3VNXK88KKSYEE12JD8FUZ1ULKKJ9VE', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 355, 'AssignmentId': '33JKGHPFYSAGDGC40QX8U66SYGMNM8', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
snow under,to bury or cover something or somebody in the snow (Literal meaning),She was snowed under,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 112, 'AssignmentId': '3HSYG7LRBZEKFMRYI1SCN1XKFGOKKX', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 567, 'AssignmentId': '3VNXK88KKSYEE12JD8FUZ1ULKKJ9VE', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 355, 'AssignmentId': '33JKGHPFYSAGDGC40QX8U66SYGMNM8', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,2,2,2,False,False
pour cold water on,deter or discourage somebody,"He poured cold water on the situation, cooling everyone's overheated bodies",1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 112, 'AssignmentId': '3HSYG7LRBZEKFMRYI1SCN1XKFGOKKX', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 567, 'AssignmentId': '3VNXK88KKSYEE12JD8FUZ1ULKKJ9VE', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 355, 'AssignmentId': '33JKGHPFYSAGDGC40QX8U66SYGMNM8', 'HITId': '3UL5XDRDORZUFI60BNM26N9L93658A', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
the sun rises and sets on them,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,She thinks the sun rises and sets on them,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 25, 'AssignmentId': '3KMS4QQVKI69Z0ZKHQ1F7O5F7K6FKP', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 395, 'AssignmentId': '333U7HK6IPVHQWF68Z6DI92HGIQDJD', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 198, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA0E18VO', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,2,0,0,False,True
queer pitch,spoil somebody's chance of doing something.,He threw a queer pitch,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 25, 'AssignmentId': '3KMS4QQVKI69Z0ZKHQ1F7O5F7K6FKP', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 395, 'AssignmentId': '333U7HK6IPVHQWF68Z6DI92HGIQDJD', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 198, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA0E18VO', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",2,2,0,2,False,False
mind your own business,to look into your own matter,We should mind our own business and not look through the neighbor's window,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 25, 'AssignmentId': '3KMS4QQVKI69Z0ZKHQ1F7O5F7K6FKP', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 395, 'AssignmentId': '333U7HK6IPVHQWF68Z6DI92HGIQDJD', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 198, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA0E18VO', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,0,1,1,False,False
a bird in the hand,a possession that is worthy,There's a bird in his hand because he's considering the potential he might have if he holds on,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 25, 'AssignmentId': '3KMS4QQVKI69Z0ZKHQ1F7O5F7K6FKP', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 395, 'AssignmentId': '333U7HK6IPVHQWF68Z6DI92HGIQDJD', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 198, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA0E18VO', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
chip on shoulder,holding a grudge or grievance,He has a chip on his shoulder,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 25, 'AssignmentId': '3KMS4QQVKI69Z0ZKHQ1F7O5F7K6FKP', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 395, 'AssignmentId': '333U7HK6IPVHQWF68Z6DI92HGIQDJD', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 198, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA0E18VO', 'HITId': '3XU9MCX6W3S8YQ29SDQ4ZX1EFL32RI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
give them a bird,to hold up your middle finger as a very rude sign,I gave them a bird to show them I cared,1,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 142, 'AssignmentId': '3X4JMASXC2PH9TG08V515EZLEO8B0X', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 3, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 522, 'AssignmentId': '32AT8R96G1PW619IHO5GKAXSY1XSUH', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 195, 'AssignmentId': '3O6CYIULETHPDIQR1TFHHZ0D4ETWU0', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",3,1,2,1,True,False
nail biter,"a situation like a close contest, which induces anxiety or tension.",It was a nail biter since I was biting my nails,1,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 142, 'AssignmentId': '3X4JMASXC2PH9TG08V515EZLEO8B0X', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 522, 'AssignmentId': '32AT8R96G1PW619IHO5GKAXSY1XSUH', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 195, 'AssignmentId': '3O6CYIULETHPDIQR1TFHHZ0D4ETWU0', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",0,1,1,1,False,False
cut the crap,a very crude way of telling someone to stop doing something that you do not like,Let's just cut the crap and get to the important points,0,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 142, 'AssignmentId': '3X4JMASXC2PH9TG08V515EZLEO8B0X', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 522, 'AssignmentId': '32AT8R96G1PW619IHO5GKAXSY1XSUH', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 195, 'AssignmentId': '3O6CYIULETHPDIQR1TFHHZ0D4ETWU0', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
my hands are full,someone is too busy or has too much going on to be able to do or become involved with anything else,My hands are full,2,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 142, 'AssignmentId': '3X4JMASXC2PH9TG08V515EZLEO8B0X', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 522, 'AssignmentId': '32AT8R96G1PW619IHO5GKAXSY1XSUH', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 195, 'AssignmentId': '3O6CYIULETHPDIQR1TFHHZ0D4ETWU0', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
Easter egg,a decorated or dyed egg usually given to children at Easter,She found the Easter egg which was the key to her success,0,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 142, 'AssignmentId': '3X4JMASXC2PH9TG08V515EZLEO8B0X', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 522, 'AssignmentId': '32AT8R96G1PW619IHO5GKAXSY1XSUH', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 195, 'AssignmentId': '3O6CYIULETHPDIQR1TFHHZ0D4ETWU0', 'HITId': '3XBXDSS89NZYW8ATBIE13BMBM2EXLX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,0,2,0,False,False
red zone,"any geographical area that is thought to be dangerous or threatening, usually as a consequence of political or military activity.",We've entered the red zone,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 127, 'AssignmentId': '3D8YOU6S9U0RJ3BLAB2DJ510GC36UC', 'HITId': '3KI0JD2ZVGYMY81V6141KTRQUEB765', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APGX2WZ59OWDN', 'WorkTimeInSeconds': 190, 'AssignmentId': '3WZ36BJEVJWIP2DR6XTBPP1QBZ6BTA', 'HITId': '3KI0JD2ZVGYMY81V6141KTRQUEB765', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 32, 'AssignmentId': '3LJ7UR74RXT09QNYUMXC8CPSCP2N4E', 'HITId': '3KI0JD2ZVGYMY81V6141KTRQUEB765', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,2,2,2,False,False
