annotations_ambiguous,annotations_figurative,annotations_literal,bad_idiom,converted,error,idiom,intended_ambiguous,intended_ambiguous_old,intended_figurative,intended_figurative_old,intended_literal,intended_literal_old,is_literal,iter,justification,maxvote - for sort,maxvote_ambiguous,maxvote_figurative,maxvote_literal,meaning,well_formed
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,in at the deep end,thrown in at the deep end,She jumped in at the deep end,"on her first day at work, she was thrown in at the deep end with a challenging project",She jumped in at the deep end when she decided to take on the new project,"during swimming lessons, he was thrown in at the deep end of the pool to test his skills",She jumped in at the deep end of the pool since she wanted a cooler swim,True,0,"The hypothesis is a literal interpretation of the idiom, as it refers to a person being thrown into the deep end of a swimming pool, which is the actual meaning of the words in the idiom.",ambiguous : figurative : literal,ambiguous,figurative,literal,to start a new job or activity without being prepared for it,True
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,in bed with,in bed with the competition,He was in bed with them,the company was accused of being in bed with the competition to manipulate prices,He was in bed with them when it came to making decisions,"the two athletes, who were also roommates, found themselves sharing a room and sleeping in bed with the competition",He was in bed with them when they all took a nap,True,1,"The hypothesis is a literal interpretation of the idiom 'in bed with' as it describes two athletes physically sharing a bed with their competition, rather than the figurative meaning of collaborating or having a close relationship with someone.",ambiguous : figurative : literal,ambiguous,figurative,literal,"to work with a person or organisation, or being involved with them, in a way that causes other people to distrust you.",True
"['ambiguous', 'ambiguous', 'literal']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'ambiguous']",False,False,False,in black and white,put it in black and white,I wanted it in black and white,"to avoid any confusion, we decided to put it in black and white in the contract",I wanted it in black and white so that there would be no more confusion between us,the artist chose to put it in black and white for a more dramatic effect,I wanted it in black and white so that we could see the words clearly,True,0,"In this context, the idiom 'in black and white' is used to describe the literal colors of the artwork, not the figurative meaning of having clear and definite proof or evidence.",ambiguous : figurative : literal,ambiguous,figurative,literal,printed form of a document,True
"['figurative', 'literal', 'figurative']","['literal', 'figurative', 'literal']","['ambiguous', 'literal', 'ambiguous']",False,False,False,in cold blood,<committed the crime in cold blood>,He killed him in cold blood,"the villain <committed the crime in cold blood>, showing no remorse",He killed him in cold blood without any thought or emotions,the scientist <committed the crime in cold blood> by stealing samples from the cryogenic lab,He killed him in cold blood because the temperature outside was low,False,0,"The hypothesis is not a literal interpretation of the idiom 'in cold blood', as it still uses the idiom to describe the cruel and unemotional nature of the crime, rather than referring to the actual temperature of blood.",figurative : literal : ambiguous,figurative,literal,ambiguous,in a cruel way and without pity or other emotion,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,in deep water,found himself in deep water,He's in deep water,"after making a costly mistake, he found himself in deep water with his boss",He's in deep water because he ran out of solutions for his problem,"while swimming in the ocean, he found himself in deep water and struggled to stay afloat",He's in deep water because he fell off a boat,True,0,"The hypothesis describes a literal situation where someone is swimming in the ocean and encounters deep water, causing them to struggle. This is a direct, literal interpretation of the idiom 'in deep water'.",ambiguous : figurative : literal,ambiguous,figurative,literal,a very serious situation,True
"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,False,False,in full swing,<in full swing>,The party is in full swing,"when we arrived, the party was <in full swing> and everyone was dancing",The party is in full swing as everyone is having a great time,the pendulum of the grandfather clock was <in full swing> as it kept time,The party is in full swing as the DJ is playing all the latest songs,False,1,"The hypothesis uses the idiom 'in full swing' in a context that seems to be about a pendulum experiment, but it is still used figuratively to describe the party being at its peak or most active. The idiom is not interpreted literally here.",figurative : figurative : figurative,figurative,figurative,figurative,at a stage when the level of activity is at its highest,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'figurative', 'figurative']",False,False,False,in high dudgeon,left the room in high dudgeon,She was in high dudgeon,"after hearing the offensive remark, she left the room in high dudgeon",She was in high dudgeon when I told her about my mistake,"she left the room in high dudgeon, a castle known for its dramatic history",She was in high dudgeon when she got to the top of the hill,True,0,"In this case, the hypothesis is a literal interpretation of the idiom 'in high dudgeon' as it refers to an actual castle with a dramatic history, rather than the figurative meaning of being angry or offended.",ambiguous : figurative : figurative,ambiguous,figurative,figurative,feeling or exhibiting great resentment,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",False,False,False,in hot water,found himself in hot water,He's in hot water,he found himself in hot water after forgetting to submit the report on time,He's in hot water following the scandal that he has been caught in,he accidentally found himself in hot water when he stepped into the scalding bathtub,He's in hot water because he was taking a hot shower,True,0,"The hypothesis is a literal interpretation of the idiom 'in hot water' because it describes a person physically stepping into a hot bathtub, rather than being in trouble or facing difficulties.",ambiguous : figurative : literal,ambiguous,figurative,literal,in trouble or state of shame,True
"['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'figurative']","['ambiguous', 'figurative', 'literal']",False,False,False,in light of,<in light of the recent events>,I changed my plans in light of the events,the company decided to postpone the launch <in light of the recent events>,I changed my plans in light of the events that have taken place,the sun illuminated the area <in light of the recent events> that took place outdoors,I changed my plans in light of the sun setting,False,0,"The idiom 'in light of' is used figuratively to mean 'considering' or 'taking into account'. The hypothesis is not a literal interpretation, as it uses the idiom to describe the sun shining brightly due to recent events, which is a figurative usage.",figurative : figurative : ambiguous,figurative,figurative,ambiguous,because of,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['figurative', 'literal', 'literal']",False,False,False,in one's blood,it's in her blood,It runs in his blood,"she's a natural athlete, it's in her blood",It runs in his blood to always stand up for what he believes in,"the medication she took is now circulating, it's in her blood",It runs in his blood since he is related to the royal family,True,0,"The hypothesis is a literal interpretation of the idiom 'in one's blood', as it refers to the actual circulation of medication within a person's bloodstream.",ambiguous : figurative : literal,ambiguous,figurative,literal,a natural or inherited characteristic.,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'figurative', 'literal']",False,False,False,in stitches,<had everyone in stitches>,We were in stitches,his hilarious story <had everyone in stitches> at the party,We were in stitches yesterday when we heard the funny story,the tailor <had everyone in stitches> as he sewed their costumes,We were in stitches when my grandma mended her old jeans,False,0,"The idiom 'in stitches' is used to describe someone laughing uncontrollably, not literally being sewn together. The hypothesis is not a literal interpretation of the idiom.",ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,to laugh so hard that you are not able to control yourself,False
"['figurative', 'ambiguous', 'literal']","['figurative', 'figurative', 'ambiguous']","['figurative', 'ambiguous', 'literal']",False,False,False,in tandem,worked in tandem,She worked in tandem,the two departments worked in tandem to complete the project on time,She worked in tandem to achieve the goal together with her partner,"they worked in tandem on the bicycle, pedaling together",She worked in tandem on the tandem bike yesterday,True,0,"In this case, the idiom 'in tandem' is used in its literal sense, as it refers to two people working together on a tandem bicycle, which is a bicycle built for two riders.",ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,one after another,False
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,False,False,in the bag,<had it in the bag>,This deal is in the bag,"after weeks of preparation, we <had it in the bag> for the competition","This deal is in the bag, so the company is guaranteed to succeed",she <had it in the bag> when she went shopping for groceries,This deal is in the bag as they signed the contract yesterday,False,0,"The idiom 'in the bag' is used figuratively to mean something is certain or guaranteed. In this case, it is not referring to a literal bag or the act of putting something in a bag.",ambiguous : figurative : figurative,ambiguous,figurative,figurative,have something as good as secured or certain,False
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'figurative']",False,False,False,in the black,finally in the black,We are in the black,"after months of struggling, our business is finally in the black",We are in the black as our company is making a profit this quarter,she wore a dark outfit and was finally in the black for the themed party,"We are in the black, as the accountant wrote this number in the black ink",True,0,"In this context, 'in the black' is used to describe the color of the outfit, which is a literal interpretation of the phrase. The figurative meaning of 'in the black' refers to being financially profitable, which is not applicable here.",ambiguous : figurative : literal,ambiguous,figurative,literal,to not be in debt,True
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'figurative']",False,False,False,in the blink of an eye,<vanished in the blink of an eye>,It was gone in the blink of an eye,the opportunity <vanished in the blink of an eye> when we hesitated,"It was gone in the blink of an eye, leaving me in shock at how quickly the moment passed by",the magician made the coin <vanished in the blink of an eye> with his sleight of hand,"It was gone in the blink of an eye, as if it had never been there before",False,0,"The idiom 'in the blink of an eye' is used figuratively to describe something happening very quickly. The hypothesis is not a literal interpretation, as it uses the idiom to describe the speed of the magician's trick.",figurative : figurative : ambiguous,figurative,figurative,ambiguous,in an instant,False
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,False,False,in the cross hairs,caught in the cross hairs,The company is in the cross hairs,"as the whistleblower, he found himself caught in the cross hairs of the company's retaliation",The company is in the cross hairs because its performance is not meeting expectations,"during the paintball match, she was caught in the cross hairs of her opponent's gun",The company is in the cross hairs because the snipers have them in their sights,True,0,"In this context, 'in the cross hairs' is used literally to describe being targeted by an opponent's gun during a paintball match. The idiom is used in its literal sense, referring to the actual cross hairs of a gun.",figurative : figurative : literal,figurative,figurative,literal,in a position where one might receive severe criticism,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,in the dark,kept in the dark,They were in the dark,the employees were kept in the dark about the company's financial situation,They were in the dark about the potential consequences of their decision,"during the power outage, we were kept in the dark until the electricity came back",They were in the dark when the power went out,True,0,"In this context, 'in the dark' is used to describe the physical state of being without light during a power outage, which is a literal interpretation of the phrase.",ambiguous : figurative : literal,ambiguous,figurative,literal,"uninformed, a state of ignorance.",True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'ambiguous']","['ambiguous', 'literal', 'literal']",False,False,False,in the doghouse,in the doghouse with her,He's in the doghouse,"after forgetting their anniversary, he was in the doghouse with her for a week",He's in the doghouse because he forgot to pick up the kids,he crawled in the doghouse with her to retrieve the lost toy,He's in the doghouse because that's where the dogs sleep,True,0,"In this sentence, the idiom 'in the doghouse' is used literally, as it describes someone physically entering a doghouse to get a toy.",ambiguous : figurative : literal,ambiguous,figurative,literal,someone who is in disgrace and very unpopular at the moment,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,False,False,in the good books,in the good books of the boss,He is in the good books,"by completing the project on time, he was in the good books of the boss","He is in the good books of his boss, making her more likely to grant him the promotion he seeks","the employee's name was written in the good books of the boss, which was a list of top performers","He is in the good books at the library, allowing him to check out more books than the usual limit",True,0,"The hypothesis interprets the idiom 'in the good books' literally, as it refers to an actual list of top performers where the employee's name is written.",ambiguous : figurative : literal,ambiguous,figurative,literal,be in somebody's favour or good opinion,True
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'ambiguous']",False,False,False,in the heat of the moment,<in the heat of the moment>,He did it in the heat of the moment,he made a rash decision <in the heat of the moment> during the argument,He did it in the heat of the moment without thinking about the consequences,"while standing near the bonfire, they found themselves <in the heat of the moment>",He did it in the heat of the moment because the temperature was high,False,0,"The hypothesis is not a literal interpretation of the idiom 'in the heat of the moment', as it is used to describe a passionate kiss that happened spontaneously, not because of the physical heat from the bonfire.",figurative : figurative : ambiguous,figurative,figurative,ambiguous,saying or doing something without thinking due go anger or excitement,False
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']",False,False,False,in the loop,kept in the loop,He is in the loop,"as a team member, I want to be kept in the loop about project updates",He is in the loop of the company's decision-making process,the rope was kept in the loop to secure the boat to the dock," ""He is in the loop of the race track",True,0,"The hypothesis is a literal interpretation of the idiom 'in the loop' as it refers to a physical loop made by a rope, rather than the figurative meaning of being informed or involved in a situation.",ambiguous : figurative : literal,ambiguous,figurative,literal,to be aware of the information,True
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['ambiguous', 'figurative', 'figurative']",False,False,False,in the pipeline,projects in the pipeline,It's in the pipeline,our company has several exciting projects in the pipeline for the upcoming year,It's in the pipeline and should be available shortly,the engineers were working on a system to detect leaks and monitor projects in the pipeline,It's in the pipeline and should be delivered in the next few days,True,0,"In this context, 'in the pipeline' is used to describe a physical pipeline where engineers are working on a system. This is a literal interpretation of the idiom, as it refers to an actual pipeline rather than the figurative meaning of something being in progress or under development.",ambiguous : figurative : figurative,ambiguous,figurative,figurative,to be underway,False
"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",False,False,False,in the red,the company is in the red,Her bank account was in the red,"due to poor financial decisions, the company is in the red",Her bank account was in the red due to her recent luxurious purchases,"during the paintball match, the company is in the red team",Her bank account was in the red because her bank used red ink to indicate a negative balance,True,0,"The hypothesis is a literal interpretation of the idiom 'in the red' as it refers to being part of the red team in a paintball match, rather than the figurative meaning of being in debt or losing money.",figurative : figurative : literal,figurative,figurative,literal,more money going out than coming in,False
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'literal']","['literal', 'literal', 'figurative']",False,False,False,in touch,stay in touch,We need to stay in touch,"even after moving to another city, we promised to stay in touch",We need to stay in touch and make sure that we keep up with each other's lives,"during the team-building exercise, we had to stay in touch by holding hands",We need to stay in touch in order to interact with each other,True,0,"In this context, 'in touch' is used literally to describe physical contact by holding hands, rather than its figurative meaning of staying connected or communicating.",figurative : figurative : literal,figurative,figurative,literal,"to remain in contact with someone, especially when separated by time or distance",False
"['literal', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,in your face,<that was in your face>,This was in your face,"when he scored the winning goal, <that was in your face> to the opposing team","This was in your face, intended to be a warning for you","the ball flew towards him, and <that was in your face> before he could react","This was in your face, so you could feel it on your skin",False,0,"Although the hypothesis uses the idiom 'in your face' to describe objects flying towards the audience, it is still used in a figurative sense to convey the intensity and aggressiveness of the 3D movie experience.",ambiguous : figurative : literal,ambiguous,figurative,literal,"a bold, defiant or aggressive manner",True
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,it's a small world,it's a small world after all,It's a small world,"running into my childhood friend in a foreign country, I thought it's a small world after all",It's a small world when I unexpectedly ran into my old high school teacher,"looking at the miniature globe in the store, I remarked, it's a small world after all",It's a small world when we can travel around it in less than two hours,True,0,"In this context, the phrase 'it's a small world' is used to describe the miniature globe, which is a literal interpretation of the idiom. The figurative meaning of the idiom, which refers to unexpected connections between people, is not used here.",ambiguous : figurative : literal,ambiguous,figurative,literal,meeting someone not expected to be at a certain place,True
"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['figurative', 'figurative', 'literal']",False,False,False,it's not brain surgery,<this task isn't brain surgery>,It's not brain surgery,"don't worry, <this task isn't brain surgery>; you can easily learn it","It's not brain surgery, so you shouldn't have to spend too much time on it","compared to the medical field, <this task isn't brain surgery>; it's just a simple repair job","It's not brain surgery, so you don't have to be a neurosurgeon to do it""",False,0,"The idiom 'it's not brain surgery' is used figuratively to imply that a task is not as difficult or complicated as it may seem. The hypothesis is not interpreting the idiom literally, as it is not referring to actual brain surgery.",ambiguous : figurative : figurative,ambiguous,figurative,figurative,to indicate that a specific task is simple and easy to undertake ,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'literal', 'literal']",False,False,False,jam on your face,had jam on his face,John had jam on his face,"after making a mistake in the presentation, he had jam on his face in front of the whole team",John had jam on his face when we saw him in the party,"while eating breakfast, he accidentally had jam on his face from the toast",John had jam on his face when we saw him eating toast,True,0,"The hypothesis describes a situation where someone literally has jam on their face from eating toast, which is a direct and literal interpretation of the idiom.",ambiguous : ambiguous : literal,ambiguous,ambiguous,literal,"people who appear to be caught, embarrassed or found guilty",False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'literal']","['literal', 'literal', 'ambiguous']",False,False,False,jobs for the boys,<giving jobs for the boys>,They got jobs for the boys,the company was criticized for <giving jobs for the boys> instead of hiring based on merit,"They got jobs for the boys, which means they're looking to only hire people they know",the school's career fair focused on <giving jobs for the boys> in the automotive industry,"They got jobs for the boys, so they'll be able to make some money",False,0,"The idiom 'jobs for the boys' is used to describe favoritism or nepotism, where people in power give jobs to their friends or relatives. The hypothesis, however, is about providing jobs to boys at a summer camp, which does not convey the idea of favoritism or nepotism.",ambiguous : figurative : literal,ambiguous,figurative,literal,work that someone in an important position gives to their friends or relations,True
"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'literal', 'literal']","['literal', 'literal', 'literal']",False,False,False,joined the club,joined the club together,He joined the club,"after experiencing the same misfortune, they joined the club together",He joined the club when he was hired by the prestigious company,they filled out the membership forms and joined the club together,He joined the club when he paid his membership fee,True,0,"In this case, the hypothesis is a literal interpretation of the idiom 'joined the club', as it describes the actual process of filling out membership forms and becoming members of a club.",ambiguous : literal : literal,ambiguous,literal,literal,"said in answer to something that someone has said, meaning that you are in the same bad situation as they are",False
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['figurative', 'ambiguous', 'ambiguous']",False,False,False,"judge, jury and executioner","<acting as judge, jury, and executioner>","He was the judge, jury and executioner","he was <acting as judge, jury, and executioner> when he made all the decisions without consulting anyone","He was the judge, jury and executioner of his own decisions","in the dystopian play, the lead character was <acting as judge, jury, and executioner> in a twisted justice system","He was the judge, jury and executioner at the court hearing",False,0,"The hypothesis is not a literal interpretation because the idiom 'judge, jury, and executioner' is used figuratively to describe someone who makes decisions and carries out actions without consulting others or following proper procedures. The main character in the play is not literally all three roles but rather embodies the concept of having too much power and control.",ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,"people that are in charge of every decision made, and they have the power to be rid of whomever they choose",False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,jump on the bandwagon,jumped on the bandwagon,Everyone was jumping on the bandwagon,"when the new trend became popular, everyone jumped on the bandwagon",Everyone was jumping on the bandwagon by supporting the popular opinion,"during the parade, he jumped on the bandwagon to join the musicians",Everyone was jumping on the bandwagon as part of the parade performance,True,0,"In this sentence, the person literally jumps onto a bandwagon during a parade to join musicians, which is a direct interpretation of the idiom's words.",ambiguous : figurative : literal,ambiguous,figurative,literal,to start doing something because it is fashionable or profitable,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,jungle out there,it's a jungle out there,It's a jungle out there,"with so much competition in the job market, it's a jungle out there",It's a jungle out there and it's hard to stay ahead of the rat race,"as we entered the dense rainforest, our guide warned us, it's a jungle out there",It's a jungle out there and it's full of dangerous wild animals,True,0,"In this context, the idiom 'jungle out there' is used to describe an actual jungle, which is a literal interpretation of the phrase.",ambiguous : figurative : literal,ambiguous,figurative,literal,the situation is dangerous and is characterized by ruthless behavior and competition,True
"['ambiguous', 'literal', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,jury's out,the jury's out on that decision,The jury's out,"regarding the new policy, the jury's out on that decision, as people are still debating its effectiveness",The jury's out on what to do next,"during the court recess, the jury's out on that decision, discussing the case in a separate room",The jury's out after deliberating in the courtroom,True,0,"The hypothesis is a literal interpretation of the idiom 'jury's out' as it refers to the actual jury in a courtroom discussing a case during a recess, rather than the figurative meaning of a decision being uncertain or not yet made.",ambiguous : figurative : literal,ambiguous,figurative,literal,when there is no general agreement or consensus on something,True
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['ambiguous', 'literal', 'literal']",False,False,False,just deserts,received their just deserts,I got my just deserts,"after cheating on the test, they received their just deserts when they were caught",I got my just deserts when I benevolently helped someone in need,"at the end of the meal, they received their just deserts as the waiter brought out a platter of sweets",I got my just deserts when I ordered a dessert in the restaurant,True,0,"In this sentence, 'just deserts' is used to describe the actual desserts being served at the end of a meal, which is a literal interpretation of the phrase. The figurative meaning of 'just deserts' is to receive what one deserves, usually in terms of punishment or reward.",ambiguous : figurative : literal,ambiguous,figurative,literal,get what one deserves,True
"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,just off the boat,just off the boat,He's just off the boat,"he was so naive and inexperienced, as if he was just off the boat","He's just off the boat, but he's already been living the high life","soaking wet and carrying their luggage, they were just off the boat from their island trip","He's just off the boat, where he sailed from across the ocean",True,0,"In this context, the phrase 'just off the boat' is used literally to describe people who have recently disembarked from a boat after their island trip.",ambiguous : figurative : literal,ambiguous,figurative,literal,a person who is naive and inexperienced,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'ambiguous']","['literal', 'ambiguous', 'literal']",False,False,False,just what the doctor ordered,<just what the doctor ordered>,It was just what the doctor ordered,a relaxing vacation was <just what the doctor ordered> after a stressful year,It was just what the doctor ordered to make things better between us,the prescribed medication was <just what the doctor ordered> for her condition,It was just what the doctor ordered for her medical condition,False,0,"Although the hypothesis mentions a doctor and a prescription, the idiom 'just what the doctor ordered' is used figuratively to mean something is exactly what is needed or desired. The hypothesis is not a literal interpretation of the idiom.",ambiguous : figurative : literal,ambiguous,figurative,literal,exactly what was wanted or needed,True
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'figurative']",False,False,False,keep an eye on,<keep an eye on the situation>,He keeps an eye on her,"as a supervisor, it's important to <keep an eye on the situation> to ensure everything runs smoothly",He keeps an eye on her to make sure she doesn't make any mistakes,"while playing a game of 'I Spy,' we had to <keep an eye on the situation> to find the hidden objects",He keeps an eye on her to make sure he can see her from across the room,False,0,"The idiom 'keep an eye on' is used figuratively to mean 'to watch or monitor something closely'. In the hypothesis, the security guard is monitoring the situation through surveillance cameras, which is a figurative use of the idiom.",ambiguous : figurative : figurative,ambiguous,figurative,figurative,keep a watch on something or someone closely,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'figurative', 'literal']",False,False,False,keep at arm's length,kept him at arm's length,I've been keeping him at arm's length,"despite his attempts to get closer, she kept him at arm's length due to her cautious nature",I've been keeping him at arm's length because I don't think he's sincere,"during the self-defense training, she kept him at arm's length to maintain a safe distance",I've been keeping him at arm's length because he's standing across the room,True,1,"In this context, 'keep at arm's length' is used literally to describe maintaining a physical distance between two people during self-defense training.",ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,keep distance from something or somebody,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'literal', 'figurative']","['ambiguous', 'ambiguous', 'literal']",False,False,False,keep card close to chest,kept their cards close to their chest,They are keeping their cards close to their chest,"during the negotiations, they kept their cards close to their chest and didn't reveal their true intentions","They are keeping their cards close to their chest, not giving hints as to what their next move will be","while playing poker, they kept their cards close to their chest so no one could see their hand",They are keeping their cards close to their chest when playing poker,True,0,"The hypothesis is a literal interpretation of the idiom, as it describes a person physically holding their cards close to their chest during a poker game, rather than the figurative meaning of keeping one's intentions or plans secret.",ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,"be secretive or cautious, give nothing away",False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,keep the wolf from the door,kept the wolf from the door,They did what they could to keep the wolf from the door,"working two jobs, she kept the wolf from the door and provided for her family",They did what they could to keep the wolf from the door and stay afloat even in difficult times,"with a sturdy fence, the farmer kept the wolf from the door of his sheep pen",They did what they could to keep the wolf from the door and prevent him from entering their home,True,0,"In this case, the hypothesis is a literal interpretation of the idiom, as it refers to physically keeping a wolf away from the door of a sheep pen, rather than the figurative meaning of preventing poverty or hunger.",ambiguous : figurative : literal,ambiguous,figurative,literal,to have sufficient money to prevent starvation or hunger,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,keep your hair on,told him to keep his hair on,"Keep your hair on, now","when he started to panic, I told him to keep his hair on and stay calm","Keep your hair on now, there's no need to get angry","as the wind blew fiercely, I told him to keep his hair on by wearing a hat","Keep your hair on now, you don't want to get it cut",True,0,"In this context, 'keep your hair on' is used literally to advise someone to wear a hat to prevent their hair from being blown away by the wind. It does not use the figurative meaning of the idiom, which is to stay calm or not get angry.",ambiguous : figurative : literal,ambiguous,figurative,literal,to request someone to stay calm and not get annoyed,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,keep your nose clean,keeping your nose clean,She keeps her nose clean,"to avoid getting into trouble, focus on keeping your nose clean at work",She keeps her nose clean by staying out of trouble,"during allergy season, keeping your nose clean is essential for comfort",She keeps her nose clean by washing it everyday,True,0,"In this context, the phrase 'keep your nose clean' is used literally, referring to the physical act of keeping one's nose clean during allergy season, rather than its idiomatic meaning of staying out of trouble.",ambiguous : figurative : literal,ambiguous,figurative,literal,to stay out of trouble by not doing anything wrong,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,kick the bucket,kicked the bucket together,He kicked the bucket,"the old couple, inseparable in life, kicked the bucket together in their sleep",He kicked the bucket when he passed away,"while cleaning the barn, they accidentally kicked the bucket together and spilled water everywhere",He kicked the bucket out of frustration,True,0,"In this context, 'kick the bucket' is used to describe the literal action of kicking a bucket and spilling water, rather than its idiomatic meaning of dying.",ambiguous : figurative : literal,ambiguous,figurative,literal,to die,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']",False,False,False,kick yourself,kicked themselves,She kicked herself,they kicked themselves for not investing in the stock earlier,She kicked herself for not taking the opportunity when she had the chance,"during the yoga class, they accidentally kicked themselves while attempting a new pose",She kicked herself with her foot,True,0,"In this context, the phrase 'kick yourself' is used literally, as it describes a physical action of accidentally kicking oneself during a yoga class.",ambiguous : figurative : literal,ambiguous,figurative,literal,to be angry with yourself for something you have or have not done,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,kill two birds with one stone,killed two birds with one stone,She killed two birds with one stone,"by combining our errands, we killed two birds with one stone and saved time",She killed two birds with one stone when she solved two problems with one decision,"with a well-aimed throw, he killed two birds with one stone in the field",She killed two birds with one stone when she threw a rock at them,True,0,"The hypothesis describes a situation where someone physically kills two birds using a single stone, which is a literal interpretation of the idiom.",ambiguous : figurative : literal,ambiguous,figurative,literal,accomplish two different things at the same time,True
"['ambiguous', 'figurative', 'ambiguous']","['ambiguous', 'figurative', 'literal']","['ambiguous', 'literal', 'ambiguous']",False,False,False,kiss and make up,<kissed and made up>,They kissed and made up,"after their argument, they <kissed and made up> and became friends again",They kissed and made up after arguing with each other,they <kissed and made up> after applying lipstick and foundation,They kissed and made up when they spent time together,False,0,"The hypothesis is not a literal interpretation of the idiom 'kiss and make up', which means to reconcile after a disagreement. The sentence describes a scene in a play, but it does not convey the idea of resolving a conflict.",ambiguous : ambiguous : ambiguous,ambiguous,ambiguous,ambiguous,to become friendly again after an argument,False
