idiom,meaning,subsentence,sentence,label,reason
hung out to dry,"to abandon someone who is in difficulty, without giving any assistance or support",They hung her out to dry,They hung her out to dry in the sun to get rid of all the moisture on her clothes.,1,"Here, ""hung out to dry"" means to hang something in order to make it dry."
i'll eat my hat,This is an expression of not believing something very strongly.,"If that happens, I'll eat my hat","If that happens, I'll eat my hat as a sign of surprise and disbelief.",0,"Here, ""I'll eat my hat"" means expressing a strong disbelief in something."
i'll eat my hat,This is an expression of not believing something very strongly.,"If that happens, I'll eat my hat","If that happens, I'll eat my hat to demonstrate how unlikely it is.",1,"Here, ""I'll eat my hat"" means to actually consume a hat as a physical demonstration of surprise."
icing on the cake,when something good is added to another good thing that you already have,This was the icing on the cake,This was the icing on the cake as it made me understand the full picture.,0,"Here, to ""icing on the cake"" means to add something extra on top of something that is already great."
icing on the cake,when something good is added to another good thing that you already have,This was the icing on the cake,This was the icing on the cake after I finished decorating it.,1,"Here, to ""icing on the cake"" means to add a sweet topping on top of a baked cake."
in a fog,in a great confusion,I'm in a fog,I'm in a fog trying to figure out what to do next.,0,"Here, ""in a fog"" means to be in a confused state."
in a fog,in a great confusion,I'm in a fog,I'm in a fog because the weather outside is foggy.,1,"Here, ""in a fog"" means to be physically in a foggy area."
in a nutshell,to be brief and straight to the point.,It's in a nutshell,"It's in a nutshell, all of the information you need in order to make a decision.",0,"Here, ""in a nutshell"" means to simplify matters into a concise summary. "
in a nutshell,to be brief and straight to the point.,It's in a nutshell,"It's in a nutshell, so you can carry it wherever you need to go.",1,"Here, ""in a nutshell"" means to contain something in an actual nutshell."
in a pickle,to be in a difficult situation,I'm in a pickle,I'm in a pickle trying to make the best choice.,0,"Here, to ""be in a pickle"" means to be in a difficult situation that requires a hard decision."
in a pickle,to be in a difficult situation,I'm in a pickle,I'm in a pickle because I can't find the jar opener.,1,"Here, to ""be in a pickle"" means to be in a dicey situation because of a lack of resources."
in at the deep end,to start a new job or activity without being prepared for it,She jumped in at the deep end,She jumped in at the deep end when she decided to take on the new project.,0,"Here, to ""jump in at the deep end"" means to take on a difficult task without proper preparation."
in at the deep end,to start a new job or activity without being prepared for it,She jumped in at the deep end,She jumped in at the deep end of the pool since she wanted a cooler swim.,1,"Here, to ""jump in at the deep end"" means to jump into the deeper part of the pool."
in bed with,"to work with a person or organisation, or being involved with them, in a way that causes other people to distrust you.",He was in bed with them,He was in bed with them when it came to making decisions.,0,"Here, ""in bed with"" means to be allied or on the same side as another. "
in bed with,"to work with a person or organisation, or being involved with them, in a way that causes other people to distrust you.",He was in bed with them,He was in bed with them when they all took a nap.,1,"Here, ""in bed with"" means to be physically in the same bed with someone."
in black and white,printed form of a document,I wanted it in black and white,I wanted it in black and white so that there would be no more confusion between us.,0,"Here, to ""have something in black and white"" means to make things clear and certain."
in black and white,printed form of a document,I wanted it in black and white,I wanted it in black and white so that we could see the words clearly.,1,"Here, to ""have something in black and white"" means to literally have the words written in black and white."
in cold blood,in a cruel way and without pity or other emotion,He killed him in cold blood,He killed him in cold blood without any thought or emotions.,0,"Here, ""in cold blood"" means to do something without compassion or sympathy."
in cold blood,in a cruel way and without pity or other emotion,He killed him in cold blood,He killed him in cold blood because the temperature outside was low.,1,"Here, ""in cold blood"" means to do something in a physically cold environment."
in deep water,a very serious situation,He's in deep water,He's in deep water because he ran out of solutions for his problem.,0,"Here, to ""be in deep water"" means to be in a difficult situation with no clear solutions."
in deep water,a very serious situation,He's in deep water,He's in deep water because he fell off a boat.,1,"Here, ""in deep water"" means to be in a literal body of deep water."
in full swing,at a stage when the level of activity is at its highest,The party is in full swing,The party is in full swing as everyone is having a great time.,0,"Here, ""in full swing"" means things are happening at their peak."
in full swing,at a stage when the level of activity is at its highest,The party is in full swing,The party is in full swing as the DJ is playing all the latest songs.,1,"Here, ""in full swing"" means activities are happening in a very active way."
in high dudgeon,feeling or exhibiting great resentment,She was in high dudgeon,She was in high dudgeon when I told her about my mistake.,0,"Here, ""in high dudgeon"" means to be in an overly angry or offended state."
in high dudgeon,feeling or exhibiting great resentment,She was in high dudgeon,She was in high dudgeon when she got to the top of the hill.,1,"Here, ""in high dudgeon"" means to be in a high or proud state of mind."
in hot water,in trouble or state of shame,He's in hot water,He's in hot water following the scandal that he has been caught in.,0,"Here, ""in hot water"" means to be in trouble or in a difficult situation."
in hot water,in trouble or state of shame,He's in hot water,He's in hot water because he was taking a hot shower.,1,"Here, ""in hot water"" means to be in a hot liquid, such as water or soup."
in light of,because of,I changed my plans in light of the events,I changed my plans in light of the events that have taken place.,0,"Here, ""in light of"" means to take into account or consider."
in light of,because of,I changed my plans in light of the events,I changed my plans in light of the sun setting.,1,"Here, ""in light of"" means to act due to the presence of light."
in one's blood,a natural or inherited characteristic.,It runs in his blood,It runs in his blood to always stand up for what he believes in.,0,"Here, ""in one's blood"" means an innate trait or instinct that comes naturally to one."
in one's blood,a natural or inherited characteristic.,It runs in his blood,It runs in his blood since he is related to the royal family.,1,"Here, ""in one's blood"" means to have the blood relation of another family."
in stitches,to laugh so hard that you are not able to control yourself,We were in stitches,We were in stitches yesterday when we heard the funny story.,0,"Here, ""in stitches"" means to be deep in laughter and uncontrollably amusement."
in stitches,to laugh so hard that you are not able to control yourself,We were in stitches,We were in stitches when my grandma mended her old jeans.,1,"Here, ""in stitches"" means to actually be making stitches as if one were sewing."
in tandem,one after another,She worked in tandem,She worked in tandem to achieve the goal together with her partner.,0,"Here, to ""work in tandem"" means to work together in harmony or with a common purpose."
in tandem,one after another,She worked in tandem,She worked in tandem on the tandem bike yesterday.,1,"Here, to ""work in tandem"" means to work together while operating a two-person vehicle."
in the bad books,out of favour,He's in the bad books,He's in the bad books because he says the wrong things.,0,"Here, ""in the bad books"" means to be in someone's disfavour or displeasure."
in the bad books,out of favour,He's in the bad books,He's in the bad books because he checked them out of the library but never returned them.,1,"Here, ""in the bad books"" means to be in trouble with someone because of unpaid debts or obligations."
in the bag,have something as good as secured or certain,This deal is in the bag,"This deal is in the bag, so the company is guaranteed to succeed.",0,"Here, ""in the bag"" means to have final success or victory in something."
in the bag,have something as good as secured or certain,This deal is in the bag,This deal is in the bag as they signed the contract yesterday.,1,"Here, ""in the bag"" means to be in possession of something."
in the black,to not be in debt,We are in the black,We are in the black as our company is making a profit this quarter.,0,"Here, ""in the black"" means to be in a state of financial success."
in the black,to not be in debt,We are in the black,"We are in the black, as the accountant wrote this number in the black ink.",1,"Here, ""in the black"" means to be written in the dark, unlighted color."
in the blink of an eye,in an instant,It was gone in the blink of an eye,"It was gone in the blink of an eye, leaving me in shock at how quickly the moment passed by.",0,"Here, ""in the blink of an eye"" means to happen very quickly."
in the blink of an eye,in an instant,It was gone in the blink of an eye,"It was gone in the blink of an eye, as if it had never been there before.",1,"Here, ""in the blink of an eye"" means to happen so quickly that it appears to be instantaneous."
in the buff,naked,He was in the buff,He was in the buff cheering on his team during the game.,0,"Here, ""in the buff"" means to be dressed in minimal clothing."
in the buff,naked,He was in the buff,He was in the buff painting his house yesterday.,1,"Here, ""in the buff"" means to be unclothed."
in the cahoots,to do something in hiding or secret because it is morally or socially not acceptable,They were in the cahoots,They were in the cahoots to keep the secret a secret.,0,"Here, ""in the cahoots"" means to be in agreement or alliance with another person."
in the cahoots,to do something in hiding or secret because it is morally or socially not acceptable,They were in the cahoots,They were in the cahoots in the back of the room.,1,"Here, ""in the cahoots"" means to be in a space together to meet privately."
in the cross hairs,in a position where one might receive severe criticism,The company is in the cross hairs,The company is in the cross hairs because its performance is not meeting expectations.,0,"Here, to ""be in the cross hairs"" means to be in a position of danger or scrutiny."
in the cross hairs,in a position where one might receive severe criticism,The company is in the cross hairs,The company is in the cross hairs because the snipers have them in their sights.,1,"Here, to ""be in the cross hairs"" means to be in a literal line of aim by an opponent."
in the dark,"uninformed, a state of ignorance.",They were in the dark,They were in the dark about the potential consequences of their decision.,0,"Here, to be ""in the dark"" means to be unaware of something."
in the dark,"uninformed, a state of ignorance.",They were in the dark,They were in the dark when the power went out.,1,"Here, to be ""in the dark"" means to be in a space without any light."
in the doghouse,someone who is in disgrace and very unpopular at the moment,He's in the doghouse,He's in the doghouse because he forgot to pick up the kids.,0,"Here, ""in the doghouse"" means to be in a state of disfavor or disapproval."
in the doghouse,someone who is in disgrace and very unpopular at the moment,He's in the doghouse,He's in the doghouse because that's where the dogs sleep.,1,"Here, ""in the doghouse"" means to be in a literal dog house."
in the good books,be in somebody's favour or good opinion,He is in the good books,"He is in the good books of his boss, making her more likely to grant him the promotion he seeks.",0,"Here, ""in the good books"" means to be favored or liked by someone."
in the good books,be in somebody's favour or good opinion,He is in the good books,"He is in the good books at the library, allowing him to check out more books than the usual limit.",1,"Here, ""in the good books"" means to be on the preferred list with certain benefits."
in the heat of the moment,saying or doing something without thinking due go anger or excitement,He did it in the heat of the moment,He did it in the heat of the moment without thinking about the consequences.,0,"Here, ""in the heat of the moment"" means to act impulsively and without considering the consequences."
in the heat of the moment,saying or doing something without thinking due go anger or excitement,He did it in the heat of the moment,He did it in the heat of the moment because the temperature was high.,1,"Here, ""in the heat of the moment"" means to do something while the temperature is hot."
in the loop,to be aware of the information,He is in the loop,He is in the loop of the company's decision-making process.,0,"Here, ""in the loop"" means to be aware of and included in important information."
in the loop,to be aware of the information,He is in the loop," ""He is in the loop of the race track.",1,"Here, ""in the loop"" means to be within the boundaries of the racetrack."
in the pink,in good health and spirits.,He was in the pink,"He was in the pink after his new job began, as he felt energized and excited.",0,"Here, ""in the pink"" means to be in a state of perfect physical and mental health."
in the pink,in good health and spirits.,He was in the pink,"He was in the pink in his new blazer, as it was his favorite color.",1,"Here, ""in the pink"" means to be wearing something of a pink color."
in the pipeline,to be underway,It's in the pipeline,It's in the pipeline and should be available shortly.,0,"Here, to ""be in the pipeline"" means to be in a process of development and likely to be released soon."
in the pipeline,to be underway,It's in the pipeline,It's in the pipeline and should be delivered in the next few days.,1,"Here, to ""be in the pipeline"" means to be in a process of transfer or delivery."
in the red,more money going out than coming in,Her bank account was in the red,Her bank account was in the red due to her recent luxurious purchases.,0,"Here, ""in the red"" means to have a negative balance because of excessive spending. "
in the red,more money going out than coming in,Her bank account was in the red,Her bank account was in the red because her bank used red ink to indicate a negative balance.,1,"Here, ""in the red"" means to have a negative financial balance as indicated by red ink."
in touch,"to remain in contact with someone, especially when separated by time or distance",We need to stay in touch,We need to stay in touch and make sure that we keep up with each other's lives.,0,"Here, to ""stay in touch"" means to maintain communication or contact with someone."
in touch,"to remain in contact with someone, especially when separated by time or distance",We need to stay in touch,We need to stay in touch in order to interact with each other.,1,"Here, to ""stay in touch"" means to stay connected through touch or physical contact."
in your face,"a bold, defiant or aggressive manner",This was in your face,"This was in your face, intended to be a warning for you.",0,"Here, ""in your face"" means to be certain that someone cannot fail to notice something."
in your face,"a bold, defiant or aggressive manner",This was in your face,"This was in your face, so you could feel it on your skin.",1,"Here, ""in your face"" means to be physically and noticeably close to someone."
it's a small world,meeting someone not expected to be at a certain place,It's a small world,It's a small world when I unexpectedly ran into my old high school teacher.,0,"Here, ""it's a small world"" means unexpected events and coincidences occur in life."
it's a small world,meeting someone not expected to be at a certain place,It's a small world,It's a small world when we can travel around it in less than two hours.,1,"Here, ""it's a small world"" means that distances are becoming much shorter due to faster means of transportations."
it's not brain surgery,to indicate that a specific task is simple and easy to undertake ,It's not brain surgery,"It's not brain surgery, so you shouldn't have to spend too much time on it.",0,"Here, to ""not be brain surgery"" means to not be difficult or complicated."
it's not brain surgery,to indicate that a specific task is simple and easy to undertake ,It's not brain surgery,"It's not brain surgery, so you don't have to be a neurosurgeon to do it"".",1,"Here, to ""not be brain surgery"" means to not actually be about performing neurosurgery."
jam on your face,"people who appear to be caught, embarrassed or found guilty",John had jam on his face,John had jam on his face when we saw him in the party.,0,"Here, to ""have jam on your face"" means to have an awkward or sheepish smile or expression."
jam on your face,"people who appear to be caught, embarrassed or found guilty",John had jam on his face,John had jam on his face when we saw him eating toast.,1,"Here, to ""have jam on your face"" means to have a sticky mess covering his face."
jobs for the boys,work that someone in an important position gives to their friends or relations,They got jobs for the boys,"They got jobs for the boys, which means they're looking to only hire people they know.",0,"Here, to ""get jobs for the boys"" means to exercise favoritism and give jobs to those in the group who are already friends."
jobs for the boys,work that someone in an important position gives to their friends or relations,They got jobs for the boys,"They got jobs for the boys, so they'll be able to make some money.",1,"Here, to ""get jobs for the boys"" means to provide employment opportunities to those who need them."
joined the club,"said in answer to something that someone has said, meaning that you are in the same bad situation as they are",He joined the club,He joined the club when he was hired by the prestigious company.,0,"Here, to ""join the club"" means to belong to a certain group or a particular category of people."
joined the club,"said in answer to something that someone has said, meaning that you are in the same bad situation as they are",He joined the club,He joined the club when he paid his membership fee.,1,"Here, to ""join the club"" means to become an official member of a club or organization."
"judge, jury and executioner","people that are in charge of every decision made, and they have the power to be rid of whomever they choose","He was the judge, jury and executioner","He was the judge, jury and executioner of his own decisions.",0,"Here, ""judge, jury and executioner"" means the somebody who has ultimate authority and power in making decisions."
"judge, jury and executioner","people that are in charge of every decision made, and they have the power to be rid of whomever they choose","He was the judge, jury and executioner","He was the judge, jury and executioner at the court hearing.",1,"Here, ""judge, jury and executioner"" means to have all three roles in an official court proceedings."
jump on the bandwagon,to start doing something because it is fashionable or profitable,Everyone was jumping on the bandwagon,Everyone was jumping on the bandwagon by supporting the popular opinion.,0,"Here, ""jump on the bandwagon"" means to adopt the popular opinion or join the trend."
jump on the bandwagon,to start doing something because it is fashionable or profitable,Everyone was jumping on the bandwagon,Everyone was jumping on the bandwagon as part of the parade performance.,1,"Here, ""jump on the bandwagon"" means to literally jump on an actual wagon."
jungle out there,the situation is dangerous and is characterized by ruthless behavior and competition,It's a jungle out there,It's a jungle out there and it's hard to stay ahead of the rat race.,0,"Here, ""jungle out there"" means a chaotic, difficult, and unpredictable environment with a sense of competition. "
jungle out there,the situation is dangerous and is characterized by ruthless behavior and competition,It's a jungle out there,It's a jungle out there and it's full of dangerous wild animals.,1,"Here, ""jungle out there"" means a literal wild and untamed environment."
jury's out,when there is no general agreement or consensus on something,The jury's out,The jury's out on what to do next.,0,"Here, ""jury's out"" is a metaphor for not having reached a conclusion."
jury's out,when there is no general agreement or consensus on something,The jury's out,The jury's out after deliberating in the courtroom.,1,"Here, ""jury's out"" means that the jury has gone to a different location to think about their findings."
just around the corner,somethig that is expected to happen very soon,My birthday is just around the corner,"My birthday is just around the corner, so I'm getting excited and planning a few surprises.",0,"Here, ""just around the corner"" means that something is close to happening."
just around the corner,somethig that is expected to happen very soon,My birthday is just around the corner,"My birthday is just around the corner, of the next block on this street.",1,"Here, ""just around the corner"" means being exactly at the next corner of the street."
just deserts,get what one deserves,I got my just deserts,I got my just deserts when I benevolently helped someone in need.,0,"Here, ""just deserts"" means to receive an appropriate reward according to one's efforts."
just deserts,get what one deserves,I got my just deserts,I got my just deserts when I ordered a dessert in the restaurant.,1,"Here, ""just deserts"" means to receive a desert for the meal."
just off the boat,a person who is naive and inexperienced,He's just off the boat,"He's just off the boat, but he's already been living the high life.",0,"Here, ""just off the boat"" means to have recently arrived to a certain place."
just off the boat,a person who is naive and inexperienced,He's just off the boat,"He's just off the boat, where he sailed from across the ocean.",1,"Here, ""just off the boat"" means to have recently arrived by boat."
just what the doctor ordered,exactly what was wanted or needed,It was just what the doctor ordered,It was just what the doctor ordered to make things better between us.,0,"Here, ""just what the doctor ordered"" means something that fixes the problem."
just what the doctor ordered,exactly what was wanted or needed,It was just what the doctor ordered,It was just what the doctor ordered for her medical condition.,1,"Here, ""just what the doctor ordered"" means exactly what was needed to heal the medical condition."
keep an eye on,keep a watch on something or someone closely,He keeps an eye on her,He keeps an eye on her to make sure she doesn't make any mistakes.,0,"Here, to ""keep an eye on"" means to monitor or watch her activities."
keep an eye on,keep a watch on something or someone closely,He keeps an eye on her,He keeps an eye on her to make sure he can see her from across the room.,1,"Here, to ""keep an eye on"" means to maintain a visual watch on her."
keep at arm's length,keep distance from something or somebody,I've been keeping him at arm's length,I've been keeping him at arm's length because I don't think he's sincere.,0,"Here, ""keep [pron] at arm's length"" means to keep a cautious distance from someone."
keep at arm's length,keep distance from something or somebody,I've been keeping him at arm's length,I've been keeping him at arm's length because he's standing across the room.,1,"Here, ""keep [pron] at arm's length"" means to maintain physical distance from someone."
keep body and soul together,manage to stay alive with very little money,"He struggled to keep body and soul together"" ",He struggled to keep body and soul together during these trying times.,0,"Here, to ""keep body and soul together"" means to strive to survive difficulties. "
keep body and soul together,manage to stay alive with very little money,"He struggled to keep body and soul together"" ",He struggled to keep body and soul together by eating enough food and getting enough sleep.,1,"Here, to ""keep body and soul together"" means to stay physically healthy by getting the two basic needs."
keep card close to chest,"be secretive or cautious, give nothing away",They are keeping their cards close to their chest,"They are keeping their cards close to their chest, not giving hints as to what their next move will be.",0,"Here, to ""keep card close to chest"" means to not reveal one's plans or intentions."
keep card close to chest,"be secretive or cautious, give nothing away",They are keeping their cards close to their chest,They are keeping their cards close to their chest when playing poker.,1,"Here, to ""keep card close to chest"" means to not show their cards to other players."
keep on top,to stay informed,I'm trying to keep on top,I'm trying to keep on top of all the competing tasks at hand.,0,"Here, ""keep on top"" means to remain in control of something, usually a difficult task."
keep on top,to stay informed,I'm trying to keep on top,I'm trying to keep on top of the building.,1,"Here, ""keep on top"" means to remain physically at the highest part of a building."
keep one's own counsel,say little or nothing about one's opinions or intentions.,He kept his own counsel,He kept his own counsel when it came to making decisions about his future as no one else could understand his thoughts and feelings.,0,"Here, ""keep one's own counsel"" means to rely on your own greatest judgment and not take advice from others."
keep one's own counsel,say little or nothing about one's opinions or intentions.,He kept his own counsel,He kept his own counsel by not saying anything about his ideas and plans to anyone.,1,"Here, ""keep one's own counsel"" means to be discreet and keep matters to oneself."
keep the wolf from the door,to have sufficient money to prevent starvation or hunger,They did what they could to keep the wolf from the door,They did what they could to keep the wolf from the door and stay afloat even in difficult times.,0,"Here, to ""keep the wolf from the door"" means to do what is necessary to survive financially."
keep the wolf from the door,to have sufficient money to prevent starvation or hunger,They did what they could to keep the wolf from the door,They did what they could to keep the wolf from the door and prevent him from entering their home.,1,"Here, to ""keep the wolf from the door"" means to protect against an outside danger."
keep your hair on,to request someone to stay calm and not get annoyed,"Keep your hair on, now","Keep your hair on now, there's no need to get angry.",0,"Here, ""keep your hair on"" means to stay calm."
keep your hair on,to request someone to stay calm and not get annoyed,"Keep your hair on, now","Keep your hair on now, you don't want to get it cut.",1,"Here, ""keep your hair on"" means to physically keep your hair from being removed from your head."
keep your nose clean,to stay out of trouble by not doing anything wrong,She keeps her nose clean,She keeps her nose clean by staying out of trouble.,0,"Here, ""keep your nose clean"" means to stay away from illegal and unethical activities."
keep your nose clean,to stay out of trouble by not doing anything wrong,She keeps her nose clean,She keeps her nose clean by washing it everyday.,1,"Here, ""keep your nose clean"" means to stay hygienic and to perform personal hygiene rituals."
keep your pants on,to tell someone to be calm.,"I told him to keep his pants on""  ",I told him to keep his pants on and not to rush into a decision.,0,"Here, ""keep your pants on"" means to remain calm and wait before taking a decision. "
keep your pants on,to tell someone to be calm.,"I told him to keep his pants on""  ",I told him to keep his pants on because he had forgotten to put it on while leaving the house.,1,"Here, ""keep your pants on"" means to literally not take off the pants."
kick the bucket,to die,He kicked the bucket,He kicked the bucket when he passed away.,0,"Here, ""kick the bucket"" means to die."
kick the bucket,to die,He kicked the bucket,He kicked the bucket out of frustration.,1,"Here, ""kick the bucket"" means to physically kick a bucket."
kick yourself,to be angry with yourself for something you have or have not done,She kicked herself,She kicked herself for not taking the opportunity when she had the chance.,0,"Here, to ""kick yourself"" means to be regretful or disappointed in yourself."
kick yourself,to be angry with yourself for something you have or have not done,She kicked herself,She kicked herself with her foot.,1,"Here, to ""kick yourself"" means to physically kick oneself."
kill the goose that lays the golden egg,to destroy something that is profitable to you mostly because of greed.,They killed the goose that lays the golden egg,They killed the goose that lays the golden egg by cutting short a successful initiative.,0,"Here, to ""kill the goose that lays the golden egg"" means to stop doing something that has given them success in the past. "
kill the goose that lays the golden egg,to destroy something that is profitable to you mostly because of greed.,They killed the goose that lays the golden egg,They killed the goose that lays the golden egg for its delicious dinner.,1,"Here, to ""kill the goose that lays the golden egg"" means to use the resources without thinking of the future consequences."
kill two birds with one stone,accomplish two different things at the same time,She killed two birds with one stone,She killed two birds with one stone when she solved two problems with one decision.,0,"Here, ""kill two birds with one stone"" means to accomplish two goals with one effort."
kill two birds with one stone,accomplish two different things at the same time,She killed two birds with one stone,She killed two birds with one stone when she threw a rock at them.,1,"Here, ""kill two birds with one stone"" means to cause harm or death to two or more entities with one action."
king of the hill,be the undisputed champion,He's been the king of the hill,He's been the king of the hill for years thanks to his hard work.,0,"Here, ""king of the hill"" means to be in a position of power and leadership."
king of the hill,be the undisputed champion,He's been the king of the hill,He's been the king of the hill because he claimed the highest point.,1,"Here, ""king of the hill"" means to actually be on the highest elevation point of the area."
kiss and make up,to become friendly again after an argument,They kissed and made up,They kissed and made up after arguing with each other.,0,"Here, ""kiss and make up"" means to reconcile after an argument."
kiss and make up,to become friendly again after an argument,They kissed and made up,They kissed and made up when they spent time together.,1,"Here, ""kiss and make up"" means to spend time together to reestablish their relationship."
knee jerk reaction,an automatic response to something,His knee jerk reaction,His knee jerk reaction to the bad news was to move away from the city.,0,"Here, ""knee jerk reaction"" means to have an instinctive and quick response without thinking through all possible outcomes."
knee jerk reaction,an automatic response to something,His knee jerk reaction,His knee jerk reaction to the loud noise was to jerk his knee.,1,"Here, ""knee jerk reaction"" is referring to a reflexive movement in response to a stimulus."
knight in shining armour,used to describe someone who saves you from a difficult situation,He was her knight in shining armour,He was her knight in shining armour when he always knew what to say to make her feel better.,0,"Here, ""knight in shining armour"" means to be an ideal saviour or rescuer."
knight in shining armour,used to describe someone who saves you from a difficult situation,He was her knight in shining armour,He was her knight in shining armour when he wore a suit of armour to their prom.,1,"Here, ""knight in shining armour"" means to wear a suit of armour."
knock on wood,tap knuckle on wood in order to avoid bad luck,We knocked on wood,We knocked on wood for good luck.,0,"Here, ""knock on wood"" is a superstitious action meant to prevent bad luck."
knock on wood,tap knuckle on wood in order to avoid bad luck,We knocked on wood,We knocked on wood so people at the door could hear us.,1,"Here, ""knock on wood"" means to literally knock on a wooden surface."
know the ropes,to know all the ways and means to get something done,He knows the ropes,He knows the ropes when it comes to the stock market.,0,"Here, ""know the ropes"" means to be familiar with the important details of some subject."
know the ropes,to know all the ways and means to get something done,He knows the ropes,"He knows the ropes to the ship, having worked there for years.",1,"Here, ""know the ropes"" means to be familiar with the physical ropes on a ship and how to handle them."
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,He knows which side his bread is buttered,"He knows which side his bread is buttered, so he keeps his sponsors happy.",0,"Here, ""know which side one's bread is buttered"" means to know what will bring a benefit or advantage."
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,He knows which side his bread is buttered,"He knows which side his bread is buttered, so he can make sure it's cooked properly.",1,"Here, ""know which side one's bread is buttered"" means to know how to correctly make something."
knowing which way the wind blows,this means that you should know how things are developing and be prepared for the future,I know which way the wind blows,I know which way the wind blows and will make sure to make the right decisions.,0,"Here, to ""know which way the wind blows"" means to have an awareness and understanding of the current situation."
knowing which way the wind blows,this means that you should know how things are developing and be prepared for the future,I know which way the wind blows,I know which way the wind blows because I looked at the weather report.,1,"Here, to ""know which way the wind blows"" means to know the direction in which the wind is blowing."
last resort,the last thing you would do if you were desperate and all other courses of action had failed,I had to turn to a last resort,I had to turn to a last resort as searching for a new job became too overwhelming.,0,"Here, ""last resort"" means trying something when all other options have failed."
last resort,the last thing you would do if you were desperate and all other courses of action had failed,I had to turn to a last resort,I had to turn to a last resort when my other vacation spots were fully booked.,1,"Here, ""last resort"" means the final option available."
lead astray,make someone act or think in a wrong or foolish manner.,She was led astray,She was led astray by his promises of fame and fortune.,0,"Here, ""lead astray"" means to be taken in by false promises and lured away from the right path."
lead astray,make someone act or think in a wrong or foolish manner.,She was led astray,She was led astray because she had no sense of direction.,1,"Here, ""lead astray"" means to be taken off the intended path due to lack of guidance."
lean towards,to be interested in something,They leaned towards the solution,They leaned towards the solution by including more options.,0,"Here, ""lean towards"" means to have a preference or inclination towards something."
lean towards,to be interested in something,They leaned towards the solution,They leaned towards the solution because they got too close to it.,1,"Here, ""lean towards"" means to physically tilt or slant one's body towards something."
leaps and bounds,progress very quickly,Their progress has grown by leaps and bounds,Their progress has grown by leaps and bounds since they found the right mentor.,0,"Here, ""leaps and bounds"" means to make quick and dramatic growth or improvement."
leaps and bounds,progress very quickly,Their progress has grown by leaps and bounds,Their progress has grown by leaps and bounds since they increased the number of hours they spend studying.,1,"Here, ""leaps and bounds"" means to make large and consistent increases."
learn to walk before you run,to take smaller steps initially,He learned to walk before he ran,He learned to walk before he ran by starting small and slowly expanding his capabilities.,0,"Here, ""learn to walk before you run"" means to take things one step at a time and build up capabilities."
learn to walk before you run,to take smaller steps initially,He learned to walk before he ran,He learned to walk before he ran by taking practice steps until he could run.,1,"Here, ""learn to walk before you run"" means to practice one skill before trying to do something more difficult."
leave at the altar,decide not to marry someone at the very last moment,Alan left her at the altar,Alan left her at the altar when he called off their wedding.,0,"Here, to ""leave at the altar"" means to desert somebody at a time of need."
leave at the altar,decide not to marry someone at the very last moment,Alan left her at the altar,Alan left her at the altar by escaping through the back door.,1,"Here, to ""leave at the altar"" means to physically not show up at their wedding."
leave no stone unturned,do everything that is possible in order to achieve something,He left no stone unturned,He left no stone unturned while investigating the case.,0,"Here, ""leave no stone unturned"" means to exhaust every possibility when looking for something."
leave no stone unturned,do everything that is possible in order to achieve something,He left no stone unturned,He left no stone unturned while digging in the garden.,1,"Here, ""leave no stone unturned"" means to physically not leave any stones untouched when seeking something in a specific place."
leg up,give or receive assistance to achieve a goal,He gave me a leg up,He gave me a leg up and helped me land my dream job.,0,"Here, ""leg up"" means to offer someone help and support to reach a desired goal."
leg up,give or receive assistance to achieve a goal,He gave me a leg up,He gave me a leg up by literally helping me get on my horse.,1,"Here, ""leg up"" means to provide physical assistance to mount something."
let sleeping dogs lie,its best to leave a situation as it is if disturbing it might cause trouble,We should let sleeping dogs lie,We should let sleeping dogs lie and not discuss the matter any further.,0,"Here, ""let sleeping dogs lie"" means to not bring up past issues or put them to rest."
let sleeping dogs lie,its best to leave a situation as it is if disturbing it might cause trouble,We should let sleeping dogs lie,We should let sleeping dogs lie and not disturb them while they rest.,1,"Here, ""let sleeping dogs lie"" means not to disturb the animals while they are sleeping."
let the cat out of the bag,to let a secret out in the open,She let the cat out of the bag,She let the cat out of the bag and exposed the secret plan to the public.,0,"Here, ""let the cat out of the bag"" means to reveal a secret."
let the cat out of the bag,to let a secret out in the open,She let the cat out of the bag,She let the cat out of the bag and the cat ran away.,1,"Here, ""let the cat out of the bag"" means to release a literal cat from a container."
let your hair down,to suggest to someone to relax and enjoy themselves,I let my hair down,I let my hair down - figuratively and physically - and allowed myself to have some fun.,0,"Here, ""let [pron] hair down"" means to relax, have fun, and release inhibitions."
let your hair down,to suggest to someone to relax and enjoy themselves,I let my hair down,I let my hair down by loosening my ponytail and letting my long locks hang freely.,1,"Here, ""let [pron] hair down"" means to physically undo one's hair."
lick his wounds,"to try to recover your confidence or spirit after a defeat, failure or disappointment",He was licking his wounds,He was licking his wounds after the loss in the election.,0,"Here, ""lick his wounds"" means to heal from a deep emotional or psychological hurt."
lick his wounds,"to try to recover your confidence or spirit after a defeat, failure or disappointment",He was licking his wounds,He was licking his wounds after he fell off his bike.,1,"Here, ""lick his wounds"" means to heal from a physical injury."
lick your lips,to show that you're excited about something and are eager for it to happen,He licked his lips,He licked his lips in anticipation of the delicious meal that was about to come.,0,"Here, ""lick [pron] lips"" means to be excited and eager."
