idiom,meaning,source_model,source_sentence,translation,afl,correctness
,,gpt,"At the farm, the child [[was riding on the pig's back]] for fun","בחווה, הילד רכב על גב החזיר לכיף.",l,0
on the pig's back,a successful situation and everything is going well for that person,nllb,was riding on the pig's back,רכב על גבו של החזיר.,l,
,,nllb,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth","אחרי שזכה בלוטו, הוא רכב על גבו של החזיר ונהנה מהעושר החדש שלו.",l,2
,,nllb,"At the farm, the child [[was riding on the pig's back]] for fun","בחווה, הילד רכב על גבו של החזיר בשביל הכיף.",l,0
on the pig's back,a successful situation and everything is going well for that person,palm,was riding on the pig's back,רכבה על גב החזיר,l,
,,palm,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth",לאחר שזכה בלוטו הוא נהנה מהעושר החדש שלו,f,0
,,palm,"At the farm, the child [[was riding on the pig's back]] for fun",בחווה הילד רכב על גב החזיר בשביל הכיף,l,0
out of hand,out of control,opus,got out of hand,יצא מכלל שליטה.,f,
,,opus,The party [[got out of hand]] when people started throwing food,המסיבה יצאה מכלל שליטה כשאנשים התחילו לזרוק אוכל,f,0
,,opus,The ball [[got out of hand]] when he accidentally dropped it,הכדור יצא מכלל שליטה כשהוא בטעות הפיל אותו,f,2
out of hand,out of control,palm,got out of hand,יצא משליטה,f,
,,palm,The party [[got out of hand]] when people started throwing food,האירוע יצא משליטה כשאנשים התחילו לזרוק אוכל,f,0
,,palm,The ball [[got out of hand]] when he accidentally dropped it,הכדור יצא לו מהיד כשהפיל אותו בטעות,l,0
out of hand,out of control,nllb,got out of hand,יצא מכלל שליטה.,f,
,,nllb,The party [[got out of hand]] when people started throwing food,המסיבה יצאה מכלל שליטה כשהאנשים התחילו לזרוק אוכל.,f,0
,,nllb,The ball [[got out of hand]] when he accidentally dropped it,הכדור יצא משליטה כשהוא הפיל אותו בטעות.,f,2
out of hand,out of control,gpt,got out of hand,יצא מתחת לשליטה,f,
,,gpt,The party [[got out of hand]] when people started throwing food,המסיבה יצאה מתחת לשליטה כשהאנשים התחילו לזרוק אוכל.,f,1
,,gpt,The ball [[got out of hand]] when he accidentally dropped it,הכדור יצא מתחת לשליטה כשהוא טעה והפיל אותו.,f,2
paddle own canoe,To be able to act without having to depend on anyone.,opus,to paddle their own canoe,לחתור בסירת קאנו משלהם.,l,
,,opus,They decided [[to paddle their own canoe]] and start their own business,הם החליטו לחתור בסירת קאנו משלהם ולהתחיל עסק משלהם.,l,2
,,opus,They had [[to paddle their own canoe]] to reach the other side of the lake,הם נאלצו לחתור בסירת קאנו משלהם כדי להגיע לצד השני של האגם.,l,0
paddle own canoe,To be able to act without having to depend on anyone.,palm,to paddle their own canoe,לטפל בענייניהם,f,
,,palm,They decided [[to paddle their own canoe]] and start their own business,הם החליטו להתחיל עסק משלהם,f,0
,,palm,They had [[to paddle their own canoe]] to reach the other side of the lake,הם היו צריכים לשוט בקאנו שלהם כדי להגיע לחוף השני של האגם,l,0
paddle own canoe,To be able to act without having to depend on anyone.,nllb,to paddle their own canoe,כדי לחתור בקאנו שלהם,l,
,,nllb,They decided [[to paddle their own canoe]] and start their own business,הם החליטו לחתור בקאנו שלהם ולהתחיל בעסק שלהם,l,2
,,nllb,They had [[to paddle their own canoe]] to reach the other side of the lake,הם היו צריכים לחתור בקאנו שלהם כדי להגיע לצד השני של האגם.,l,0
paddle own canoe,To be able to act without having to depend on anyone.,gpt,to paddle their own canoe,לשטוף את הסירה שלהם,l,
,,gpt,They decided [[to paddle their own canoe]] and start their own business,הם החליטו לשטוף את הסירה שלהם בעצמם ולהתחיל את העסק שלהם.,l,2
,,gpt,They had [[to paddle their own canoe]] to reach the other side of the lake,הם היו חייבים לשאוף את הסירה שלהם כדי להגיע לצד השני של האגם.,x,2
paint the town red,to celebrate and have a wild time,gpt,to paint the town red together,לצבוע את העיר באדום ביחד,l,
,,gpt,"After winning the championship, they decided [[to paint the town red together]] and celebrate","לאחר זכייתם באליפות, הם החליטו לצבוע את העיר באדום יחד ולחגוג.",l,2
,,gpt,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals","כחלק מפרויקט אמנות הקהילה, הם החליטו לצייר את העיר בצבע אדום יחד על ידי כיסוי הקירות בציורי קיר חיותיים.",l,1
paint the town red,to celebrate and have a wild time,opus,to paint the town red together,לצבוע את העיר באדום ביחד.,l,
,,opus,"After winning the championship, they decided [[to paint the town red together]] and celebrate","לאחר שזכו באליפות, הם החליטו לצבוע את העיר באדום יחד ולחגוג",l,2
,,opus,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals","כחלק מפרויקט אמנות קהילתי, הם החליטו לצבוע את העיר באדום יחד על ידי כיסוי הקירות עם ציורי קיר תוססים",l,0
paint the town red,to celebrate and have a wild time,palm,to paint the town red together,לצבוע את העיר אדום יחד,l,
,,palm,"After winning the championship, they decided [[to paint the town red together]] and celebrate",לאחר שזכו באליפות הם החליטו לצבוע את העיר אדום יחד לחגוג,l,2
,,palm,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals",כהמשך לפרויקט אמנות קהילתי הם החליטו לצבוע את העיר אדום יחד על ידי כיסוי הקירות בציורי קיר תוססים,l,0
paint the town red,to celebrate and have a wild time,nllb,to paint the town red together,לצבוע את העיר באדום ביחד,l,
,,nllb,"After winning the championship, they decided [[to paint the town red together]] and celebrate","אחרי שזכו באליפות, הם החליטו לצבוע את העיר באדום ביחד ולחגוג",l,2
,,nllb,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals","כחלק מפרוייקט אמנות קהילתי, הם החליטו לצבוע את העיר באדום יחד על ידי כיסוי הקירות עם ציורי קיר תוססים",l,0
pass away,die,opus,passed away peacefully,נפטר בשלווה.,f,
,,opus,Our beloved grandmother [[passed away peacefully]] in her sleep,הסבתא האהובה שלנו נפטרה בשלווה בשנתה,f,0
,,opus,"The storm [[passed away peacefully]], leaving a calm and clear sky","הסערה חלפה בשלווה, והשאירה שמים רגועים וברורים",l,0
pass away,die,nllb,passed away peacefully,נפטר בשלווה.,f,
,,nllb,Our beloved grandmother [[passed away peacefully]] in her sleep,סבתא האהובה שלנו נפטרה בשלום בשנתה.,f,0
,,nllb,"The storm [[passed away peacefully]], leaving a calm and clear sky","הסופה חלפה בשלווה, והותירה שמים רגועים ובהירים.",l,0
pass away,die,palm,passed away peacefully,עברה מן העולם בשלווה,f,
,,palm,Our beloved grandmother [[passed away peacefully]] in her sleep,סבתנו האהובה נפטרה בשנתה,f,0
,,palm,"The storm [[passed away peacefully]], leaving a calm and clear sky",הסערה חלפה בשקט והשאירה שמיים שקטים ובהירים,l,0
pass away,die,gpt,passed away peacefully,נפטר בשקט,f,
,,gpt,Our beloved grandmother [[passed away peacefully]] in her sleep,הסבתנו האהובה נפטרה בשקט בשינה שלה.,f,0
,,gpt,"The storm [[passed away peacefully]], leaving a calm and clear sky","הסערה עברה בשקט, משאירה שמיים שקטים ובהירים.",l,0
pull the wool over eyes,to deceive someone,gpt,They pulled the wool over her eyes,הם משכו את הצמר על עיניה,l,
,,gpt,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,הם מתחזים לעסקן עשיר ומפנים אותה בכך.,x,2
,,gpt,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold","במהלך הכנות למסיבת ההפתעה, הם הכניסו לה עם עטיפת עיניים.",l,2
pull the wool over eyes,to deceive someone,opus,They pulled the wool over her eyes,הם משכו את הצמר מעל עיניה,l,
,,opus,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,הם משכו את הצמר מעל עיניה על ידי מתיימר להיות איש עסקים עשיר,l,2
,,opus,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold","במהלך ההכנות למסיבת ההפתעה, הם משכו את הצמר מעל עיניה עם כיסוי עיניים",l,0
pull the wool over eyes,to deceive someone,nllb,They pulled the wool over her eyes,הם משכו את הצמר מעל עיניה,l,
,,nllb,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,הם שיחקו אותה כשהם העמידו פנים שהם איש עסקים עשיר.,f,2
,,nllb,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold","במהלך הכנות למסיבת ההפתעה, הם כיסו את עיניה בעזרת כיסוי עיניים.",l,0
pull the wool over eyes,to deceive someone,palm,They pulled the wool over her eyes,הם הוליכו אותה שולל,f,
,,palm,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,הם הוליכו אותה שולל בהתחזות לעסקן עשיר,f,0
,,palm,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold",תוך כדי ההכנות למסיבה הפתאומית הם עצרו אותה עם כיסוי עיניים,l,2
push the boat out,celebrate; enjoy oneself.,nllb,we pushed the boat out,דחפנו את הסירה החוצה.,l,
,,nllb,"For her birthday, [[we pushed the boat out]] and threw a huge party","ביום ההולדת שלה, דחפנו את הסירה החוצה וערכנו מסיבה ענקית.",l,2
,,nllb,[[We pushed the boat out]] into the water to start our fishing trip,דחפנו את הסירה למים כדי להתחיל את מסע הדייג שלנו.,l,0
push the boat out,celebrate; enjoy oneself.,opus,we pushed the boat out,דחפנו את הסירה החוצה.,l,
,,opus,"For her birthday, [[we pushed the boat out]] and threw a huge party","ליום הולדתה, דחפנו את הסירה החוצה וערכנו מסיבה ענקית",l,2
,,opus,[[We pushed the boat out]] into the water to start our fishing trip,דחפנו את הסירה למים כדי להתחיל את מסע הדיג שלנו.,l,0
push the boat out,celebrate; enjoy oneself.,gpt,we pushed the boat out,דחפנו את הסירה לחוץ,l,
,,gpt,"For her birthday, [[we pushed the boat out]] and threw a huge party","ליום הולדתה, קפצנו למים ועשינו מסיבה ענקית.",l,2
,,gpt,[[We pushed the boat out]] into the water to start our fishing trip,דחפנו את הסירה למים כדי להתחיל את טיול הדייג שלנו.,l,0
push the boat out,celebrate; enjoy oneself.,palm,we pushed the boat out,אנו דחפנו את הסירה החוצה,l,
,,palm,"For her birthday, [[we pushed the boat out]] and threw a huge party",יום הולדתה דחפנו את הסירה החוצה וערכנו מסיבה ענקית,l,2
,,palm,[[We pushed the boat out]] into the water to start our fishing trip,כיוונו את הסירה למים כדי להתחיל את טיול הדיג שלנו,l,0
take a cue from,to do what is recommended by someone else,palm,take a cue from her,קבלו ממנה רמז,l,
,,palm,You should [[take a cue from her]] and start organizing your time better,עליכם לקחת ממנה דוגמה ולהתחיל לארגן את הזמן שלכם טוב יותר,f,0
,,palm,"During the pool game, he decided to [[take a cue from her]] and use her favorite one",במהלך משחק הברידג' הוא החליט לקחת ממנה רמז ולהשתמש בקלף האהוב עליה,l,2
take a cue from,to do what is recommended by someone else,gpt,take a cue from her,קח רמז ממנה,l,
,,gpt,You should [[take a cue from her]] and start organizing your time better,אתה צריך לקחת רמז ממנה ולהתחיל לארגן את הזמן שלך בצורה טובה יותר.,l,2
,,gpt,"During the pool game, he decided to [[take a cue from her]] and use her favorite one","במהלך המשחק בבריכה, הוא החליט לקחת חץ ממנה ולהשתמש באחד המועדפים עליה.",l,2
take a cue from,to do what is recommended by someone else,opus,take a cue from her,קח סימן ממנה.,l,
,,opus,You should [[take a cue from her]] and start organizing your time better,אתה צריך לקחת אות ממנה ולהתחיל לארגן את הזמן שלך טוב יותר,l,2
,,opus,"During the pool game, he decided to [[take a cue from her]] and use her favorite one","במהלך משחק הבריכה, הוא החליט לקחת אות ממנה ולהשתמש אחד האהוב עליה",l,2
take a cue from,to do what is recommended by someone else,nllb,take a cue from her,קח סימן ממנה.,l,
,,nllb,You should [[take a cue from her]] and start organizing your time better,אתה צריך לקחת סימן ממנה ולהתחיל לארגן את הזמן שלך טוב יותר,l,2
,,nllb,"During the pool game, he decided to [[take a cue from her]] and use her favorite one","במהלך משחק הביליארד, הוא החליט לקחת סימן ממנה ולהשתמש אחד האהוב עליה",l,2
the devil is beating his wife,raining whereas the sun is shining.,nllb,the devil is beating his wife,השטן מכה את אשתו.,l,
,,nllb,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]","כשהשמש זרחה, התחילה לרדת גשם, ואנשים אמרו שהשטן מכה את אשתו.",l,2
,,nllb,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]","בהופעה התיאטרלית, השחקן שמשחק את השטן שיחק סצנה שבה השטן מכה את אשתו",l,0
the devil is beating his wife,raining whereas the sun is shining.,gpt,the devil is beating his wife,השטן מכה את אשתו.,l,
,,gpt,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]","כשהשמש זרחה, התחיל לגשום ואנשים אמרו שהשטן מכה את אשתו.",l,2
,,gpt,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]","בהופעה התיאטרלית, השחקן שמגלם את השטן הציג סצינה בה השטן מכה את אשתו.",l,0
the devil is beating his wife,raining whereas the sun is shining.,opus,the devil is beating his wife,השטן מכה את אשתו.,l,
,,opus,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]","כשהשמש זרחה, התחיל לרדת גשם, ואנשים אמרו שהשטן מכה את אשתו",l,2
,,opus,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]","בהופעה התיאטרלית, השחקן ששיחק את השטן עשה סצינה שבה השטן מכה את אשתו",l,0
the devil is beating his wife,raining whereas the sun is shining.,palm,the devil is beating his wife,,x,
,,palm,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]",תוך כדי שהשמש זרחה החל לרדת גשם והאנשים אמרו שהשטן מכה את אשתו,l,2
,,palm,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]",בהצגה השחקן שגילם את השטן גילם סצנה שבה השטן מכה את אשתו,l,0
the eleventh hour,at the very last minute before an event,palm,at the eleventh hour,רגעים לפני הסוף,f,
,,palm,"He finished the project [[at the eleventh hour]], just before the deadline",הוא סיים את הפרויקט בשעה ה-11 ממש לפני המועד האחרון,l,2
,,palm,She decided to go for a walk [[at the eleventh hour]] of the night,היא החליטה לצאת לטיול בשעה 11 בלילה,l,0
the eleventh hour,at the very last minute before an event,nllb,at the eleventh hour,בשעה אחת עשרה.,l,
,,nllb,"He finished the project [[at the eleventh hour]], just before the deadline","הוא סיים את הפרויקט בשעה אחת עשרה, ממש לפני המועד האחרון",l,2
,,nllb,She decided to go for a walk [[at the eleventh hour]] of the night,היא החליטה לצאת לטיול בשעה 11 בלילה.,l,0
the eleventh hour,at the very last minute before an event,opus,at the eleventh hour,בשעה האחת-עשרה.,l,
,,opus,"He finished the project [[at the eleventh hour]], just before the deadline","הוא סיים את הפרויקט בשעה ה-11, ממש לפני המועד האחרון.",l,2
,,opus,She decided to go for a walk [[at the eleventh hour]] of the night,היא החליטה לצאת לטיול בשעה ה-11 בלילה.,l,0
the eleventh hour,at the very last minute before an event,gpt,at the eleventh hour,בשעה האחת עשרה,l,
,,gpt,"He finished the project [[at the eleventh hour]], just before the deadline","סיים את הפרויקט בשעה האחרונה, כמה רגעים לפני המועד הסופי.",f,1
,,gpt,She decided to go for a walk [[at the eleventh hour]] of the night,היא החליטה לצאת להליכה בשעה האחת עשרה של הלילה.,l,1
to see the back of,to be glad that you no longer have to deal with someone,palm,to see the back of the problem,ראה את הצד השני של הבעיה,l,
,,palm,She was relieved [[to see the back of the problem]] after finding a solution,היא היתה נרגשת לראות את הגב של הבעיה לאחר מציאת פתרון,l,2
,,palm,He had [[to see the back of the problem]] by flipping the paper over,הוא היה צריך לראות את הצד השני של הבעיה על ידי היפוך הנייר,l,0
to see the back of,to be glad that you no longer have to deal with someone,nllb,to see the back of the problem,לראות את החלק האחורי של הבעיה,l,
,,nllb,She was relieved [[to see the back of the problem]] after finding a solution,היא הייתה מרוצה לראות את החלק האחורי של הבעיה לאחר מציאת פתרון,l,2
,,nllb,He had [[to see the back of the problem]] by flipping the paper over,הוא היה צריך לראות את החלק האחורי של הבעיה על ידי הפניית הנייר,l,1
to see the back of,to be glad that you no longer have to deal with someone,gpt,to see the back of the problem,לראות את הגב של הבעיה,l,
,,gpt,She was relieved [[to see the back of the problem]] after finding a solution,היא הרגישה מרווחת לראות את הסוף של הבעיה לאחר שמצאה פתרון.,f,2
,,gpt,He had [[to see the back of the problem]] by flipping the paper over,הוא היה צריך לראות את הצד האחורי של הבעיה על ידי הפיכת הנייר.,l,1
to see the back of,to be glad that you no longer have to deal with someone,opus,to see the back of the problem,כדי לראות את החלק האחורי של הבעיה,l,
,,opus,She was relieved [[to see the back of the problem]] after finding a solution,הוקל לה לראות את החלק האחורי של הבעיה לאחר שמצאה פתרון,l,2
,,opus,He had [[to see the back of the problem]] by flipping the paper over,"הוא היה צריך לראות את החלק האחורי של הבעיה ע""י הפיכת העיתון.",l,1
turn down a glass,to decline something that someone has offered.,opus,turned down a glass,דחיתי כוס.,l,
,,opus,"At the party, he politely [[turned down a glass]] when offered a drink","במסיבה, הוא סירב בנימוס לכוס כאשר הציע משקה",f,1
,,opus,She [[turned down a glass]] upside down to let it dry,היא דחתה כוס כדי לתת לזה להתייבש.,l,2
turn down a glass,to decline something that someone has offered.,palm,turned down a glass,סירב לכוס,l,
,,palm,"At the party, he politely [[turned down a glass]] when offered a drink",באירוע הוא סירב בנימוס לכוס כשהציעו לו משקה,l,1
,,palm,She [[turned down a glass]] upside down to let it dry,היא הפכה כוס על פיה כדי לייבש אותה,l,0
turn down a glass,to decline something that someone has offered.,nllb,turned down a glass,הפך את הכוס למטה,l,
,,nllb,"At the party, he politely [[turned down a glass]] when offered a drink","במסיבה, הוא סירב בנימוס לכוס שהציעו לו לשתות.",f,0
,,nllb,She [[turned down a glass]] upside down to let it dry,היא הפכה כוס הפוך כדי לתת לה להתייבש.,l,1
turn down a glass,to decline something that someone has offered.,gpt,turned down a glass,סירב לכוס.,f,
,,gpt,"At the party, he politely [[turned down a glass]] when offered a drink","במסיבה, הוא סירב באופן מנומס לכוס כשהוצע לו משקה.",f,1
,,gpt,She [[turned down a glass]] upside down to let it dry,היא הפכה כוס על הפניים כדי שתיבש.,l,1
use your loaf,To tell someone to use their brain more in analysing what they are doing.,opus,They used their loaf,הם השתמשו בקציץ שלהם.,l,
,,opus,[[They used their loaf]] to solve the complex puzzle,הם השתמשו בקציץ שלהם כדי לפתור את החידה המורכבת.,l,2
,,opus,[[They used their loaf]] of bread to make sandwiches for lunch,הם השתמשו בככר הלחם שלהם כדי להכין כריכים לארוחת צהריים.,l,0
use your loaf,To tell someone to use their brain more in analysing what they are doing.,palm,They used their loaf,הן השתמשו בלחם שלהן,l,
,,palm,[[They used their loaf]] to solve the complex puzzle,הם השתמשו בלחם שלהם כדי לפתור את החידה המורכבת,l,2
,,palm,[[They used their loaf]] of bread to make sandwiches for lunch,הם השתמשו בלחם שלהם כדי להכין כריכים לארוחת הצהריים,l,0
use your loaf,To tell someone to use their brain more in analysing what they are doing.,nllb,They used their loaf,הם השתמשו בחם שלהם,l,
,,nllb,[[They used their loaf]] to solve the complex puzzle,הם השתמשו בחבילה שלהם כדי לפתור את הפאזל המורכב.,l,2
,,nllb,[[They used their loaf]] of bread to make sandwiches for lunch,הם השתמשו בחבילה שלהם כדי להכין כריכים לארוחת צהריים.,l,1
use your loaf,To tell someone to use their brain more in analysing what they are doing.,gpt,They used their loaf,הם השתמשו במוח שלהם,f,
,,gpt,[[They used their loaf]] to solve the complex puzzle,הם השתמשו במוח שלהם כדי לפתור את הפאזל המורכב.,f,0
,,gpt,[[They used their loaf]] of bread to make sandwiches for lunch,הם השתמשו בכיכר הלחם שלהם כדי להכין סנדוויצ'ים לצהריים.,l,0
wash dirty linen in public,discuss publicly matters that one should keep private,nllb,They washed their dirty linen in public,הם שוטפו את הבגדים המלוכלכים שלהם בפומבי.,l,
,,nllb,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,הם שטפו את הכביסה המלוכלכת שלהם בפומבי על ידי ויכוח על בעיות אישיות ברשתות החברתיות.,f,1
,,nllb,[[They washed their dirty linen in public]] at the outdoor laundromat,הם שוטפו את הכביסה המלוכלכת שלהם בפומבי במכבסה החופשית בחוץ,l,1
wash dirty linen in public,discuss publicly matters that one should keep private,opus,They washed their dirty linen in public,הם כיבסו את הפשתן המלוכלך שלהם בפומבי.,l,
,,opus,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,הם כיבסו את הפשתן המלוכלך שלהם בפומבי בכך שהתווכחו על הבעיות האישיות שלהם ברשתות החברתיות.,l,2
,,opus,[[They washed their dirty linen in public]] at the outdoor laundromat,הם כיבסו את הפשתן המלוכלך שלהם בפומבי במכבסה החיצונית.,l,1
wash dirty linen in public,discuss publicly matters that one should keep private,palm,They washed their dirty linen in public,הן רחצו את הכביסה המלוכלכת שלהן בפומבי,f,
,,palm,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,הן הלבינו את הכביסה המלוכלכת שלהן בפומבי על ידי ויכוחים על בעיות אישיות ברשתות החברתיות,f,1
,,palm,[[They washed their dirty linen in public]] at the outdoor laundromat,כבסו את הכביסה המלוכלכת שלהם בפומבי במכבסה בחוץ,l,0
wash dirty linen in public,discuss publicly matters that one should keep private,gpt,They washed their dirty linen in public,הם כבו את בגדיהם המלוכלכים בפומבי.,l,
,,gpt,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,הם כבו את בגדיהם המלוכלכים בפומבי על ידי תובנות על הנושאים האישיים שלהם ברשתות החברתיות.,l,2
,,gpt,[[They washed their dirty linen in public]] at the outdoor laundromat,הם כבו את בגדיהם המלוכלכים בפומבי במכונת הכביסה בחוץ.,l,1
wet the baby's head,to have drink to celebrate the birth of a baby,nllb,wet the baby's head,הרטיב את ראשו של התינוק.,l,
,,nllb,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration","אחרי הלידה של הילד שלהם, הם הזמינו חברים כדי לרטיב את הראש של התינוק עם חגיגה קטנה",l,2
,,nllb,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water","במהלך טקס הטבילה, הכומר מרטיב בעדינות את ראשו של התינוק במים קדושים",l,0
wet the baby's head,to have drink to celebrate the birth of a baby,opus,wet the baby's head,הרטיב את ראשו של התינוק.,l,
,,opus,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration","לאחר לידת הילד שלהם, הם הזמינו חברים להרטיב את ראשו של התינוק עם חגיגה קטנה",l,2
,,opus,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water",במהלך טקס ההטבלה הרטיב הכומר בעדינות את ראשו של התינוק במים קדושים,l,0
wet the baby's head,to have drink to celebrate the birth of a baby,gpt,wet the baby's head,רטב את ראש התינוק,l,
,,gpt,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration","לאחר לידת הילד שלהם, הם הזמינו חברים לחגוג ולשתות לברכת התינוק.",f,0
,,gpt,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water","במהלך טקס הטבילה, הכהן לח לבשוט התינוק במים קדושים.",l,2
wet the baby's head,to have drink to celebrate the birth of a baby,palm,wet the baby's head,רטיבות ראש התינוק,l,
,,palm,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration",מיד לאחר לידתו של הילד הם הזמינו חברים לחגוג את הולדת התינוק,f,0
,,palm,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water",במהלך טקס הטבילה הכומר רטיב בעדינות את ראש התינוק במים קדושים,l,1
wheels fall off,when a situation gets out of control and everything starts to go wrong,gpt,the wheels fell off,הגלגלים נפלו מהרכב,l,
,,gpt,"After a series of setbacks, [[the wheels fell off]] our project","לאחר סדרת כשלים, הגלגלים נפלו מהפרויקט שלנו.",l,2
,,gpt,"Due to a manufacturing defect, [[the wheels fell off]] the toy car","בגלל פגם ייצור, הגלגלים נפלו מהמכונית הצעצוע.",l,0
wheels fall off,when a situation gets out of control and everything starts to go wrong,palm,the wheels fell off,גלגלים נפלו,l,
,,palm,"After a series of setbacks, [[the wheels fell off]] our project",אחרי סדרה של נסיגות הגלגל נפל מהפרויקט שלנו,l,2
,,palm,"Due to a manufacturing defect, [[the wheels fell off]] the toy car",כתוצאה מפגם בייצור הגלגלים נפלו מהמכונית הצעצוע,l,0
wheels fall off,when a situation gets out of control and everything starts to go wrong,nllb,the wheels fell off,הגלגלים נפלו.,l,
,,nllb,"After a series of setbacks, [[the wheels fell off]] our project","לאחר סדרה של מכשולים, הפרויקט שלנו נפל",f,0
,,nllb,"Due to a manufacturing defect, [[the wheels fell off]] the toy car","בגלל פגם בייצור, הגלגלים נפלו ממכונית הצעצוע",l,0
wheels fall off,when a situation gets out of control and everything starts to go wrong,opus,the wheels fell off,הגלגלים נפלו.,l,
,,opus,"After a series of setbacks, [[the wheels fell off]] our project","לאחר סדרה של עיכובים, הגלגלים נפלו מהפרויקט שלנו.",l,2
,,opus,"Due to a manufacturing defect, [[the wheels fell off]] the toy car","עקב פגם בייצור, הגלגלים נפלו ממכונית הצעצוע.",l,0
wouldn't be seen dead,to be too ashamed or embarrassed of something,nllb,wouldn't be seen dead in that,לא יראו אותו מת בזה.,l,
,,nllb,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style","היא לא תיראה מתה בבגד הזה, כי הוא לא היה בסגנון.",l,2
,,nllb,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant","כערפד, הוא לא היה נראה מת במסעדה עם שום.",l,0
wouldn't be seen dead,to be too ashamed or embarrassed of something,palm,wouldn't be seen dead in that,פשוט לא הייתי רוצה להיתפס בזה,f,
,,palm,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style",היא לא היתה רוצה להיתפס מתה עם התלבושת הזו כי היא היתה לגמרי מיושנת,l,2
,,palm,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant",כבעל חיים ערפדי הוא לא היה נראה מת באותו מסעדה עם השום,l,1
wouldn't be seen dead,to be too ashamed or embarrassed of something,opus,wouldn't be seen dead in that,לא נראה מת בזה.,l,
,,opus,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style","היא לא תראה מתה בתלבושת הזאת, כי זה היה לגמרי לא אופנתי",l,2
,,opus,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant","כערפד, הוא לא היה נראה מת במסעדה מלאת שום.",l,0
wouldn't be seen dead,to be too ashamed or embarrassed of something,gpt,wouldn't be seen dead in that,לא הייתי רואה את זה גם אם אני מת.,x,
,,gpt,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style","היא לא הייתה נראית מת בתלבושת הזו, מכיוון שהיא הייתה לגמרי מחוץ לסגנון.",l,2
,,gpt,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant","כמו ערפד, הוא לא היה נראה מת במסעדה המשומשמת בשום.",l,2
