idiom,meaning,source_model,source_sentence,translation,afl,correctness
feather in your cap,It means to have an achievement in your name.,opus,a feather in your cap,Ohun kan wà tó o lè fi mọ bí wón ṣe ń ṣé ẹ níṣèé,x,2
,,opus,Winning the championship would be [[a feather in your cap]],"Bó o bá ń fi kèké ẹṣin sáré bóòlù náà, ńṣe ló máa dà bí ìgbà tí wón gbá ọ mú",x,2
,,opus,The hat you're wearing has [[a feather in your cap]] as a decoration,Aṣọ tí o ń wò ní irinṣẹ tí o fi ṣẹṣẹ bò gẹgẹ bí ọṣó.,x,2
feather in your cap,It means to have an achievement in your name.,gpt,a feather in your cap,ìwọ̀n bíbírẹ̀ ní ìlú rẹ̀.,x,2
,,gpt,Winning the championship would be [[a feather in your cap]],F'ori gbodo ba o kin ni owo.,x,2
,,gpt,The hat you're wearing has [[a feather in your cap]] as a decoration,Ẹ̀fẹ̀ yín tí ń wọ̀n ni àti ìkókó nípa àtàwọn tí ó wà nínú àwòrán yín.,x,2
feather in your cap,It means to have an achievement in your name.,nllb,a feather in your cap,ìyẹ́ nínú àgbá rẹ,l,1
,,nllb,Winning the championship would be [[a feather in your cap]],Gbígba ife ẹ̀yẹ náà yóò jẹ́ ìyẹ́ kan nínú àlàfo rẹ,l,2
,,nllb,The hat you're wearing has [[a feather in your cap]] as a decoration,"Ìyẹ́ kan wà nínú àlàfo rẹ, èyí tó o fi ṣe òrùka orí rẹ.",l,1
feel the pinch,experience financial hardship,nllb,he started to feel the pinch,ó bẹ̀rẹ̀ sí í ní ìmí,x,2
,,nllb,"After losing his job, [[he started to feel the pinch]] financially","Lẹ́yìn tí iṣẹ́ bọ́ lọ́wọ́ rẹ̀, ó bẹ̀rẹ̀ sí í ní ìṣòro owó",f,1
,,nllb,"When the crab grabbed his finger, [[he started to feel the pinch]]","Nígbà tí àgbá náà gbá ìka rẹ̀ mú, ó bẹ̀rẹ̀ sí í rí bí nǹkan ṣe ń gún un",l,1
feel the pinch,experience financial hardship,gpt,he started to feel the pinch,O ti bẹrẹ si jẹ ọkan.,x,2
,,gpt,"After losing his job, [[he started to feel the pinch]] financially","Lẹhin ti o ṣe iṣẹ rẹ, o bẹrẹ si ni ọrọ ọrọ ọkan ninu awọn ẹniyan.",x,2
,,gpt,"When the crab grabbed his finger, [[he started to feel the pinch]]","Nitori o ba aya e, o bẹrẹ si mọ ọrọ.",x,2
feel the pinch,experience financial hardship,palm,he started to feel the pinch,ó bẹ̀rẹ̀ sí ní rí ìyà,f,1
,,palm,"After losing his job, [[he started to feel the pinch]] financially",Lẹ́yìn tí ó ṣe ìfọwọ́sílẹ̀ ọ̀jọ́ ọ̀rọ̀ rẹ̀ ó bẹ̀rẹ̀ sí ní rí ìyànjú nínú ìṣèlú owó rẹ̀,f,1
,,palm,"When the crab grabbed his finger, [[he started to feel the pinch]]",Nigbati ẹja ẹja gba ọwọ rẹ o bẹrẹ si rí ìyọnjú,l,1
feel the pinch,experience financial hardship,opus,he started to feel the pinch,Ó bèrè sí nímòlára pé ìṣéjú akàn náà ń ṣe òun,f,2
,,opus,"After losing his job, [[he started to feel the pinch]] financially","Léyìn tíṣé bó lówó rè, ó bèrè sí í rí i pé owó tí wón ń san fún òun ti pò jù",x,2
,,opus,"When the crab grabbed his finger, [[he started to feel the pinch]]","Nígbà tí òpá kétékété náà gún ìka rè, ó bèrè sí í nímòlára pé òun ti gé e",l,1
flash in the pan,"something that cannot be repeated, usually a positive concept",gpt,a flash in the pan,ọkọlọtọ pada.,x,2
,,gpt,"His sudden success turned out to be [[a flash in the pan]], as he couldn't maintain it","Ise ọrọ rẹ ti o dara ju ni ọrọ ọrọ, nitori ko le gbera.",x,2
,,gpt,"The oil caught fire, creating [[a flash in the pan]] while she was cooking","Epo ba kọ iná, o ṣe ọkọpọ ọkọpọ ni o ṣẹlẹ.",x,2
flash in the pan,"something that cannot be repeated, usually a positive concept",nllb,a flash in the pan,ìmọ́lẹ̀ tó ń tàn lójú,l,2
,,nllb,"His sudden success turned out to be [[a flash in the pan]], as he couldn't maintain it","Ìlọsíwájú tó rí lójijì yìí kò ní nǹkan kan ṣe pẹ̀lú rẹ̀, nítorí pé kò lè máa bá a lọ.",f,1
,,nllb,"The oil caught fire, creating [[a flash in the pan]] while she was cooking","Omi náà wá gbóná, ó sì mú kí iná kan tàn nínú ìkòkò náà nígbà tó ń se oúnjẹ",l,2
flash in the pan,"something that cannot be repeated, usually a positive concept",opus,a flash in the pan,Ohùn kan tó ń kọ yèrì,x,2
,,opus,"His sudden success turned out to be [[a flash in the pan]], as he couldn't maintain it","Àṣeyọrí rẹ ṣàdédé ṣẹ ku ọjọ mẹsàn-án ní Ìpínlẹ Ọyọ, bí ó ti jẹ wí pé kò sí bí ó ṣe lè tójú rẹ",x,2
,,opus,"The oil caught fire, creating [[a flash in the pan]] while she was cooking","Epo tí wón fi ń dáná lówó ni wón fi ń dáná, tí wón sì ń fi iná sí i lójú tí wón sì ń dáná lówó légbèé ibi tó ti ń dáná",x,2
flash in the pan,"something that cannot be repeated, usually a positive concept",palm,a flash in the pan,ìfẹ́ tí ó ń ṣe ní ìgbà kan,f,1
,,palm,"His sudden success turned out to be [[a flash in the pan]], as he couldn't maintain it",Ìṣẹ́ṣe rẹ̀ tí ó ṣẹlẹ̀ láìròyìn yìí jẹ́ ìṣẹ́ṣe tí ó ń ṣẹlẹ̀ nígbà kan ṣoṣo nítorí pé ò lè ṣeé tẹ̀síwájú,f,0
,,palm,"The oil caught fire, creating [[a flash in the pan]] while she was cooking",Ẹ̀rọ̀ ìfúná ń ṣe ìyànjú ó sì ń ṣe ìfẹ́fẹ́ nínú ìgbá nígbà tí ó ń ṣe ìwòsàn,f,2
get hitched,to get married,opus,they decided to get hitched,Wón pinnu láti bèrè sí í lu àwọn èèyàn,x,2
,,opus,"After dating for five years, [[they decided to get hitched]] and start a family","Léyìn tí wón ti bèrè sí í féra wọn fún ọdún márùn - ún, wón pinnu láti bèrè sí lu ìdílé kan",x,2
,,opus,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage","Nígbà tí wón ń lọ lójú ònà, wón pinnu láti wọ ọkò àfiṣelé kan lọ síbi tí wón kó àwọn nǹkan sí",x,2
get hitched,to get married,gpt,they decided to get hitched,Won ni o wa fi owo bo.,x,2
,,gpt,"After dating for five years, [[they decided to get hitched]] and start a family","Lẹhin ti o ba ni ọkanjẹ ọkanjẹ ni oṣu meje, wọn wa ni wọn yoo bẹrẹ siwaju lati bẹrẹ ẹbi ati bẹrẹ ọmọ.",x,2
,,gpt,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage","Ni irin-ajo won, won gbe owo awon agbegbe lati gbe agbese kan fun idanwo to dara ju.",x,2
get hitched,to get married,nllb,they decided to get hitched,wọ́n pinnu láti ṣe ìgbéyàwó,f,0
,,nllb,"After dating for five years, [[they decided to get hitched]] and start a family","Lẹ́yìn tí wọ́n ti ń fẹ́ra wọn sọ́nà fún ọdún márùn-ún, wọ́n pinnu láti ṣègbéyàwó kí wọ́n sì bẹ̀rẹ̀ ìdílé",f,0
,,nllb,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage","Nígbà ìrìn àjò wọn, wọ́n pinnu láti so mọ́ ọkọ̀ àfiṣelé kan kí wọ́n lè fi kún ibi tí wọ́n máa ń kó nǹkan sí",l,0
get hitched,to get married,palm,they decided to get hitched,wọ́n pinnu láti ṣe ìgbéyàwó,f,0
,,palm,"After dating for five years, [[they decided to get hitched]] and start a family",Lẹ́yìn ọdún márùn-ún tí wọ́n ń ṣe ìfẹ́ wọ́n pinnu láti ṣe ìgbéyàwó àti láti bẹ̀rẹ̀ ìdílé,f,0
,,palm,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage",Nígbà tí wọ́n ń rìn irin-ajo ọ̀nà wọ́n pinnu láti ṣe ìfọwọsowọpọ̀ pẹ̀lú ẹ̀rọ ìkọ̀ ọ̀nà fún ìkọ̀ ìtọ́jú tí ó tóbi,l,0
go the extra mile,to make an extra effort,palm,he went the extra mile,ó ṣe ìsẹ́ tí ó ń ṣe ní ìgbà tí ó ń ṣe ìsẹ́,x,2
,,palm,"To make sure the project was perfect, [[he went the extra mile]] and double - checked everything",Láti rí daju pé iṣẹ náà dara ó ṣe ìgbésẹ̀ tí ó tóbi jù lọ ó sì ṣe ìwádìí gbogbo nǹkan lẹ́ẹ̀kansíwájú,f,1
,,palm,"During the marathon, [[he went the extra mile]] by mistake due to a wrong turn",Nígbà ìdíje ìrìn-àjò ìgbàgbọ́ ó ṣe ìrìn-àjò ìgbàgbọ́ ìgbàgbọ́ nítorí ìyípadà tí ó ṣe,l,2
go the extra mile,to make an extra effort,gpt,he went the extra mile,O ti lọ sọra diẹ sẹ.,x,2
,,gpt,"To make sure the project was perfect, [[he went the extra mile]] and double - checked everything","Fun awọn ọna ti o dara julọ, o sì lọ sílẹ ati ṣiṣẹ idanwo - ṣiṣẹ gbogbo nkan.",x,2
,,gpt,"During the marathon, [[he went the extra mile]] by mistake due to a wrong turn","Ni irun abalaye, o sọ nkan ti o jẹ ọkan ninu awọn mile kan nitori o ṣiṣẹ alawọ kan.",x,2
go the extra mile,to make an extra effort,nllb,he went the extra mile,ó ṣe gbogbo ohun tó lè ṣe,f,2
,,nllb,"To make sure the project was perfect, [[he went the extra mile]] and double - checked everything","Kó lè rí i dájú pé iṣẹ́ náà pé, ó máa ń ṣe gbogbo ohun tó bá lè ṣe láti rí i dájú pé gbogbo nǹkan wà ní sẹpẹ́",f,0
,,nllb,"During the marathon, [[he went the extra mile]] by mistake due to a wrong turn","Nígbà tó ń sáré marathon, ó ṣe àfikún kìlómítà kan nítorí pé ó yà síbi tí kò yẹ",l,1
go the extra mile,to make an extra effort,opus,he went the extra mile,Ó ṣe ohun tó ju ìyẹn lọ,a,1
,,opus,"To make sure the project was perfect, [[he went the extra mile]] and double - checked everything","Kó bàa lè rí i dájú pé iṣé náà bó lówó rè, ó lọ wo gbogbo nǹkan tó wà níbè dáadáa, ó sì ṣe àyèwò rè léèmejì",f,2
,,opus,"During the marathon, [[he went the extra mile]] by mistake due to a wrong turn","Nígbà tí ọkò òkun náà ń lọ lówó, ó fẹsè rin ìrìn kìlómítà náà nítorí àṣìṣe kan tó ṣe",l,1
go through a rough patch,to experience a lot of problems in a period of life,opus,going through a rough patch,bó o ṣe ń gba ibi tí nǹkan ti le koko kọjá,a,0
,,opus,"After losing her job, she was [[going through a rough patch]] in her life","Léyìn tí iṣé bó lówó rè, ó bèrè sí í dojú kọ ipò tó le koko nínú ìgbésí ayé rè",f,0
,,opus,"While hiking, we were [[going through a rough patch]] filled with rocks and thorns","Nígbà táa ń lọ lówó, ńṣe là ń gba inú kòtò tí kò bára dé kọjá, tí àwọn àpáta àti ègún kún inú rè fófó",l,0
go through a rough patch,to experience a lot of problems in a period of life,gpt,going through a rough patch,nitori oju o ri ireti.,x,2
,,gpt,"After losing her job, she was [[going through a rough patch]] in her life","Lẹhin ti o fi ọrẹ rẹ ṣe iṣẹ, o ti wa ni ọjọgbọn ni ayé rẹ.",x,2
,,gpt,"While hiking, we were [[going through a rough patch]] filled with rocks and thorns","Ni irin-ajo wa, a ti nṣe iṣẹ́ ọkọ ayọkẹlẹ ti o ni ẹyin ati ẹrọ.",x,2
go through a rough patch,to experience a lot of problems in a period of life,palm,going through a rough patch,nínú ìṣòro,f,0
,,palm,"After losing her job, she was [[going through a rough patch]] in her life",Lẹ́yìn tí ó ṣe ìfọwọ́sílẹ̀ ọ̀jọ́ ọ̀hún ó ń ṣe ìgbésí ayé tí ó ṣòro,f,2
,,palm,"While hiking, we were [[going through a rough patch]] filled with rocks and thorns",Nígbà tí a ń rìn ìrìn-àjò a ń rìn nínú ìgbà kan tí ó kún fún òkúta àti ẹ̀gùn,l,0
go through a rough patch,to experience a lot of problems in a period of life,nllb,going through a rough patch,ìṣòro tó le koko ló ń bá a fínra,f,0
,,nllb,"After losing her job, she was [[going through a rough patch]] in her life","Lẹ́yìn tí iṣẹ́ bọ́ lọ́wọ́ rẹ̀, nǹkan ò rọrùn fún un rárá",f,0
,,nllb,"While hiking, we were [[going through a rough patch]] filled with rocks and thorns","Bá a ṣe ń rìn lọ, a gba inú pápá kan tó rí gbágungbàgun kọjá, tí òkúta àti ẹ̀gún sì pọ̀ níbẹ̀",l,0
got in his hair,to annoy someone so much that they cannot get on with what they are doing,palm,got in his hair,ṣe ẹ̀rù ọ̀rọ̀ rẹ,x,2
,,palm,The constant questions from his coworkers [[got in his hair]] and made it difficult to concentrate,Ìbéèrè tí àwọn ará rẹ ń ṣe ń ṣe ìyà nínú rẹ ó sì ń ṣe ìṣòro fún un láti ṣe ìdájọ́,x,2
,,palm,The confetti from the party [[got in his hair]] and took a while to remove,Àwọn ìfẹ́fẹ́ tí wọ́n fi ṣe ìyàyé wọ́n wọ inú orí rẹ̀ ó sì gba ìgbà láti mú kúrò,x,2
got in his hair,to annoy someone so much that they cannot get on with what they are doing,opus,got in his hair,ó wà nínú irun rè,l,0
,,opus,The constant questions from his coworkers [[got in his hair]] and made it difficult to concentrate,"Àwọn ìbéèrè tí àwọn tí wón jọ ń ṣiṣé máa ń béèrè nígbà gbogbo nínú irun orí rè, ó sì máa ń ṣòro fún un láti pọkàn pò",l,0
,,opus,The confetti from the party [[got in his hair]] and took a while to remove,"Inú irun rè ni wón ti máa ń ṣe òṣó yìí, wón sì máa ń mú un nígbà tó bá ṣe díè kí wón lè yọ ó kúrò",l,1
got in his hair,to annoy someone so much that they cannot get on with what they are doing,nllb,got in his hair,ó wọ irun orí rẹ̀,l,0
,,nllb,The constant questions from his coworkers [[got in his hair]] and made it difficult to concentrate,"Àwọn ìbéèrè táwọn tí wọ́n jọ ń ṣiṣẹ́ ń bi í lójoojúmọ́ máa ń dà á láàmú, ó sì máa ń ṣòro fún un láti pọkàn pọ̀",f,0
,,nllb,The confetti from the party [[got in his hair]] and took a while to remove,"Àwọn ẹ̀wù confetti tó wà níbi àpèjẹ náà wọ irun orí rẹ̀, ó sì pẹ́ kí wọ́n tó yọ ọ́ kúrò.",l,0
got in his hair,to annoy someone so much that they cannot get on with what they are doing,gpt,got in his hair,wa ni ori re.,l,1
,,gpt,The constant questions from his coworkers [[got in his hair]] and made it difficult to concentrate,"Awọn ẹ̀rọ alatunṣe ti o tẹ̀sọrọ lọ́wọ́ rẹ̀, o jẹ́ kó rí irọ̀rùn lórí rẹ̀, àti jẹ́ kó jù bọ̀ sọ́rọ.",x,2
,,gpt,The confetti from the party [[got in his hair]] and took a while to remove,Awọn konfẹti lati ti ojude ti wa ni ọkan rẹ ati o ni lati jẹ ki o jẹun.,x,2
hard cheese,"bad luck, tough luck",opus,She experienced hard cheese,Wón fún un ní wàràkàṣì tó le gan - an,l,0
,,opus,[[She experienced hard cheese]] when she lost her job and had to start over,"Ó máa ń jẹ wàràkàṣì gan - an nígbà tí iṣé bó lówó rè, ó sì gbódò bèrè.",l,0
,,opus,"While tasting different types of dairy products, [[she experienced hard cheese]] among them","Bó tilè jé pé oríṣiríṣi àwọn nǹkan tí wón fi ń ṣe òṣó tí wón fi ń ṣe búrédì ló máa ń rí lára rè, ó máa ń ṣòro fún un gan - an láti jẹ wàràkàṣì",l,0
hard cheese,"bad luck, tough luck",palm,She experienced hard cheese,Ó rí ọ̀pọ̀ ìṣòro,f,0
,,palm,[[She experienced hard cheese]] when she lost her job and had to start over,Ó ní ìṣòro nígbà tí ó pàdánù iṣẹ́ rẹ̀ ó sì ní láti bẹ̀rẹ̀ láti ìbẹ̀rẹ̀,f,0
,,palm,"While tasting different types of dairy products, [[she experienced hard cheese]] among them",Nígbà tí ó ń gbọ́n oríṣiríṣi ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀ ọ̀pọ̀lọpọ̀,x,2
hard cheese,"bad luck, tough luck",gpt,She experienced hard cheese,O ti kọ orí ẹran jẹun.,x,2
,,gpt,[[She experienced hard cheese]] when she lost her job and had to start over,O ti ri iru eko to wa ninu ojo kan ti o gbe ise re kaaro o ojire.,x,2
,,gpt,"While tasting different types of dairy products, [[she experienced hard cheese]] among them","Nitoripe o ti nkan omi ti o wulo, o ri iru awọn awọn ẹran ti o duro ni wọn.",x,2
hard cheese,"bad luck, tough luck",nllb,She experienced hard cheese,Ó ti rí i pé àjẹkù wà lára,x,2
,,nllb,[[She experienced hard cheese]] when she lost her job and had to start over,"Ó rí i pé ó ṣòro láti rí oúnjẹ jẹ nígbà tí iṣẹ́ bọ́ lọ́wọ́ rẹ̀, tó sì di dandan fún un láti tún ayé rẹ̀ ṣe.",x,2
,,nllb,"While tasting different types of dairy products, [[she experienced hard cheese]] among them","Nígbà tó ń dán oríṣiríṣi oúnjẹ tí wọ́n fi wàrà ṣe wò, ó rí i pé wàràkàṣì tó le wà lára wọn",x,2
hit the bull's-eye,to be exactly right about something or achieve the best result possible,palm,hit the bull's-eye,ṣe ìṣẹ́ tó ṣe ìyẹ́wò,f,1
,,palm,Her speech [[hit the bull's-eye]] and resonated with the audience,Ọ̀rọ̀ rẹ̀ ṣe ìṣẹ́jú ọlọ́pàá àti ìfẹ́ ìgbìmọ̀ ìgbìmọ̀,x,2
,,palm,"With a steady hand, she aimed and [[hit the bull's-eye]] on the target",Pẹ̀lú ọwọ́ tó ṣe ìdúró ó ṣe ìṣàwájú ó sì ṣe ìparí ìṣẹ́ tó ń ṣe,f,1
hit the bull's-eye,to be exactly right about something or achieve the best result possible,gpt,hit the bull's-eye,pa oju ewure.,x,2
,,gpt,Her speech [[hit the bull's-eye]] and resonated with the audience,"Iroyin rẹ ti ṣe ojúewé ti o ṣe bẹrẹ lọ, ati o wa ni ọrọ ti o jẹun pẹlu awọn eniyan.",x,2
,,gpt,"With a steady hand, she aimed and [[hit the bull's-eye]] on the target","Pẹlu ọwọ tuntun, o ṣe afihan ati ṣe igbeyawo ni ibeji ọkọ.",x,2
hit the bull's-eye,to be exactly right about something or achieve the best result possible,nllb,hit the bull's-eye,ó dé ibi tí wọ́n ti ń wá a,x,2
,,nllb,Her speech [[hit the bull's-eye]] and resonated with the audience,Ọ̀rọ̀ rẹ̀ wọ àwọn tó wà níbẹ̀ lọ́kàn gan-an,f,1
,,nllb,"With a steady hand, she aimed and [[hit the bull's-eye]] on the target","Ó fi ọwọ́ tó dúró ṣinṣin dì í, ó sì gbá ohun tó fẹ́ fi kàn án ní pàtó",x,2
hit the bull's-eye,to be exactly right about something or achieve the best result possible,opus,hit the bull's-eye,"Ẹwẹ, ẹgbọn rẹ fi ọpọlọpọ ẹgbọn rẹ gbá Bọọlù àfẹsẹgbá náà",x,2
,,opus,Her speech [[hit the bull's-eye]] and resonated with the audience,"Òrò ẹnu rè lu ọmọ màlúù náà, ó sì bá àwùjọ sòrò",x,2
,,opus,"With a steady hand, she aimed and [[hit the bull's-eye]] on the target","Pẹlú ọlọwọ, ó fẹràn láti máa fi ẹgbọn rẹ gẹgẹ bí ọpá-ìṣẹlẹ, wọn sì fi ṣẹgun ẹgbọn rẹ.",x,2
hold all the aces,be in a winning position.,palm,he held all the aces,ó ní gbogbo ìyẹ́sì,l,2
,,palm,"During the negotiation, [[he held all the aces]] and had the upper hand",Nígbà ìdàgbàsókè náà ó ní gbogbo àwọn ìyẹ́wò tó ní ìdíje àti ó ní ìdàgbàsókè,x,2
,,palm,"During the poker game, [[he held all the aces]] in his hand",Nígbà tí wọ́n ń ṣe ẹ̀yẹ póker ó ní gbogbo àwọn ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ tó ń ṣe ẹ̀yẹ,x,2
hold all the aces,be in a winning position.,nllb,he held all the aces,ó ní gbogbo àwọn áàsì,l,2
,,nllb,"During the negotiation, [[he held all the aces]] and had the upper hand","Nígbà tí wọ́n ń jíròrò, òun ló ń darí gbogbo ohun tó ń lọ, òun ló sì ń borí.",f,0
,,nllb,"During the poker game, [[he held all the aces]] in his hand","Nígbà tí wọ́n ń ta pọ́ọ̀sì, ó di gbogbo ẹyọ ásì mú",l,2
hold all the aces,be in a winning position.,gpt,he held all the aces,O ti gbe gbogbo awọn asoju kan.,x,2
,,gpt,"During the negotiation, [[he held all the aces]] and had the upper hand","Lati owo ise iranlọwọ, o ti gbe gbogbo ọna ati o ni iṣẹgun.",x,2
,,gpt,"During the poker game, [[he held all the aces]] in his hand","Ni iru awọn ojú omiiran, o nilo gbogbo awọn aso ni ilẹwẹ.",x,2
hold all the aces,be in a winning position.,opus,he held all the aces,Gbogbo nǹkan tó wà lówó rè ló máa ń ṣe,x,2
,,opus,"During the negotiation, [[he held all the aces]] and had the upper hand","Nígbà tí wón jọ ń fòrò wá a lénu wò, ó di gbogbo ọjà náà mú, ó sì ní ọwó kejì.",f,1
,,opus,"During the poker game, [[he held all the aces]] in his hand","Nígbà tó wà nídìí eré ìdárayá orí kòǹpútà, ó gbé gbogbo àpótí tó wà lówó rè dání",x,2
in the loop,to be aware of the information,opus,kept in the loop,inú kòtò ni wón máa ń wà,l,1
,,opus,"As a team member, I want to be [[kept in the loop]] about project updates","Gégé bí méńbà ẹgbé kan, mo fé kí wón máa bá mi ṣe àwọn àtúnṣe kan",x,2
,,opus,The rope was [[kept in the loop]] to secure the boat to the dock,Wón fi okùn náà sí abénú kí ọkò ojú omi náà lè gúnlè sí èbúté,l,1
in the loop,to be aware of the information,nllb,kept in the loop,a máa ń sọ fún wọn,f,1
,,nllb,"As a team member, I want to be [[kept in the loop]] about project updates","Gẹ́gẹ́ bí ọmọ ẹgbẹ́, mo fẹ́ kí wọ́n máa sọ fún mi nípa àwọn ìyípadà tó bá wáyé nínú iṣẹ́ náà",f,0
