idiom,meaning,source_model,source_sentence,translation,afl,correctness
,,gpt,You should [[take a cue from her]] and start organizing your time better,你应该向她学习，开始更好地组织你的时间。,f,0
,,gpt,"During the pool game, he decided to [[take a cue from her]] and use her favorite one",在游泳池游戏期间，他决定向她学习并使用她最喜欢的球杆。,l,1
take a cue from,to do what is recommended by someone else,palm,take a cue from her,向她学习,f,0
,,palm,You should [[take a cue from her]] and start organizing your time better,你应该向她学习，开始更好地安排自己的时间,f,0
,,palm,"During the pool game, he decided to [[take a cue from her]] and use her favorite one",在打台球时，他决定向她学习，用她最喜欢的球杆,l,0
take a cue from,to do what is recommended by someone else,opus,take a cue from her,给她一个提示,f,2
,,opus,You should [[take a cue from her]] and start organizing your time better,你应该从她那里得到提示 并开始组织好你的时间,f,0
,,opus,"During the pool game, he decided to [[take a cue from her]] and use her favorite one","在游泳池比赛中,他决定从她那里得到一个提示,并使用她最喜欢的一个",l,2
the devil is beating his wife,raining whereas the sun is shining.,nllb,the devil is beating his wife,魔鬼正在殴打他的妻子,l,0
,,nllb,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]","太阳照亮的时候,雨开始,人们说魔鬼打他的妻子",l,1
,,nllb,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]","在戏剧演出中,演戏中演撒但的演员演出了恶魔殴打他的妻子的场景",l,0
the devil is beating his wife,raining whereas the sun is shining.,opus,the devil is beating his wife,恶魔殴打他的妻子,l,0
,,opus,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]","阳光照耀时,开始下雨 人们说魔鬼在殴打他的妻子",l,1
,,opus,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]",在戏剧表演中 扮演撒旦的演员 演了一场戏 魔鬼正在打他的妻子,l,1
the devil is beating his wife,raining whereas the sun is shining.,gpt,the devil is beating his wife,魔鬼在打他的妻子。,l,0
,,gpt,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]",太阳正照着，突然下起了雨，人们说鬼打老婆了。,l,1
,,gpt,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]",在这场戏剧表演中，扮演撒旦的演员表演了一个场景，魔鬼正在打他的妻子。,l,1
the devil is beating his wife,raining whereas the sun is shining.,palm,the devil is beating his wife,恶魔在打他的妻子,l,0
,,palm,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]",太阳照着，突然下雨了，人们说是魔鬼在打老婆,l,1
,,palm,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]",在戏剧表演中，扮演撒旦的演员演绎了撒旦打老婆的场景,l,0
the eleventh hour,at the very last minute before an event,nllb,at the eleventh hour,在第十一小时,l,0
,,nllb,"He finished the project [[at the eleventh hour]], just before the deadline","他在最后一小时完成了这个项目,",x,2
,,nllb,She decided to go for a walk [[at the eleventh hour]] of the night,她决定在晚上十一点走一走,l,0
the eleventh hour,at the very last minute before an event,opus,at the eleventh hour,11点11分,l,2
,,opus,"He finished the project [[at the eleventh hour]], just before the deadline",他在11小时完成项目 就在最后期限前,l,1
,,opus,She decided to go for a walk [[at the eleventh hour]] of the night,她决定晚上十一点去散步,l,0
the eleventh hour,at the very last minute before an event,palm,at the eleventh hour,在最后一刻,f,0
,,palm,"He finished the project [[at the eleventh hour]], just before the deadline",他就在截止日期前最后一刻完成了项目,f,0
,,palm,She decided to go for a walk [[at the eleventh hour]] of the night,她决定在夜里十一点去散步,l,0
the eleventh hour,at the very last minute before an event,gpt,at the eleventh hour,在最后一刻,f,0
,,gpt,"He finished the project [[at the eleventh hour]], just before the deadline",他在最后一刻完成了项目，就在截止日期之前。,f,0
,,gpt,She decided to go for a walk [[at the eleventh hour]] of the night,她决定在深夜的最后一刻去散步。,f,1
to see the back of,to be glad that you no longer have to deal with someone,gpt,to see the back of the problem,看到问题的背面,l,0
,,gpt,She was relieved [[to see the back of the problem]] after finding a solution,她找到解决办法后，看到问题消失了，感到宽慰。,f,0
,,gpt,He had [[to see the back of the problem]] by flipping the paper over,他必须通过翻转纸张来看问题的背面。,l,0
to see the back of,to be glad that you no longer have to deal with someone,opus,to see the back of the problem,看到问题背后的一面,l,0
,,opus,She was relieved [[to see the back of the problem]] after finding a solution,"在找到解决办法后,她看到问题的后背,感到宽慰。",l,1
,,opus,He had [[to see the back of the problem]] by flipping the paper over,他不得不通过翻翻纸看问题背后的背面,l,2
to see the back of,to be glad that you no longer have to deal with someone,palm,to see the back of the problem,看问题的背面,l,0
,,palm,She was relieved [[to see the back of the problem]] after finding a solution,找到解决方案后，她松了一口气,x,1
,,palm,He had [[to see the back of the problem]] by flipping the paper over,他必须翻过纸才能看到问题的背面,l,0
to see the back of,to be glad that you no longer have to deal with someone,nllb,to see the back of the problem,看到问题的背面,l,0
,,nllb,She was relieved [[to see the back of the problem]] after finding a solution,她很高兴看到问题后找到一个解决方案,x,2
,,nllb,He had [[to see the back of the problem]] by flipping the paper over,他不得不通过翻纸来看问题背面,l,0
turn down a glass,to decline something that someone has offered.,palm,turned down a glass,拒绝了一杯,f,0
,,palm,"At the party, he politely [[turned down a glass]] when offered a drink",在派对上，当有人给他递上一杯酒时，他礼貌地拒绝了,f,0
,,palm,She [[turned down a glass]] upside down to let it dry,她把玻璃杯倒过来晾干,l,0
turn down a glass,to decline something that someone has offered.,opus,turned down a glass,倒下一个玻璃杯,l,1
,,opus,"At the party, he politely [[turned down a glass]] when offered a drink","在派对上,他礼貌地拒绝了一杯酒 当他请他喝一杯时",f,1
,,opus,She [[turned down a glass]] upside down to let it dry,她倒了个杯子 让它干干,l,2
turn down a glass,to decline something that someone has offered.,gpt,turned down a glass,拒绝了一杯饮料,f,0
,,gpt,"At the party, he politely [[turned down a glass]] when offered a drink",在派对上，当他被提供饮料时，他礼貌地拒绝了一杯。,f,0
,,gpt,She [[turned down a glass]] upside down to let it dry,她把杯子倒扣着晾干。,l,0
turn down a glass,to decline something that someone has offered.,nllb,turned down a glass,拒绝了一杯,f,0
,,nllb,"At the party, he politely [[turned down a glass]] when offered a drink","在聚会上,当有人给他一杯饮料时,他礼貌地拒绝了",f,0
,,nllb,She [[turned down a glass]] upside down to let it dry,"她把杯子倒下,让它干燥",l,1
use your loaf,To tell someone to use their brain more in analysing what they are doing.,palm,They used their loaf,他们用面包,l,1
,,palm,[[They used their loaf]] to solve the complex puzzle,他们用面包解决了复杂的难题,l,1
,,palm,[[They used their loaf]] of bread to make sandwiches for lunch,他们用面包做了午餐的三明治,l,1
use your loaf,To tell someone to use their brain more in analysing what they are doing.,gpt,They used their loaf,他们运用了自己的智慧。,f,0
,,gpt,[[They used their loaf]] to solve the complex puzzle,他们运用了自己的智慧来解决这个复杂的难题。,f,0
,,gpt,[[They used their loaf]] of bread to make sandwiches for lunch,他们用他们的面包做午餐三明治。,l,0
use your loaf,To tell someone to use their brain more in analysing what they are doing.,nllb,They used their loaf,他们用他们的面包,l,0
,,nllb,[[They used their loaf]] to solve the complex puzzle,他们用面包解决了复杂的难题,l,1
,,nllb,[[They used their loaf]] of bread to make sandwiches for lunch,他们用面包做了午餐的三明治,l,1
use your loaf,To tell someone to use their brain more in analysing what they are doing.,opus,They used their loaf,他们用他们的面包,l,0
,,opus,[[They used their loaf]] to solve the complex puzzle,他们用他们的面包来解谜题,l,0
,,opus,[[They used their loaf]] of bread to make sandwiches for lunch,他们用面包面包做三明治做午餐,l,0
wash dirty linen in public,discuss publicly matters that one should keep private,opus,They washed their dirty linen in public,他们在公共场合洗脏衣服,l,0
,,opus,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,"他们通过在社交媒体上讨论个人问题, 公开洗洗脏衣服",l,1
,,opus,[[They washed their dirty linen in public]] at the outdoor laundromat,他们在户外洗衣店公共场合洗脏床单,l,0
wash dirty linen in public,discuss publicly matters that one should keep private,palm,They washed their dirty linen in public,他们在公共场合洗脏衣服,l,0
,,palm,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,他们在社交媒体上争论个人问题，在公众面前洗了自己的脏衣服,l,1
,,palm,[[They washed their dirty linen in public]] at the outdoor laundromat,他们在户外洗衣房公开洗脏衣服,l,0
wash dirty linen in public,discuss publicly matters that one should keep private,nllb,They washed their dirty linen in public,他们在公共场合洗脏的麻布,l,0
,,nllb,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,"他们在社交媒体上争论私人问题,",x,2
,,nllb,[[They washed their dirty linen in public]] at the outdoor laundromat,"他们在户外的自动洗衣店里,",x,2
wash dirty linen in public,discuss publicly matters that one should keep private,gpt,They washed their dirty linen in public,他们在公共场合公开谈论了家丑。,f,0
,,gpt,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,他们在社交媒体上争吵个人问题，公开洗了他们的脏衣服。,l,1
,,gpt,[[They washed their dirty linen in public]] at the outdoor laundromat,他们在户外自助洗衣店公开洗他们的脏衣服。,l,0
wet the baby's head,to have drink to celebrate the birth of a baby,palm,wet the baby's head,给婴儿洗头,l,0
,,palm,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration",孩子出生后，他们邀请朋友来家里为孩子举行一个小小的庆祝活动,x,1
,,palm,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water",在洗礼仪式中，牧师用圣水轻轻地给婴儿洗头,l,0
wet the baby's head,to have drink to celebrate the birth of a baby,nllb,wet the baby's head,湿湿孩子的头,l,1
,,nllb,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration","孩子出生后,他们邀请朋友们来庆祝,让孩子的头水",l,2
,,nllb,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water","在洗礼仪式中,祭司用圣水轻轻地灌婴儿的头部",l,0
wet the baby's head,to have drink to celebrate the birth of a baby,gpt,wet the baby's head,喝酒庆祝新生儿的诞生,f,0
,,gpt,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration",他们的孩子出生后，他们邀请朋友来参加小型庆祝活动，以庆祝孩子的出生。,f,0
,,gpt,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water",在洗礼仪式期间，牧师用圣水轻轻地沾湿了婴儿的头。,l,0
wet the baby's head,to have drink to celebrate the birth of a baby,opus,wet the baby's head,婴儿头部湿的婴儿头部,l,0
,,opus,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration","婴儿出生后,他们邀请朋友过来,用一个小庆祝会,为婴儿头部湿湿润婴儿头部。",l,1
,,opus,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water","在洗礼仪式上,牧师用圣水轻轻湿婴儿的头部",l,0
wheels fall off,when a situation gets out of control and everything starts to go wrong,gpt,the wheels fell off,车轮掉了。,l,0
,,gpt,"After a series of setbacks, [[the wheels fell off]] our project",经历了一系列的挫折，我们的项目彻底失败了。,f,0
,,gpt,"Due to a manufacturing defect, [[the wheels fell off]] the toy car",由于制造缺陷，玩具车的轮子掉了。,l,0
wheels fall off,when a situation gets out of control and everything starts to go wrong,palm,the wheels fell off,车轮掉了,l,0
,,palm,"After a series of setbacks, [[the wheels fell off]] our project",经过一系列挫折，我们的项目陷入困境,f,0
,,palm,"Due to a manufacturing defect, [[the wheels fell off]] the toy car",由于制造缺陷，玩具车的轮子掉了,l,0
wheels fall off,when a situation gets out of control and everything starts to go wrong,opus,the wheels fell off,车轮掉下来了,l,0
,,opus,"After a series of setbacks, [[the wheels fell off]] our project",经过一系列的挫折 轮子从我们的项目上掉下来了,l,1
,,opus,"Due to a manufacturing defect, [[the wheels fell off]] the toy car","由于制造缺陷,车轮从玩具汽车上掉下来",l,0
wheels fall off,when a situation gets out of control and everything starts to go wrong,nllb,the wheels fell off,车轮掉了下来,l,0
,,nllb,"After a series of setbacks, [[the wheels fell off]] our project","经过一系列挫折,我们的项目终于落下了脚步",x,2
,,nllb,"Due to a manufacturing defect, [[the wheels fell off]] the toy car","由于制造缺陷,玩具车的轮子掉了下来",l,0
wouldn't be seen dead,to be too ashamed or embarrassed of something,palm,wouldn't be seen dead in that,我死也不会穿那种衣服,f,0
,,palm,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style",她绝不会穿那套衣服，因为那套衣服完全过时了,f,0
,,palm,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant",作为一个吸血鬼，他不会死在那家充满大蒜的餐厅,l,1
wouldn't be seen dead,to be too ashamed or embarrassed of something,gpt,wouldn't be seen dead in that,死了也不会穿那个。,f,0
,,gpt,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style",她绝不会穿那套衣服，因为它完全过时了。,f,0
,,gpt,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant",作为一只吸血鬼，他不会在那家大蒜味浓的餐厅出现。,f,0
wouldn't be seen dead,to be too ashamed or embarrassed of something,nllb,wouldn't be seen dead in that,没有人会看到她死在那个,l,0
,,nllb,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style","她不会被死在那套衣服,因为它是完全不时尚",l,2
,,nllb,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant","作为一个吸血鬼, 他不会被看到死在那个注入餐厅",l,2
wouldn't be seen dead,to be too ashamed or embarrassed of something,opus,wouldn't be seen dead in that,里面不会有人看到死尸,l,2
,,opus,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style","她不会被看到死在那种衣服里, 因为它完全不合时宜",l,2
,,opus,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant","作为吸血鬼,他不会在大蒜味餐厅里 被人看见死在大蒜味餐厅里",l,2
