idiom,meaning,source_model,source_sentence,translation,afl,correctness
,,nllb,"The storm [[passed away peacefully]], leaving a calm and clear sky","폭풍은 평화롭게 지나갔고, 조용하고 맑은 하늘을 남겼습니다.",l,0
pass away,die,gpt,passed away peacefully,평화롭게 세상을 떠났습니다.,f,
,,gpt,Our beloved grandmother [[passed away peacefully]] in her sleep,우리 사랑하는 할머니가 평화롭게 자는 동안 별세하셨습니다.,f,0
,,gpt,"The storm [[passed away peacefully]], leaving a calm and clear sky",폭풍은 평화롭게 지나가고 맑고 조용한 하늘을 남겼습니다.,l,0
pass away,die,opus,passed away peacefully,,x,
,,opus,Our beloved grandmother [[passed away peacefully]] in her sleep,,x,2
,,opus,"The storm [[passed away peacefully]], leaving a calm and clear sky",,x,2
pull the wool over eyes,to deceive someone,nllb,They pulled the wool over her eyes,그들은 그녀의 눈을 끌었다,f,
,,nllb,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,그들은 부유한 사업가인 척하며 그녀의 눈을 끌었다,f,0
,,nllb,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold","깜짝 파티 준비 중에, 그들은 그녀의 눈을 감고 눈물 덮어",l,2
pull the wool over eyes,to deceive someone,opus,They pulled the wool over her eyes,,x,
,,opus,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,,x,2
,,opus,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold",,x,2
pull the wool over eyes,to deceive someone,gpt,They pulled the wool over her eyes,그들은 그녀의 눈을 가리고 속였다.,f,
,,gpt,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,그들은 부자인 사업가인 척하며 그녀를 속였다.,f,0
,,gpt,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold",서프라이즈 파티 준비 중에 그들은 눈가리개로 그녀의 눈을 가린 채 속였다.,a,0
pull the wool over eyes,to deceive someone,palm,They pulled the wool over her eyes,그들은 그녀의 눈을 가렸다,l,
,,palm,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,그들은 부유한 사업가인 척하며 그녀를 속였다,f,0
,,palm,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold",깜짝 파티 준비 중에 그들은 그녀의 눈을 가리고 속였다,a,0
push the boat out,celebrate; enjoy oneself.,gpt,we pushed the boat out,우리는 보트를 밀어냈습니다.,l,
,,gpt,"For her birthday, [[we pushed the boat out]] and threw a huge party","그녀의 생일을 축하하기 위해, 우리는 큰 파티를 열고 많은 돈을 썼다.",f,0
,,gpt,[[We pushed the boat out]] into the water to start our fishing trip,우리는 낚시 여행을 시작하기 위해 보트를 물에 밀어 넣었습니다.,l,0
push the boat out,celebrate; enjoy oneself.,opus,we pushed the boat out,,x,
,,opus,"For her birthday, [[we pushed the boat out]] and threw a huge party",,x,2
,,opus,[[We pushed the boat out]] into the water to start our fishing trip,,x,2
push the boat out,celebrate; enjoy oneself.,nllb,we pushed the boat out,우리는 배를 밀어내,l,
,,nllb,"For her birthday, [[we pushed the boat out]] and threw a huge party","그녀의 생일에, 우리는 배를 밀어내고 거대한 파티를 열었습니다.",l,1
,,nllb,[[We pushed the boat out]] into the water to start our fishing trip,우리는 낚시 여행을 시작 하기 위해 배 를 물 으로 밀어 내렸읍니다,l,0
push the boat out,celebrate; enjoy oneself.,palm,we pushed the boat out,우리는 배를 밀어냈습니다,l,
,,palm,"For her birthday, [[we pushed the boat out]] and threw a huge party",그녀의 생일을 위해 우리는 배를 띄우고 큰 파티를 열었습니다,l,1
,,palm,[[We pushed the boat out]] into the water to start our fishing trip,낚시 여행을 시작하기 위해 배를 물에 띄웠다,l,0
take a cue from,to do what is recommended by someone else,nllb,take a cue from her,그녀에게서 교훈을 얻으세요,f,
,,nllb,You should [[take a cue from her]] and start organizing your time better,그녀한테서 교훈을 받아서 시간을 더 잘 정리해,f,0
,,nllb,"During the pool game, he decided to [[take a cue from her]] and use her favorite one","수영장 경기 중에, 그는 그녀의 힌트를 받아 그녀의 좋아하는 것을 사용하기로 결정했습니다.",l,1
take a cue from,to do what is recommended by someone else,gpt,take a cue from her,그녀를 보고 배우세요.,f,
,,gpt,You should [[take a cue from her]] and start organizing your time better,당신은 그녀를 보고 시간을 더 잘 조직하는 것이 좋습니다.,f,0
,,gpt,"During the pool game, he decided to [[take a cue from her]] and use her favorite one",수영장 게임 중에 그는 그녀의 축구채를 빌려 사용하기로 결정했다.,l,0
take a cue from,to do what is recommended by someone else,opus,take a cue from her,,x,
,,opus,You should [[take a cue from her]] and start organizing your time better,,x,2
,,opus,"During the pool game, he decided to [[take a cue from her]] and use her favorite one",,x,2
take a cue from,to do what is recommended by someone else,palm,take a cue from her,힌트를 얻다,l,
,,palm,You should [[take a cue from her]] and start organizing your time better,그녀의 말을 듣고 시간 관리를 잘 시작해야 합니다,f,0
,,palm,"During the pool game, he decided to [[take a cue from her]] and use her favorite one",풀 게임 도중 그는 그녀의 큐를 빌려 그녀가 좋아하는 것을 사용하기로 했다,l,0
the devil is beating his wife,raining whereas the sun is shining.,gpt,the devil is beating his wife,악마가 아내를 때리고 있다.,l,
,,gpt,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]","해가 비추고 있을 때 비가 내리기 시작했고, 사람들은 악마가 아내를 때리고 있다고 말했다.",l,2
,,gpt,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]","연극 공연에서, 사탄 역을 맡은 배우는 악마가 아내를 때리는 장면을 연기했다.",l,0
the devil is beating his wife,raining whereas the sun is shining.,opus,the devil is beating his wife,,x,
,,opus,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]",,x,2
,,opus,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]",,x,2
the devil is beating his wife,raining whereas the sun is shining.,palm,the devil is beating his wife,악마가 그의 아내를 때리고 있다,l,
,,palm,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]",햇빛이 비추고 있는데 비가 내리기 시작했고 사람들은 악마가 아내를 때린다고 말했다,l,2
,,palm,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]",연극에서 사탄 역을 맡은 배우는 악마가 아내를 때리는 장면을 연기했다,l,0
the devil is beating his wife,raining whereas the sun is shining.,nllb,the devil is beating his wife,악마가 아내를 때리고 있어,l,
,,nllb,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]",햇빛이 비는 동안 비가 내리기 시작했고 사람들은 악마가 아내를 때리고 있다고 말했습니다.,l,2
,,nllb,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]","극장 에서, 사탄 을 연기 하는 배우 는 마귀 가 아내 를 때리는 장면 을 연기 하였다",l,0
the eleventh hour,at the very last minute before an event,palm,at the eleventh hour,11시가 되기 전에,l,
,,palm,"He finished the project [[at the eleventh hour]], just before the deadline",그는 마감 시간 직전에 프로젝트를 마쳤다,f,0
,,palm,She decided to go for a walk [[at the eleventh hour]] of the night,밤 11시에 산책을 가기로 했다,l,1
the eleventh hour,at the very last minute before an event,opus,at the eleventh hour,,x,
,,opus,"He finished the project [[at the eleventh hour]], just before the deadline",,x,2
,,opus,She decided to go for a walk [[at the eleventh hour]] of the night,,x,2
the eleventh hour,at the very last minute before an event,nllb,at the eleventh hour,11시쯤에,l,
,,nllb,"He finished the project [[at the eleventh hour]], just before the deadline",그는 마지막 시간에 프로젝트가 끝났습니다.,f,0
,,nllb,She decided to go for a walk [[at the eleventh hour]] of the night,그녀는 밤 11시에 산책하기로 결정했습니다.,l,0
the eleventh hour,at the very last minute before an event,gpt,at the eleventh hour,열한 시간에,l,
,,gpt,"He finished the project [[at the eleventh hour]], just before the deadline",그는 마감 직전에 프로젝트를 끝냈습니다.,f,0
,,gpt,She decided to go for a walk [[at the eleventh hour]] of the night,그녀는 밤의 열한 시간에 산책을 가기로 결정했습니다.,l,0
to see the back of,to be glad that you no longer have to deal with someone,opus,to see the back of the problem,,x,
,,opus,She was relieved [[to see the back of the problem]] after finding a solution,,x,2
,,opus,He had [[to see the back of the problem]] by flipping the paper over,,x,2
to see the back of,to be glad that you no longer have to deal with someone,palm,to see the back of the problem,문제의 이면을 보려면,l,
,,palm,She was relieved [[to see the back of the problem]] after finding a solution,그녀는 해결책을 찾은 후 문제를 해결한 것을 보고 안도했다,f,0
,,palm,He had [[to see the back of the problem]] by flipping the paper over,그는 종이를 뒤집어서 문제의 뒷면을 봐야 했다,l,0
to see the back of,to be glad that you no longer have to deal with someone,nllb,to see the back of the problem,문제의 뒷면을 보기 위해,l,
,,nllb,She was relieved [[to see the back of the problem]] after finding a solution,문제 해결 방법 을 찾은 후 문제 의 뒷부분 을 알게 된 것 은 그 의 안심 을 높였다,l,1
,,nllb,He had [[to see the back of the problem]] by flipping the paper over,그는 종이를 뒤집어 문제 뒤에 볼 수 있었다,l,0
to see the back of,to be glad that you no longer have to deal with someone,gpt,to see the back of the problem,문제의 뒷면을 보다.,l,
,,gpt,She was relieved [[to see the back of the problem]] after finding a solution,해결책을 찾은 후 문제가 뒤로 돌아갔다는 것을 보고 안심했다.,l,1
,,gpt,He had [[to see the back of the problem]] by flipping the paper over,그는 종이를 뒤집어서 문제의 뒷면을 봐야 했다.,l,0
turn down a glass,to decline something that someone has offered.,nllb,turned down a glass,한 잔을 내려놓았어요,l,
,,nllb,"At the party, he politely [[turned down a glass]] when offered a drink",파티 에서 술 을 주면 예의 로 잔 을 내려놓지 않았다,l,1
,,nllb,She [[turned down a glass]] upside down to let it dry,그녀는 그것을 건조하게 하기 위해 위 아래로 유리 아래로,l,1
turn down a glass,to decline something that someone has offered.,palm,turned down a glass,잔을 거절하다,f,
,,palm,"At the party, he politely [[turned down a glass]] when offered a drink",파티에서 그는 술을 권유받았을 때 정중하게 거절했다,f,0
,,palm,She [[turned down a glass]] upside down to let it dry,잔을 뒤집어 말리다,l,1
turn down a glass,to decline something that someone has offered.,opus,turned down a glass,,x,
,,opus,"At the party, he politely [[turned down a glass]] when offered a drink",,x,2
,,opus,She [[turned down a glass]] upside down to let it dry,,x,2
turn down a glass,to decline something that someone has offered.,gpt,turned down a glass,한 잔을 거절했다.,f,
,,gpt,"At the party, he politely [[turned down a glass]] when offered a drink",파티에서 그는 음료를 제안받았을 때 예의 바르게 거절했다.,f,0
,,gpt,She [[turned down a glass]] upside down to let it dry,그녀는 잔을 뒤집어 말려놓았다.,l,0
use your loaf,To tell someone to use their brain more in analysing what they are doing.,opus,They used their loaf,,x,
,,opus,[[They used their loaf]] to solve the complex puzzle,,x,2
,,opus,[[They used their loaf]] of bread to make sandwiches for lunch,,x,2
use your loaf,To tell someone to use their brain more in analysing what they are doing.,nllb,They used their loaf,그들은 빵을 사용했습니다.,l,
,,nllb,[[They used their loaf]] to solve the complex puzzle,그들은 복잡한 퍼즐을 풀기 위해 빵을 사용했습니다.,l,1
,,nllb,[[They used their loaf]] of bread to make sandwiches for lunch,그들은 빵을 사용하여 점심에 샌드위치를 만들었습니다.,l,0
use your loaf,To tell someone to use their brain more in analysing what they are doing.,palm,They used their loaf,빵을 사용했습니다,l,
,,palm,[[They used their loaf]] to solve the complex puzzle,빵을 이용해 복잡한 퍼즐을 풀었다,l,1
,,palm,[[They used their loaf]] of bread to make sandwiches for lunch,빵 한 덩어리를 가지고 점심에 먹을 샌드위치를 만들었다,l,0
use your loaf,To tell someone to use their brain more in analysing what they are doing.,gpt,They used their loaf,그들은 머리를 썼다.,f,
,,gpt,[[They used their loaf]] to solve the complex puzzle,그들은 복잡한 퍼즐을 해결하기 위해 머리를 썼다.,f,0
,,gpt,[[They used their loaf]] of bread to make sandwiches for lunch,그들은 점심 때 샌드위치를 만들기 위해 그들의 빵 한 조각을 사용했습니다.,l,0
wash dirty linen in public,discuss publicly matters that one should keep private,opus,They washed their dirty linen in public,,x,
,,opus,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,,x,2
,,opus,[[They washed their dirty linen in public]] at the outdoor laundromat,,x,2
wash dirty linen in public,discuss publicly matters that one should keep private,gpt,They washed their dirty linen in public,그들은 자신들의 더러운 빨래를 공개적으로 세탁했다.,l,
,,gpt,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,그들은 소셜 미디어에서 개인적인 문제에 대해 논쟁함으로써 공개적으로 자신들의 더러운 빨래를 씻었다.,l,2
,,gpt,[[They washed their dirty linen in public]] at the outdoor laundromat,그들은 야외 세탁소에서 더러운 옷을 공개적으로 세탁했다.,l,0
wash dirty linen in public,discuss publicly matters that one should keep private,nllb,They washed their dirty linen in public,그들은 공공장소에서 더러운 가죽을 씻었습니다,l,
,,nllb,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,그들은 소셜 미디어에서 개인적인 문제에 대해 논쟁하면서 공공장소에서 더러운 가죽을 씻었습니다.,l,2
,,nllb,[[They washed their dirty linen in public]] at the outdoor laundromat,그들은 야외 의탁소 에서 공공장소 에서 더러운 빨래 를 씻었다,l,0
wash dirty linen in public,discuss publicly matters that one should keep private,palm,They washed their dirty linen in public,그들은 공공연히 더러운 속옷을 빨았다,l,
,,palm,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,그들은 소셜 미디어에서 개인적인 문제를 논쟁함으로써 대중 앞에서 더러운 속옷을 빨았다,l,2
,,palm,[[They washed their dirty linen in public]] at the outdoor laundromat,밖에 있는 세탁소에서 그들은 더러운 옷을 빨았다,l,0
wet the baby's head,to have drink to celebrate the birth of a baby,opus,wet the baby's head,,x,
,,opus,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration",,x,2
,,opus,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water",,x,2
wet the baby's head,to have drink to celebrate the birth of a baby,nllb,wet the baby's head,아기 머리 젖게,l,
,,nllb,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration","자녀 가 태어난 후, 그 들 은 친구 들 을 초대 하여 아기 의 머리 를 젖게 하고 작은 축하 행사를 열었습니다",l,1
,,nllb,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water","침례 의식 중 에, 사제 는 아기 의 머리 를 성수 로 부드럽게 젖혔다",l,0
wet the baby's head,to have drink to celebrate the birth of a baby,palm,wet the baby's head,젖은 아기의 머리,l,
,,palm,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration",아이가 태어난 후 그들은 친구들을 초대하여 작은 축하연을 열었습니다,f,0
,,palm,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water",세례식 동안 신부는 아기의 머리를 성수로 부드럽게 적셔,l,0
wet the baby's head,to have drink to celebrate the birth of a baby,gpt,wet the baby's head,아기의 머리를 적시다.,l,
,,gpt,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration","그들의 아이가 태어난 후, 그들은 친구들을 초대하여 작은 축하 파티를 열어 아기의 머리를 적신다.",l,1
,,gpt,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water","세례식 중에, 사제는 거룩한 물로 아기의 머리를 부드럽게 적셨다.",l,1
wheels fall off,when a situation gets out of control and everything starts to go wrong,gpt,the wheels fell off,바퀴가 떨어졌다.,l,
,,gpt,"After a series of setbacks, [[the wheels fell off]] our project","여러 차례의 실패 끝에, 우리 프로젝트는 망가졌다.",f,0
,,gpt,"Due to a manufacturing defect, [[the wheels fell off]] the toy car",제조 결함으로 장난감 자동차의 바퀴가 떨어졌습니다.,l,0
wheels fall off,when a situation gets out of control and everything starts to go wrong,opus,the wheels fell off,,x,
,,opus,"After a series of setbacks, [[the wheels fell off]] our project",,x,2
,,opus,"Due to a manufacturing defect, [[the wheels fell off]] the toy car",,x,2
wheels fall off,when a situation gets out of control and everything starts to go wrong,nllb,the wheels fell off,바퀴가 떨어졌어,l,
,,nllb,"After a series of setbacks, [[the wheels fell off]] our project","여러 번 실패 한 후, 우리 의 프로젝트 는 끝 을 맺었습니다",f,0
,,nllb,"Due to a manufacturing defect, [[the wheels fell off]] the toy car",제조 결함 으로 인해 장난감 자동차 의 바퀴 가 떨어져,l,0
wheels fall off,when a situation gets out of control and everything starts to go wrong,palm,the wheels fell off,바퀴가 떨어져,l,
,,palm,"After a series of setbacks, [[the wheels fell off]] our project",잇따른 실패로 프로젝트가 좌초되다,f,0
,,palm,"Due to a manufacturing defect, [[the wheels fell off]] the toy car",제조 결함으로 인해 장난감 자동차의 바퀴가 떨어졌습니다,l,0
wouldn't be seen dead,to be too ashamed or embarrassed of something,opus,wouldn't be seen dead in that,,x,
,,opus,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style",,x,2
,,opus,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant",,x,2
wouldn't be seen dead,to be too ashamed or embarrassed of something,nllb,wouldn't be seen dead in that,죽은 사람이 그 옷에 안 보이게 해,l,
,,nllb,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style",그 옷은 완전히 유행이 없어서 죽은 모습으로 보이지 않을거야,l,2
,,nllb,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant",뱀파이어라면 마늘이 가득한 식당에서 죽은 채로 보이지 않을거야,l,0
wouldn't be seen dead,to be too ashamed or embarrassed of something,palm,wouldn't be seen dead in that,그런 옷을 입고 죽는 건 절대 안 돼,f,
,,palm,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style",옷차림이 완전히 유행에 뒤떨어져서 그녀는 그 옷을 입고 죽는 일은 없을 것이다,a,0
,,palm,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant",흡혈귀인 그가 마늘이 가득한 식당에서 죽은 채로 발견될 리는 없겠죠,l,0
wouldn't be seen dead,to be too ashamed or embarrassed of something,gpt,wouldn't be seen dead in that,그걸 입고 나가기 싫어.,f,
,,gpt,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style","그녀는 그 옷으로는 죽어도 안 입을 거야, 완전 시대에 뒤떨어졌으니까.",f,0
,,gpt,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant",그 먹는데 마늘이 가득한 식당에서는 그 뱀파이어가 죽어도 가지 않을 것이다.,l,0
