annotations_ambiguous,annotations_figurative,annotations_literal,error,idiom,intended_ambiguous_old,intended_ambiguous,intended_figurative_old,intended_figurative,intended_literal_old,intended_literal,iter,maxvote - for sort,maxvote_ambiguous,maxvote_figurative,maxvote_literal,meaning,not_found,well_formed,converted
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,got off your back,He got off my back,finally got off your back,He got off my back when I finally completed the task,"when you completed the project, your boss finally got off your back",He got off my back when I rolled to the side,the cat finally got off your back when you stood up,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to be annoyed and ask someone to stop finding faults or criticize you,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,got somebody's goat,They got my goat,got his goat,They got my goat when they teased me publicly,her constant teasing finally got his goat and he lost his temper,They got my goat from the petting zoo,the farmer next door got his goat when it wandered into their yard,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to annoy or irritate someone,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'ambiguous']","['ambiguous', 'figurative', 'figurative']",False,got the slap on the wrist,They got the slap on the wrist,got the slap on the wrist,They got the slap on the wrist for not following protocol,he got the slap on the wrist for being late to work,They got the slap on the wrist from the principal,"during the play, the actor got the slap on the wrist as part of the scene",0.0,ambiguous : figurative : figurative,ambiguous,figurative,figurative,got small punishment when a more severe punishment is deserved,False,False,False
"['ambiguous', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,green around the gills,She looked green around the gills,looking green around the gills,She looked green around the gills after she heard about the lay-offs,"after the roller coaster ride, he was looking green around the gills from nausea",She looked green around the gills because she was wearing too much green eyeshadow,the makeup artist painted him to be looking green around the gills for the alien costume,1.0,figurative : figurative : literal,figurative,figurative,literal,Someone who looks sick or nauseated.,False,False,False
"['ambiguous', 'ambiguous', 'literal']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'figurative']",False,had your chips,She had her chips,had your chips,She had her chips so she was done taking risks,"after losing the game, it was clear you had your chips",She had her chips so she stopped playing the game,"once you finished eating, you had your chips and were ready to leave",0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,when someone has completely failed in what they set out to achieve,False,False,False
"['figurative', 'literal', 'figurative']","['literal', 'literal', 'literal']","['ambiguous', 'literal', 'figurative']",False,halfway house,She moved into the halfway house,staying at the halfway house,She moved into the halfway house when she was starting her transition to normal life,the compromise solution was like staying at the halfway house for both parties,She moved into the halfway house as she was passing through the city,"after being released from prison, he was staying at the halfway house to transition back into society",0.0,figurative : literal : ambiguous,figurative,literal,ambiguous,"mid-point in recovery, treatment, or progress",False,False,False
"['ambiguous', 'figurative', 'literal']","['figurative', 'figurative', 'literal']","['literal', 'ambiguous', 'literal']",False,hammer and tongs,We worked on it hammer and tongs,went at it hammer and tongs,"We worked on it hammer and tongs, trying to get the project done within the timeline",they went at it hammer and tongs during the heated debate,"We worked on it hammer and tongs, applying hammering and tonging techniques",the blacksmith went at it hammer and tongs while forging the sword,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"to argue fiercely, with a lot of energy and noise",False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,hand in hand,They walked hand in hand,walked hand in hand,"They walked hand in hand, showing their commitment to each other",success and hard work walked hand in hand in her life,They walked hand in hand to not get lost in the dark,the couple walked hand in hand along the beach,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,close ties or connections,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,hands are tied,My hands are tied,my hands are tied,My hands are tied since I have no authority or influence in the situation,"I'd love to help you, but my hands are tied due to company policy",My hands are tied since I used rope to restrain them,"During the magic trick, the magician made sure my hands are tied securely with a rope",1.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to not be able to do anything about a situation,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']",False,happy camper,I'm a happy camper,not a happy camper,I'm a happy camper with the job offers I've been receiving,"after the long meeting, she was not a happy camper",I'm a happy camper spending the night outside with my tent and a tent stove,"when the tent collapsed, he was not a happy camper at the campsite",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to be content or satisfied with what is happening in your lifes and have no complaints,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'literal']",False,hard cheese,It was a hard cheese for him,she experienced hard cheese,It was a hard cheese for him when he realized it was all his fault,she experienced hard cheese when she lost her job and had to start over,It was a hard cheese for him to cut with a knife,"while tasting different types of dairy products, she experienced hard cheese among them",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"bad luck, tough luck",False,True,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'literal', 'figurative']","['literal', 'literal', 'literal']",False,have a big mouth,I have a big mouth,has a big mouth,I have a big mouth and always let secrets slip,he has a big mouth and can't keep a secret,I have a big mouth with a wide smile,the hippopotamus has a big mouth that can open up to 150 degrees,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,one who gossips more or says things that are meant to be kept secret,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,have a soft spot,They have a soft spot,has a soft spot for kittens,They have a soft spot for animals and donate frequently to wildlife conservation organizations,"despite her tough exterior, she has a soft spot for kittens and always takes care of them",They have a soft spot in the floor which they cover with a rug when visitors come over,the veterinarian has a soft spot for kittens in her clinic where they can rest comfortably,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to like someone very much,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,have clean hands,He had clean hands,she maintained clean hands throughout the process,He had clean hands because he had no part in the scandal,"despite the corruption around her, she maintained clean hands throughout the process by refusing to participate in any dishonest activities",He had clean hands because he washed them before dinner,"as a surgeon, she maintained clean hands throughout the process by following strict hygiene protocols",1.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to be innocent; to be free of any wrongdoing,False,True,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'literal']",False,have kittens,She had kittens,had kittens over the situation,She had kittens when she heard about the terrible news,she had kittens over the situation when she found out her son had crashed the car,She had kittens when she gave birth to her litter of cats,the cat had kittens over the situation when she found a safe spot to give birth,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"to be very worried, upset, or angry about something",False,True,False
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'figurative']",False,have no truck with,I have no truck with them,have no truck with them,I have no truck with them because they keep lying to me,I decided to have no truck with them after they betrayed my trust,I have no truck with them because I don't need their help,the delivery company said they have no truck with them to transport our goods,0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,avoid dealing or being associated with,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,head above water,She has kept her head above water,keeping her head above water,She has kept her head above water by never giving up in difficult moments,"despite the workload, she was keeping her head above water by staying organized",She has kept her head above water by swimming with a life jacket on,"during the swimming lesson, she was keeping her head above water to breathe",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to succeed to survive in bad financial situations,False,True,False
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",False,hide light under a bushel,Don't hide your light under a bushel,hiding light under a bushel,Don't hide your light under a bushel and reveal your talents to the world,"she was so talented, but she was always hiding light under a bushel by not showcasing her skills",Don't hide your light under a bushel; we need it to see in the dark!,"during the game of hide and seek, he was hiding light under a bushel to avoid being found",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to show modesty towards something or someone,False,True,False
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'literal', 'figurative']","['literal', 'literal', 'ambiguous']",False,high up,He is high up,so high up,"He is high up in the company, leading the team",he was so high up in the company that he had direct access to the CEO,"He is high up on the ladder, reaching the top",the mountain peak was so high up that it was covered in snow,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to have an important standing in society,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,hit the books,He hit the books,time to hit the books,He hit the books hard this week before his test,"with exams approaching, it's time to hit the books and study hard",He hit the books with his fist because he was frustrated,"in a fit of rage, he decided it was time to hit the books and threw them against the wall",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to study very hard,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,hit the bull's-eye,He hit the bull's-eye,hit the bull's-eye,He hit the bull's-eye when he wrote the perfect article and got published,her speech hit the bull's-eye and resonated with the audience,He hit the bull's-eye when he shot an arrow at the target,"with a steady hand, she aimed and hit the bull's-eye on the target",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to be exactly right about something or achieve the best result possible,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,hit the hay,I hit the hay early,time to hit the hay,I hit the hay early to be fresh for my morning classes,"after a long day at work, it was time to hit the hay",I hit the hay early because I needed a soft sleeping surface,"during the farm chores, it was time to hit the hay with a pitchfork",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to go to sleep or head to bed.,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,hit the nail on the head,He hit the nail on the head,hit the nail on the head,He hit the nail on the head when he guessed my exact birthday!,"when she suggested a new marketing strategy, she really hit the nail on the head",He hit the nail on the head when he completed the task perfectly,"with a single swing of the hammer, he hit the nail on the head and drove it into the wood",0.0,ambiguous : figurative : figurative,ambiguous,figurative,figurative,be accurately right about something,False,False,False
"['figurative', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,hit the road,Let's hit the road,hit the road together,Let's hit the road and start our journey across the country,we decided to hit the road together for a cross-country adventure,Let's hit the road so we can get to our destination,"during the earthquake, the car forcefully hit the road together with a loud thud",1.0,ambiguous : figurative : figurative,ambiguous,figurative,figurative,depart,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'literal']",False,hit the roof,He hit the roof,hit the roof unexpectedly,He hit the roof when he heard the news,"when he found out about the surprise party, he hit the roof unexpectedly",He hit the roof when he joined the high-jump competition,the ball hit the roof unexpectedly when he threw it too high,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,experience sudden anger,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,hit the sack,He hit the sack,she decided to hit the sack,He hit the sack early since he was exhausted from work,"after a long day at work, she decided to hit the sack and get some sleep",He hit the sack just to push it aside,"during the pillow fight, she decided to hit the sack and send feathers flying",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to go to bed,False,True,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,hold all the aces,He holds all the aces,he held all the aces,He holds all the aces as he knows the details of the situation,"during the negotiation, he held all the aces and had the upper hand",He holds all the aces as he was dealt a winning hand of cards,"during the poker game, he held all the aces in his hand",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,be in a winning position.,False,True,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'literal', 'figurative']","['literal', 'ambiguous', 'literal']",False,hold tongue,She held her tongue,held their tongue,She held her tongue to prevent herself from speaking too harshly,they held their tongue during the meeting to avoid causing conflict,She held her tongue with her fingers,"during the dental examination, they held their tongue to the side so the dentist could see better",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to keep quiet when one would rather speak,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,hold your horses,Let's hold our horses,hold your horses for a moment,Let's hold our horses and take a step back to evaluate the whole situation,"before you jump to conclusions, hold your horses for a moment and listen to my explanation",Let's hold our horses so that they don't run away,"as a carriage driver, it's important to hold your horses for a moment when stopping at an intersection",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to wait,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,hornets' nest,He stirred the hornets' nest,stirred up a hornets' nest,He stirred the hornets' nest when he asked questions he should have left alone,"by questioning the company's policies, he stirred up a hornets' nest among the employees",He stirred the hornets' nest when he disturbed the hive of buzzing insects,"while clearing the backyard, she accidentally stirred up a hornets' nest and got stung",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,a violent situation or one with a lot of dispute,False,True,False
"['ambiguous', 'figurative', 'literal']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'ambiguous']",False,hot potato,They were passing around the hot potato,handled the hot potato,They were passing around the hot potato once they realized the project was too difficult,the politician handled the hot potato by addressing the controversial issue,They were passing around the hot potato as an entertaining game before the meeting began,"during the picnic, she handled the hot potato carefully to avoid burning her fingers",0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,any subject which several folks are talking about and which is frequently argued,False,False,False
"['literal', 'figurative', 'figurative']","['ambiguous', 'figurative', 'figurative']","['literal', 'figurative', 'figurative']",False,household name,He became a household name,became a household name,He became a household name last year when his business took off,"after her successful book series, she became a household name in the literary world",He became a household name since his name was written on all of the grocery lists and orders,"when the family decided to name their new puppy after her, she became a household name",0.0,figurative : figurative : figurative,figurative,figurative,figurative,to be very popular,False,False,False
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,hung out to dry,They hung her out to dry,hung out to dry,They hung her out to dry when they refused to give her any help,"when the team failed to support her, she felt hung out to dry",They hung her out to dry in the sun to get rid of all the moisture on her clothes,the laundry was hung out to dry on the clothesline,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"to abandon someone who is in difficulty, without giving any assistance or support",False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,icing on the cake,This was the icing on the cake,the icing on the cake,This was the icing on the cake as it made me understand the full picture,getting a promotion was the icing on the cake after a successful year,This was the icing on the cake after I finished decorating it,she carefully spread the icing on the cake for her friend's birthday,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,when something good is added to another good thing that you already have,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,in a fog,I'm in a fog,lost in a fog,I'm in a fog trying to figure out what to do next,"after the long meeting, he was lost in a fog and couldn't concentrate",I'm in a fog because the weather outside is foggy,"while hiking, they were lost in a fog and couldn't find their way back",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,in a great confusion,False,True,False
"['literal', 'ambiguous', 'literal']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,in a nutshell,It's in a nutshell,she explained it in a nutshell,"It's in a nutshell, all of the information you need in order to make a decision",she explained it in a nutshell so that everyone could understand the concept quickly,"It's in a nutshell, so you can carry it wherever you need to go","as a creative challenge, she explained it in a nutshell by writing a tiny summary inside a walnut shell",0.0,literal : figurative : literal,literal,figurative,literal,to be brief and straight to the point.,False,False,True
"['ambiguous', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,in a pickle,I'm in a pickle,found themselves in a pickle,I'm in a pickle trying to make the best choice,they found themselves in a pickle when they realized they had double-booked their appointments,I'm in a pickle because I can't find the jar opener,the tiny figurines found themselves in a pickle when they were accidentally placed inside a jar of pickles,0.0,figurative : figurative : figurative,figurative,figurative,figurative,to be in a difficult situation,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,in at the deep end,She jumped in at the deep end,thrown in at the deep end,She jumped in at the deep end when she decided to take on the new project,"on her first day at work, she was thrown in at the deep end with a challenging project",She jumped in at the deep end of the pool since she wanted a cooler swim,"during swimming lessons, he was thrown in at the deep end of the pool to test his skills",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to start a new job or activity without being prepared for it,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,in bed with,He was in bed with them,in bed with the competition,He was in bed with them when it came to making decisions,the company was accused of being in bed with the competition to manipulate prices,He was in bed with them when they all took a nap,"the two athletes, who were also roommates, found themselves sharing a room and sleeping in bed with the competition",1.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"to work with a person or organisation, or being involved with them, in a way that causes other people to distrust you.",False,True,False
"['ambiguous', 'ambiguous', 'literal']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'ambiguous']",False,in black and white,I wanted it in black and white,put it in black and white,I wanted it in black and white so that there would be no more confusion between us,"to avoid any confusion, we decided to put it in black and white in the contract",I wanted it in black and white so that we could see the words clearly,the artist chose to put it in black and white for a more dramatic effect,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,printed form of a document,False,True,False
"['figurative', 'literal', 'figurative']","['literal', 'figurative', 'literal']","['ambiguous', 'literal', 'ambiguous']",False,in cold blood,He killed him in cold blood,committed the crime in cold blood,He killed him in cold blood without any thought or emotions,"the villain committed the crime in cold blood, showing no remorse",He killed him in cold blood because the temperature outside was low,the scientist committed the crime in cold blood while studying the effects of low temperatures on human behavior,0.0,figurative : literal : ambiguous,figurative,literal,ambiguous,in a cruel way and without pity or other emotion,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,in deep water,He's in deep water,found himself in deep water,He's in deep water because he ran out of solutions for his problem,"after making a costly mistake, he found himself in deep water with his boss",He's in deep water because he fell off a boat,"while swimming in the ocean, he found himself in deep water and struggled to stay afloat",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,a very serious situation,False,True,False
"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,in full swing,The party is in full swing,the party was in full swing,The party is in full swing as everyone is having a great time,"when we arrived, the party was in full swing with everyone dancing and laughing",The party is in full swing as the DJ is playing all the latest songs,the pendulum experiment demonstrated that the party was in full swing when the ball reached its highest point,0.0,figurative : figurative : figurative,figurative,figurative,figurative,at a stage when the level of activity is at its highest,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'figurative', 'figurative']",False,in high dudgeon,She was in high dudgeon,left the room in high dudgeon,She was in high dudgeon when I told her about my mistake,"after hearing the offensive remark, she left the room in high dudgeon",She was in high dudgeon when she got to the top of the hill,"she left the room in high dudgeon, a castle known for its dramatic history",0.0,ambiguous : figurative : figurative,ambiguous,figurative,figurative,feeling or exhibiting great resentment,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",False,in hot water,He's in hot water,found himself in hot water,He's in hot water following the scandal that he has been caught in,he found himself in hot water after forgetting to submit the report on time,He's in hot water because he was taking a hot shower,he accidentally found himself in hot water when he stepped into the scalding bathtub,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,in trouble or state of shame,False,True,False
"['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'figurative']","['ambiguous', 'figurative', 'literal']",False,in light of,I changed my plans in light of the events,in light of the recent events,I changed my plans in light of the events that have taken place,the company decided to postpone the launch in light of the recent events,I changed my plans in light of the sun setting,the sun shone brightly in light of the recent events that took place outdoors,0.0,figurative : figurative : ambiguous,figurative,figurative,ambiguous,because of,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['figurative', 'literal', 'literal']",False,in one's blood,It runs in his blood,it's in her blood,It runs in his blood to always stand up for what he believes in,"she's a natural athlete, it's in her blood",It runs in his blood since he is related to the royal family,"the medication she took is now circulating, it's in her blood",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,a natural or inherited characteristic.,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'figurative', 'literal']",False,in stitches,We were in stitches,had everyone in stitches,We were in stitches yesterday when we heard the funny story,his hilarious jokes had everyone in stitches at the party,We were in stitches when my grandma mended her old jeans,the tailor had everyone in stitches as he mended their clothes,0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,to laugh so hard that you are not able to control yourself,False,False,False
"['figurative', 'ambiguous', 'literal']","['figurative', 'figurative', 'ambiguous']","['figurative', 'ambiguous', 'literal']",False,in tandem,She worked in tandem,worked in tandem,She worked in tandem to achieve the goal together with her partner,the two departments worked in tandem to complete the project on time,She worked in tandem on the tandem bike yesterday,"they worked in tandem on the bicycle, pedaling together",0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,one after another,False,False,False
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,in the bag,This deal is in the bag,had it in the bag,"This deal is in the bag, so the company is guaranteed to succeed","after weeks of preparation, she had it in the bag and aced the interview",This deal is in the bag as they signed the contract yesterday,she had it in the bag when she found the missing wallet,0.0,ambiguous : figurative : figurative,ambiguous,figurative,figurative,have something as good as secured or certain,False,False,False
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'figurative']",False,in the black,We are in the black,finally in the black,We are in the black as our company is making a profit this quarter,"after months of struggling, our business is finally in the black","We are in the black, as the accountant wrote this number in the black ink",she wore a dark outfit and was finally in the black for the themed party,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to not be in debt,False,True,False
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'figurative']",False,in the blink of an eye,It was gone in the blink of an eye,vanished in the blink of an eye,"It was gone in the blink of an eye, leaving me in shock at how quickly the moment passed by",the opportunity vanished in the blink of an eye when someone else took the job,"It was gone in the blink of an eye, as if it had never been there before",the magician made the coin vanished in the blink of an eye with his sleight of hand,0.0,figurative : figurative : ambiguous,figurative,figurative,ambiguous,in an instant,False,False,False
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,in the cross hairs,The company is in the cross hairs,caught in the cross hairs,The company is in the cross hairs because its performance is not meeting expectations,"as the whistleblower, he found himself caught in the cross hairs of the company's retaliation",The company is in the cross hairs because the snipers have them in their sights,"during the paintball match, she was caught in the cross hairs of her opponent's gun",0.0,figurative : figurative : literal,figurative,figurative,literal,in a position where one might receive severe criticism,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,in the dark,They were in the dark,kept in the dark,They were in the dark about the potential consequences of their decision,the employees were kept in the dark about the company's financial situation,They were in the dark when the power went out,"during the power outage, we were kept in the dark until the electricity came back",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"uninformed, a state of ignorance.",False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'ambiguous']","['ambiguous', 'literal', 'literal']",False,in the doghouse,He's in the doghouse,in the doghouse with her,He's in the doghouse because he forgot to pick up the kids,"after forgetting their anniversary, he was in the doghouse with her for a week",He's in the doghouse because that's where the dogs sleep,he crawled in the doghouse with her to retrieve the lost toy,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,someone who is in disgrace and very unpopular at the moment,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,in the good books,He is in the good books,in the good books of the boss,"He is in the good books of his boss, making her more likely to grant him the promotion he seeks","by completing the project on time, he was in the good books of the boss","He is in the good books at the library, allowing him to check out more books than the usual limit","the employee's name was written in the good books of the boss, which was a list of top performers",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,be in somebody's favour or good opinion,False,True,False
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'ambiguous']",False,in the heat of the moment,He did it in the heat of the moment,in the heat of the moment,He did it in the heat of the moment without thinking about the consequences,he made a rash decision in the heat of the moment during the argument,He did it in the heat of the moment because the temperature was high,"while standing near the bonfire, they shared a passionate kiss in the heat of the moment",0.0,figurative : figurative : ambiguous,figurative,figurative,ambiguous,saying or doing something without thinking due go anger or excitement,False,False,False
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']",False,in the loop,He is in the loop,kept in the loop,He is in the loop of the company's decision-making process,"as a team member, I want to be kept in the loop about project updates"," ""He is in the loop of the race track",the rope was kept in the loop to secure the boat to the dock,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to be aware of the information,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['ambiguous', 'figurative', 'figurative']",False,in the pipeline,It's in the pipeline,projects in the pipeline,It's in the pipeline and should be available shortly,our company has several exciting projects in the pipeline for the upcoming year,It's in the pipeline and should be delivered in the next few days,the engineers were working on a system to detect leaks and monitor projects in the pipeline,0.0,ambiguous : figurative : figurative,ambiguous,figurative,figurative,to be underway,False,False,False
"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",False,in the red,Her bank account was in the red,the company is in the red,Her bank account was in the red due to her recent luxurious purchases,"due to poor financial decisions, the company is in the red",Her bank account was in the red because her bank used red ink to indicate a negative balance,"during the paintball match, the company is in the red team",0.0,figurative : figurative : literal,figurative,figurative,literal,more money going out than coming in,False,False,False
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'literal']","['literal', 'literal', 'figurative']",False,in touch,We need to stay in touch,stay in touch,We need to stay in touch and make sure that we keep up with each other's lives,"even after moving to another city, we promised to stay in touch",We need to stay in touch in order to interact with each other,"during the team-building exercise, we had to stay in touch by holding hands",0.0,figurative : figurative : literal,figurative,figurative,literal,"to remain in contact with someone, especially when separated by time or distance",False,False,False
"['literal', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,in your face,This was in your face,an in-your-face attitude,"This was in your face, intended to be a warning for you",his aggressive sales pitch showed an in-your-face attitude that turned off potential customers,"This was in your face, so you could feel it on your skin",the 3D movie had an in-your-face attitude with objects flying towards the audience,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"a bold, defiant or aggressive manner",False,True,False
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,it's a small world,It's a small world,it's a small world after all,It's a small world when I unexpectedly ran into my old high school teacher,"running into my childhood friend in a foreign country, I thought it's a small world after all",It's a small world when we can travel around it in less than two hours,"looking at the miniature globe in the store, I remarked, it's a small world after all",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,meeting someone not expected to be at a certain place,False,True,False
