idiom,meaning,intended_figurative,intended_literal,maxVote_figurative,maxVote_literal,gold_figurative,gold_literal,well_formed
hit the hay,to go to sleep or head to bed.,"after a long day at work, it was time to hit the hay","during the farm chores, it was time to hit the hay with a pitchfork",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hit the nail on the head,be accurately right about something,"when she suggested a new marketing strategy, she really hit the nail on the head","with a single swing of the hammer, he hit the nail on the head and drove it into the wood",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hit the road,depart,we decided to hit the road together for a cross-country adventure,"during the earthquake, the car forcefully hit the road together with a loud thud",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hit the roof,experience sudden anger,"when he found out about the surprise party, he hit the roof unexpectedly",the ball hit the roof unexpectedly when he threw it too high,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hit the sack,to go to bed,"after a long day at work, she decided to hit the sack and get some sleep","during the pillow fight, she decided to hit the sack and send feathers flying",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hold tongue,to keep quiet when one would rather speak,they held their tongue during the meeting to avoid causing conflict,"during the dental examination, they held their tongue to the side so the dentist could see better",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hold your horses,to wait,"before you jump to conclusions, hold your horses for a moment and listen to my explanation","as a carriage driver, it's important to hold your horses for a moment when stopping at an intersection",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hornets' nest,a violent situation or one with a lot of dispute,"by questioning the company's policies, he stirred up a hornets' nest among the employees","while clearing the backyard, she accidentally stirred up a hornets' nest and got stung",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hot potato,any subject which several folks are talking about and which is frequently argued,the politician handled the hot potato by addressing the controversial issue,"during the picnic, she handled the hot potato carefully to avoid burning her fingers",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
household name,to be very popular,"after her successful book series, she became a household name in the literary world","when the family decided to name their new puppy after her, she became a household name",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hung out to dry,"to abandon someone who is in difficulty, without giving any assistance or support","when the team failed to support her, she felt hung out to dry",the laundry was hung out to dry on the clothesline,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
icing on the cake,when something good is added to another good thing that you already have,getting a promotion was the icing on the cake after a successful year,she carefully spread the icing on the cake for her friend's birthday,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in a fog,in a great confusion,"after the long meeting, he was lost in a fog and couldn't concentrate","while hiking, they were lost in a fog and couldn't find their way back",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in a nutshell,to be brief and straight to the point.,she explained it in a nutshell so that everyone could understand the concept quickly,"as a creative challenge, she explained it in a nutshell by writing a tiny summary inside a walnut shell",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in a pickle,to be in a difficult situation,they found themselves in a pickle when they realized they had double-booked their appointments,the tiny figurines found themselves in a pickle when they were accidentally placed inside a jar of pickles,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in at the deep end,to start a new job or activity without being prepared for it,"on her first day at work, she was thrown in at the deep end with a challenging project","during swimming lessons, he was thrown in at the deep end of the pool to test his skills",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in bed with,"to work with a person or organisation, or being involved with them, in a way that causes other people to distrust you.",the company was accused of being in bed with the competition to manipulate prices,"the two athletes, who were also roommates, found themselves sharing a room and sleeping in bed with the competition",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in deep water,a very serious situation,"after making a costly mistake, he found himself in deep water with his boss","while swimming in the ocean, he found himself in deep water and struggled to stay afloat",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in full swing,at a stage when the level of activity is at its highest,"when we arrived, the party was in full swing with everyone dancing and laughing",the pendulum experiment demonstrated that the party was in full swing when the ball reached its highest point,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in hot water,in trouble or state of shame,he found himself in hot water after forgetting to submit the report on time,he accidentally found himself in hot water when he stepped into the scalding bathtub,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in the black,to not be in debt,"after months of struggling, our business is finally in the black",she wore a dark outfit and was finally in the black for the themed party,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in the cross hairs,in a position where one might receive severe criticism,"as the whistleblower, he found himself caught in the cross hairs of the company's retaliation","during the paintball match, she was caught in the cross hairs of her opponent's gun",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in the dark,"uninformed, a state of ignorance.",the employees were kept in the dark about the company's financial situation,"during the power outage, we were kept in the dark until the electricity came back",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in the doghouse,someone who is in disgrace and very unpopular at the moment,"after forgetting their anniversary, he was in the doghouse with her for a week",he crawled in the doghouse with her to retrieve the lost toy,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in the loop,to be aware of the information,"as a team member, I want to be kept in the loop about project updates",the rope was kept in the loop to secure the boat to the dock,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in the red,more money going out than coming in,"due to poor financial decisions, the company is in the red","during the paintball match, the company is in the red team",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
in touch,"to remain in contact with someone, especially when separated by time or distance","even after moving to another city, we promised to stay in touch","during the team-building exercise, we had to stay in touch by holding hands",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
it's a small world,meeting someone not expected to be at a certain place,"running into my childhood friend in a foreign country, I thought it's a small world after all","looking at the miniature globe in the store, I remarked, it's a small world after all",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
jam on your face,"people who appear to be caught, embarrassed or found guilty","after making a mistake in the presentation, he had jam on his face in front of the whole team","while eating breakfast, he accidentally had jam on his face from the toast",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
"judge, jury and executioner","people that are in charge of every decision made, and they have the power to be rid of whomever they choose","he was acting as judge, jury, and executioner when he made the decision without consulting anyone","in the dystopian play, the main character was acting as judge, jury, and executioner in a twisted legal system",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
jump on the bandwagon,to start doing something because it is fashionable or profitable,"when the new trend became popular, everyone jumped on the bandwagon","during the parade, he jumped on the bandwagon to join the musicians",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
jungle out there,the situation is dangerous and is characterized by ruthless behavior and competition,"with so much competition in the job market, it's a jungle out there","as we entered the dense rainforest, our guide warned us, it's a jungle out there",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
jury's out,when there is no general agreement or consensus on something,"regarding the new policy, the jury's out on that decision, as people are still debating its effectiveness","during the court recess, the jury's out on that decision, discussing the case in a separate room",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
just off the boat,a person who is naive and inexperienced,"he was so naive and inexperienced, as if he was just off the boat","soaking wet and carrying their luggage, they were just off the boat from their island trip",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
just what the doctor ordered,exactly what was wanted or needed,a relaxing vacation was just what the doctor ordered after a stressful year,the prescribed medication was just what the doctor ordered for her condition,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
keep at arm's length,keep distance from something or somebody,"despite his attempts to get closer, she kept him at arm's length due to her cautious nature","during the self-defense training, she kept him at arm's length to maintain a safe distance",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
keep card close to chest,"be secretive or cautious, give nothing away","during the negotiations, they kept their cards close to their chest and didn't reveal their true intentions","while playing poker, they kept their cards close to their chest so no one could see their hand",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
keep the wolf from the door,to have sufficient money to prevent starvation or hunger,"working two jobs, she kept the wolf from the door and provided for her family","with a sturdy fence, the farmer kept the wolf from the door of his sheep pen",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
keep your nose clean,to stay out of trouble by not doing anything wrong,"to avoid getting into trouble, focus on keeping your nose clean at work","during allergy season, keeping your nose clean is essential for comfort",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
kick the bucket,to die,"the old couple, inseparable in life, kicked the bucket together in their sleep","while cleaning the barn, they accidentally kicked the bucket together and spilled water everywhere",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
kick yourself,to be angry with yourself for something you have or have not done,they kicked themselves for not investing in the stock earlier,"during the yoga class, they accidentally kicked themselves while attempting a new pose",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
kill two birds with one stone,accomplish two different things at the same time,"by combining our errands, we killed two birds with one stone and saved time","with a well-aimed throw, he killed two birds with one stone in the field",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
kiss and make up,to become friendly again after an argument,"after the argument, he decided to kiss and make up with her to resolve their differences","during the play, the actors had to kiss and make up with her as part of the scene",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
knee jerk reaction,an automatic response to something,his sudden outburst was a knee jerk reaction to the news of the company's bankruptcy,"the doctor tapped his patient's leg, causing a knee jerk reaction to the news of the reflex hammer",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
know the ropes,to know all the ways and means to get something done,"having worked there for years, he knew the ropes well and could handle any task","as an experienced sailor, he knew the ropes well and could tie any knot",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,"he always supports the boss's decisions, showing that he knows which side his bread is buttered",he carefully observed the sandwich and knows which side his bread is buttered to avoid getting his hands greasy,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
knowing which way the wind blows,this means that you should know how things are developing and be prepared for the future,he made a wise decision by knowing which way the wind blows in the company,"as an experienced sailor, he was skilled at knowing which way the wind blows",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
lean towards,to be interested in something,"after considering the pros and cons, she was leaning towards that option","while standing near the table, he was leaning towards that option to get a closer look",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
leaps and bounds,progress very quickly,"after attending the workshop, her skills made progress in leaps and bounds",the kangaroo made progress in leaps and bounds across the field,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
learn to walk before you run,to take smaller steps initially,you should learn to walk before you run when it comes to mastering a new skill,"as a toddler, you must learn to walk before you run to avoid falling",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
leg up,give or receive assistance to achieve a goal,the scholarship gave her a leg up in her pursuit of higher education,he gave her a leg up to help her climb over the fence,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
let the cat out of the bag,to let a secret out in the open,he accidentally let the cat out of the bag about the surprise party,she opened the bag and let the cat out of the bag after bringing it home from the shelter,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
lick his wounds,"to try to recover your confidence or spirit after a defeat, failure or disappointment",he licked his wounds after the fight by taking some time to recover from the emotional blow,the injured dog licked his wounds after the fight with another canine,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
lie low,"To go out of sight, usually after having done something bad.","after the controversy, he decided to lie low and avoid the media","during the game of hide and seek, he decided to lie low in the tall grass",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
lights are on but nobody is home,used to describe a stupid person.,"when I tried to explain the situation to him, it seemed like the lights are on but nobody is home",I walked past the house and noticed that the lights are on but nobody is home,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
line in the sand,a boundary beyond which one cannot proceed without consequences,he decided to draw a line in the sand and confront his coworker about the issue,"while playing at the beach, the children decided to draw a line in the sand to divide their territories",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
long in the tooth,To get too old for something.,he's getting long in the tooth and might retire soon,"the horse was getting long in the tooth as it aged, making it easier to determine its age",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
long run,far away in the future,investing in education will pay off in the long run,the marathon was in the long run category of races,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
looked through colored glasses,to look the things not as they are; having a heavily biased worldview,she always looked through colored glasses when it came to her children's achievements,"during the art class, we looked through colored glasses to observe the effects on the painting",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
loose cannon,somebody whose activities are uncommon and out of control,"after losing his job, he became a loose cannon and started causing problems","during the battle reenactment, the replica became a loose cannon when it broke free from its mount",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
lose your marbles,strange behaviors.,"after working non-stop for days, he finally lost his marbles and started talking nonsense","during the game, he accidentally lost his marbles when the bag ripped open",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
lower the bar,to lower standards or expectations,the company lowered the bar for everyone by reducing the performance expectations,the gym instructor lowered the bar for everyone during the limbo competition,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
make ends meet,make sufficient money to survive on,"after losing her job, she was struggling to make ends meet and pay her bills",the tailor was struggling to make ends meet when sewing the two pieces of fabric together,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
make ones bed and lie on it,to be responsible for what you have done and accept the results,they made their bed and lied on it when they decided to invest in that risky business,"after tidying up the room, they made their bed and lied on it to take a nap",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
makes his hackles rise,to make you angry,the sound of nails on a chalkboard makes his hackles rise,"when the dog senses danger, it makes his hackles rise on his back",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
makes my ears burn,"to be embarrassed by what you hear, especially if the conversation is about you",hearing people gossip about me makes my ears burn,standing too close to the bonfire makes my ears burn,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
man's best friend,"It refers to animals that are of use to human beings, mostly used to address dogs.",the loyal dog is often considered a man's best friend,"he wrote a book about his childhood, where he described his brother as a man's best friend",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
mend fences,to try and improve a bad relationship with another party,"after the argument, he started mending fences with her by apologizing",the farmer spent the afternoon mending fences with her to keep the animals inside,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
miles away,unaware of the current situation,"during the meeting, her thoughts seemed miles away from the topic",the mountain peak seemed miles away from our current location,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
mind your own beeswax,do not interfere into someone else's matter,"instead of gossiping about others, focus on minding your own beeswax","while working at the apiary, concentrate on minding your own beeswax production",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
mind your own business,to look into your own matter,the neighbors were minding their own business and didn't notice the commotion next door,the entrepreneurs were minding their own business by managing their respective companies,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
miss the boat,miss a chance,she missed the boat on that opportunity by not applying for the job in time,she missed the boat on that opportunity to take the scenic river cruise,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
more heat than light,to cause anger or intense reaction but doesn't clarify anything,the heated debate generated more heat than light and left everyone confused,the malfunctioning light bulb generated more heat than light and needed to be replaced,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
my hands are full,someone is too busy or has too much going on to be able to do or become involved with anything else,"With three projects to manage and a presentation to prepare, my hands are full at the moment","Carrying a stack of books and a cup of coffee, my hands are full at the moment",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
nail biter,"a situation like a close contest, which induces anxiety or tension.",the final moments of the game were a real nail biter as both teams were neck and neck,"watching her chew on her fingers during the movie, it was clear she was a real nail biter",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
nail in the coffin,"an action/event that will help bring about the death, end, or failure of something or someone",his resignation letter put the final nail in the coffin for the company's future,the undertaker put the final nail in the coffin before lowering it into the ground,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
never looked back,"after an event which changed your life for the better, you continue to be happy with the situation","she quit her job and started her own business, and she never looked back after that",he walked away from the haunted house and never looked back after that,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
no spring chicken,Someone who's no longer young.,he realized he was not a spring chicken anymore when he couldn't keep up with the younger athletes,the farmer confirmed that the hen was not a spring chicken anymore as it had grown quite large,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
not getting anywhere,to make no progress at all; not improving or advancing a particular situation,we were not getting anywhere with this project due to constant setbacks,"the car was stuck in the mud, and we were not getting anywhere with this vehicle",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
not hurt a fly or flea,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.","despite his intimidating appearance, he wouldn't hurt a fly and was very gentle",she was so careful with her bug collection that she wouldn't hurt a fly while handling them,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
not playing with a full deck,not mentally sound,his strange ideas made it seem like he was not playing with a full deck,"during the poker game, we discovered we were not playing with a full deck when the ace of spades appeared twice",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
old hat,Someone who is old fashioned. The phrase can directly refer to old fashion too.,"she's an old hat at programming, having done it for years","he found an old hat at the back of his closet, covered in dust",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
old school,old fashioned ideas or approach compared to current trends,"he prefers an old school approach to communication, like writing letters",the museum showcased an old school approach to education with antique desks and chalkboards,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
on a silver platter,to get something without having to work for it,he served it on a silver platter by doing all the work for her,the waiter served it on a silver platter to impress the guests,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
on its knees,something that is in a very weak situation or on the verge of failure,"after the economic crisis, the city was on its knees and struggling to recover","in the art installation, the city was on its knees as the artist had created a miniature version of it, resting on two large sculptures of human knees",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
on pins and needles,being anxious or nervous,"while anticipating the exam results, we were waiting on pins and needles","during the acupressure therapy session, she was waiting on pins and needles placed on her back",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
on the back burner,to put something (that is to be done) for later,"due to the urgent tasks, we had to put it on the back burner for now","to simmer the sauce slowly, she put it on the back burner of the stove",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
on the brink of,to be on the verge of doing something,the company was on the brink of something big when they launched their new product,"the hiker stood on the brink of something dangerous, a steep cliff",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
on the crest of a wave,to reach the highest point of success,"after the successful product launch, the company was riding on the crest of a wave",the surfer skillfully balanced himself while riding on the crest of a wave,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
on the hook,someone who is responsible for something,he was left on the hook for the entire project after his partner quit,the fish was left on the hook after it was caught,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
on the line,to be at serious risk.,she put it on the line when she confronted her boss about the unfair treatment,she put it on the line to dry after washing her clothes,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
on the money,being right about something.,his prediction about the game's outcome was right on the money,the coin landed right on the money that was placed on the table,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
on the pig's back,a successful situation and everything is going well for that person,"after winning the lottery, he was riding on the pig's back and enjoying his newfound wealth","at the farm, the child was riding on the pig's back for fun",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
on the same page,everyone in agreement,"before starting the project, we need to be on the same page regarding our goals","while reading the book together, they happened to be on the same page",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
open old wounds,"to revive memories of an unpleasant event, situation or dispute that took place in the past",bringing up their past mistakes opened old wounds in the conversation,the surgeon opened old wounds to remove the remaining infection,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
out of hand,out of control,the party got out of hand when people started throwing food,the ball got out of hand when he accidentally dropped it,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
out of the closet,go public about something private or hidden,"after years of hiding his true self, he finally came out of the closet to his family",she came out of the closet after finding the perfect outfit to wear,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
out of the frying pan into the fire,to go from a bad to worse situation,"by quitting her job without a backup plan, she jumped out of the frying pan into the fire",the fish jumped out of the frying pan into the fire when the cook wasn't paying attention,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
over my dead body,"in no way, under no circumstances","he smirked and said, 'over my dead body will you ever beat me in a race'",the cat walked over my dead body in the crime scene simulation,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
over the moon,extremely pleased or happy,she was over the moon about the news of her promotion,the astronaut floated over the moon about the news of a successful mission,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
paddle own canoe,To be able to act without having to depend on anyone.,they decided to paddle their own canoe and start their own business,they had to paddle their own canoe to reach the other side of the lake,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
paint the town red,to celebrate and have a wild time,"after winning the championship, they decided to paint the town red together and celebrate","as part of a community art project, they decided to paint the town red together by covering the walls with vibrant murals",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
pass on the baton,give responsibility for something important to another person.,the retiring CEO passed on the baton to her as the new leader of the company,"during the relay race, he passed on the baton to her for the next lap",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
pass the buck,passing blame to another person,"he didn't want to take responsibility, so he passed the buck to her",he handed her a dollar bill and passed the buck to her,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
pass the torch,to pass on the responsibility,the retiring CEO passed the torch to her as the new leader of the company,"during the relay race, he passed the torch to her for the next lap",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
pie in the sky,used to portray or refer to something that is lovely to consider however is probably not going to happen,his plan to become a millionaire overnight was just a pie in the sky,the artist painted a pie in the sky to represent the whimsical nature of dreams,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
piece of work,"a complex, tricky, or odd person","he was a real piece of work, always causing trouble and stirring up drama","the sculpture she created was a real piece of work, showcasing her artistic talent",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
pipe down,to take to one or more notches down to its current standard,the teacher told them to pipe down when they were being too loud,the plumber told them to pipe down the water pressure to avoid leaks,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
play cat and mouse,to play with or tease someone,the detective played cat and mouse with the suspect to get a confession,the children played cat and mouse by pretending to be animals in their game,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
playing second fiddle,to play a secondary or minor role with regards to someone else,he didn't like playing second fiddle to her in the company hierarchy,"in the orchestra, he was playing second fiddle to her during the performance",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
plays with fire,people who take unnecessary risks or behave in a dangerous way,she plays with fire by constantly challenging her boss 's authority,"as a professional fire performer, she plays with fire during her shows",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
prick up ears,to start paying attention,"when the speaker mentioned a new opportunity, the audience pricked up their ears",the dog pricked up their ears when they heard a strange noise outside,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
pull a rabbit out of the hat,do something unexpected or surprising,our team pulled a rabbit out of the hat by winning the game in the last minute,the magician pulled a rabbit out of the hat during his performance,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
pull leg,tease someone,"when he told me I won the lottery, I thought he was pulling my leg","during the therapy session, the therapist was pulling my leg to stretch my muscles",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
pull the plug,to kill or discontinue,"due to budget constraints, the management decided to pull the plug on the project","to save electricity, she decided to pull the plug on the projector's power cord",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
pull the wool over eyes,to deceive someone,they pulled the wool over her eyes by pretending to be a wealthy businessman,"during the surprise party preparations, they pulled the wool over her eyes with a blindfold",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
pull your socks up,to be determined to work very hard,"if you want to pass the exam, you need to pull your socks up and study harder","before putting on your shoes, don't forget to pull your socks up",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
push the boat out,celebrate; enjoy oneself.,"for her birthday, we pushed the boat out and threw a huge party",we pushed the boat out into the water to start our fishing trip,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
put a sock in it,to ask someone to stop talking,"he was talking too much, so I told him to put a sock in it","the hole in the wall was letting in cold air, so I decided to put a sock in it",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
put cards on the table,be open and honest,"during the meeting, they put their cards on the table and discussed their true intentions","in the middle of the poker game, they put their cards on the table to reveal their hands",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
put his heart into,to be very enthusiastic and invest a lot of energy and hard work in something,he put his heart into the project and worked tirelessly to make it a success,"as a bizarre art installation, he put his heart into the project by placing a replica of a human heart in the center",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
put the cart before the horse,to do things in the wrong order or sequence,"by focusing on the design before understanding the requirements, they were putting the cart before the horse","in a moment of confusion, the farmer accidentally started putting the cart before the horse",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
put your foot in it,"say something (by mistake) that upsets, humiliates, or embarrasses someone","when you mentioned her ex, you really put your foot in it",be careful not to put your foot in it when stepping over the muddy puddle,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
put your head on the block,if you put yourself in a dangerous situation where you risk losing your job or your reputation if things go wrong,he put his head on the block by taking responsibility for the team's failure,"during the historical reenactment, he put his head on the block for the execution scene",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
rain or shine,Doing something regularly regardless of the circumstances.,"no matter the obstacles, rain or shine, we'll be there to support you","regardless of the weather conditions, rain or shine, we'll be there for the outdoor event",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
raise eyebrows,to show surprise or disapproval by the expression on their face,his controversial statement raised eyebrows at the meeting,the instructor asked everyone to raised eyebrows at the meeting as a facial exercise,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
raise the bar,to be better than what went before,her outstanding performance raised the bar for everyone in the competition,the high jump coach raised the bar for everyone during practice,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
rats in the attic,someone who is bit mad or that their behaviour is eccentric,"they always seemed a bit off, as if they found rats in the attic","when they went up to clean, they found rats in the attic",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
ray of sunshine,someone or something that brings hope into the lives of others,her positive attitude was a ray of sunshine in the room during the meeting,the window allowed a ray of sunshine in the room to brighten the space,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
ready to drop,to be extremely tired and nearly too exhausted to stay standing,"after working for 12 hours straight, he looked ready to drop",the overripe fruit on the tree looked ready to drop any moment,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
recharge one's batteries,take a break or holiday to relax and regain one's vim and vigour,they went on a vacation to recharge their batteries and regain their energy,they plugged in their devices to recharge their batteries before leaving the house,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
red herring,something irrelevant that distracts you from something important,the detective found a red herring in the suspect's alibi,"while exploring the fish market, we found a red herring among the seafood",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
ring a bell,something that sounds familiar,mentioning the old restaurant seemed to ring a bell for them,the teacher asked me to ring a bell for them to signal the end of recess,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
rip off,the act of stealing,the plagiarized book seemed to rip off the cover of the original work,"with a strong pull, he managed to rip off the cover of the old book",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
