idiom,meaning,intended_figurative,intended_literal,maxVote_figurative,maxVote_literal,gold_figurative,gold_literal,well_formed
in full swing,at a stage when the level of activity is at its highest,"when we arrived, the party was in full swing with everyone dancing and laughing",the pendulum experiment demonstrated that the party was in full swing when the ball reached its highest point,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
in high dudgeon,feeling or exhibiting great resentment,"after hearing the offensive remark, she left the room in high dudgeon","she left the room in high dudgeon, a castle known for its dramatic history",figurative,tie,"['figurative', 'figurative']","['literal', 'discard']",False
in hot water,in trouble or state of shame,he found himself in hot water after forgetting to submit the report on time,he accidentally found himself in hot water when he stepped into the scalding bathtub,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
in one's blood,a natural or inherited characteristic.,"she's a natural athlete, it's in her blood","the medication she took is now circulating, it's in her blood",tie,literal,"['figurative', 'literal']","['literal', 'literal']",False
in stitches,to laugh so hard that you are not able to control yourself,his hilarious jokes had everyone in stitches at the party,the tailor had everyone in stitches as he mended their clothes,figurative,tie,"['figurative', 'figurative']","['ambiguous', 'literal']",False
in tandem,one after another,the two departments worked in tandem to complete the project on time,"they worked in tandem on the bicycle, pedaling together",figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
in the bag,have something as good as secured or certain,"after weeks of preparation, she had it in the bag and aced the interview",she had it in the bag when she found the missing wallet,figurative,tie,"['figurative', 'figurative']","['literal', 'discard']",False
in the black,to not be in debt,"after months of struggling, our business is finally in the black",she wore a dark outfit and was finally in the black for the themed party,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
in the blink of an eye,in an instant,the opportunity vanished in the blink of an eye when someone else took the job,the magician made the coin vanished in the blink of an eye with his sleight of hand,tie,figurative,"['literal', 'figurative']","['figurative', 'figurative']",False
in the cross hairs,in a position where one might receive severe criticism,"as the whistleblower, he found himself caught in the cross hairs of the company's retaliation","during the paintball match, she was caught in the cross hairs of her opponent's gun",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
in the dark,"uninformed, a state of ignorance.",the employees were kept in the dark about the company's financial situation,"during the power outage, we were kept in the dark until the electricity came back",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
in the doghouse,someone who is in disgrace and very unpopular at the moment,"after forgetting their anniversary, he was in the doghouse with her for a week",he crawled in the doghouse with her to retrieve the lost toy,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
in the good books,be in somebody's favour or good opinion,"by completing the project on time, he was in the good books of the boss","the employee's name was written in the good books of the boss, which was a list of top performers",figurative,tie,"['figurative', 'figurative']","['figurative', 'literal']",False
in the heat of the moment,saying or doing something without thinking due go anger or excitement,he made a rash decision in the heat of the moment during the argument,"while standing near the bonfire, they shared a passionate kiss in the heat of the moment",figurative,tie,"['figurative', 'figurative']","['ambiguous', 'literal']",False
in the loop,to be aware of the information,"as a team member, I want to be kept in the loop about project updates",the rope was kept in the loop to secure the boat to the dock,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
in the pipeline,to be underway,our company has several exciting projects in the pipeline for the upcoming year,the engineers were working on a system to detect leaks and monitor projects in the pipeline,figurative,tie,"['figurative', 'figurative']","['figurative', 'literal']",False
in the red,more money going out than coming in,"due to poor financial decisions, the company is in the red","during the paintball match, the company is in the red team",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
in touch,"to remain in contact with someone, especially when separated by time or distance","even after moving to another city, we promised to stay in touch","during the team-building exercise, we had to stay in touch by holding hands",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
in your face,"a bold, defiant or aggressive manner",his aggressive sales pitch showed an in-your-face attitude that turned off potential customers,the 3D movie had an in-your-face attitude with objects flying towards the audience,figurative,tie,"['figurative', 'figurative']","['ambiguous', 'figurative']",False
it's a small world,meeting someone not expected to be at a certain place,"running into my childhood friend in a foreign country, I thought it's a small world after all","looking at the miniature globe in the store, I remarked, it's a small world after all",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
it's not brain surgery,to indicate that a specific task is simple and easy to undertake ,"don't worry about assembling the furniture, it's not brain surgery","fixing a broken computer is complicated, but it's not brain surgery",figurative,figurative,"['figurative', 'figurative']","['figurative', 'figurative']",False
jam on your face,"people who appear to be caught, embarrassed or found guilty","after making a mistake in the presentation, he had jam on his face in front of the whole team","while eating breakfast, he accidentally had jam on his face from the toast",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
jobs for the boys,work that someone in an important position gives to their friends or relations,the company was criticized for giving jobs for the boys instead of hiring based on merit,the summer camp was giving jobs for the boys to help them earn some pocket money,figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
joined the club,"said in answer to something that someone has said, meaning that you are in the same bad situation as they are","after experiencing the same misfortune, they joined the club together",they filled out the membership forms and joined the club together,tie,tie,"['ambiguous', 'literal']","['literal', 'figurative']",False
"judge, jury and executioner","people that are in charge of every decision made, and they have the power to be rid of whomever they choose","he was acting as judge, jury, and executioner when he made the decision without consulting anyone","in the dystopian play, the main character was acting as judge, jury, and executioner in a twisted legal system",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
jump on the bandwagon,to start doing something because it is fashionable or profitable,"when the new trend became popular, everyone jumped on the bandwagon","during the parade, he jumped on the bandwagon to join the musicians",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
jungle out there,the situation is dangerous and is characterized by ruthless behavior and competition,"with so much competition in the job market, it's a jungle out there","as we entered the dense rainforest, our guide warned us, it's a jungle out there",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
jury's out,when there is no general agreement or consensus on something,"regarding the new policy, the jury's out on that decision, as people are still debating its effectiveness","during the court recess, the jury's out on that decision, discussing the case in a separate room",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
just deserts,get what one deserves,"after cheating on the test, they received their just deserts when they were caught","at the end of the meal, they received their just deserts as the waiter brought out a platter of sweets",figurative,tie,"['figurative', 'figurative']","['literal', 'ambiguous']",False
just off the boat,a person who is naive and inexperienced,"he was so naive and inexperienced, as if he was just off the boat","soaking wet and carrying their luggage, they were just off the boat from their island trip",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
just what the doctor ordered,exactly what was wanted or needed,a relaxing vacation was just what the doctor ordered after a stressful year,the prescribed medication was just what the doctor ordered for her condition,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
keep an eye on,keep a watch on something or someone closely,"as a supervisor, it's my responsibility to keep an eye on the situation and ensure everything runs smoothly",the security guard had to keep an eye on the situation by monitoring the surveillance cameras,figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
keep at arm's length,keep distance from something or somebody,"despite his attempts to get closer, she kept him at arm's length due to her cautious nature","during the self-defense training, she kept him at arm's length to maintain a safe distance",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
keep card close to chest,"be secretive or cautious, give nothing away","during the negotiations, they kept their cards close to their chest and didn't reveal their true intentions","while playing poker, they kept their cards close to their chest so no one could see their hand",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
keep the wolf from the door,to have sufficient money to prevent starvation or hunger,"working two jobs, she kept the wolf from the door and provided for her family","with a sturdy fence, the farmer kept the wolf from the door of his sheep pen",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
keep your hair on,to request someone to stay calm and not get annoyed,"when he started to panic, I told him to keep his hair on and stay calm","as the wind blew fiercely, I told him to keep his hair on by wearing a hat",figurative,tie,"['figurative', 'figurative']","['figurative', 'literal']",False
keep your nose clean,to stay out of trouble by not doing anything wrong,"to avoid getting into trouble, focus on keeping your nose clean at work","during allergy season, keeping your nose clean is essential for comfort",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
kick the bucket,to die,"the old couple, inseparable in life, kicked the bucket together in their sleep","while cleaning the barn, they accidentally kicked the bucket together and spilled water everywhere",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
kick yourself,to be angry with yourself for something you have or have not done,they kicked themselves for not investing in the stock earlier,"during the yoga class, they accidentally kicked themselves while attempting a new pose",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
kill two birds with one stone,accomplish two different things at the same time,"by combining our errands, we killed two birds with one stone and saved time","with a well-aimed throw, he killed two birds with one stone in the field",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
kiss and make up,to become friendly again after an argument,"after the argument, he decided to kiss and make up with her to resolve their differences","during the play, the actors had to kiss and make up with her as part of the scene",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
knee jerk reaction,an automatic response to something,his sudden outburst was a knee jerk reaction to the news of the company's bankruptcy,"the doctor tapped his patient's leg, causing a knee jerk reaction to the news of the reflex hammer",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
knight in shining armour,used to describe someone who saves you from a difficult situation,he came to her rescue like a knight in shining armour when she needed help,"at the medieval festival, there was a knight in shining armour on horseback",tie,literal,"['literal', 'figurative']","['literal', 'literal']",False
knock on wood,tap knuckle on wood in order to avoid bad luck,"hoping for good luck, she knocked on wood before the big presentation","to test the sturdiness of the table, she knocked on wood",tie,literal,"['figurative', 'literal']","['literal', 'literal']",False
know the ropes,to know all the ways and means to get something done,"having worked there for years, he knew the ropes well and could handle any task","as an experienced sailor, he knew the ropes well and could tie any knot",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,"he always supports the boss's decisions, showing that he knows which side his bread is buttered",he carefully observed the sandwich and knows which side his bread is buttered to avoid getting his hands greasy,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
knowing which way the wind blows,this means that you should know how things are developing and be prepared for the future,he made a wise decision by knowing which way the wind blows in the company,"as an experienced sailor, he was skilled at knowing which way the wind blows",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
last resort,the last thing you would do if you were desperate and all other courses of action had failed,he decided to ask his parents for help as a last resort when all other options failed,"the hotel named 'The Last Resort' was the only available option, so we booked it as a last resort",figurative,tie,"['figurative', 'figurative']","['discard', 'figurative']",False
lead astray,make someone act or think in a wrong or foolish manner.,the false information led them astray in their investigation,the broken compass led them astray in the dense forest,tie,literal,"['figurative', 'literal']","['literal', 'literal']",False
lean towards,to be interested in something,"after considering the pros and cons, she was leaning towards that option","while standing near the table, he was leaning towards that option to get a closer look",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
leaps and bounds,progress very quickly,"after attending the workshop, her skills made progress in leaps and bounds",the kangaroo made progress in leaps and bounds across the field,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
learn to walk before you run,to take smaller steps initially,you should learn to walk before you run when it comes to mastering a new skill,"as a toddler, you must learn to walk before you run to avoid falling",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
leave at the altar,decide not to marry someone at the very last moment,he left her at the altar when he decided not to show up for their wedding,he left her at the altar to fetch the forgotten wedding rings from their car,tie,literal,"['literal', 'figurative']","['literal', 'literal']",False
leave no stone unturned,do everything that is possible in order to achieve something,"to find the perfect gift for her, they left no stone unturned in their search","during the archaeological dig, they left no stone unturned to uncover hidden artifacts",figurative,tie,"['figurative', 'figurative']","['literal', 'ambiguous']",False
leg up,give or receive assistance to achieve a goal,the scholarship gave her a leg up in her pursuit of higher education,he gave her a leg up to help her climb over the fence,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
let sleeping dogs lie,its best to leave a situation as it is if disturbing it might cause trouble,it's better to let sleeping dogs lie and not bring up past conflicts,"while walking through the park, we decided to let sleeping dogs lie and not disturb them",figurative,tie,"['figurative', 'figurative']","['literal', 'ambiguous']",False
let the cat out of the bag,to let a secret out in the open,he accidentally let the cat out of the bag about the surprise party,she opened the bag and let the cat out of the bag after bringing it home from the shelter,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
lick his wounds,"to try to recover your confidence or spirit after a defeat, failure or disappointment",he licked his wounds after the fight by taking some time to recover from the emotional blow,the injured dog licked his wounds after the fight with another canine,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
lick your lips,to show that you're excited about something and are eager for it to happen,they licked their lips in anticipation of the delicious meal,"after eating the ice cream, they licked their lips to clean off the remaining traces",tie,literal,"['figurative', 'literal']","['literal', 'literal']",False
lie low,"To go out of sight, usually after having done something bad.","after the controversy, he decided to lie low and avoid the media","during the game of hide and seek, he decided to lie low in the tall grass",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
lights are on but nobody is home,used to describe a stupid person.,"when I tried to explain the situation to him, it seemed like the lights are on but nobody is home",I walked past the house and noticed that the lights are on but nobody is home,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
line in the sand,a boundary beyond which one cannot proceed without consequences,he decided to draw a line in the sand and confront his coworker about the issue,"while playing at the beach, the children decided to draw a line in the sand to divide their territories",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
live at rack and manger,in between plenty and abundance,"after winning the lottery, they lived at rack and manger with no financial worries","the horses in the stable lived at rack and manger, with food and shelter provided",figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
loaves and fishes,done for material benefits,the charity event shared loaves and fishes by providing for the needy,"at the picnic, they shared loaves and fishes among the attendees",tie,literal,"['literal', 'ambiguous']","['literal', 'literal']",False
long in the tooth,To get too old for something.,he's getting long in the tooth and might retire soon,"the horse was getting long in the tooth as it aged, making it easier to determine its age",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
long run,far away in the future,investing in education will pay off in the long run,the marathon was in the long run category of races,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
look before you leap,to make sure that everything is alright before doing something important which you cannot revert,"when making a big decision, always remember to look before you leap","while standing on the edge of the diving board, he was reminded to look before you leap",tie,literal,"['figurative', 'ambiguous']","['literal', 'literal']",False
look on the bright side,always try to see the good things even in bad situations,"despite the setback, she encouraged us to look on the bright side of things and learn from the experience","as the sun rose, we decided to look on the bright side of things and enjoy the beautiful view",figurative,tie,"['figurative', 'figurative']","['figurative', 'ambiguous']",False
looked through colored glasses,to look the things not as they are; having a heavily biased worldview,she always looked through colored glasses when it came to her children's achievements,"during the art class, we looked through colored glasses to observe the effects on the painting",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
loose cannon,somebody whose activities are uncommon and out of control,"after losing his job, he became a loose cannon and started causing problems","during the battle reenactment, the replica became a loose cannon when it broke free from its mount",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
lose it,go insane or crazy,she lost it during the meeting when she could n't handle the pressure anymore,she lost it during the meeting when her pen slipped out of her hand,figurative,tie,"['figurative', 'figurative']","['literal', 'ambiguous']",False
lose your marbles,strange behaviors.,"after working non-stop for days, he finally lost his marbles and started talking nonsense","during the game, he accidentally lost his marbles when the bag ripped open",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
lower the bar,to lower standards or expectations,the company lowered the bar for everyone by reducing the performance expectations,the gym instructor lowered the bar for everyone during the limbo competition,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
lump in my throat,to have a tight feeling in your throat because of a strong emotion such as sadness or gratitude,"when I heard the sad news, I had a lump in my throat and couldn't speak","after swallowing a large piece of food, I had a lump in my throat and needed water",tie,literal,"['literal', 'figurative']","['literal', 'literal']",False
made it,used to indicated the completion of a task,"after years of hard work, she finally made it in the music industry","despite the heavy traffic, they finally made it to the party",figurative,figurative,"['figurative', 'figurative']","['figurative', 'figurative']",False
make a clean breast,to tell the truth about something.,he finally made a clean breast of the situation and admitted his mistakes,the surgeon made a clean breast of the situation by removing the tumor,figurative,tie,"['figurative', 'figurative']","['literal', 'ambiguous']",False
make a song and dance,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,she made a song and dance about it when she found out she won the lottery,the performers made a song and dance about it during the musical's finale,tie,literal,"['figurative', 'literal']","['literal', 'literal']",False
make ends meet,make sufficient money to survive on,"after losing her job, she was struggling to make ends meet and pay her bills",the tailor was struggling to make ends meet when sewing the two pieces of fabric together,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
make it big,become very successful or famous,"after years of hard work, she finally made it big in the industry",the baker made it big in the industry by creating giant-sized cakes,figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
make ones bed and lie on it,to be responsible for what you have done and accept the results,they made their bed and lied on it when they decided to invest in that risky business,"after tidying up the room, they made their bed and lied on it to take a nap",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
makes his hackles rise,to make you angry,the sound of nails on a chalkboard makes his hackles rise,"when the dog senses danger, it makes his hackles rise on his back",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
makes my ears burn,"to be embarrassed by what you hear, especially if the conversation is about you",hearing people gossip about me makes my ears burn,standing too close to the bonfire makes my ears burn,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
man's best friend,"It refers to animals that are of use to human beings, mostly used to address dogs.",the loyal dog is often considered a man's best friend,"he wrote a book about his childhood, where he described his brother as a man's best friend",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
match made in heaven,a combination of two people that is perfect in every way,"their partnership was a match made in heaven, as they complemented each other's skills",the angelic dating service claimed to provide a match made in heaven for its clients,figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
mean business,to be focused about achieving a goal,"when it comes to meeting deadlines, they really mean business",the entrepreneurs' conference was filled with people who they really mean business,figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
meet halfway,to reach a compromise,"to resolve the conflict, they decided to meet halfway in the park and discuss their differences","since they lived on opposite sides of town, they agreed to meet halfway in the park for a picnic",literal,literal,"['literal', 'literal']","['literal', 'literal']",False
mend fences,to try and improve a bad relationship with another party,"after the argument, he started mending fences with her by apologizing",the farmer spent the afternoon mending fences with her to keep the animals inside,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
miles away,unaware of the current situation,"during the meeting, her thoughts seemed miles away from the topic",the mountain peak seemed miles away from our current location,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
miles to go before I sleep,you have a lot to do before you can rest,"with a long list of tasks to complete, I have miles to go before I sleep","during the long hike, I thought to myself, 'miles to go before I sleep' as I checked the map",tie,tie,"['literal', 'figurative']","['figurative', 'literal']",False
mind your own beeswax,do not interfere into someone else's matter,"instead of gossiping about others, focus on minding your own beeswax","while working at the apiary, concentrate on minding your own beeswax production",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
mind your own business,to look into your own matter,the neighbors were minding their own business and didn't notice the commotion next door,the entrepreneurs were minding their own business by managing their respective companies,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
miss the boat,miss a chance,she missed the boat on that opportunity by not applying for the job in time,she missed the boat on that opportunity to take the scenic river cruise,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
more heat than light,to cause anger or intense reaction but doesn't clarify anything,the heated debate generated more heat than light and left everyone confused,the malfunctioning light bulb generated more heat than light and needed to be replaced,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
my hands are full,someone is too busy or has too much going on to be able to do or become involved with anything else,"With three projects to manage and a presentation to prepare, my hands are full at the moment","Carrying a stack of books and a cup of coffee, my hands are full at the moment",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
my way or the highway,to order someone to do something in a specific way without providing an alternative.,"when it comes to decision-making, he always says it's my way or the highway",the sign at the fork in the road read 'it's my way or the highway',figurative,figurative,"['figurative', 'figurative']","['figurative', 'figurative']",False
nail biter,"a situation like a close contest, which induces anxiety or tension.",the final moments of the game were a real nail biter as both teams were neck and neck,"watching her chew on her fingers during the movie, it was clear she was a real nail biter",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
nail in the coffin,"an action/event that will help bring about the death, end, or failure of something or someone",his resignation letter put the final nail in the coffin for the company's future,the undertaker put the final nail in the coffin before lowering it into the ground,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
never looked back,"after an event which changed your life for the better, you continue to be happy with the situation","she quit her job and started her own business, and she never looked back after that",he walked away from the haunted house and never looked back after that,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
night owl,Someone who is vigilant late at night.,she was more productive being a night owl and working late hours,"for the costume party, he dressed up as being a night owl with large wings and a beak",figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
nip in the bud,check something thoroughly.,"to prevent further complications, we decided to nip the problem in the bud by addressing it immediately",the gardener decided to nip the problem in the bud by pruning the young plant,figurative,tie,"['figurative', 'figurative']","['figurative', 'literal']",False
no picnic,used to express that an activity or action is not fun,"working on that project for hours, it was no picnic for the team","despite the food and blankets, the rain made sure it was no picnic for us",figurative,tie,"['figurative', 'figurative']","['ambiguous', 'literal']",False
no room to swing a cat,a very small place,"in this tiny apartment, there's no room to swing a cat","with all these fragile items around, there's no room to swing a cat without breaking something",tie,figurative,"['literal', 'figurative']","['figurative', 'figurative']",False
no spring chicken,Someone who's no longer young.,he realized he was not a spring chicken anymore when he couldn't keep up with the younger athletes,the farmer confirmed that the hen was not a spring chicken anymore as it had grown quite large,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
not getting anywhere,to make no progress at all; not improving or advancing a particular situation,we were not getting anywhere with this project due to constant setbacks,"the car was stuck in the mud, and we were not getting anywhere with this vehicle",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
not have a clue,to not know something.,"when asked about the solution, he didn't have a clue and just shrugged",she searched her bag for the crossword puzzle but didn't have a clue inside,figurative,tie,"['figurative', 'figurative']","['ambiguous', 'literal']",False
not hurt a fly or flea,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.","despite his intimidating appearance, he wouldn't hurt a fly and was very gentle",she was so careful with her bug collection that she wouldn't hurt a fly while handling them,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
not playing with a full deck,not mentally sound,his strange ideas made it seem like he was not playing with a full deck,"during the poker game, we discovered we were not playing with a full deck when the ace of spades appeared twice",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
off grid,disconnected from municipal utility systems.,he decided to disconnect from social media and started living off grid,they built a cabin in the woods and started living off grid without electricity or running water,tie,literal,"['literal', 'figurative']","['literal', 'literal']",False
off the cuff,in an unguarded way,"he gave an off the cuff speech at the party, surprising everyone with his wit","while wearing a shirt with no cuffs, he gave an off the cuff speech about fashion",figurative,tie,"['figurative', 'figurative']","['discard', 'literal']",False
off the hook,free of a difficult situation,"since it was his first mistake, we decided to let him off the hook this time","after untangling the fishing line, we managed to let him off the hook",figurative,tie,"['figurative', 'figurative']","['ambiguous', 'literal']",False
old hat,Someone who is old fashioned. The phrase can directly refer to old fashion too.,"she's an old hat at programming, having done it for years","he found an old hat at the back of his closet, covered in dust",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
old school,old fashioned ideas or approach compared to current trends,"he prefers an old school approach to communication, like writing letters",the museum showcased an old school approach to education with antique desks and chalkboards,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
on a silver platter,to get something without having to work for it,he served it on a silver platter by doing all the work for her,the waiter served it on a silver platter to impress the guests,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
on its knees,something that is in a very weak situation or on the verge of failure,"after the economic crisis, the city was on its knees and struggling to recover","in the art installation, the city was on its knees as the artist had created a miniature version of it, resting on two large sculptures of human knees",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
on pins and needles,being anxious or nervous,"while anticipating the exam results, we were waiting on pins and needles","during the acupressure therapy session, she was waiting on pins and needles placed on her back",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
on the back burner,to put something (that is to be done) for later,"due to the urgent tasks, we had to put it on the back burner for now","to simmer the sauce slowly, she put it on the back burner of the stove",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
on the ball,"alert to new trends, ideas, and methods",she stayed on the ball and managed to finish the project before the deadline,"during the circus performance, the acrobat stayed on the ball while juggling",figurative,ambiguous,"['figurative', 'figurative']","['ambiguous', 'ambiguous']",False
on the brink of,to be on the verge of doing something,the company was on the brink of something big when they launched their new product,"the hiker stood on the brink of something dangerous, a steep cliff",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
on the crest of a wave,to reach the highest point of success,"after the successful product launch, the company was riding on the crest of a wave",the surfer skillfully balanced himself while riding on the crest of a wave,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
on the dot,exactly on time,"she arrived at 3 PM on the dot, showing her punctuality","she arrived at 3 PM on the dot, stepping on a painted circle on the ground",figurative,tie,"['figurative', 'figurative']","['figurative', 'ambiguous']",False
on the edge of their seat,to be very interested in something and fits with both extremely exciting and nerve-wracking,the suspenseful movie had everyone on the edge of their seat,the chair was so small that they were uncomfortably perched on the edge of their seat,tie,literal,"['literal', 'figurative']","['literal', 'literal']",False
on the hook,someone who is responsible for something,he was left on the hook for the entire project after his partner quit,the fish was left on the hook after it was caught,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
on the line,to be at serious risk.,she put it on the line when she confronted her boss about the unfair treatment,she put it on the line to dry after washing her clothes,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
on the money,being right about something.,his prediction about the game's outcome was right on the money,the coin landed right on the money that was placed on the table,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
on the pig's back,a successful situation and everything is going well for that person,"after winning the lottery, he was riding on the pig's back and enjoying his newfound wealth","at the farm, the child was riding on the pig's back for fun",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
on the same page,everyone in agreement,"before starting the project, we need to be on the same page regarding our goals","while reading the book together, they happened to be on the same page",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
open old wounds,"to revive memories of an unpleasant event, situation or dispute that took place in the past",bringing up their past mistakes opened old wounds in the conversation,the surgeon opened old wounds to remove the remaining infection,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
out of business,out of operational conditions,the new competitor put them out of business by offering lower prices,the fire put them out of business by destroying their store,literal,figurative,"['literal', 'literal']","['figurative', 'figurative']",True
out of hand,out of control,the party got out of hand when people started throwing food,the ball got out of hand when he accidentally dropped it,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
out of the closet,go public about something private or hidden,"after years of hiding his true self, he finally came out of the closet to his family",she came out of the closet after finding the perfect outfit to wear,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
out of the frying pan into the fire,to go from a bad to worse situation,"by quitting her job without a backup plan, she jumped out of the frying pan into the fire",the fish jumped out of the frying pan into the fire when the cook wasn't paying attention,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
out on the town,go out and enjoy yourself at one or more places in the town,they were excited about going out on the town to celebrate their anniversary,the mayor was going out on the town to inspect the new infrastructure,tie,literal,"['literal', 'figurative']","['literal', 'literal']",False
outside the lines,not sticking to the rules,his innovative approach to the project was like coloring outside the lines,the child was coloring outside the lines in his coloring book,tie,literal,"['figurative', 'ambiguous']","['literal', 'literal']",False
over my dead body,"in no way, under no circumstances","he smirked and said, 'over my dead body will you ever beat me in a race'",the cat walked over my dead body in the crime scene simulation,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
over the moon,extremely pleased or happy,she was over the moon about the news of her promotion,the astronaut floated over the moon about the news of a successful mission,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
paddle own canoe,To be able to act without having to depend on anyone.,they decided to paddle their own canoe and start their own business,they had to paddle their own canoe to reach the other side of the lake,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
pain in the neck,Mathematics is generally a real pain in the neck for most of the school and college students.,dealing with his constant complaints was a real pain in the neck for everyone,"after sleeping in an awkward position, she woke up with a real pain in the neck",figurative,tie,"['figurative', 'figurative']","['figurative', 'literal']",False
