idiom_0,instance_0,label_0,meaning_0,idiom_1,instance_1,label_1,meaning_1,idiom_2,instance_2,label_2,meaning_2,idiom_3,instance_3,label_3,meaning_3,idiom_4,instance_4,label_4,meaning_4
throw it over the wall,to throw it over the wall,2,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",wouldn't be caught dead,wouldn't be caught dead in that,2,dislike something very much,knee jerk reaction,a knee jerk reaction to the news,2,an automatic response to something,smooth sailing,experience smooth sailing,2,easy progress without impediment or difficulty,sleep on,sleep on the decision,2,postpone making a choice until the following day.
a whale of,had a whale of a time,2,very big (piece) of something,bread and butter,their bread and butter,2,to indicate what a person earns or earns for,uncharted waters,starting a new business was like venturing into uncharted waters for her,0,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",step on his toes,I didn't want to stepped on his toes by taking over his project,0,to annoy or irritate someone by intervening in a situation that is their responsibility,worm in the apple,they found a worm in the apple,2,the presence of something very bad in the best
do the trick,"adding a little more salt to the soup, that should do the trick",0,successfully achieve a result,get the sack,she got the sack from the company after failing to meet her sales targets,0,be dismissed from the job,fan the flames,fanned the flames together,2,make a bad situation even worse,come down with,came down with something,2,to have (usually a disease),nail biter,the final moments of the game were a real nail biter as both teams were neck and neck,0,"a situation like a close contest, which induces anxiety or tension."
go round in circles,the team was going round in circles trying to solve the problem,0,work at something but keep failing to make progress with it.,zip it,to zip it up,2,to ask someone to shut up,knight in shining armour,a knight in shining armour,2,used to describe someone who saves you from a difficult situation,tar with the same brush,by tarring them with the same brush,2,to think that somebody has the same bad qualities as others in a similar surrounding,cloak and dagger,was involved in a cloak and dagger,2,of or characteristic of the activities of spies and undercover agents.
got off your back,finally got off your back,2,to be annoyed and ask someone to stop finding faults or criticize you,pour oil on troubled waters,poured oil on troubled waters,2,"try to calm, soothe or placate a problematic situation",mend fences,mending fences with her,2,to try and improve a bad relationship with another party,nip in the bud,to nip the problem in the bud,2,check something thoroughly.,last resort,as a last resort,2,the last thing you would do if you were desperate and all other courses of action had failed
jam on your face,had jam on his face,2,"people who appear to be caught, embarrassed or found guilty",rats in the attic,they found rats in the attic,2,someone who is bit mad or that their behaviour is eccentric,you reap what you sow,"if you treat people poorly, you'll reap what you sow when they don't help you in return",0,"if you do bad things to people, bad things will happen to you, or good things if you do good things",jungle out there,"with so much competition in the job market, it's a jungle out there",0,the situation is dangerous and is characterized by ruthless behavior and competition,outside the lines,coloring outside the lines,2,not sticking to the rules
cards are stacked against,cards are stacked against them,2,"someone is not likely to succeed, especially because the person is not being given a fair chance",saved his neck,his coworker's intervention saved his neck at the last moment from getting fired,0,to manage to escape from serious danger or trouble,pour cold water on,the sudden budget cut poured cold water on their plans for the event,0,deter or discourage somebody,a wet blanket,being a wet blanket,2,a person who spoils other people's fun.,buckle down,to buckle down to work,2,make sure something stays in place
just off the boat,"he was so naive and inexperienced, as if he was just off the boat",0,a person who is naive and inexperienced,wouldn't be seen dead,wouldn't be seen dead in that,2,to be too ashamed or embarrassed of something,second wind,found a second wind,2,another burst of energy when you had been too tired to finish,bull's eye,hit the bull's eye,2,the center of a target,vultures are circling,the vultures are circling,2,when something is in danger and its enemies are getting ready for the kill
tore your hair out,tore your hair out,2,to be extremely agitated or distressed about something,high up,he was so high up in the company that he had direct access to the CEO,0,to have an important standing in society,lead astray,led them astray,2,make someone act or think in a wrong or foolish manner.,bits and pieces,we gathered the bits and pieces,2,miscellaneous small objects,field day,the gossipers had a field day when they heard about the scandal,0,have a great time doing something enjoyable
to the core,shaken to the core,2,totally,get your goat,got your goat,2,irritate somebody,dragging its feet,dragging its feet on the decision,2,"delaying in decision, not showing enthusiasm",big gun,"to solve the complex problem, we had to bring in the big gun from the head office",0,a very powerful individual,in the bag,she had it in the bag,2,have something as good as secured or certain
die in harness,died in harness,2,to expire while working,against the clock,were racing against the clock,2,in a great hurry to finish something before a particular time,put your head on the block,he put his head on the block,2,if you put yourself in a dangerous situation where you risk losing your job or your reputation if things go wrong,my hands are full,my hands are full at the moment,2,someone is too busy or has too much going on to be able to do or become involved with anything else,whatever floats my boat,whatever floats my boat,2,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy"
wrapped up in cotton wool,she was always wrapped up in cotton wool by her overprotective parents,0,to be over-protected from dangers and risks,does exactly what it says on the tin,does exactly what it says on the tin,2,someone or something is exactly as they seem,an arm and a leg,cost an arm and a leg,2,a large amount of money,go steady,they decided to go steady,2,have a romantic relationship with someone,at an arm's length,she kept it at an arm's length to avoid getting too involved in the situation,0,as far away from your body as possible
in hot water,he found himself in hot water after forgetting to submit the report on time,0,in trouble or state of shame,zero hour,the team was ready at zero hour to launch the new product,0,a time when a crucial decision or essential action must be taken,on the same page,be on the same page,2,everyone in agreement,man's best friend,a man's best friend,2,"It refers to animals that are of use to human beings, mostly used to address dogs.",wooden spoon,received a wooden spoon,2,the person who finishes last in a race or competition receives an imaginary prize
wrap in cotton wool,wrapped in cotton wool,2,to be overprotective towards somebody,take a back seat,he took a back seat to her,2,take a less important position.,troubled waters,was sailing through troubled waters,2,a difficult phase of life,no spring chicken,not a spring chicken anymore,2,Someone who's no longer young.,ray of sunshine,her positive attitude was a ray of sunshine in the room during the meeting,0,someone or something that brings hope into the lives of others
on pins and needles,"while anticipating the exam results, we were waiting on pins and needles",0,being anxious or nervous,a wakeup call,she received a wakeup call,2,something that makes you realize that you need to take action to change a situation,bread and butter,their bread and butter,2,to indicate what a person earns or earns for,kiss and make up,to kiss and make up with her,2,to become friendly again after an argument,take turns,the siblings took turns at the game to ensure fairness,0,to alternate doing something
smooth his ruffled feathers,to smooth his ruffled feathers,2,to make someone feel less angry or offended,bite head off,she was so angry that she bit his head off when he tried to explain,0,overreact in an angry or harsh way,cross the line,he crossed the line with her,2,behave in a way that is not acceptable,carry the torch for,carrying the torch for her,2,to have strong feelings for someone with whom you do not or cannot have a relationship,green around the gills,looking green around the gills,2,Someone who looks sick or nauseated.
feel the pinch,"after losing his job, he started to feel the pinch financially",0,experience financial hardship,in full swing,the party was in full swing,2,at a stage when the level of activity is at its highest,pay the piper,"after a night of excessive partying, they had to pay the piper the next day",0,to bear the ill-effects of something that was enjoyable at one time,blowing smoke,he was just blowing smoke at the meeting to make himself look good,0,to intentionally misinform or deceive,hold your horses,hold your horses for a moment,2,to wait
lose it,she lost it during the meeting,2,go insane or crazy,clean sweep,the team made a clean sweep by winning all the matches in the tournament,0,an irresistible victory,cut the mustard,"despite his efforts, he couldn't cut the mustard in the competitive sales environment",0,to succeed,call names,calling names at each other,2,to insult someone,stop the rot,stopped the rot,2,"when you prevent a situation from deteriorating, especially in business or politics"
rats in the attic,they found rats in the attic,2,someone who is bit mad or that their behaviour is eccentric,put the clock back,put the clock back an hour,2,change to a lower level or earlier time.,more heat than light,the heated debate generated more heat than light and left everyone confused,0,to cause anger or intense reaction but doesn't clarify anything,set the bar,she set the bar high for her colleagues with her outstanding performance,0,fix the standards acceptable for the task,leaps and bounds,made progress in leaps and bounds,2,progress very quickly
bite the hand that feed,bit the hand that fed,2,to turn against someone who has been a benefactor in the past,as long as,as long as the rope,2,to put condition of time on an action,arm in arm,walked arm in arm,2,to be closely allied,out of the frying pan into the fire,jumped out of the frying pan into the fire,2,to go from a bad to worse situation,straight shooter,a straight shooter,2,someone who speaks the truth
put the clock back,put the clock back an hour,2,change to a lower level or earlier time.,go through channels,went through channels to get,2,to follow the correct steps in order to get something done,nip in the bud,"to prevent further complications, we decided to nip the problem in the bud by addressing it immediately",0,check something thoroughly.,at the drop of the hat,ready at the drop of a hat,2,to do something easily and without any preparation,call bluff,she called his bluff,2,"to challenge to prove one's claim, when they are likely attempting to deceive"
lights are on but nobody is home,the lights are on but nobody is home,2,used to describe a stupid person.,old hat,"she's an old hat at programming, having done it for years",0,Someone who is old fashioned. The phrase can directly refer to old fashion too.,cut and dried,a cut and dried decision,2,ready-made,ugly duckling,an ugly duckling story,2,a young person who turns out to be beautiful or talented against all expectations.,get to the bottom,to get to the bottom of the issue,2,to find out the truth relating to a situation
make ones bed and lie on it,they made their bed and lied on it when they decided to invest in that risky business,0,to be responsible for what you have done and accept the results,piece of work,a real piece of work,2,"a complex, tricky, or odd person",a needle in a haystack,finding a needle in a haystack,2,something very small amidst something very big,have clean hands,"despite the corruption around her, she maintained clean hands throughout the process by refusing to participate in any dishonest activities",0,to be innocent; to be free of any wrongdoing,run out of steam,ran out of steam,2,to lose the effect that something once had
in touch,"even after moving to another city, we promised to stay in touch",0,"to remain in contact with someone, especially when separated by time or distance",off the cuff,he gave an off the cuff speech,2,in an unguarded way,full of beans,seemed full of beans,2,to be optimistic or enthusiastic,far cry from,a far cry from the original,2,something that is very different from something else,tie the knot,they tied the knot together in a beautiful ceremony surrounded by friends and family,0,to get married
cost an arm and a leg,the designer dress she wanted cost an arm and a leg,0,very expensive,on the same page,be on the same page,2,everyone in agreement,cloak and dagger,the spy was involved in a cloak and dagger operation to uncover government secrets,0,of or characteristic of the activities of spies and undercover agents.,cool your jets,I told him to cool his jets,2,to calm down and stop being so anxious or elated.,troubled waters,was sailing through troubled waters,2,a difficult phase of life
the sun rises and sets on them,the sun rises and sets on them,2,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,in hot water,found himself in hot water,2,in trouble or state of shame,the last straw,that was the last straw,2,to be the last in a sequence of unpleasant things,know the ropes,he knew the ropes well,2,to know all the ways and means to get something done,find feet,she found her feet in the new environment,2,become familiar with a new situation
drive a wedge between,to drive a wedge between them,2,to damage the good relationship that two people or groups of people have,the lion's den,"by confronting the angry mob, he entered the lion's den and risked his safety",0,a place which is uncomfortable,an item,became an item,2,be involved in a romantic relationship,call a spade a spade,she called a spade a spade,2,this phrase means to say something the way it is,out of hand,got out of hand,2,out of control
lie low,he decided to lie low,2,"To go out of sight, usually after having done something bad.",turn back on,she turned back on the situation,2,choose not to speak to,chill wind,"when the news of the layoffs arrived, a chill wind blew through the office",0,to encounter the problems or trouble,tongue in cheek,he made a tongue-in-cheek remark,2,"something said in humour, but with an act of being serious",set the bar,set the bar high,2,fix the standards acceptable for the task
recharge one's batteries,to recharge their batteries,2,take a break or holiday to relax and regain one's vim and vigour,dodge a bullet,"when the company went bankrupt, I realized I dodged a bullet there by not investing",0,to narrowly avoid a very serious problem or a disaster,piece of work,a real piece of work,2,"a complex, tricky, or odd person",icing on the cake,the icing on the cake,2,when something good is added to another good thing that you already have,show the door,showed him the door,2,make it clear that somebody must leave
out of business,the new competitor put them out of business by offering lower prices,0,out of operational conditions,bury head in the sand,buried their heads in the sand,2,hide from the truth,my way or the highway,it's my way or the highway,2,to order someone to do something in a specific way without providing an alternative.,weak in the knees,"when she saw her favorite celebrity, she felt weak in the knees",0,"to be overcome by a strong feeling, usually desire",lie low,he decided to lie low,2,"To go out of sight, usually after having done something bad."
feather in your cap,winning the championship would be a feather in your cap,0,It means to have an achievement in your name.,tie the knot,tied the knot together,2,to get married,wag the dog,was wagging the dog,2,to divert attention from something that is bad,learn to walk before you run,learn to walk before you run,2,to take smaller steps initially,wet behind the ears,the new intern is still wet behind the ears and needs guidance,0,immature or poor skill
on the dot,she arrived at 3 PM on the dot,2,exactly on time,up a creek without a paddle,"when our car broke down in the middle of nowhere, we found ourselves up a creek without a paddle",0,being in trouble.,cold turkey,going cold turkey,2,in a unexpected and sudden way,not getting anywhere,we were not getting anywhere with this project due to constant setbacks,0,to make no progress at all; not improving or advancing a particular situation,red tape,starting a new business involves dealing with red tape and bureaucracy,0,over excessive or time-consuming rules and bureaucracy that hinder progress
tasted blood,he tasted blood in the competition,2,"to experience something thrilling and exciting, and want to experience it again.",burn fingers,they burned their fingers,2,to bear an unpleasant result of an action that has been taken in the past,at the bottom of the ladder,she started at the bottom of the ladder in the company and worked her way up,0,"occupying the lowest, most basic position in a given group",bring home the bacon,he brought home the bacon,2,to go out and earn a living or earn money for the family,get the wrong end of the stick,he misunderstood the situation and got the wrong end of the stick,0,to understand something in the wrong way
count chicken,was counting chickens before they hatch,2,make plans based on events that may or may not happen,draw a blank,was drawing a blank,2,to get no response from someone,coast is clear,"after the security guard left, we knew the coast is clear to enter the building",0,there is no danger in sight or that nobody can see you,get over it,finally got over it,2,accept something and move on,go steady,they decided to go steady,2,have a romantic relationship with someone
smooth sailing,experience smooth sailing,2,easy progress without impediment or difficulty,lick his wounds,licked his wounds after the fight,2,"to try to recover your confidence or spirit after a defeat, failure or disappointment",blue blood,a blue blood family,2,a member of an upper-class family,put his heart into,he put his heart into the project and worked tirelessly to make it a success,0,to be very enthusiastic and invest a lot of energy and hard work in something,cross the bridge,crossed the bridge together,2,to delay worrying about something that might not happen anyway
back to the salt mines,going back to the salt mines,2,"resume work, usually with some reluctance",buckle down,"with the deadline approaching, we had to buckle down to work and finish the project",0,make sure something stays in place,fall at first hurdle,fell at the first hurdle,2,to fail to overcome the first difficulty encountered,ants in pants,had ants in his pants,2,be extremely restless,hung out to dry,hung out to dry,2,"to abandon someone who is in difficulty, without giving any assistance or support"
piss and vinegar,full of piss and vinegar,2,to self-reference someone who is in a bad mood and ready to fight.,ahead of the curve,"by constantly learning new skills, she was staying ahead of the curve in her industry",0,better than others,hammer and tongs,went at it hammer and tongs,2,"to argue fiercely, with a lot of energy and noise",to see the back of,to see the back of the problem,2,to be glad that you no longer have to deal with someone,off the hook,"since it was his first mistake, we decided to let him off the hook this time",0,free of a difficult situation
fill the bill,filled the bill perfectly,2,be exactly suitable for a particular situation,against the clock,were racing against the clock,2,in a great hurry to finish something before a particular time,knee jerk reaction,a knee jerk reaction to the news,2,an automatic response to something,pull a rabbit out of the hat,pulled a rabbit out of the hat,2,do something unexpected or surprising,in the red,the company is in the red,2,more money going out than coming in
camp follower,"he was known as a camp follower, always supporting the team but never participating",0,"a person who is supportive of the cause, person or organisation",come clean,decided to come clean,2,to make a disclosure,dead and buried,that issue is dead and buried,2,no longer in use.,turn down a glass,turned down a glass,2,to decline something that someone has offered.,a bird in the hand,a bird in the hand,2,a possession that is worthy
blazing row,had a blazing row,2,a very angry argument,zero hour,at zero hour,2,a time when a crucial decision or essential action must be taken,line in the sand,he decided to draw a line in the sand and confront his coworker about the issue,0,a boundary beyond which one cannot proceed without consequences,fall out,they had a fall out over a disagreement about their business,0,to disagree with someone about something,fall flat,the joke fell flat,2,"fails to amuse people, or fails to have the effect that was intended"
drop a bombshell,dropped a bombshell during the meeting,2,"make an unexpected, startling or disturbing announcement",uncharted waters,venturing into uncharted waters,2,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",a roof over your head,having a roof over your head,2,a place to live,a piece of cake,she found it a piece of cake,2,very easy task,miles away,seemed miles away,2,unaware of the current situation
bright spark,a bright spark,2,an intelligent and lively person (humorously),take a back seat,"he took a back seat to her in the project, letting her lead the team",0,take a less important position.,shoot from the hip,shooting from the hip,2,"speak directly or bluntly, without caring for consequences",never looked back,never looked back after that,2,"after an event which changed your life for the better, you continue to be happy with the situation",blow your own trumpet,blowing his own trumpet,2,to say things that makes your own self or kin look good
off the hook,to let him off the hook,2,free of a difficult situation,"Mr Right, Ms Right","after years of searching, they finally found their Mr Right and Ms Right and settled down",0,the best future life partner for someone,have kittens,had kittens over the situation,2,"to be very worried, upset, or angry about something",show the door,"when he started making inappropriate comments, the manager showed him the door",0,make it clear that somebody must leave,the ball rolling,get the ball rolling,2,to start a conversation in a social setting
down to earth,a down-to-earth person,2,"decent, simple, realistic",go through a rough patch,going through a rough patch,2,to experience a lot of problems in a period of life,Young Turk,he quickly became a Young Turk in the company due to his innovative ideas,0,a young person who has many new ideas and wants a reform,not playing with a full deck,not playing with a full deck,2,not mentally sound,want his head on a platter,wanted his head on a platter,2,when someone makes you so angry that you want them to be punished
stop by,stop by the store,2,to meet someone or go somewhere in a brief and informal manner,show true colors,"when the pressure was on, they showed their true colors and revealed their true intentions",0,to reveal what one is really like,night owl,being a night owl,2,Someone who is vigilant late at night.,rain or shine,"rain or shine, we'll be there",2,Doing something regularly regardless of the circumstances.,got it made,they've got it made,2,"to be certain to be successful and have a good life, often without much effort:"
head above water,was keeping her head above water,2,to succeed to survive in bad financial situations,under the radar,was working under the radar,2,"going unnoticed, avoiding unnecessary attention","all singing, all dancing","an all singing, all dancing event",2,"Something that is full of verve, vivacity and liveliness.",been tailor made,has been tailor made,2,specially made for a particular purpose,a piece of cake,she found it a piece of cake to solve the complex math problem,0,very easy task
wipe the slate clean,"after a long discussion, they wiped the slate clean together and started fresh",0,"to make a fresh start and forget all past offences, disagreements or mistakes",stir up a hornet's nest,"by questioning the company's policies, he stirred up a hornet's nest among the employees",0,to create trouble,jump on the bandwagon,jumped on the bandwagon,2,to start doing something because it is fashionable or profitable,foot in the door,"by volunteering at the company, she got a foot in the door for a full-time position",0,succeed with a first step.,tie the knot,tied the knot together,2,to get married
to the core,shaken to the core,2,totally,tar with the same brush,it's unfair to judge all politicians by tarring them with the same brush,0,to think that somebody has the same bad qualities as others in a similar surrounding,a bed of roses,life is not always a bed of roses,2,easy option,a needle in a haystack,finding a needle in a haystack,2,something very small amidst something very big,see light at end of tunnel,"after months of hard work, they finally saw light at the end of the tunnel when the project was nearing completion",0,to see signs of hope for the future after a long period of difficulty
wheels fall off,the wheels fell off,2,when a situation gets out of control and everything starts to go wrong,short fuse,"be careful around him, he has a short fuse and gets angry easily",0,to get angry quickly.,big deal,made it a big deal,2,important thing,went through the mill,they went through the mill together during the tough times in their relationship,0,"you experience a very difficult period, or are exposed to rough treatment",break down,break down the situation,2,to stop working
fingers and thumbs,all fingers and thumbs,2,to be clumsy and not very skilled with your hands,ups and downs,"throughout their marriage, they experienced ups and downs but remained committed",0,good times and bad times,make it big,made it big in the industry,2,become very successful or famous,want his head on a platter,wanted his head on a platter,2,when someone makes you so angry that you want them to be punished,up to the mark,not quite up to the mark,2,to be good enough
every nook and cranny,they searched every nook and cranny,2,to look for something everywhere,take the biscuit,that really takes the biscuit,2,be the most remarkable or foolish of its kind,big cheese,"in the company, he's the big cheese and everyone respects him",0,to be an important and successful individual,ugly duckling,an ugly duckling story,2,a young person who turns out to be beautiful or talented against all expectations.,have a big mouth,he has a big mouth and can't keep a secret,0,one who gossips more or says things that are meant to be kept secret
straighten up and fly right,to straighten up and fly right,2,to get serious and stop acting absurd anymore.,show the door,showed him the door,2,make it clear that somebody must leave,will never fly,that idea will never fly,2,there's no chance that something will work; to be unsuccessful,stack the deck,stacked the deck in their favor,2,to be against someone or something,make a song and dance,made a song and dance about it,2,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant
look before you leap,"when making a big decision, always remember to look before you leap",0,to make sure that everything is alright before doing something important which you cannot revert,smell a rat,he smelled a rat in the situation when his colleague started acting suspiciously,0,sense that something is not right,hit the hay,time to hit the hay,2,to go to sleep or head to bed.,the die is cast,the die is cast,2,"an unalterable decision has been reached, or step taken.",pass on the baton,the retiring CEO passed on the baton to her as the new leader of the company,0,give responsibility for something important to another person.
red tape,dealing with red tape,2,over excessive or time-consuming rules and bureaucracy that hinder progress,in the red,"due to poor financial decisions, the company is in the red",0,more money going out than coming in,sacred cow,treated it like a sacred cow,2,something that people believe or accept as true without questioning it.,plays with fire,she plays with fire by constantly challenging her boss 's authority,0,people who take unnecessary risks or behave in a dangerous way,get out of bed on the wrong side,got out of bed on the wrong side,2,be very irritable and grouchy
asleep at the wheel,the manager was asleep at the wheel when the company lost a major client,0,"when someone is not sufficiently attentive, especially at a critical moment when vigilance is required",take turns,took turns at the game,2,to alternate doing something,ahead of the pack,staying ahead of the pack,2,more successful than other people who are trying to achieve the same things,pass the buck,passed the buck to her,2,passing blame to another person,in the loop,kept in the loop,2,to be aware of the information
red herring,found a red herring,2,something irrelevant that distracts you from something important,big cheese,the big cheese,2,to be an important and successful individual,hit the books,"with exams approaching, it's time to hit the books and study hard",0,to study very hard,skating on thin ice,skating on thin ice,2,to do something considered quite dangerous or risky,skeleton in the closet,"when digging into his past, we discovered a skeleton in the closet that he had been hiding",0,"a secret of an embarrassing, guilty or shameful nature that you don't want to disclose"
apples to apples,"to make a fair judgment, we need to compare apples to apples in this situation",0,having a fair comparison between the two things,cat among the pigeons,his controversial statement was like a cat among the pigeons in the meeting,0,do or say something that causes trouble and make a lot of people angry or worried,cover one's tracks,covered their tracks,2,"to keep one's location, activities, and intentions hidden.",have clean hands,she maintained clean hands throughout the process,2,to be innocent; to be free of any wrongdoing,bells and whistles,added bells and whistles,2,special features that are added to a product or system to attract more buyers
come full circle,"after years of exploring different career paths, she came full circle and returned to her passion for teaching",0,return to an earlier position or decision.,clean sweep,made a clean sweep,2,an irresistible victory,paint the town red,to paint the town red together,2,to celebrate and have a wild time,in at the deep end,"on her first day at work, she was thrown in at the deep end with a challenging project",0,to start a new job or activity without being prepared for it,cup of tea,not my cup of tea,2,to like something
lean towards,was leaning towards that option,2,to be interested in something,big brother,"with the new surveillance system, we felt like we were being watched by big brother",0,A large organization or government agency that tries to control all aspects of human life and society.,chill to the bone,the eerie atmosphere of the haunted house left us chilled to the bone,0,to get frightened or scare somebody,leg up,gave her a leg up,2,give or receive assistance to achieve a goal,bag and baggage,"after the argument, they left with bag and baggage, cutting all ties with their family",0,(with) all one's belongings.
suited and booted,was suited and booted for the event,2,formally dressed; well dressed,safe bet,investing in that company is a safe bet for success due to its strong financials,0,fair assumption; reasonable guess; opinion or view that is likely to prove correct.,hold tongue,they held their tongue during the meeting to avoid causing conflict,0,to keep quiet when one would rather speak,lean towards,was leaning towards that option,2,to be interested in something,turn the tables,they turned the tables on her,2,change your position with respect to someone else.
turn the tables,they turned the tables on her,2,change your position with respect to someone else.,smell a rat,smelled a rat in the situation,2,sense that something is not right,the ball rolling,get the ball rolling,2,to start a conversation in a social setting,it's a small world,it's a small world after all,2,meeting someone not expected to be at a certain place,fight a losing battle,trying to convince her to change her mind was like fighting a losing battle,0,trying to do something even when there is little chance of succeeding
chill to the bone,chilled to the bone,2,to get frightened or scare somebody,afraid of my own shadow,I was so nervous that I became afraid of my own shadow during the presentation,0,to be very nervous or easily frightened,pour cold water on,poured cold water on their plans,2,deter or discourage somebody,wooden spoon,received a wooden spoon,2,the person who finishes last in a race or competition receives an imaginary prize,big mouth,has a big mouth,2,someone who talks too much
bits and pieces,"after the meeting, we gathered the bits and pieces of information to create a report",0,miscellaneous small objects,in the blink of an eye,vanished in the blink of an eye,2,in an instant,count chicken,was counting chickens before they hatch,2,make plans based on events that may or may not happen,loaves and fishes,shared loaves and fishes,2,done for material benefits,pull your socks up,to pull your socks up,2,to be determined to work very hard
just deserts,"after cheating on the test, they received their just deserts when they were caught",0,get what one deserves,in the heat of the moment,he made a rash decision in the heat of the moment during the argument,0,saying or doing something without thinking due go anger or excitement,does exactly what it says on the tin,the new software does exactly what it says on the tin and is very user-friendly,0,someone or something is exactly as they seem,been tailor made,the job opportunity has been tailor made for her skills and experience,0,specially made for a particular purpose,on the dot,she arrived at 3 PM on the dot,2,exactly on time
cross paths,cross paths with her,2,encounter or meet someone by chance.,bring home the bacon,he brought home the bacon,2,to go out and earn a living or earn money for the family,in the blink of an eye,the opportunity vanished in the blink of an eye when someone else took the job,0,in an instant,apple polisher,being an apple polisher,2,a flatterer; toady,head above water,"despite the workload, she was keeping her head above water by staying organized",0,to succeed to survive in bad financial situations
double-edged sword,a double-edged sword in this situation,2,something that could either help you or hurt you,blind as a bat,as blind as a bat,2,unconscious to something,leave no stone unturned,they left no stone unturned,2,do everything that is possible in order to achieve something,keep your hair on,I told him to keep his hair on,2,to request someone to stay calm and not get annoyed,give the slip,gave him the slip,2,to get away
make a clean breast,made a clean breast of the situation,2,to tell the truth about something.,goose egg,she scored a goose egg,2,zero,lead astray,led them astray,2,make someone act or think in a wrong or foolish manner.,take a beating,took a beating,2,to be defeated in doing something and be reprimanded for the same,blue blood,a blue blood family,2,a member of an upper-class family
on the crest of a wave,"after the successful product launch, the company was riding on the crest of a wave",0,to reach the highest point of success,knock on wood,"hoping for good luck, she knocked on wood before the big presentation",0,tap knuckle on wood in order to avoid bad luck,big cheese,the big cheese,2,to be an important and successful individual,under fire,under fire from the crowd,2,being shot at,off the cuff,"he gave an off the cuff speech at the party, surprising everyone with his wit",0,in an unguarded way
water under the bridge,"despite their past disagreements, they decided to let it be water under the bridge and move forward",0,past events that are not important anymore,recharge one's batteries,to recharge their batteries,2,take a break or holiday to relax and regain one's vim and vigour,on the crest of a wave,riding on the crest of a wave,2,to reach the highest point of success,pain in the neck,a real pain in the neck,2,Mathematics is generally a real pain in the neck for most of the school and college students.,bad blood,there's bad blood between them,2,to have ill feelings towards someone
"Mr Right, Ms Right",found their Mr Right and Ms Right,2,the best future life partner for someone,a voice crying in the wilderness,a voice crying in the wilderness,2,to say something that is not popular,pain in the neck,dealing with his constant complaints was a real pain in the neck for everyone,0,Mathematics is generally a real pain in the neck for most of the school and college students.,jam on your face,"after making a mistake in the presentation, he had jam on his face in front of the whole team",0,"people who appear to be caught, embarrassed or found guilty",play cat and mouse,played cat and mouse,2,to play with or tease someone
keep your nose clean,keeping your nose clean,2,to stay out of trouble by not doing anything wrong,comb through,to comb through the documents,2,to look into something carefully.,backroom boy(s),the company's success was largely due to the backroom boys who worked tirelessly behind the scenes,0,people who work in anonymity,dance to tune,danced to the tune,2,to do what someone else forces you to do,scratch the surface,scratched the surface,2,to deal with only a small part of a problem
between a rock and a hard place,he was caught between a rock and a hard place when he had to choose between his job and his family,0,having two very bad choices,keep card close to chest,"during the negotiations, they kept their cards close to their chest and didn't reveal their true intentions",0,"be secretive or cautious, give nothing away",clear the air,"after the argument, we cleared the air with her by discussing our feelings",0,get rid of all doubts and negative feelings,in a pickle,found themselves in a pickle,2,to be in a difficult situation,just off the boat,just off the boat,2,a person who is naive and inexperienced
a witch hunt,the company started a witch hunt to find the person responsible for the leak,0,an attempt to find and punish people whose opinions are unpopular and who are said to be a danger to society,in tandem,worked in tandem,2,one after another,go through a rough patch,going through a rough patch,2,to experience a lot of problems in a period of life,hit the roof,hit the roof unexpectedly,2,experience sudden anger,have no truck with,I decided to have no truck with them after they betrayed my trust,0,avoid dealing or being associated with
spin a yarn,they spun a yarn together about their adventurous trip to the mountains,0,to tell a tale,in the black,finally in the black,2,to not be in debt,below the belt,that comment was below the belt,2,to be mean and unfair (in a fight),old school,an old school approach,2,old fashioned ideas or approach compared to current trends,zero hour,at zero hour,2,a time when a crucial decision or essential action must be taken
blind spot,he had a blind spot when it came to recognizing his own flaws,0,"if you have a blind spot about something, you cannot accept or understand it",pay the piper,had to pay the piper,2,to bear the ill-effects of something that was enjoyable at one time,flog a dead horse,flogging a dead horse,2,waste energy on something that has no chance of succeeding,go through a rough patch,"after losing her job, she was going through a rough patch in her life",0,to experience a lot of problems in a period of life,stiff upper lip,he maintained a stiff upper lip,2,to be brave in the face of adversity
cross swords,crossed swords with him,2,to fight with another person physically or verbally.,cash in,cash in on the opportunity,2,to earn out of something in big amounts,clear the decks,we cleared the decks for the event,2,get ready for action.,a cuckoo in the nest,"when the new employee started causing problems, they realized they had found a cuckoo in the nest",0,an unwelcome intruder in a place or situation.,bite head off,bit his head off,2,overreact in an angry or harsh way
mend fences,"after the argument, he started mending fences with her by apologizing",0,to try and improve a bad relationship with another party,hit the bull's-eye,her speech hit the bull's-eye and resonated with the audience,0,to be exactly right about something or achieve the best result possible,cold feet,she got cold feet,2,loss of courage,shot in the dark,he took a shot in the dark,2,an attempt to guess something when you have no information or knowledge about the subject and therefore cannot possibly know what the answer is,"all singing, all dancing","an all singing, all dancing event",2,"Something that is full of verve, vivacity and liveliness."
