idiom,meaning,source,label,translation_ko,equiv_idiom_ko,discard_ko,translation_zh,equiv_idiom_zh,discard_zh,complete_ko,complete_zh
fiddle while Rome burns,to perform an inconsequential task or act irresponsibly in the midst of a disastrous event.,The musician [[fiddled while Rome burned]] as he was unaware of the fire,literal,,False,False,,False,False,False,False
getting my fingers burnt,"to suffer unpleasant results of an action, especially loss of money, so you do not want to do the same thing again","After investing in that risky business, I ended [[up getting my fingers burnt]]",figurative,,False,False,,False,False,False,False
getting my fingers burnt,"to suffer unpleasant results of an action, especially loss of money, so you do not want to do the same thing again","While trying to light the candle, I ended [[up getting my fingers burnt]]",literal,,False,False,,False,False,False,False
coin money,make a great deal of money easily or very quickly.,Their successful business venture had them [[coining money together]] in no time,figurative,,False,True,,False,False,True,False
coin money,make a great deal of money easily or very quickly.,"As mint workers, they were [[coining money together]] at the factory",literal,,False,True,,False,False,True,False
burn fingers,to bear an unpleasant result of an action that has been taken in the past,[[They burned their fingers]] by investing in a risky business,figurative,그들은 위험한 사업에 투자하여 [[제대로 혼쭐이 났습니다]],False,False,,False,False,True,False
burn fingers,to bear an unpleasant result of an action that has been taken in the past,[[They burned their fingers]] while trying to grab a hot pan,literal,그들은 뜨거운 프라이팬을 잡으려고 하자 [[손가락을 데었습니다]],False,False,,False,False,True,False
foam at the mouth,be extremely angry,He [[was foaming at the mouth]] when he found out about the betrayal,figurative,,False,False,,False,False,False,False
foam at the mouth,be extremely angry,The rabid dog [[was foaming at the mouth]] and needed to be isolated,literal,,False,False,,False,False,False,False
card up sleeve,to have a secret advantage that is suddenly revealed to change the game,"During the negotiation, he [[had a card up his sleeve]] that gave him an advantage",figurative,협상 도중 그는 자신에게 유리한 [[방안을 숨기고 있었습니다]],False,False,,False,False,True,False
card up sleeve,to have a secret advantage that is suddenly revealed to change the game,"As a magician, he cleverly [[had a card up his sleeve]] for his next trick",literal,마술사로서 그는 자신의 다음 트릭을 위해 교묘하게 [[카드를 소매에 감추고 있었습니다]],False,False,,False,False,True,False
call a spade a spade,this phrase means to say something the way it is,[[She called a spade a spade]] when she confronted her friend about her dishonesty,figurative,그녀가 친구의 부정직함에 관해 [[직절적으로 말했습니다]],False,False,,False,False,True,False
call a spade a spade,this phrase means to say something the way it is,"While playing cards, [[she called a spade a spade]] when she identified the suit correctly",literal,카드 게임 도중 그녀는 무늬를 정확하게 알아보며 [[스페이드를 스페이드라고 지칭했습니다]],False,False,,False,False,True,False
in touch,"to remain in contact with someone, especially when separated by time or distance","Even after moving to another city, we promised [[to stay in touch]]",figurative,,False,False,,False,False,False,False
in touch,"to remain in contact with someone, especially when separated by time or distance","During the team-building exercise, we had [[to stay in touch]] by holding hands",literal,,False,False,,False,False,False,False
mind your own beeswax,do not interfere into someone else's matter,"Instead of gossiping about others, focus [[on minding your own beeswax]]",figurative,,False,False,,False,False,False,False
mind your own beeswax,do not interfere into someone else's matter,"While working at the apiary, concentrate [[on minding your own beeswax]] production",literal,,False,False,,False,False,False,False
stop the rot,"when you prevent a situation from deteriorating, especially in business or politics",The new manager [[stopped the rot]] by implementing better policies,figurative,새 관리자는 더 나은 정책을 구현하여 [[상황이 악화되는 것을 막았습니다]],False,False,,False,False,True,False
stop the rot,"when you prevent a situation from deteriorating, especially in business or politics",The gardener [[stopped the rot]] by removing the infected plants,literal,정원사는 감염된 식물을 제거하여 [[부패를 막았습니다]],False,False,,False,False,True,False
that's going too far,to do something that is considered extreme or unacceptable,Insulting her family was [[that's going too far]] and crossed the line,figurative,,True,False,,False,False,True,False
that's going too far,to do something that is considered extreme or unacceptable,"Driving 200 miles for a cup of coffee, [[that's going too far]] for a simple pleasure",literal,,True,False,,False,False,True,False
keep the wolf from the door,to have sufficient money to prevent starvation or hunger,"Working two jobs, she [[kept the wolf from the door]] and provided for her family",figurative,,False,False,,False,False,False,False
keep the wolf from the door,to have sufficient money to prevent starvation or hunger,"With a sturdy fence, the farmer [[kept the wolf from the door]] of his sheep pen",literal,,False,False,,False,False,False,False
long in the tooth,To get too old for something.,He's [[getting long in the tooth]] and might retire soon,figurative,,False,False,,False,False,False,False
long in the tooth,To get too old for something.,"The horse was [[getting long in the tooth]] as it aged, making it easier to determine its age",literal,,False,False,,False,False,False,False
bitter pill,something unpleasant to be endured,He had [[to swallow a bitter pill]] when he realized he couldn't afford his dream car,figurative,,True,False,,False,False,True,False
bitter pill,something unpleasant to be endured,The medicine was so awful that she had [[to swallow a bitter pill]],literal,,True,False,,False,False,True,False
top dog,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.","After years of hard work, she [[became the top dog]] in her company",figurative,,False,False,,False,False,False,False
top dog,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.","At the dog show, her well-trained canine [[became the top dog]] among all the competitors",literal,,False,False,,False,False,False,False
up a creek without a paddle,being in trouble.,"When our car broke down in the middle of nowhere, we [[found ourselves up a creek without a paddle]]",figurative,"자동차가 인적이 없는 먼 곳에서 고장 났을 때, 우리는 [[곤란한 상황에 처했음을 알았습니다 ]]",False,False,,False,False,True,False
up a creek without a paddle,being in trouble.,"While canoeing, we accidentally dropped our paddles and [[found ourselves up a creek without a paddle]]",literal,카누를 타는 동안  실수로 패들을 떨어뜨리고 [[추후 우리는 패들이 없이 강을 올라간 우리 자신들을 발견했습니다 ]],False,False,,False,False,True,False
on the edge of their seat,to be very interested in something and fits with both extremely exciting and nerve-wracking,The suspenseful movie had everyone [[on the edge of their seat]],figurative,,False,False,,False,False,False,False
on the edge of their seat,to be very interested in something and fits with both extremely exciting and nerve-wracking,The chair was so small that they were uncomfortably perched [[on the edge of their seat]],literal,,False,False,,False,False,False,False
ready to drop,to be extremely tired and nearly too exhausted to stay standing,"After working for 12 hours straight, he [[looked ready to drop]]",figurative,,False,False,,False,False,False,False
ready to drop,to be extremely tired and nearly too exhausted to stay standing,The overripe fruit on the tree [[looked ready to drop]] any moment,literal,,False,False,,False,False,False,False
glass ceiling,"an unseen (glass) barrier for women and people who belong to minority groups in climbing up the corporate, political or the ladder of success regardless of whether they are qualified for the job","Despite her qualifications, she [[hit the glass ceiling]] in her career progression",figurative,,False,False,,False,False,False,False
glass ceiling,"an unseen (glass) barrier for women and people who belong to minority groups in climbing up the corporate, political or the ladder of success regardless of whether they are qualified for the job","While installing the chandelier, he accidentally [[hit the glass ceiling]] and shattered it",literal,,False,False,,False,False,False,False
on a silver platter,to get something without having to work for it,He [[served it on a silver platter]] by doing all the work for her,figurative,,False,False,,False,False,False,False
on a silver platter,to get something without having to work for it,The waiter [[served it on a silver platter]] to impress the guests,literal,,False,False,,False,False,False,False
when the chips are down,when a situation is urgent or desperate.,He always comes through [[when the chips are down]] and we need him the most,figurative,"그는 항상 [[막상 일이 닥치면 ]] 통과하며 
우리는 그를 가장 필요로 합니다",False,False,,False,False,True,False
when the chips are down,when a situation is urgent or desperate.,The poker game gets intense [[when the chips are down]] on the table,literal,"포커 게임은 테이블위에 [[ 과자부스러기가  떨어질
 때]] 격노해 집니다",False,False,,False,False,True,False
"judge, jury and executioner","people that are in charge of every decision made, and they have the power to be rid of whomever they choose","He [[was acting as judge, jury, and executioner]] when he made the decision without consulting anyone",figurative,,False,False,,False,False,False,False
"judge, jury and executioner","people that are in charge of every decision made, and they have the power to be rid of whomever they choose","In the dystopian play, the main character [[was acting as judge, jury, and executioner]] in a twisted legal system",literal,,False,False,,False,False,False,False
snake in the shoes,to be in a state of fear,[[He found a snake in the shoes]] when he discovered his best friend was betraying him,figurative,그는 절친한 친구가 자신을 배신했다는 사실을 발견했을 때 [[그는 두려움에 떨었습니다]],False,False,,False,False,True,False
snake in the shoes,to be in a state of fear,"While cleaning the garage, [[he found a snake in the shoes]] he had left there",literal,차고를 청소하다가 [[그는 신발에서 뱀을 발견했고]] 거기를 떠났습니다,False,False,,False,False,True,False
hit the hay,to go to sleep or head to bed.,"After a long day at work, it was [[time to hit the hay]]",figurative,,False,False,,False,False,False,False
hit the hay,to go to sleep or head to bed.,"During the farm chores, it was [[time to hit the hay]] with a pitchfork",literal,,False,False,,False,False,False,False
taste of own medicine,when someone gets the same bad treatment that he has been giving others,"When he tried to prank her, [[she gave him a taste of his own medicine]] by pranking him back",figurative,"그가 그녀를 장난치려 했을 때, [[그녀는]] 장난을 되갚아 줌으로써 [[그가 했던 나쁜 대우를 되돌려 주었습니다]]",False,False,,False,False,True,False
taste of own medicine,when someone gets the same bad treatment that he has been giving others,[[She gave him a taste of his own medicine]] by making him try the bitter concoction he had prepared for her,literal,[[그녀는]] 그가 그녀를 위해 준비한 쓴 혼합물을 맛보게 함으로써 [[그 자신의 약을 맛보게 했습니다]],False,False,,False,False,True,False
choke up,make a person become overemotional and speechless,"Hearing the sad news, [[he started to choke up]] and could n't speak",figurative,,True,False,,False,False,True,False
choke up,make a person become overemotional and speechless,"While eating too quickly, [[he started to choke up]] on a piece of food",literal,,True,False,,False,False,True,False
get out of bed on the wrong side,be very irritable and grouchy,"He was so grumpy today, it seemed like he [[got out of bed on the wrong side]]",figurative,,False,False,,False,False,False,False
get out of bed on the wrong side,be very irritable and grouchy,"Due to the rearrangement of his room, he accidentally [[got out of bed on the wrong side]] and bumped into the wall",literal,,False,False,,False,False,False,False
elephant in the room,"a difficult, controversial, or obvious problem that no one wants to talk about or mention because the subject is problematic, uncomfortable, or awkward","During the family meeting, it was time [[to address the elephant in the room]] and discuss the ongoing conflict",figurative,,False,True,,False,False,True,False
elephant in the room,"a difficult, controversial, or obvious problem that no one wants to talk about or mention because the subject is problematic, uncomfortable, or awkward","At the wildlife conservation conference, the speaker decided [[to address the elephant in the room]] and talk about habitat preservation",literal,,False,True,,False,False,True,False
get one's feet wet,to begin taking part in a new activity,[[They got their feet wet]] by starting with a small project before tackling the big one,figurative,,False,False,,False,False,False,False
get one's feet wet,to begin taking part in a new activity,[[They got their feet wet]] when they accidentally stepped into a puddle,literal,,False,False,,False,False,False,False
know the ropes,to know all the ways and means to get something done,"Having worked there for years, [[he knew the ropes well]] and could handle any task",figurative,,False,False,,False,False,False,False
know the ropes,to know all the ways and means to get something done,"As an experienced sailor, [[he knew the ropes well]] and could tie any knot",literal,,False,False,,False,False,False,False
bite head off,overreact in an angry or harsh way,She was so angry that she [[bit his head off]] when he tried to explain,figurative,그가 설명하려 하자 그녀는 너무 화가 나서 [[그에게 과민하게 감정을 표출했습니다]],False,False,,False,False,True,False
bite head off,overreact in an angry or harsh way,The snake [[bit his head off]] when he got too close to its nest,literal,그가 뱀의 둥지에 너무 가까이 가자 뱀은 [[그의 머리를 깨물어 뜯었습니다]],False,False,,False,False,True,False
put his heart into,to be very enthusiastic and invest a lot of energy and hard work in something,[[He put his heart into the project]] and worked tirelessly to make it a success,figurative,,False,False,,False,False,False,False
put his heart into,to be very enthusiastic and invest a lot of energy and hard work in something,"As a bizarre art installation, [[he put his heart into the project]] by placing a replica of a human heart in the center",literal,,False,False,,False,False,False,False
queer pitch,spoil somebody's chance of doing something.,The salesman [[made a queer pitch]] by offering a bizarre combination of products,figurative,,False,False,,False,False,False,False
queer pitch,spoil somebody's chance of doing something.,The baseball player [[made a queer pitch]] by throwing the ball in an unusual manner,literal,,False,False,,False,False,False,False
the early bird catches the worm,it refers to people who arrive earlier are the ones who get the best deals,"She always wakes up at 5 am and finishes her tasks efficiently, proving that [[the early bird catches the worm]]",figurative,,False,False,,False,False,False,False
the early bird catches the worm,it refers to people who arrive earlier are the ones who get the best deals,"In the documentary, we saw how [[the early bird catches the worm]] to feed its young",literal,,False,False,,False,False,False,False
tar with the same brush,to think that somebody has the same bad qualities as others in a similar surrounding,It's unfair to judge all politicians [[by tarring them with the same brush]],figurative,모든 정치인을 [[그들이 비슷한 환경에 있는 다른 정치인들과 같이 나쁘다라고]] 심판하는 것은 불공평하다.,False,False,,False,False,True,False
tar with the same brush,to think that somebody has the same bad qualities as others in a similar surrounding,The painter made a mistake [[by tarring them with the same brush]] instead of using separate brushes for each color,literal,화가는 각 색상에 대해 별도의 붓을 사용하는 대신 [[동일한 붓으로 타르를 칠함으로써]] 실수를 저질렀습니다,False,False,,False,False,True,False
jump on the bandwagon,to start doing something because it is fashionable or profitable,"When the new trend became popular, everyone [[jumped on the bandwagon]]",figurative,,False,False,,False,False,False,False
jump on the bandwagon,to start doing something because it is fashionable or profitable,"During the parade, he [[jumped on the bandwagon]] to join the musicians",literal,,False,False,,False,False,False,False
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",His environmental concerns were [[a voice in the wilderness]] among the industrialists,figurative,그의 환경 문제는 산업가들 사이에서 [[ 아무도 들어주지 않는 개혁가의 목소리]]였습니다,False,False,,False,False,True,False
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later","While hiking alone, she suddenly heard [[a voice in the wilderness]] and got scared",literal,혼자 산행을 하다가 갑자기 [[광야의 목소리]]를 듣고 겁이 났습니다,False,False,,False,False,True,False
mend fences,to try and improve a bad relationship with another party,"After the argument, he started [[mending fences with her]] by apologizing",figurative,,False,False,,False,False,False,False
mend fences,to try and improve a bad relationship with another party,The farmer spent the afternoon [[mending fences with her]] to keep the animals inside,literal,,False,False,,False,False,False,False
make a song and dance,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,She [[made a song and dance about it]] when she found out she won the lottery,figurative,,False,False,,False,False,False,False
make a song and dance,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,The performers [[made a song and dance about it]] during the musical's finale,literal,,False,False,,False,False,False,False
knowing which way the wind blows,this means that you should know how things are developing and be prepared for the future,He made a wise decision by [[knowing which way the wind blows]] in the company,figurative,,False,False,,False,False,False,False
knowing which way the wind blows,this means that you should know how things are developing and be prepared for the future,"As an experienced sailor, he was skilled at [[knowing which way the wind blows]]",literal,,False,False,,False,False,False,False
clear the decks,get ready for action.,[[We cleared the decks for the event]] by finishing all our pending tasks,figurative,우리는 보류 중이었던 모든 업무를 완수하여 [[활동에 대비하였습니다]],False,False,,False,False,True,False
clear the decks,get ready for action.,[[We cleared the decks for the event]] by removing all the furniture from the patio,literal,우리는 파티오의 가구들을 정리함으로써 [[이벤트를 위해 갑판을 비웠습니다]],False,False,,False,False,True,False
bits and pieces,miscellaneous small objects,"After the meeting, [[we gathered the bits and pieces]] of information to create a report",figurative,회의 후에 [[우리는 이런 저런 다양한]] 정보를 [[모아서]] 보고서를 만들었습니다,False,False,,False,False,True,False
bits and pieces,miscellaneous small objects,"Following the vase's shattering, [[we gathered the bits and pieces]] from the floor",literal,그릇이 산산조각이 나고 [[우리는 바닥에 떨어진 조각을 모았습니다]],False,False,,False,False,True,False
go round in circles,work at something but keep failing to make progress with it.,The team was [[going round in circles]] trying to solve the problem,figurative,,False,False,,False,False,False,False
go round in circles,work at something but keep failing to make progress with it.,The children were [[going round in circles]] while playing a spinning game,literal,,False,False,,False,False,False,False
straighten up and fly right,to get serious and stop acting absurd anymore.,"After a stern warning from his boss, he decided [[to straighten up and fly right]] at work",figurative,상사의 엄중한 경고 끝에 그는 직장에서 [[진지해지고 더 이상 터무니없는 행동을 멈추기로]] 결정했습니다,False,False,,False,False,True,False
straighten up and fly right,to get serious and stop acting absurd anymore.,The pilot had [[to straighten up and fly right]] to avoid turbulence,literal,조종사는 난기류를 피하기 위해 [[직선하고 오른쪽으로 비행]]해야했습니다.,False,False,,False,False,True,False
show the door,make it clear that somebody must leave,"When he started making inappropriate comments, the manager [[showed him the door]]",figurative,,False,False,,False,False,False,False
show the door,make it clear that somebody must leave,"Since he was lost in the building, she kindly [[showed him the door]] to exit",literal,,False,False,,False,False,False,False
pull your socks up,to be determined to work very hard,"If you want to pass the exam, you need [[to pull your socks up]] and study harder",figurative,,False,False,,False,False,False,False
pull your socks up,to be determined to work very hard,"Before putting on your shoes, don't forget [[to pull your socks up]]",literal,,False,False,,False,False,False,False
in the doghouse,someone who is in disgrace and very unpopular at the moment,"After forgetting their anniversary, he was [[in the doghouse with her]] for a week",figurative,,False,False,,False,False,False,False
in the doghouse,someone who is in disgrace and very unpopular at the moment,He crawled [[in the doghouse with her]] to retrieve the lost toy,literal,,False,False,,False,False,False,False
out of the frying pan into the fire,to go from a bad to worse situation,"By quitting her job without a backup plan, she [[jumped out of the frying pan into the fire]]",figurative,,False,False,,False,False,False,False
out of the frying pan into the fire,to go from a bad to worse situation,The fish [[jumped out of the frying pan into the fire]] when the cook wasn't paying attention,literal,,False,False,,False,False,False,False
put your head on the block,if you put yourself in a dangerous situation where you risk losing your job or your reputation if things go wrong,[[He put his head on the block]] by taking responsibility for the team's failure,figurative,,False,False,,False,False,False,False
put your head on the block,if you put yourself in a dangerous situation where you risk losing your job or your reputation if things go wrong,"During the historical reenactment, [[he put his head on the block]] for the execution scene",literal,,False,False,,False,False,False,False
lump in my throat,to have a tight feeling in your throat because of a strong emotion such as sadness or gratitude,"When I heard the sad news, [[I had a lump in my throat]] and couldn't speak",figurative,,False,False,,False,False,False,False
lump in my throat,to have a tight feeling in your throat because of a strong emotion such as sadness or gratitude,"After swallowing a large piece of food, [[I had a lump in my throat]] and needed water",literal,,False,False,,False,False,False,False
have clean hands,to be innocent; to be free of any wrongdoing,"Despite the corruption around her, [[she maintained clean hands throughout the process]] by refusing to participate in any dishonest activities",figurative,,False,False,,False,False,False,False
have clean hands,to be innocent; to be free of any wrongdoing,"As a surgeon, [[she maintained clean hands throughout the process]] by following strict hygiene protocols",literal,,False,False,,False,False,False,False
Young Turk,a young person who has many new ideas and wants a reform,He quickly became [[a Young Turk in the company]] due to his innovative ideas,figurative,"그는 그의 혁신적인 아이디어로 인해
 [[개력론자]]가 되었습니다.",False,False,,False,False,True,False
Young Turk,a young person who has many new ideas and wants a reform,"The new employee was [[a Young Turk in the company]], having recently moved from Turkey",literal,"신입 사원은 [[회사의 개구장이 ]]였으며 
최근에 터키에서 이사했습니다.",False,False,,False,False,True,False
open old wounds,"to revive memories of an unpleasant event, situation or dispute that took place in the past",Bringing up their past mistakes [[opened old wounds]] in the conversation,figurative,,False,False,,False,False,False,False
open old wounds,"to revive memories of an unpleasant event, situation or dispute that took place in the past",The surgeon [[opened old wounds]] to remove the remaining infection,literal,,False,False,,False,False,False,False
put a sock in it,to ask someone to stop talking,"He was talking too much, so I told him [[to put a sock in it]]",figurative,,False,False,,False,False,False,False
put a sock in it,to ask someone to stop talking,"The hole in the wall was letting in cold air, so I decided [[to put a sock in it]]",literal,,False,False,,False,False,False,False
hit the road,depart,We decided to [[hit the road together]] for a cross-country adventure,figurative,,False,False,,False,False,False,False
hit the road,depart,"During the earthquake, the car forcefully [[hit the road together]] with a loud thud",literal,,False,False,,False,False,False,False
cool heels,to wait or take rest,They [[were cooling their heels]] in the waiting room before the interview,figurative,그들은 인터뷰 전 대기실에서 [[휴식을 취하고 있었습니다]],False,False,,False,False,True,False
cool heels,to wait or take rest,"After walking on hot sand, they [[were cooling their heels]] in the ocean water",literal,뜨거운 모래 위를 걷고 난 후 그들은 바닷물에 [[그들의 발을 식히고 있었습니다]] ,False,False,,False,False,True,False
clamp down,suppress or prevent something in an oppressive or harsh manner,The principal decided [[to clamp down on the situation]] by enforcing stricter rules,figurative,,False,True,,False,False,True,False
clamp down,suppress or prevent something in an oppressive or harsh manner,The mechanic used a tool [[to clamp down on the situation]] and secure the loose parts,literal,,False,True,,False,False,True,False
treasure trove,a priceless or valuable discovery,"When they found the old library, [[they discovered a treasure trove]] of knowledge",figurative,,False,False,,False,False,False,False
treasure trove,a priceless or valuable discovery,"While digging in the backyard, [[they discovered a treasure trove]] filled with gold coins",literal,,False,False,,False,False,False,False
put the clock back,change to a lower level or earlier time.,He wished he could [[put the clock back an hour]] to avoid the embarrassing situation,figurative,,False,False,,False,False,False,False
put the clock back,change to a lower level or earlier time.,"Due to daylight saving time, we had to [[put the clock back an hour]]",literal,,False,False,,False,False,False,False
from A to Z,comprehensive,She studied the subject so thoroughly that she [[learned it from A to Z]],figurative,,False,False,,False,False,False,False
from A to Z,comprehensive,The alphabet book helped the child [[learned it from A to Z]],literal,,False,False,,False,False,False,False
get the sack,be dismissed from the job,[[She got the sack from the company]] after failing to meet her sales targets,figurative,,False,False,,False,False,False,False
get the sack,be dismissed from the job,[[She got the sack from the company]] to carry her groceries home,literal,,False,False,,False,False,False,False
makes my ears burn,"to be embarrassed by what you hear, especially if the conversation is about you",Hearing people gossip about me [[makes my ears burn]],figurative,,False,False,,False,False,False,False
makes my ears burn,"to be embarrassed by what you hear, especially if the conversation is about you",Standing too close to the bonfire [[makes my ears burn]],literal,,False,False,,False,False,False,False
nail in the coffin,"an action/event that will help bring about the death, end, or failure of something or someone",His resignation letter [[put the final nail in the coffin]] for the company's future,figurative,,False,False,,False,False,False,False
nail in the coffin,"an action/event that will help bring about the death, end, or failure of something or someone",The undertaker [[put the final nail in the coffin]] before lowering it into the ground,literal,,False,False,,False,False,False,False
watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",The company [[hired a watchdog]] to monitor their financial transactions,figurative,회사는 그들의 금융 거래를 감시하기 위해 [[감시자를 ]] 고용했습니다  ,False,False,,False,False,True,False
watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",They [[hired a watchdog]] to guard their property at night,literal,그들은 밤에 재산을 지키기 위해 [[감시견을 고용했습니다]],False,False,,False,False,True,False
make ends meet,make sufficient money to survive on,"After losing her job, she [[was struggling to make ends meet]] and pay her bills",figurative,,False,False,,False,False,False,False
make ends meet,make sufficient money to survive on,The tailor [[was struggling to make ends meet]] when sewing the two pieces of fabric together,literal,,False,False,,False,False,False,False
knee jerk reaction,an automatic response to something,His sudden outburst was [[a knee jerk reaction to the news]] of the company's bankruptcy,figurative,,False,False,,False,False,False,False
knee jerk reaction,an automatic response to something,"The doctor tapped his patient's leg, causing [[a knee jerk reaction to the news]] of the reflex hammer",literal,,False,False,,False,False,False,False
zip it,to ask someone to shut up,"When she started talking about the secret, he told her [[to zip it up]]",figurative,,False,True,,False,False,True,False
zip it,to ask someone to shut up,"Before leaving the house, she made sure [[to zip it up]] her jacket",literal,,False,True,,False,False,True,False
hands are tied,to not be able to do anything about a situation,"I'd love to help you, but [[my hands are tied]] due to company policy",figurative,,False,False,,False,False,False,False
hands are tied,to not be able to do anything about a situation,"During the magic trick, the magician made sure [[my hands are tied]] securely with a rope",literal,,False,False,,False,False,False,False
just off the boat,a person who is naive and inexperienced,"He was so naive and inexperienced, as if he was [[just off the boat]]",figurative,,False,False,,False,False,False,False
just off the boat,a person who is naive and inexperienced,"Soaking wet and carrying their luggage, they were [[just off the boat]] from their island trip",literal,,False,False,,False,False,False,False
leg up,give or receive assistance to achieve a goal,The scholarship [[gave her a leg up]] in her pursuit of higher education,figurative,,False,False,,False,False,False,False
leg up,give or receive assistance to achieve a goal,He [[gave her a leg up]] to help her climb over the fence,literal,,False,False,,False,False,False,False
give the slip,to get away,She [[gave him the slip]] by sneaking out the back door,figurative,,False,False,,False,False,False,False
give the slip,to get away,"She accidentally [[gave him the slip]] when she handed him a wet, slippery object",literal,,False,False,,False,False,False,False
got it made,"to be certain to be successful and have a good life, often without much effort:","With their successful business, [[they've got it made]] in life",figurative,,False,False,,False,False,False,False
got it made,"to be certain to be successful and have a good life, often without much effort:","After assembling the furniture, [[they've got it made]] and ready for use",literal,,False,False,,False,False,False,False
jury's out,when there is no general agreement or consensus on something,"Regarding the new policy, [[the jury's out on that decision]], as people are still debating its effectiveness",figurative,,False,False,,False,False,False,False
jury's out,when there is no general agreement or consensus on something,"During the court recess, [[the jury's out on that decision]], discussing the case in a separate room",literal,,False,False,,False,False,False,False
rats in the attic,someone who is bit mad or that their behaviour is eccentric,"They always seemed a bit off, as if [[they found rats in the attic]]",figurative,,False,False,,False,False,False,False
rats in the attic,someone who is bit mad or that their behaviour is eccentric,"When they went up to clean, [[they found rats in the attic]]",literal,,False,False,,False,False,False,False
put your foot in it,"say something (by mistake) that upsets, humiliates, or embarrasses someone","When you mentioned her ex, you really [[put your foot in it]]",figurative,,False,False,,False,False,False,False
put your foot in it,"say something (by mistake) that upsets, humiliates, or embarrasses someone",Be careful not to [[put your foot in it]] when stepping over the muddy puddle,literal,,False,False,,False,False,False,False
sweep under the rug,try to hide a problem or keep a problem secret instead of dealing with it,"Instead of addressing the problem, [[they swept the issue under the rug]] and pretended it didn't exist",figurative,"문제를 해결하는 대신, [[그들은 비밀로 유지하기로 하고]] 존재하지 않는 척했습니다.",False,False,,False,False,True,False
sweep under the rug,try to hide a problem or keep a problem secret instead of dealing with it,"After breaking the vase, [[they swept the issue under the rug]] to hide the evidence",literal,"꽃병을 깨뜨린 후, [[그들은]] 증거를 숨기기 위해 [[양탄자 밑에 있는 문제거리를 쓸어버렸습니다]] ",False,False,,False,False,True,False
come down with,to have (usually a disease),He [[came down with something]] after being exposed to the cold weather,figurative,그는 추운 날씨에 노출된 이후로 [[어떤 병에 걸렸습니다]],False,False,,False,False,True,False
come down with,to have (usually a disease),The kite [[came down with something]] tangled in its strings,literal,연이 줄에 [[무언가가]] 걸린 채로 [[내려왔습니다]],False,False,,False,False,True,False
fall out,to disagree with someone about something,[[They had a fall out]] over a disagreement about their business,figurative,,False,False,,False,False,False,False
fall out,to disagree with someone about something,"While climbing the tree, [[they had a fall out]] and landed on the ground",literal,,False,False,,False,False,False,False
hold your horses,to wait,"Before you jump to conclusions, [[hold your horses for a moment]] and listen to my explanation",figurative,,False,False,,False,False,False,False
hold your horses,to wait,"As a carriage driver, it's important to [[hold your horses for a moment]] when stopping at an intersection",literal,,False,False,,False,False,False,False
show true colors,to reveal what one is really like,"When the pressure was on, they [[showed their true colors]] and revealed their true intentions",figurative,,False,False,,False,False,False,False
show true colors,to reveal what one is really like,The chameleon [[showed their true colors]] when it stopped blending in with the environment,literal,,False,False,,False,False,False,False
full of beans,to be optimistic or enthusiastic,"After a good night's sleep, he [[seemed full of beans]] and ready to tackle the day",figurative,,False,False,,False,False,False,False
full of beans,to be optimistic or enthusiastic,The bag [[seemed full of beans]] as it bulged and weighed heavily in her hand,literal,,False,False,,False,False,False,False
household name,to be very popular,"After her successful book series, [[she became a household name]] in the literary world",figurative,,False,False,,False,False,False,False
household name,to be very popular,"When the family decided to name their new puppy after her, [[she became a household name]]",literal,,False,False,,False,False,False,False
lose your marbles,strange behaviors.,"After working non-stop for days, he finally [[lost his marbles]] and started talking nonsense",figurative,,False,False,,False,False,False,False
lose your marbles,strange behaviors.,"During the game, he accidentally [[lost his marbles]] when the bag ripped open",literal,,False,False,,False,False,False,False
make ones bed and lie on it,to be responsible for what you have done and accept the results,[[They made their bed and lied on it]] when they decided to invest in that risky business,figurative,,False,False,,False,False,False,False
make ones bed and lie on it,to be responsible for what you have done and accept the results,"After tidying up the room, [[they made their bed and lied on it]] to take a nap",literal,,False,False,,False,False,False,False
rise and shine,to ask someone to wake up and become active in the daily chores,"It's a new day, [[rise and shine]] and make the most of it",figurative,,False,False,,False,False,False,False
rise and shine,to ask someone to wake up and become active in the daily chores,"As the sun began to [[rise and shine]], it illuminated the morning sky",literal,,False,False,,False,False,False,False
green around the gills,Someone who looks sick or nauseated.,"After the roller coaster ride, he was [[looking green around the gills]] from nausea",figurative,,False,False,,False,False,False,False
green around the gills,Someone who looks sick or nauseated.,The makeup artist painted him to be [[looking green around the gills]] for the alien costume,literal,,False,False,,False,False,False,False
spin a yarn,to tell a tale,They [[spun a yarn together]] about their adventurous trip to the mountains,figurative,그들은 산으로의 모험 여행에 대해 [[이야기를 했습니다]],False,False,,False,False,True,False
spin a yarn,to tell a tale,The two knitters [[spun a yarn together]] to create a beautiful scarf,literal,아름다운 스카프를 만들기 위해 두 명의 뜨개질하는 사람이 [[함께 실을 잣습니다]] ,False,False,,False,False,True,False
