,,,,,,Name:,Jaechan Lee,
head above water,to succeed to survive in bad financial situations,fig,"Despite the workload, she [[was keeping her head above water]] by staying organized",,,TRUE,FALSE,FALSE
,,lit,"During the swimming lesson, she [[was keeping her head above water]] to breathe",,,TRUE,FALSE,FALSE
hide light under a bushel,to show modesty towards something or someone,fig,"She was so talented, but she was always [[hiding light under a bushel]] by not showcasing her skills",,,TRUE,FALSE,FALSE
,,lit,"During the game of hide and seek, he was [[hiding light under a bushel]] to avoid being found",,,TRUE,FALSE,FALSE
high up,to have an important standing in society,fig,He was [[so high up]] in the company that he had direct access to the CEO,,,TRUE,FALSE,FALSE
,,lit,The mountain peak was [[so high up]] that it was covered in snow,,,TRUE,FALSE,FALSE
hit the books,to study very hard,fig,"With exams approaching, it's [[time to hit the books]] and study hard",,,TRUE,FALSE,FALSE
,,lit,"In a fit of rage, he decided it was [[time to hit the books]] and threw them against the wall",,,TRUE,FALSE,FALSE
hit the bull's-eye,to be exactly right about something or achieve the best result possible,fig,Her speech [[hit the bull's-eye]] and resonated with the audience,,,TRUE,FALSE,FALSE
,,lit,"With a steady hand, she aimed and [[hit the bull's-eye]] on the target",,,TRUE,FALSE,FALSE
hit the hay,to go to sleep or head to bed.,fig,"After a long day at work, it was [[time to hit the hay]]",,,TRUE,FALSE,FALSE
,,lit,"During the farm chores, it was [[time to hit the hay]] with a pitchfork",,,TRUE,FALSE,FALSE
hit the nail on the head,be accurately right about something,fig,"When she suggested a new marketing strategy, she really [[hit the nail on the head]]",,,TRUE,FALSE,FALSE
,,lit,"With a single swing of the hammer, he [[hit the nail on the head]] and drove it into the wood",,,TRUE,FALSE,FALSE
hit the road,depart,fig,We decided to [[hit the road together]] for a cross-country adventure,,,TRUE,FALSE,FALSE
,,lit,"During the earthquake, the car forcefully [[hit the road together]] with a loud thud",,,TRUE,FALSE,FALSE
hit the roof,experience sudden anger,fig,"When he found out about the surprise party, he [[hit the roof unexpectedly]]",,,TRUE,FALSE,FALSE
,,lit,The ball [[hit the roof unexpectedly]] when he threw it too high,,,TRUE,FALSE,FALSE
hit the sack,to go to bed,fig,"After a long day at work, [[she decided to hit the sack]] and get some sleep",,,TRUE,FALSE,FALSE
,,lit,"During the pillow fight, [[she decided to hit the sack]] and send feathers flying",,,TRUE,FALSE,FALSE
hold all the aces,be in a winning position.,fig,"During the negotiation, [[he held all the aces]] and had the upper hand",,,TRUE,FALSE,FALSE
,,lit,"During the poker game, [[he held all the aces]] in his hand",,,TRUE,FALSE,FALSE
hold tongue,to keep quiet when one would rather speak,fig,[[They held their tongue]] during the meeting to avoid causing conflict,,,TRUE,FALSE,FALSE
,,lit,"During the dental examination, [[they held their tongue]] to the side so the dentist could see better",,,TRUE,FALSE,FALSE
hold your horses,to wait,fig,"Before you jump to conclusions, [[hold your horses for a moment]] and listen to my explanation",,,TRUE,FALSE,FALSE
,,lit,"As a carriage driver, it's important to [[hold your horses for a moment]] when stopping at an intersection",,,TRUE,FALSE,FALSE
hornets' nest,a violent situation or one with a lot of dispute,fig,"By questioning the company's policies, he [[stirred up a hornets' nest]] among the employees",,,TRUE,FALSE,FALSE
,,lit,"While clearing the backyard, she accidentally [[stirred up a hornets' nest]] and got stung",,,TRUE,FALSE,FALSE
hot potato,any subject which several folks are talking about and which is frequently argued,fig,The politician [[handled the hot potato]] by addressing the controversial issue,,,TRUE,FALSE,FALSE
,,lit,"During the picnic, she [[handled the hot potato]] carefully to avoid burning her fingers",,,TRUE,FALSE,FALSE
household name,to be very popular,fig,"After her successful book series, [[she became a household name]] in the literary world",,,TRUE,FALSE,FALSE
,,lit,"When the family decided to name their new puppy after her, [[she became a household name]]",,,TRUE,FALSE,FALSE
hung out to dry,"to abandon someone who is in difficulty, without giving any assistance or support",fig,"When the team failed to support her, she felt [[hung out to dry]]",,,TRUE,FALSE,FALSE
,,lit,The laundry was [[hung out to dry]] on the clothesline,,,TRUE,FALSE,FALSE
icing on the cake,when something good is added to another good thing that you already have,fig,Getting a promotion was [[the icing on the cake]] after a successful year,,,TRUE,FALSE,FALSE
,,lit,She carefully spread [[the icing on the cake]] for her friend's birthday,,,TRUE,FALSE,FALSE
in a fog,in a great confusion,fig,"After the long meeting, he was [[lost in a fog]] and couldn't concentrate",,,TRUE,FALSE,FALSE
,,lit,"While hiking, they were [[lost in a fog]] and couldn't find their way back",,,TRUE,FALSE,FALSE
in a nutshell,to be brief and straight to the point.,fig,[[She explained it in a nutshell]] so that everyone could understand the concept quickly,,,TRUE,FALSE,FALSE
,,lit,"As a creative challenge, [[she explained it in a nutshell]] by writing a tiny summary inside a walnut shell",,,TRUE,FALSE,FALSE
in a pickle,to be in a difficult situation,fig,They [[found themselves in a pickle]] when they realized they had double-booked their appointments,,,TRUE,FALSE,FALSE
,,lit,The tiny figurines [[found themselves in a pickle]] when they were accidentally placed inside a jar of pickles,,,TRUE,FALSE,FALSE
in at the deep end,to start a new job or activity without being prepared for it,fig,"On her first day at work, she [[was thrown in at the deep end]] with a challenging project",,,TRUE,FALSE,FALSE
,,lit,"During swimming lessons, he [[was thrown in at the deep end]] of the pool to test his skills",,,TRUE,FALSE,FALSE
in bed with,"to work with a person or organisation, or being involved with them, in a way that causes other people to distrust you.",fig,The company was accused of being [[in bed with the competition]] to manipulate prices,,,TRUE,FALSE,FALSE
,,lit,"The two athletes, who were also roommates, found themselves sharing a room and sleeping [[in bed with the competition]]",,,TRUE,FALSE,FALSE
in black and white,printed form of a document,fig,"To avoid any confusion, we decided [[to put it in black and white]] in the contract",,,TRUE,FALSE,FALSE
,,lit,The artist chose [[to put it in black and white]] for a more dramatic effect,,,TRUE,FALSE,FALSE
in deep water,a very serious situation,fig,"After making a costly mistake, [[he found himself in deep water]] with his boss",,,TRUE,FALSE,FALSE
,,lit,"While swimming in the ocean, [[he found himself in deep water]] and struggled to stay afloat",,,TRUE,FALSE,FALSE
in full swing,at a stage when the level of activity is at its highest,fig,"When we arrived, [[the party was in full swing]] with everyone dancing and laughing",,,TRUE,FALSE,FALSE
,,lit,The pendulum experiment demonstrated that [[the party was in full swing]] when the ball reached its highest point,,,TRUE,FALSE,FALSE
in hot water,in trouble or state of shame,fig,He [[found himself in hot water]] after forgetting to submit the report on time,,,TRUE,FALSE,FALSE
,,lit,He accidentally [[found himself in hot water]] when he stepped into the scalding bathtub,,,TRUE,FALSE,FALSE
in one's blood,a natural or inherited characteristic.,fig,"She's a natural athlete, [[it's in her blood]]",,,TRUE,FALSE,FALSE
,,lit,"The medication she took is now circulating, [[it's in her blood]]",,,TRUE,FALSE,FALSE
in the black,to not be in debt,fig,"After months of struggling, our business is [[finally in the black]]",,,TRUE,FALSE,FALSE
,,lit,She wore a dark outfit and was [[finally in the black]] for the themed party,,,TRUE,FALSE,FALSE
in the cross hairs,in a position where one might receive severe criticism,fig,"As the whistleblower, he found himself [[caught in the cross hairs]] of the company's retaliation",,,TRUE,FALSE,FALSE
,,lit,"During the paintball match, she was [[caught in the cross hairs]] of her opponent's gun",,,TRUE,FALSE,FALSE
in the dark,"uninformed, a state of ignorance.",fig,The employees [[were kept in the dark]] about the company's financial situation,,,TRUE,FALSE,FALSE
,,lit,"During the power outage, we [[were kept in the dark]] until the electricity came back",,,TRUE,FALSE,FALSE
in the doghouse,someone who is in disgrace and very unpopular at the moment,fig,"After forgetting their anniversary, he was [[in the doghouse with her]] for a week",,,TRUE,FALSE,FALSE
,,lit,He crawled [[in the doghouse with her]] to retrieve the lost toy,,,TRUE,FALSE,FALSE
in the loop,to be aware of the information,fig,"As a team member, I want to be [[kept in the loop]] about project updates",,,TRUE,FALSE,FALSE
,,lit,The rope was [[kept in the loop]] to secure the boat to the dock,,,TRUE,FALSE,FALSE
in the red,more money going out than coming in,fig,"Due to poor financial decisions, [[the company is in the red]]",,,TRUE,FALSE,FALSE
,,lit,"During the paintball match, [[the company is in the red]] team",,,TRUE,FALSE,FALSE
in touch,"to remain in contact with someone, especially when separated by time or distance",fig,"Even after moving to another city, we promised [[to stay in touch]]",,,TRUE,FALSE,FALSE
,,lit,"During the team-building exercise, we had [[to stay in touch]] by holding hands",,,TRUE,FALSE,FALSE
it's a small world,meeting someone not expected to be at a certain place,fig,"Running into my childhood friend in a foreign country, I thought [[it's a small world after all]]",,,TRUE,FALSE,FALSE
,,lit,"Looking at the miniature globe in the store, I remarked, [[it's a small world after all]]",,,TRUE,FALSE,FALSE
jam on your face,"people who appear to be caught, embarrassed or found guilty",fig,"After making a mistake in the presentation, he [[had jam on his face]] in front of the whole team",,,TRUE,FALSE,FALSE
,,lit,"While eating breakfast, he accidentally [[had jam on his face]] from the toast",,,TRUE,FALSE,FALSE
"judge, jury and executioner","people that are in charge of every decision made, and they have the power to be rid of whomever they choose",fig,"He [[was acting as judge, jury, and executioner]] when he made the decision without consulting anyone",,,TRUE,FALSE,FALSE
,,lit,"In the dystopian play, the main character [[was acting as judge, jury, and executioner]] in a twisted legal system",,,TRUE,FALSE,FALSE
jump on the bandwagon,to start doing something because it is fashionable or profitable,fig,"When the new trend became popular, everyone [[jumped on the bandwagon]]",,,TRUE,FALSE,FALSE
,,lit,"During the parade, he [[jumped on the bandwagon]] to join the musicians",,,TRUE,FALSE,FALSE
jungle out there,the situation is dangerous and is characterized by ruthless behavior and competition,fig,"With so much competition in the job market, [[it's a jungle out there]]",,,TRUE,FALSE,FALSE
,,lit,"As we entered the dense rainforest, our guide warned us, [[it's a jungle out there]]",,,TRUE,FALSE,FALSE
jury's out,when there is no general agreement or consensus on something,fig,"Regarding the new policy, [[the jury's out on that decision]], as people are still debating its effectiveness",,,TRUE,FALSE,FALSE
,,lit,"During the court recess, [[the jury's out on that decision]], discussing the case in a separate room",,,TRUE,FALSE,FALSE
just off the boat,a person who is naive and inexperienced,fig,"He was so naive and inexperienced, as if he was [[just off the boat]]",,,TRUE,FALSE,FALSE
,,lit,"Soaking wet and carrying their luggage, they were [[just off the boat]] from their island trip",,,TRUE,FALSE,FALSE
just what the doctor ordered,exactly what was wanted or needed,fig,A relaxing vacation was [[just what the doctor ordered]] after a stressful year,,,TRUE,FALSE,FALSE
,,lit,The prescribed medication was [[just what the doctor ordered]] for her condition,,,TRUE,FALSE,FALSE
keep at arm's length,keep distance from something or somebody,fig,"Despite his attempts to get closer, [[she kept him at arm's length]] due to her cautious nature",,,TRUE,FALSE,FALSE
,,lit,"During the self-defense training, [[she kept him at arm's length]] to maintain a safe distance",,,TRUE,FALSE,FALSE
keep card close to chest,"be secretive or cautious, give nothing away",fig,"During the negotiations, [[they kept their cards close to their chest]] and didn't reveal their true intentions",,,TRUE,FALSE,FALSE
,,lit,"While playing poker, [[they kept their cards close to their chest]] so no one could see their hand",,,TRUE,FALSE,FALSE
keep the wolf from the door,to have sufficient money to prevent starvation or hunger,fig,"Working two jobs, she [[kept the wolf from the door]] and provided for her family",,,TRUE,FALSE,FALSE
,,lit,"With a sturdy fence, the farmer [[kept the wolf from the door]] of his sheep pen",,,TRUE,FALSE,FALSE
keep your nose clean,to stay out of trouble by not doing anything wrong,fig,"To avoid getting into trouble, focus on [[keeping your nose clean]] at work",,,TRUE,FALSE,FALSE
,,lit,"During allergy season, [[keeping your nose clean]] is essential for comfort",,,TRUE,FALSE,FALSE
kick the bucket,to die,fig,"The old couple, inseparable in life, [[kicked the bucket together]] in their sleep",,,TRUE,FALSE,FALSE
,,lit,"While cleaning the barn, they accidentally [[kicked the bucket together]] and spilled water everywhere",,,TRUE,FALSE,FALSE
kick yourself,to be angry with yourself for something you have or have not done,fig,They [[kicked themselves]] for not investing in the stock earlier,,,TRUE,FALSE,FALSE
,,lit,"During the yoga class, they accidentally [[kicked themselves]] while attempting a new pose",,,TRUE,FALSE,FALSE
kill two birds with one stone,accomplish two different things at the same time,fig,"By combining our errands, we [[killed two birds with one stone]] and saved time",,,TRUE,FALSE,FALSE
,,lit,"With a well-aimed throw, he [[killed two birds with one stone]] in the field",,,TRUE,FALSE,FALSE
kiss and make up,to become friendly again after an argument,fig,"After the argument, he decided [[to kiss and make up with her]] to resolve their differences",,,TRUE,FALSE,FALSE
,,lit,"During the play, the actors had [[to kiss and make up with her]] as part of the scene",,,TRUE,FALSE,FALSE
knee jerk reaction,an automatic response to something,fig,His sudden outburst was [[a knee jerk reaction to the news]] of the company's bankruptcy,,,TRUE,FALSE,FALSE
,,lit,"The doctor tapped his patient's leg, causing [[a knee jerk reaction to the news]] of the reflex hammer",,,TRUE,FALSE,FALSE
knock on wood,tap knuckle on wood in order to avoid bad luck,fig,"Hoping for good luck, [[she knocked on wood]] before the big presentation",,,TRUE,FALSE,FALSE
,,lit,"To test the sturdiness of the table, [[she knocked on wood]]",,,TRUE,FALSE,FALSE
know the ropes,to know all the ways and means to get something done,fig,"Having worked there for years, [[he knew the ropes well]] and could handle any task",,,TRUE,FALSE,FALSE
,,lit,"As an experienced sailor, [[he knew the ropes well]] and could tie any knot",,,TRUE,FALSE,FALSE
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,fig,"He always supports the boss's decisions, showing that he [[knows which side his bread is buttered]]",,,TRUE,FALSE,FALSE
,,lit,He carefully observed the sandwich and [[knows which side his bread is buttered]] to avoid getting his hands greasy,,,TRUE,FALSE,FALSE
knowing which way the wind blows,this means that you should know how things are developing and be prepared for the future,fig,He made a wise decision by [[knowing which way the wind blows]] in the company,,,TRUE,FALSE,FALSE
,,lit,"As an experienced sailor, he was skilled at [[knowing which way the wind blows]]",,,TRUE,FALSE,FALSE
lead astray,make someone act or think in a wrong or foolish manner.,fig,The false information [[led them astray]] in their investigation,,,TRUE,FALSE,FALSE
,,lit,The broken compass [[led them astray]] in the dense forest,,,TRUE,FALSE,FALSE
lean towards,to be interested in something,fig,"After considering the pros and cons, she [[was leaning towards that option]]",,,TRUE,FALSE,FALSE
,,lit,"While standing near the table, he [[was leaning towards that option]] to get a closer look",,,TRUE,FALSE,FALSE
leaps and bounds,progress very quickly,fig,"After attending the workshop, her skills [[made progress in leaps and bounds]]",,,TRUE,FALSE,FALSE
,,lit,The kangaroo [[made progress in leaps and bounds]] across the field,,,TRUE,FALSE,FALSE
learn to walk before you run,to take smaller steps initially,fig,You should [[learn to walk before you run]] when it comes to mastering a new skill,,,TRUE,FALSE,FALSE
,,lit,"As a toddler, you must [[learn to walk before you run]] to avoid falling",,,TRUE,FALSE,FALSE
leave at the altar,decide not to marry someone at the very last moment,fig,[[He left her at the altar]] when he decided not to show up for their wedding,,,TRUE,FALSE,FALSE
,,lit,[[He left her at the altar]] to fetch the forgotten wedding rings from their car,,,TRUE,FALSE,FALSE
leg up,give or receive assistance to achieve a goal,fig,The scholarship [[gave her a leg up]] in her pursuit of higher education,,,TRUE,FALSE,FALSE
,,lit,He [[gave her a leg up]] to help her climb over the fence,,,TRUE,FALSE,FALSE
let the cat out of the bag,to let a secret out in the open,fig,He accidentally [[let the cat out of the bag]] about the surprise party,,,TRUE,FALSE,FALSE
,,lit,She opened the bag and [[let the cat out of the bag]] after bringing it home from the shelter,,,TRUE,FALSE,FALSE
lick his wounds,"to try to recover your confidence or spirit after a defeat, failure or disappointment",fig,He [[licked his wounds after the fight]] by taking some time to recover from the emotional blow,,,TRUE,FALSE,FALSE
,,lit,The injured dog [[licked his wounds after the fight]] with another canine,,,TRUE,FALSE,FALSE
lick your lips,to show that you're excited about something and are eager for it to happen,fig,[[They licked their lips]] in anticipation of the delicious meal,,,TRUE,FALSE,FALSE
,,lit,"After eating the ice cream, [[they licked their lips]] to clean off the remaining traces",,,TRUE,FALSE,FALSE
lie low,"To go out of sight, usually after having done something bad.",fig,"After the controversy, [[he decided to lie low]] and avoid the media",,,TRUE,FALSE,FALSE
,,lit,"During the game of hide and seek, [[he decided to lie low]] in the tall grass",,,TRUE,FALSE,FALSE
lights are on but nobody is home,used to describe a stupid person.,fig,"When I tried to explain the situation to him, it seemed like [[the lights are on but nobody is home]]",,,TRUE,FALSE,FALSE
,,lit,I walked past the house and noticed that [[the lights are on but nobody is home]],,,TRUE,FALSE,FALSE
line in the sand,a boundary beyond which one cannot proceed without consequences,fig,He decided [[to draw a line in the sand]] and confront his coworker about the issue,,,TRUE,FALSE,FALSE
,,lit,"While playing at the beach, the children decided [[to draw a line in the sand]] to divide their territories",,,TRUE,FALSE,FALSE
long in the tooth,To get too old for something.,fig,He's [[getting long in the tooth]] and might retire soon,,,TRUE,FALSE,FALSE
,,lit,"The horse was [[getting long in the tooth]] as it aged, making it easier to determine its age",,,TRUE,FALSE,FALSE
long run,far away in the future,fig,Investing in education will pay off [[in the long run]],,,TRUE,FALSE,FALSE
,,lit,The marathon was [[in the long run]] category of races,,,TRUE,FALSE,FALSE
look before you leap,to make sure that everything is alright before doing something important which you cannot revert,fig,"When making a big decision, always remember [[to look before you leap]]",,,TRUE,FALSE,FALSE
,,lit,"While standing on the edge of the diving board, he was reminded [[to look before you leap]]",,,TRUE,FALSE,FALSE
looked through colored glasses,to look the things not as they are; having a heavily biased worldview,fig,She always [[looked through colored glasses]] when it came to her children's achievements,,,TRUE,FALSE,FALSE
,,lit,"During the art class, we [[looked through colored glasses]] to observe the effects on the painting",,,TRUE,FALSE,FALSE
loose cannon,somebody whose activities are uncommon and out of control,fig,"After losing his job, he [[became a loose cannon]] and started causing problems",,,TRUE,FALSE,FALSE
,,lit,"During the battle reenactment, the replica [[became a loose cannon]] when it broke free from its mount",,,TRUE,FALSE,FALSE
lose your marbles,strange behaviors.,fig,"After working non-stop for days, he finally [[lost his marbles]] and started talking nonsense",,,TRUE,FALSE,FALSE
,,lit,"During the game, he accidentally [[lost his marbles]] when the bag ripped open",,,TRUE,FALSE,FALSE
lower the bar,to lower standards or expectations,fig,The company [[lowered the bar for everyone]] by reducing the performance expectations,,,TRUE,FALSE,FALSE
,,lit,The gym instructor [[lowered the bar for everyone]] during the limbo competition,,,TRUE,FALSE,FALSE
lump in my throat,to have a tight feeling in your throat because of a strong emotion such as sadness or gratitude,fig,"When I heard the sad news, [[I had a lump in my throat]] and couldn't speak",,,TRUE,FALSE,FALSE
,,lit,"After swallowing a large piece of food, [[I had a lump in my throat]] and needed water",,,TRUE,FALSE,FALSE
make a song and dance,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,fig,She [[made a song and dance about it]] when she found out she won the lottery,,,TRUE,FALSE,FALSE
,,lit,The performers [[made a song and dance about it]] during the musical's finale,,,TRUE,FALSE,FALSE
make ends meet,make sufficient money to survive on,fig,"After losing her job, she [[was struggling to make ends meet]] and pay her bills",,,TRUE,FALSE,FALSE
,,lit,The tailor [[was struggling to make ends meet]] when sewing the two pieces of fabric together,,,TRUE,FALSE,FALSE
make ones bed and lie on it,to be responsible for what you have done and accept the results,fig,[[They made their bed and lied on it]] when they decided to invest in that risky business,,,TRUE,FALSE,FALSE
,,lit,"After tidying up the room, [[they made their bed and lied on it]] to take a nap",,,TRUE,FALSE,FALSE
makes his hackles rise,to make you angry,fig,The sound of nails on a chalkboard [[makes his hackles rise]],,,TRUE,FALSE,FALSE
,,lit,"When the dog senses danger, it [[makes his hackles rise]] on his back",,,TRUE,FALSE,FALSE
makes my ears burn,"to be embarrassed by what you hear, especially if the conversation is about you",fig,Hearing people gossip about me [[makes my ears burn]],,,TRUE,FALSE,FALSE
,,lit,Standing too close to the bonfire [[makes my ears burn]],,,TRUE,FALSE,FALSE
man's best friend,"It refers to animals that are of use to human beings, mostly used to address dogs.",fig,The loyal dog is often considered [[a man's best friend]],,,TRUE,FALSE,FALSE
,,lit,"He wrote a book about his childhood, where he described his brother as [[a man's best friend]]",,,TRUE,FALSE,FALSE
mend fences,to try and improve a bad relationship with another party,fig,"After the argument, he started [[mending fences with her]] by apologizing",,,TRUE,FALSE,FALSE
,,lit,The farmer spent the afternoon [[mending fences with her]] to keep the animals inside,,,TRUE,FALSE,FALSE
miles away,unaware of the current situation,fig,"During the meeting, her thoughts [[seemed miles away]] from the topic",,,TRUE,FALSE,FALSE
,,lit,The mountain peak [[seemed miles away]] from our current location,,,TRUE,FALSE,FALSE
mind your own beeswax,do not interfere into someone else's matter,fig,"Instead of gossiping about others, focus [[on minding your own beeswax]]",,,TRUE,FALSE,FALSE
,,lit,"While working at the apiary, concentrate [[on minding your own beeswax]] production",,,TRUE,FALSE,FALSE
mind your own business,to look into your own matter,fig,The neighbors [[were minding their own business]] and didn't notice the commotion next door,,,TRUE,FALSE,FALSE
,,lit,The entrepreneurs [[were minding their own business]] by managing their respective companies,,,TRUE,FALSE,FALSE
miss the boat,miss a chance,fig,[[She missed the boat on that opportunity]] by not applying for the job in time,,,TRUE,FALSE,FALSE
,,lit,[[She missed the boat on that opportunity]] to take the scenic river cruise,,,TRUE,FALSE,FALSE
more heat than light,to cause anger or intense reaction but doesn't clarify anything,fig,The heated debate [[generated more heat than light]] and left everyone confused,,,TRUE,FALSE,FALSE
,,lit,The malfunctioning light bulb [[generated more heat than light]] and needed to be replaced,,,TRUE,FALSE,FALSE
"Mr Right, Ms Right",the best future life partner for someone,fig,"After years of searching, they finally [[found their Mr Right and Ms Right]] and settled down",,,TRUE,FALSE,FALSE
,,lit,"At the costume party, they [[found their Mr Right and Ms Right]] outfits in the store",,,TRUE,FALSE,FALSE
my hands are full,someone is too busy or has too much going on to be able to do or become involved with anything else,fig,"With three projects to manage and a presentation to prepare, [[my hands are full at the moment]]",,,TRUE,FALSE,FALSE
,,lit,"Carrying a stack of books and a cup of coffee, [[my hands are full at the moment]]",,,TRUE,FALSE,FALSE
nail biter,"a situation like a close contest, which induces anxiety or tension.",fig,The final moments of the game were [[a real nail biter]] as both teams were neck and neck,,,TRUE,FALSE,FALSE
,,lit,"Watching her chew on her fingers during the movie, it was clear she was [[a real nail biter]]",,,TRUE,FALSE,FALSE
nail in the coffin,"an action/event that will help bring about the death, end, or failure of something or someone",fig,His resignation letter [[put the final nail in the coffin]] for the company's future,,,TRUE,FALSE,FALSE
,,lit,The undertaker [[put the final nail in the coffin]] before lowering it into the ground,,,TRUE,FALSE,FALSE
never looked back,"after an event which changed your life for the better, you continue to be happy with the situation",fig,"She quit her job and started her own business, and she [[never looked back after that]]",,,TRUE,FALSE,FALSE
,,lit,He walked away from the haunted house and [[never looked back after that]],,,TRUE,FALSE,FALSE
no spring chicken,Someone who's no longer young.,fig,He realized he was [[not a spring chicken anymore]] when he couldn't keep up with the younger athletes,,,TRUE,FALSE,FALSE
,,lit,The farmer confirmed that the hen was [[not a spring chicken anymore]] as it had grown quite large,,,TRUE,FALSE,FALSE
not getting anywhere,to make no progress at all; not improving or advancing a particular situation,fig,We were [[not getting anywhere with this]] project due to constant setbacks,,,TRUE,FALSE,FALSE
,,lit,"The car was stuck in the mud, and we were [[not getting anywhere with this]] vehicle",,,TRUE,FALSE,FALSE
not hurt a fly or flea,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.",fig,"Despite his intimidating appearance, he [[wouldn't hurt a fly]] and was very gentle",,,TRUE,FALSE,FALSE
,,lit,She was so careful with her bug collection that she [[wouldn't hurt a fly]] while handling them,,,TRUE,FALSE,FALSE
not playing with a full deck,not mentally sound,fig,His strange ideas made it seem like he was [[not playing with a full deck]],,,TRUE,FALSE,FALSE
,,lit,"During the poker game, we discovered we were [[not playing with a full deck]] when the ace of spades appeared twice",,,TRUE,FALSE,FALSE
off grid,disconnected from municipal utility systems.,fig,He decided to disconnect from social media and [[started living off grid]],,,TRUE,FALSE,FALSE
,,lit,They built a cabin in the woods and [[started living off grid]] without electricity or running water,,,TRUE,FALSE,FALSE
old hat,Someone who is old fashioned. The phrase can directly refer to old fashion too.,fig,"She's [[an old hat at]] programming, having done it for years",,,TRUE,FALSE,FALSE
,,lit,"He found [[an old hat at]] the back of his closet, covered in dust",,,TRUE,FALSE,FALSE
old school,old fashioned ideas or approach compared to current trends,fig,"He prefers [[an old school approach]] to communication, like writing letters",,,TRUE,FALSE,FALSE
,,lit,The museum showcased [[an old school approach]] to education with antique desks and chalkboards,,,TRUE,FALSE,FALSE
on a silver platter,to get something without having to work for it,fig,He [[served it on a silver platter]] by doing all the work for her,,,TRUE,FALSE,FALSE
,,lit,The waiter [[served it on a silver platter]] to impress the guests,,,TRUE,FALSE,FALSE
on its knees,something that is in a very weak situation or on the verge of failure,fig,"After the economic crisis, [[the city was on its knees]] and struggling to recover",,,TRUE,FALSE,FALSE
,,lit,"In the art installation, [[the city was on its knees]] as the artist had created a miniature version of it, resting on two large sculptures of human knees",,,TRUE,FALSE,FALSE
on pins and needles,being anxious or nervous,fig,"While anticipating the exam results, we were [[waiting on pins and needles]]",,,TRUE,FALSE,FALSE
,,lit,"During the acupressure therapy session, she was [[waiting on pins and needles]] placed on her back",,,TRUE,FALSE,FALSE
on the back burner,to put something (that is to be done) for later,fig,"Due to the urgent tasks, we had to [[put it on the back burner]] for now",,,TRUE,FALSE,FALSE
,,lit,"To simmer the sauce slowly, she [[put it on the back burner]] of the stove",,,TRUE,FALSE,FALSE
on the brink of,to be on the verge of doing something,fig,The company was [[on the brink of something]] big when they launched their new product,,,TRUE,FALSE,FALSE
,,lit,"The hiker stood [[on the brink of something]] dangerous, a steep cliff",,,TRUE,FALSE,FALSE
on the crest of a wave,to reach the highest point of success,fig,"After the successful product launch, the company was [[riding on the crest of a wave]]",,,TRUE,FALSE,FALSE
,,lit,The surfer skillfully balanced himself while [[riding on the crest of a wave]],,,TRUE,FALSE,FALSE
on the edge of their seat,to be very interested in something and fits with both extremely exciting and nerve-wracking,fig,The suspenseful movie had everyone [[on the edge of their seat]],,,TRUE,FALSE,FALSE
,,lit,The chair was so small that they were uncomfortably perched [[on the edge of their seat]],,,TRUE,FALSE,FALSE
on the hook,someone who is responsible for something,fig,He [[was left on the hook]] for the entire project after his partner quit,,,TRUE,FALSE,FALSE
,,lit,The fish [[was left on the hook]] after it was caught,,,TRUE,FALSE,FALSE
on the line,to be at serious risk.,fig,[[She put it on the line]] when she confronted her boss about the unfair treatment,,,TRUE,FALSE,FALSE
,,lit,[[She put it on the line]] to dry after washing her clothes,,,TRUE,FALSE,FALSE
on the money,being right about something.,fig,His prediction about the game's outcome was [[right on the money]],,,TRUE,FALSE,FALSE
,,lit,The coin landed [[right on the money]] that was placed on the table,,,TRUE,FALSE,FALSE
on the pig's back,a successful situation and everything is going well for that person,fig,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth",,,TRUE,FALSE,FALSE
,,lit,"At the farm, the child [[was riding on the pig's back]] for fun",,,TRUE,FALSE,FALSE
on the same page,everyone in agreement,fig,"Before starting the project, we need to [[be on the same page]] regarding our goals",,,TRUE,FALSE,FALSE
,,lit,"While reading the book together, they happened to [[be on the same page]]",,,TRUE,FALSE,FALSE
open old wounds,"to revive memories of an unpleasant event, situation or dispute that took place in the past",fig,Bringing up their past mistakes [[opened old wounds]] in the conversation,,,TRUE,FALSE,FALSE
,,lit,The surgeon [[opened old wounds]] to remove the remaining infection,,,TRUE,FALSE,FALSE
out of hand,out of control,fig,The party [[got out of hand]] when people started throwing food,,,TRUE,FALSE,FALSE
,,lit,The ball [[got out of hand]] when he accidentally dropped it,,,TRUE,FALSE,FALSE
out of the closet,go public about something private or hidden,fig,"After years of hiding his true self, he finally [[came out of the closet]] to his family",,,TRUE,FALSE,FALSE
,,lit,She [[came out of the closet]] after finding the perfect outfit to wear,,,TRUE,FALSE,FALSE
out of the frying pan into the fire,to go from a bad to worse situation,fig,"By quitting her job without a backup plan, she [[jumped out of the frying pan into the fire]]",,,TRUE,FALSE,FALSE
,,lit,The fish [[jumped out of the frying pan into the fire]] when the cook wasn't paying attention,,,TRUE,FALSE,FALSE
out on the town,go out and enjoy yourself at one or more places in the town,fig,They were excited about [[going out on the town]] to celebrate their anniversary,,,TRUE,FALSE,FALSE
