idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
carry coals to new castle,to take something to a place or a person that has a lot of that thing already,She carried coals to Newcastle,2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 42.724, 'AssignmentId': '3H8DHMCCWPRC1GLOQK6PJO2UWFHKDR', 'HITId': '36AZSFEY0JGUFAJMKQOP1NTLUYWBVR', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 41.128, 'AssignmentId': '3DY4FPOOAH4KI1Y57PFGQMUFQ7GVRG', 'HITId': '3NFWQRSHWTU1AU570XBZKCHWMG3GFQ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 88.38, 'AssignmentId': '37FMASSAYS7SGOXGCLU7BIZH0JJBIO', 'HITId': '3NFWQRSHWTU1AU570XBZKCHWMG3GFQ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
got somebody's goat,to annoy or irritate someone,They got my goat when they teased me publicly,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 42.724, 'AssignmentId': '3H8DHMCCWPRC1GLOQK6PJO2UWFHKDR', 'HITId': '36AZSFEY0JGUFAJMKQOP1NTLUYWBVR', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 41.128, 'AssignmentId': '3DY4FPOOAH4KI1Y57PFGQMUFQ7GVRG', 'HITId': '3NFWQRSHWTU1AU570XBZKCHWMG3GFQ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 88.38, 'AssignmentId': '37FMASSAYS7SGOXGCLU7BIZH0JJBIO', 'HITId': '3NFWQRSHWTU1AU570XBZKCHWMG3GFQ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,0,0,0,False,False
heart and soul,with all the effort you can put into it,"She committed with her heart and soul, literally using each muscle and organ of her body",1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 42.724, 'AssignmentId': '3H8DHMCCWPRC1GLOQK6PJO2UWFHKDR', 'HITId': '36AZSFEY0JGUFAJMKQOP1NTLUYWBVR', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 41.128, 'AssignmentId': '3DY4FPOOAH4KI1Y57PFGQMUFQ7GVRG', 'HITId': '3NFWQRSHWTU1AU570XBZKCHWMG3GFQ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 3, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 88.38, 'AssignmentId': '37FMASSAYS7SGOXGCLU7BIZH0JJBIO', 'HITId': '3NFWQRSHWTU1AU570XBZKCHWMG3GFQ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,3,0,0,False,True
too many cooks spoil the broth,to mean that something does not go well when there are too many ways to do it,There were too many cooks,2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 42.724, 'AssignmentId': '3H8DHMCCWPRC1GLOQK6PJO2UWFHKDR', 'HITId': '36AZSFEY0JGUFAJMKQOP1NTLUYWBVR', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 41.128, 'AssignmentId': '3DY4FPOOAH4KI1Y57PFGQMUFQ7GVRG', 'HITId': '3NFWQRSHWTU1AU570XBZKCHWMG3GFQ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 88.38, 'AssignmentId': '37FMASSAYS7SGOXGCLU7BIZH0JJBIO', 'HITId': '3NFWQRSHWTU1AU570XBZKCHWMG3GFQ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
water under the bridge,past events that are not important anymore,That's water under the bridge now and we can move on to other things,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.122, 'AssignmentId': '3HUTX6F6VA38OX8NRNE1UMSZIM4O2T', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 59.228, 'AssignmentId': '3WYGZ5XF3CVI3546NA1EENOUWBTSKG', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 61.656, 'AssignmentId': '33PPO7FECBVLVLV0QHLD68NH34UID1', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
run across,meet someone by accident,I ran across something interesting while I was researching the topic,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.122, 'AssignmentId': '3HUTX6F6VA38OX8NRNE1UMSZIM4O2T', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 59.228, 'AssignmentId': '3WYGZ5XF3CVI3546NA1EENOUWBTSKG', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 61.656, 'AssignmentId': '33PPO7FECBVLVLV0QHLD68NH34UID1', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
pull your socks up,to be determined to work very hard,She needs to pull her socks up,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.122, 'AssignmentId': '3HUTX6F6VA38OX8NRNE1UMSZIM4O2T', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 59.228, 'AssignmentId': '3WYGZ5XF3CVI3546NA1EENOUWBTSKG', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 61.656, 'AssignmentId': '33PPO7FECBVLVLV0QHLD68NH34UID1', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
household name,to be very popular,He became a household name since his name was written on all of the grocery lists and orders,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.122, 'AssignmentId': '3HUTX6F6VA38OX8NRNE1UMSZIM4O2T', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 59.228, 'AssignmentId': '3WYGZ5XF3CVI3546NA1EENOUWBTSKG', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 61.656, 'AssignmentId': '33PPO7FECBVLVLV0QHLD68NH34UID1', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",1,0,0,0,False,True
yellow streak,people who  have an inclination towards being fainthearted.,You have a yellow streak,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 144.122, 'AssignmentId': '3HUTX6F6VA38OX8NRNE1UMSZIM4O2T', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 59.228, 'AssignmentId': '3WYGZ5XF3CVI3546NA1EENOUWBTSKG', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 61.656, 'AssignmentId': '33PPO7FECBVLVLV0QHLD68NH34UID1', 'HITId': '37ZQELHERFEDQWEA9OS75MA2KT1NMC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
goose egg,zero,We ended up with a goose egg after we went to the farm to collect some eggs,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 31.084, 'AssignmentId': '3L0KT67Y8UWDNATNRP25NV35UQ1SYA', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 27.882, 'AssignmentId': '3OUYGIZWRNEJDNHAR0N20Y4AVTG0P2', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.448, 'AssignmentId': '31QNSG6A579CP6IDQI60TRJ7EXM78P', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
in a pickle,to be in a difficult situation,I'm in a pickle because I can't find the jar opener,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 31.084, 'AssignmentId': '3L0KT67Y8UWDNATNRP25NV35UQ1SYA', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 27.882, 'AssignmentId': '3OUYGIZWRNEJDNHAR0N20Y4AVTG0P2', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.448, 'AssignmentId': '31QNSG6A579CP6IDQI60TRJ7EXM78P', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
birds of a feather,"people with similar tastes, interests, and backgrounds",We are birds of a feather,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 31.084, 'AssignmentId': '3L0KT67Y8UWDNATNRP25NV35UQ1SYA', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 27.882, 'AssignmentId': '3OUYGIZWRNEJDNHAR0N20Y4AVTG0P2', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.448, 'AssignmentId': '31QNSG6A579CP6IDQI60TRJ7EXM78P', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,0,0,0,False,True
miss the boat,miss a chance,We missed the boat as we were too late to take advantage of the opportunity,0,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 31.084, 'AssignmentId': '3L0KT67Y8UWDNATNRP25NV35UQ1SYA', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 27.882, 'AssignmentId': '3OUYGIZWRNEJDNHAR0N20Y4AVTG0P2', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.448, 'AssignmentId': '31QNSG6A579CP6IDQI60TRJ7EXM78P', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
break a leg,good luck,I wish you break a leg so that you'll stay home and rest,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 31.084, 'AssignmentId': '3L0KT67Y8UWDNATNRP25NV35UQ1SYA', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 27.882, 'AssignmentId': '3OUYGIZWRNEJDNHAR0N20Y4AVTG0P2', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.448, 'AssignmentId': '31QNSG6A579CP6IDQI60TRJ7EXM78P', 'HITId': '3FJ2RVH26EM2UQ6NYWQI8C1K9Z3928', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
off grid,disconnected from municipal utility systems.,She went off grid,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 28.775, 'AssignmentId': '3BXQMRHWKFET86WDXR9U81YM6D9MUV', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 96.306, 'AssignmentId': '304SM51WAJKHA20CHXOLFK549HKSBW', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 64.628, 'AssignmentId': '3137ONMDKWLCR035WOWURESMO33GE0', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
ring a bell,something that sounds familiar,It's ringing a bell so I should pick it up.,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 28.775, 'AssignmentId': '3BXQMRHWKFET86WDXR9U81YM6D9MUV', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 96.306, 'AssignmentId': '304SM51WAJKHA20CHXOLFK549HKSBW', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 64.628, 'AssignmentId': '3137ONMDKWLCR035WOWURESMO33GE0', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
roots run deep,"similar in meaning to ""deep-rooted.""",Their roots run deep,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 28.775, 'AssignmentId': '3BXQMRHWKFET86WDXR9U81YM6D9MUV', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 96.306, 'AssignmentId': '304SM51WAJKHA20CHXOLFK549HKSBW', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 64.628, 'AssignmentId': '3137ONMDKWLCR035WOWURESMO33GE0', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
none of your business,used to tell someone not to get involved in whatever you have going on,That's none of your business; it's my decision to make,0,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 28.775, 'AssignmentId': '3BXQMRHWKFET86WDXR9U81YM6D9MUV', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 96.306, 'AssignmentId': '304SM51WAJKHA20CHXOLFK549HKSBW', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 64.628, 'AssignmentId': '3137ONMDKWLCR035WOWURESMO33GE0', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
blind as a bat,unconscious to something,He is blind as a bat because he was born without sight,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 28.775, 'AssignmentId': '3BXQMRHWKFET86WDXR9U81YM6D9MUV', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 96.306, 'AssignmentId': '304SM51WAJKHA20CHXOLFK549HKSBW', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 64.628, 'AssignmentId': '3137ONMDKWLCR035WOWURESMO33GE0', 'HITId': '3Z8UJEJODETRF8262W4NRM6CFD393J', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
skating on thin ice,to do something considered quite dangerous or risky,He's skating on thin ice,2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 43.328, 'AssignmentId': '31UV0MXWN6SQR8G7BB3U8WZPRUUI56', 'HITId': '31ANT7FQONIN8T7TERG8J02KCNZH56', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 2, 'bad': False}","{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 26.087, 'AssignmentId': '3RRCEFRB72SY8HY1RWS3HHPYV1HB48', 'HITId': '3XT3KXP25EEJNSIRPS8YBIHZ8US6I5', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 21.105, 'AssignmentId': '3WMOAN2SRRDZ336DEIYZH2P5PASNVL', 'HITId': '3XT3KXP25EEJNSIRPS8YBIHZ8US6I5', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
roots run deep,"similar in meaning to ""deep-rooted.""",Their roots run deep into the ground which gives their plants access to nutrients,1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 43.328, 'AssignmentId': '31UV0MXWN6SQR8G7BB3U8WZPRUUI56', 'HITId': '31ANT7FQONIN8T7TERG8J02KCNZH56', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 1, 'bad': False}","{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 26.087, 'AssignmentId': '3RRCEFRB72SY8HY1RWS3HHPYV1HB48', 'HITId': '3XT3KXP25EEJNSIRPS8YBIHZ8US6I5', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 21.105, 'AssignmentId': '3WMOAN2SRRDZ336DEIYZH2P5PASNVL', 'HITId': '3XT3KXP25EEJNSIRPS8YBIHZ8US6I5', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
up a blind alley,to be doing something that will definitely have a negative outcome,We went up a blind alley because the street had no exit,1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 43.328, 'AssignmentId': '31UV0MXWN6SQR8G7BB3U8WZPRUUI56', 'HITId': '31ANT7FQONIN8T7TERG8J02KCNZH56', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 1, 'bad': False}","{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 26.087, 'AssignmentId': '3RRCEFRB72SY8HY1RWS3HHPYV1HB48', 'HITId': '3XT3KXP25EEJNSIRPS8YBIHZ8US6I5', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 21.105, 'AssignmentId': '3WMOAN2SRRDZ336DEIYZH2P5PASNVL', 'HITId': '3XT3KXP25EEJNSIRPS8YBIHZ8US6I5', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
take the biscuit,be the most remarkable or foolish of its kind,That took the biscuit as he picked it up from the table,1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 43.328, 'AssignmentId': '31UV0MXWN6SQR8G7BB3U8WZPRUUI56', 'HITId': '31ANT7FQONIN8T7TERG8J02KCNZH56', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 1, 'bad': False}","{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 26.087, 'AssignmentId': '3RRCEFRB72SY8HY1RWS3HHPYV1HB48', 'HITId': '3XT3KXP25EEJNSIRPS8YBIHZ8US6I5', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 21.105, 'AssignmentId': '3WMOAN2SRRDZ336DEIYZH2P5PASNVL', 'HITId': '3XT3KXP25EEJNSIRPS8YBIHZ8US6I5', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
taking your medicine,to accept the consequences of something you have done wrong,He's taking his medicine by enduring the consequences of his mistakes,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 43.328, 'AssignmentId': '31UV0MXWN6SQR8G7BB3U8WZPRUUI56', 'HITId': '31ANT7FQONIN8T7TERG8J02KCNZH56', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 2, 'bad': False}","{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 26.087, 'AssignmentId': '3RRCEFRB72SY8HY1RWS3HHPYV1HB48', 'HITId': '3XT3KXP25EEJNSIRPS8YBIHZ8US6I5', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 21.105, 'AssignmentId': '3WMOAN2SRRDZ336DEIYZH2P5PASNVL', 'HITId': '3XT3KXP25EEJNSIRPS8YBIHZ8US6I5', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,0,0,0,False,False
